port_code,port_name,country,cty_code,region
33751,Lirquen; Puerto de Lirquen,Chile,3370,South America
33765,Caleta Patillos,Chile,3370,South America
33770,Punta Arenas,Chile,3370,South America
33775,Quintero,Chile,3370,South America
33776,Santiago,Chile,3370,South America
33779,San Antonio,Chile,3370,South America
33780,San Vicente,Chile,3370,South America
33781,Talcahuano,Chile,3370,South America
33782,Penco,Chile,3370,South America
33788,Tocopilla,Chile,3370,South America
33797,Las Salinas,Chile,3370,South America
35107,Angra dos Reis,Brazil,3510,South America
35113,Madre de Deus,Brazil,3510,South America
35115,Aratu,Brazil,3510,South America
35120,Pecem; Port do Pecem,Brazil,3510,South America
35121,Barcarena,Brazil,3510,South America
35123,Breves,Brazil,3510,South America
35127,Cabedelo,Brazil,3510,South America
35133,Ceara,Brazil,3510,South America
35135,Itaqui,Brazil,3510,South America
35136,Navegantes,Brazil,3510,South America
35137,Ilheus,Brazil,3510,South America
35138,Itajai; Itajay,Brazil,3510,South America
35139,Itacoatiara,Brazil,3510,South America
35141,Maceio,Brazil,3510,South America
35144,Manaus,Brazil,3510,South America
35157,Natal,Brazil,3510,South America
35158,Obidos,Brazil,3510,South America
35159,Antonina,Brazil,3510,South America
35160,Praia Mole,Brazil,3510,South America
35161,Tramandai,Brazil,3510,South America
35163,Parnaiba,Brazil,3510,South America
35164,Munguba,Brazil,3510,South America
35165,Macapa,Brazil,3510,South America
35166,Point Ubu; Ponta do Ubu,Brazil,3510,South America
35167,Porto Alegre,Brazil,3510,South America
35168,Ponta da Madeira,Brazil,3510,South America
35169,Pernambuco,Brazil,3510,South America
35170,Saupe,Brazil,3510,South America
35171,Niteroi,Brazil,3510,South America
35173,Rio Grande,Brazil,3510,South America
35175,Sao Sebastio,Brazil,3510,South America
35176,Trombetas,Brazil,3510,South America
35177,Santos,Brazil,3510,South America
35178,Imbituba,Brazil,3510,South America
35179,Sao Francisco do Sul,Brazil,3510,South America
35180,Port Itapoa,Brazil,3510,South America
35181,Salvador,Brazil,3510,South America
35185,Sepetiba Bay; Itaguai,Brazil,3510,South America
35195,Vitoria; Victoria,Brazil,3510,South America
35198,Abaetetuba,Brazil,3510,South America
35199,Aracaju,Brazil,3510,South America
35300,San Antonio,Paraguay,3530,South America
35301,Asuncion,Paraguay,3530,South America
35305,Villeta; Puerto Villeta,Paraguay,3530,South America
35500,All Other Uruguay Ports,Uruguay,3550,South America
35515,Colonia,Uruguay,3550,South America
35520,Fray Bentos,Uruguay,3550,South America
35522,Jose Ignacio Terminal,Uruguay,3550,South America
35525,Montevideo,Uruguay,3550,South America
35530,Paysandu,Uruguay,3550,South America
35535,Nueva Palmira,Uruguay,3550,South America
35537,Punta del Este,Uruguay,3550,South America
35700,Acevedo,Argentina,3570,South America
35701,Bahia Blanca,Argentina,3570,South America
35702,Comodoro Rivadavia,Argentina,3570,South America
35703,Caleta Cordova,Argentina,3570,South America
35705,Buenos Aires,Argentina,3570,South America
35710,Bagual,Argentina,3570,South America
35711,Campana,Argentina,3570,South America
35737,La Plata,Argentina,3570,South America
35739,Mar del Plata,Argentina,3570,South America
35740,Madryn; Puerto Madryn,Argentina,3570,South America
35741,Necochea,Argentina,3570,South America
35745,Puerto Deseado,Argentina,3570,South America
35771,Rosario,Argentina,3570,South America
35779,Pto. General San Martin,Argentina,3570,South America
35781,San Nicolas,Argentina,3570,South America
35785,San Pedro,Argentina,3570,South America
35791,Santa Fe,Argentina,3570,South America
35795,Villa Constitucion,Argentina,3570,South America
35796,Zarate,Argentina,3570,South America
37200,All Falkland Islands Ports,Falkland Islands,3720,South America
37205,"Port Stanley, E Falklnd",Falkland Islands,3720,South America
40000,Djupivogur,Iceland,4000,Europe
40001,Hafnarfjordhur; Hafnarfjordur,Iceland,4000,Europe
40002,Grundarfjordur,Iceland,4000,Europe
40010,Njardvik,Iceland,4000,Europe
40036,Neskaupstadur,Iceland,4000,Europe
40037,Reykjavik,Iceland,4000,Europe
40038,Akranes,Iceland,4000,Europe
40039,Akureyri,Iceland,4000,Europe
40040,Vestmannaeyjar,Iceland,4000,Europe
40100,Arnoviken,Sweden,4010,Europe
40102,Brofjorden,Sweden,4010,Europe
40103,Burea,Sweden,4010,Europe
40104,Domsjo,Sweden,4010,Europe
40105,Dynas,Sweden,4010,Europe
40106,Essvik,Sweden,4010,Europe
40107,Fagervik,Sweden,4010,Europe
40108,Frano,Sweden,4010,Europe
40109,Hargshamn,Sweden,4010,Europe
40110,Harnosand; Hernosand,Sweden,4010,Europe
40111,Hornesfors,Sweden,4010,Europe
40114,Kalix,Sweden,4010,Europe
40116,Gavle; Gafle; Gefle,Sweden,4010,Europe
40117,Goteborg; Gothenburg,Sweden,4010,Europe
40118,Hallstavik,Sweden,4010,Europe
40119,Halmstad,Sweden,4010,Europe
40120,Helsingborg; Halsingborg,Sweden,4010,Europe
40121,Falkenberg,Sweden,4010,Europe
40122,Ahus,Sweden,4010,Europe
40123,Hoganas,Sweden,4010,Europe
40124,Ronnskar,Sweden,4010,Europe
40125,Umea,Sweden,4010,Europe
40127,Holmsund,Sweden,4010,Europe
40129,Iggesund,Sweden,4010,Europe
40130,Kalmar,Sweden,4010,Europe
40131,Carlskrona,Sweden,4010,Europe
40132,Karlsborg,Sweden,4010,Europe
40133,Karlshamn,Sweden,4010,Europe
40134,Karlstad,Sweden,4010,Europe
40135,Karskar,Sweden,4010,Europe
40136,Kopmanholmen,Sweden,4010,Europe
40137,Kramfors,Sweden,4010,Europe
40138,Kristinehamn,Sweden,4010,Europe
40139,Ljusne,Sweden,4010,Europe
40140,Lysekil,Sweden,4010,Europe
40141,Munksund,Sweden,4010,Europe
40142,Lulea,Sweden,4010,Europe
40143,Limhamn,Sweden,4010,Europe
40144,Norrbyskar,Sweden,4010,Europe
40145,Nynashamn,Sweden,4010,Europe
40146,Ortviken,Sweden,4010,Europe
40147,Orviken,Sweden,4010,Europe
40148,Norrkoping,Sweden,4010,Europe
40149,Norrsundet,Sweden,4010,Europe
40150,Lanskrona,Sweden,4010,Europe
40151,Ostrand,Sweden,4010,Europe
40152,Otterbacken,Sweden,4010,Europe
40153,Obbola,Sweden,4010,Europe
40154,Pitea,Sweden,4010,Europe
40155,Ornskoldsvik,Sweden,4010,Europe
40156,Ronneby,Sweden,4010,Europe
40157,Oskarshamn,Sweden,4010,Europe
40159,Oxelosund,Sweden,4010,Europe
40161,Ronnsker,Sweden,4010,Europe
40166,Sandarne,Sweden,4010,Europe
40167,Sikea,Sweden,4010,Europe
40168,Skogholl,Sweden,4010,Europe
40169,Skonvik,Sweden,4010,Europe
40170,Skutskar,Sweden,4010,Europe
40172,Soraker,Sweden,4010,Europe
40173,Stocka,Sweden,4010,Europe
40174,Soderhamn,Sweden,4010,Europe
40176,Stenungsund,Sweden,4010,Europe
40179,Stockholm,Sweden,4010,Europe
40180,Stockvik,Sweden,4010,Europe
40182,Sundsvall,Sweden,4010,Europe
40183,Svartvik,Sweden,4010,Europe
40184,Trollhattan,Sweden,4010,Europe
40185,Trelleborg,Sweden,4010,Europe
40188,Uddevalla,Sweden,4010,Europe
40189,Ulfvik; Ulvvik,Sweden,4010,Europe
40190,Ursviken,Sweden,4010,Europe
40191,Utansjo,Sweden,4010,Europe
40192,Vasteras,Sweden,4010,Europe
40193,Vaja,Sweden,4010,Europe
40194,Vastervik,Sweden,4010,Europe
40195,Varberg,Sweden,4010,Europe
40196,Vallvik,Sweden,4010,Europe
40197,Wallhamn,Sweden,4010,Europe
40198,Vifstavarf,Sweden,4010,Europe
40199,Ystad,Sweden,4010,Europe
40300,Guldsmedvik,Norway,4039,Europe
40301,Alesund; Aalesund,Norway,4039,Europe
40302,Aardalstangen; Aardal; Ardalstangen; Ardal,Norway,4039,Europe
40303,Alvik; Aalvik,Norway,4039,Europe
40304,Andalsnes; Aandalsnes,Norway,4039,Europe
40305,Arendal,Norway,4039,Europe
40306,Ballangen,Norway,4039,Europe
40307,Fagerstrand,Norway,4039,Europe
40308,Grimstad,Norway,4039,Europe
40309,Havik; Haavik,Norway,4039,Europe
40310,Harstad,Norway,4039,Europe
40311,Agotnes; Aagotnes,Norway,4039,Europe
40312,Holmestrand,Norway,4039,Europe
40313,Brevik,Norway,4039,Europe
40314,Honningsvag; Honningsvaag,Norway,4039,Europe
40315,Horten,Norway,4039,Europe
40316,Kambo,Norway,4039,Europe
40317,Karsto; Kaarsto,Norway,4039,Europe
40318,Kirkenes,Norway,4039,Europe
40320,Holla,Norway,4039,Europe
40321,Drammen,Norway,4039,Europe
40322,Kopervik,Norway,4039,Europe
40323,Kragero,Norway,4039,Europe
40324,Langesund,Norway,4039,Europe
40325,Egersund,Norway,4039,Europe
40327,Eydehamn,Norway,4039,Europe
40329,Farsund,Norway,4039,Europe
40334,Borg Hvn; Borg Hbr.,Norway,4039,Europe
40335,Larvik,Norway,4039,Europe
40336,Hammerfest,Norway,4039,Europe
40337,Bogen; Bogen Bay,Norway,4039,Europe
40338,Tromso,Norway,4039,Europe
40340,Floro,Norway,4039,Europe
40342,Halden,Norway,4039,Europe
40345,Haugesund,Norway,4039,Europe
40348,Heroen,Norway,4039,Europe
40349,Langstein,Norway,4039,Europe
40350,Lyngen,Norway,4039,Europe
40351,Meloy; Melo,Norway,4039,Europe
40352,Namsos,Norway,4039,Europe
40353,Odda; Odde,Norway,4039,Europe
40354,Risor,Norway,4039,Europe
40355,Sandefjord,Norway,4039,Europe
40356,Sarpsborg,Norway,4039,Europe
40357,Steinkjer,Norway,4039,Europe
40358,Svolvaer,Norway,4039,Europe
40359,Tau,Norway,4039,Europe
40360,Tofte,Norway,4039,Europe
40361,Tonsberg,Norway,4039,Europe
40362,Vaksdal,Norway,4039,Europe
40363,Kristiansand N,Norway,4039,Europe
40364,Kristiansand S,Norway,4039,Europe
40369,Bodo,Norway,4039,Europe
40370,Mo i Rana,Norway,4039,Europe
40371,Moss,Norway,4039,Europe
40372,Maloy; Maaloy,Norway,4039,Europe
40373,Mongstad,Norway,4039,Europe
40377,Lysaker,Norway,4039,Europe
40378,Porsgrunn,Norway,4039,Europe
40379,Rekefjord,Norway,4039,Europe
40380,Salten,Norway,4039,Europe
40381,Sandnes,Norway,4039,Europe
40383,Sauda,Norway,4039,Europe
40385,Skien,Norway,4039,Europe
40387,Stavanger,Norway,4039,Europe
40390,Sunndalsora,Norway,4039,Europe
40392,Svelgen,Norway,4039,Europe
40397,Trondheim,Norway,4039,Europe
40398,Spitsbergen,Norway,4039,Europe
40500,Gamlakarleby,Finland,4050,Europe
40504,Lappajarvil,Finland,4050,Europe
40520,Fredrikshamn,Finland,4050,Europe
40523,Hango; Hanko,Finland,4050,Europe
40525,Helsinki; Helsingfors,Finland,4050,Europe
40527,Inga; Inkoo,Finland,4050,Europe
40531,Oulu; Uleaborg,Finland,4050,Europe
40532,"Koverhar, Koverhaara",Finland,4050,Europe
40533,Loviisa; Lovisa,Finland,4050,Europe
40534,Porvoo,Finland,4050,Europe
40535,Raahe,Finland,4050,Europe
40536,Saimaa Canal,Finland,4050,Europe
40537,Nystad,Finland,4050,Europe
40538,Vaasa,Finland,4050,Europe
40543,Kemi,Finland,4050,Europe
40549,Kotka,Finland,4050,Europe
40551,Mantyluoto,Finland,4050,Europe
40552,Naantali,Finland,4050,Europe
40562,Bjorneborg,Finland,4050,Europe
40571,Rauma,Finland,4050,Europe
40587,Abo,Finland,4050,Europe
40591,Yxpila; Ykspihlaja,Finland,4050,Europe
40900,Assens,Denmark,4099,Europe
40901,Aabenraa,Denmark,4099,Europe
40903,Aalborg,Denmark,4099,Europe
40906,Aarhus,Denmark,4099,Europe
40908,Ensted; Enstead; Ensteadvaerket; Enstedvaerkets Havn,Denmark,4099,Europe
40909,Frederikshavn,Denmark,4099,Europe
40910,Gulfhavn,Denmark,4099,Europe
40911,Haderslev,Denmark,4099,Europe
40912,Hobro,Denmark,4099,Europe
40913,Holbaek,Denmark,4099,Europe
40914,Horsens,Denmark,4099,Europe
40915,Koge; Kjoge,Denmark,4099,Europe
40916,Kolding,Denmark,4099,Europe
40917,Korsor,Denmark,4099,Europe
40918,Kyndby; Kyndbyvaerkets Havn,Denmark,4099,Europe
40919,Esbjerg,Denmark,4099,Europe
40921,Fredericia,Denmark,4099,Europe
40922,Nakskov,Denmark,4099,Europe
40923,Nyborg,Denmark,4099,Europe
40924,Nykobing,Denmark,4099,Europe
40925,Randers,Denmark,4099,Europe
40926,Ronne,Denmark,4099,Europe
40927,Struer,Denmark,4099,Europe
40928,Svendborg,Denmark,4099,Europe
40929,Vejle; Veile,Denmark,4099,Europe
40940,Asnaes; Asnaesvaerkets Havn,Denmark,4099,Europe
40948,Copenhagen; Kobenhavn,Denmark,4099,Europe
40956,Norresundby,Denmark,4099,Europe
40961,Odense,Denmark,4099,Europe
40971,Stigsnaes; Stigsnaesvaerkets Havn,Denmark,4099,Europe
40985,Tvoroyal,Denmark,4099,Europe
41201,Avonmouth,United Kingdom,4120,Europe
41207,Birkenhead,United Kingdom,4120,Europe
41211,Bebington,United Kingdom,4120,Europe
41214,Bromsborough,United Kingdom,4120,Europe
41216,Eastham,United Kingdom,4120,Europe
41227,Ellesmere,United Kingdom,4120,Europe
41231,Erith,United Kingdom,4120,Europe
41249,Land's End,United Kingdom,4120,Europe
41251,Liverpool,United Kingdom,4120,Europe
41253,Acton Grange,United Kingdom,4120,Europe
41258,"Newport, England",United Kingdom,4120,Europe
41262,Portbury,United Kingdom,4120,Europe
41264,Preston,United Kingdom,4120,Europe
41269,Seaforth,United Kingdom,4120,Europe
41299,Barrow in Furness,United Kingdom,4120,Europe
41320,Dagenham,United Kingdom,4120,Europe
41323,Felixstowe,United Kingdom,4120,Europe
41328,Falmouth,United Kingdom,4120,Europe
41329,Fawley,United Kingdom,4120,Europe
41332,Fowey,United Kingdom,4120,Europe
41335,Goole,United Kingdom,4120,Europe
41336,Greenhithe; Greenhite,United Kingdom,4120,Europe
41337,Dover,United Kingdom,4120,Europe
41338,Hartlepool,United Kingdom,4120,Europe
41341,Hull,United Kingdom,4120,Europe
41342,Immingham,United Kingdom,4120,Europe
41343,Kingsnorth; Kings North,United Kingdom,4120,Europe
41345,Killingholme,United Kingdom,4120,Europe
41351,Thamesport,United Kingdom,4120,Europe
41352,Coryton,United Kingdom,4120,Europe
41355,Middlesbrough,United Kingdom,4120,Europe
41356,Newcastle on Tyne,United Kingdom,4120,Europe
41357,Newhaven,United Kingdom,4120,Europe
41358,Oakham Ness,United Kingdom,4120,Europe
41359,Berwick; Berwick upon Tweed,United Kingdom,4120,Europe
41360,Plymouth,United Kingdom,4120,Europe
41362,Redcar,United Kingdom,4120,Europe
41370,Ridham Dock,United Kingdom,4120,Europe
41371,Shellhaven,United Kingdom,4120,Europe
41374,Hamble,United Kingdom,4120,Europe
41376,Sunderland,United Kingdom,4120,Europe
41377,North Tees,United Kingdom,4120,Europe
41378,Thames Haven,United Kingdom,4120,Europe
41380,Tilbury,United Kingdom,4120,Europe
41398,Barton,United Kingdom,4120,Europe
41400,Bellport,United Kingdom,4120,Europe
41401,Barri; Barry,United Kingdom,4120,Europe
41415,Holyhead,United Kingdom,4120,Europe
41446,Milford Haven,United Kingdom,4120,Europe
41465,Pembroke,United Kingdom,4120,Europe
41477,Port Talbot,United Kingdom,4120,Europe
41485,Swansea,United Kingdom,4120,Europe
41486,Neath,United Kingdom,4120,Europe
41487,Cardiff,United Kingdom,4120,Europe
41488,"Newport, Wales",United Kingdom,4120,Europe
41600,Ardrossan,United Kingdom,4120,Europe
41615,Clyde,United Kingdom,4120,Europe
41623,Glasgow,United Kingdom,4120,Europe
41625,Greenock,United Kingdom,4120,Europe
41627,Hunterston,United Kingdom,4120,Europe
41630,Irvine; Irvine Harbor,United Kingdom,4120,Europe
41640,Peterhead,United Kingdom,4120,Europe
41650,Aberdeen,United Kingdom,4120,Europe
41659,Dundee,United Kingdom,4120,Europe
41665,Grangemouth,United Kingdom,4120,Europe
41668,Hound Point; Houndpoint,United Kingdom,4120,Europe
41674,Inverkip,United Kingdom,4120,Europe
41675,Edinburgh; Edinburg,United Kingdom,4120,Europe
41680,Flotta,United Kingdom,4120,Europe
41681,Montrose,United Kingdom,4120,Europe
41682,Sullom Voe,United Kingdom,4120,Europe
41683,Inverness,United Kingdom,4120,Europe
41684,Braefoot Bay,United Kingdom,4120,Europe
41685,Nigg Bay,United Kingdom,4120,Europe
41698,Burntisland,United Kingdom,4120,Europe
41800,Larne,United Kingdom,4120,Europe
41801,Belfast,United Kingdom,4120,Europe
41802,Bangor,United Kingdom,4120,Europe
41805,Warrenpoint; Warren Point,United Kingdom,4120,Europe
41815,Londonderry,United Kingdom,4120,Europe
41900,Castletown,Ireland,4190,Europe
41904,Limerick,Ireland,4190,Europe
41905,Cobh,Ireland,4190,Europe
41906,Aughinish,Ireland,4190,Europe
41910,Waterford,Ireland,4190,Europe
41911,Dublin,Ireland,4190,Europe
41913,Foynes,Ireland,4190,Europe
41915,Money Point; Moneypoint,Ireland,4190,Europe
41916,Arklow,Ireland,4190,Europe
41919,Drogheda,Ireland,4190,Europe
41920,Tarbert; Tarbert Island,Ireland,4190,Europe
41921,Dundalk,Ireland,4190,Europe
41922,Greenore,Ireland,4190,Europe
42100,Haren,Netherlands,4210,Europe
42101,Capelle aan den Ijssel; Capelle,Netherlands,4210,Europe
42102,"Den Helder, Helder",Netherlands,4210,Europe
42103,Alphen aan den Rijn,Netherlands,4210,Europe
42104,Groningen,Netherlands,4210,Europe
42105,Amsterdam,Netherlands,4210,Europe
42106,Haarlem,Netherlands,4210,Europe
42108,Harlingen,Netherlands,4210,Europe
42109,Hook of Holland; Hoek van Holland,Netherlands,4210,Europe
42110,Middelburg,Netherlands,4210,Europe
42111,Sas Van Gent,Netherlands,4210,Europe
42112,Schiedam,Netherlands,4210,Europe
42114,Zaandam,Netherlands,4210,Europe
42115,Botlek,Netherlands,4210,Europe
42116,Delfzijl; Delfzyl,Netherlands,4210,Europe
42117,Dordrecht,Netherlands,4210,Europe
42118,Europoort,Netherlands,4210,Europe
42119,Moerdjik,Netherlands,4210,Europe
42123,The Hague; Gravenhage,Netherlands,4210,Europe
42132,Eemshaven,Netherlands,4210,Europe
42140,Mardejk,Netherlands,4210,Europe
42151,Pernis,Netherlands,4210,Europe
42157,Rotterdam,Netherlands,4210,Europe
42165,Sluiskil,Netherlands,4210,Europe
42171,Terneuzen,Netherlands,4210,Europe
42181,Vlaardingen,Netherlands,4210,Europe
42185,Vlissingen; Flushing,Netherlands,4210,Europe
42189,HIojmeuk ivdaenn; HYomlluaindden,Netherlands,4210,Europe
42190,Velsen,Netherlands,4210,Europe
42300,Ertvelde,Belgium,4231,Europe
42305,Antwerp; Anvers,Belgium,4231,Europe
42306,Schelde; Schelde Terminal,Belgium,4231,Europe
42311,Bruges; Brugge,Belgium,4231,Europe
42315,Brussels; Bruxelles,Belgium,4231,Europe
42331,Gand; Ghent; Gent,Belgium,4231,Europe
42351,Ostend,Belgium,4231,Europe
42381,Zeebrugge,Belgium,4231,Europe
42385,Hemiksem; Himixen,Belgium,4231,Europe
42700,Arcachon,France,4279,Europe
42701,Bassens,France,4279,Europe
42702,Bayonne,France,4279,Europe
42703,Ambes; Bec d'Ambes; Bec Dambes,France,4279,Europe
42705,Blaye,France,4279,Europe
42707,Bordeaux,France,4279,Europe
42708,Boulogne,France,4279,Europe
42709,Brest,France,4279,Europe
42711,Caen,France,4279,Europe
42713,Calais,France,4279,Europe
42715,Cherbourg,France,4279,Europe
42723,Donges,France,4279,Europe
42727,Dunkerque; Dunkirk,France,4279,Europe
42733,La Pallice,France,4279,Europe
42735,Boucau; Le Boucau,France,4279,Europe
42736,Dieppe,France,4279,Europe
42737,Le Havre,France,4279,Europe
42742,Le Verdon; Verdon,France,4279,Europe
42743,Lorient,France,4279,Europe
42745,Montoir,France,4279,Europe
42749,Nantes,France,4279,Europe
42751,Pauillac,France,4279,Europe
42754,Radicatel,France,4279,Europe
42755,Port Jerome,France,4279,Europe
42757,Rochefort,France,4279,Europe
42759,Rouen,France,4279,Europe
42762,Saint Nazaire; St. Nazaire,France,4279,Europe
42773,Berre; Etang de Berre,France,4279,Europe
42775,Cannes,France,4279,Europe
42776,Fos; Fos Sur Mer,France,4279,Europe
42780,Lavera; L'Avera,France,4279,Europe
42782,Marseille,France,4279,Europe
42784,Caronte,France,4279,Europe
42785,Port Saint Louis; St. Louis du Rhone,France,4279,Europe
42786,Nice,France,4279,Europe
42789,Sete,France,4279,Europe
42790,Toulon,France,4279,Europe
42796,Ajaccio,France,4279,Europe
42797,Monte Carlo,Monaco,4272,Europe
42799,Balaruc; Balaruc les Bains,France,4279,Europe
42800,Flensburg,Germany,4280,Europe
42811,Rostock,Germany,4280,Europe
42825,Holtenau,Germany,4280,Europe
42835,Wismar,Germany,4280,Europe
42867,Brake,Germany,4280,Europe
42868,Elsfleth,Germany,4280,Europe
42869,Bremen,Germany,4280,Europe
42870,Bremerhaven,Germany,4280,Europe
42871,Brunsbuttel,Germany,4280,Europe
42873,Cuxhaven,Germany,4280,Europe
42874,Einswarden,Germany,4280,Europe
42875,Emden,Germany,4280,Europe
42879,Hamburg,Germany,4280,Europe
42880,Butzfleth,Germany,4280,Europe
42881,Harburg,Germany,4280,Europe
42883,Nordenham,Germany,4280,Europe
42891,Wilhelmshaven,Germany,4280,Europe
42899,Altona,Germany,4280,Europe
44700,All Other Estonia Ports,Estonia,4470,Europe
44701,Tallinn,Estonia,4470,Europe
44702,Muuga,Estonia,4470,Europe
44900,All Other Latvia Ports,Latvia,4490,Europe
44911,Riga,Latvia,4490,Europe
44951,Ventspils,Latvia,4490,Europe
45100,All Other Lithuania Ports,Lithuania,4510,Europe
45101,Klaipeda,Lithuania,4510,Europe
45500,Neufahrwasser,Poland,4550,Europe
45505,Gdynia,Poland,4550,Europe
45507,Stettin,Poland,4550,Europe
45511,Danzig,Poland,4550,Europe
45512,Swinemunde,Poland,4550,Europe
45513,Police,Poland,4550,Europe
46200,Archangel; Arkhangelsk,Russia,4621,Europe
46208,Yandraknnot,Russia,4621,Europe
46209,Murmansk,Russia,4621,Europe
46213,Kaliningrad,Russia,4621,Europe
46215,Leningrad,Russia,4621,Europe
46220,Kovisto,Russia,4621,Europe
46222,Lorino,Russia,4621,Europe
46230,Nakhodka,Russia,4621,Europe
46231,Vostochnyy,Russia,4621,Europe
46232,Magadan; Magadansky,Russia,4621,Europe
46233,Petropavlovsk-Kamchatskiy; Petropavlovsk,Russia,4621,Europe
46234,Vanino,Russia,4621,Europe
46236,Korsakov,Russia,4621,Europe
46237,Provideniya,Russia,4621,Europe
46238,Vladivostok,Russia,4621,Europe
46239,Aleksandrovski; Alexandrovsk,Russia,4621,Europe
46241,Novorossiysk,Russia,4621,Europe
46242,Taganrog,Russia,4621,Europe
46245,Tuapse,Russia,4621,Europe
46250,Bukhta Severnaya,Russia,4621,Europe
46265,Reni,Ukraine,4623,Europe
46271,Ilichevsk; Ilyichevsk,Ukraine,4623,Europe
46272,Ust-Dunaisk; Ust-Dunaysk,Ukraine,4623,Europe
46274,Kerch; Kertch,Ukraine,4623,Europe
46275,Juzhny,Ukraine,4623,Europe
46276,Mariupol,Ukraine,4623,Europe
46277,Belgrod-Dnestrovskiy; Dnestrovskiy,Ukraine,4623,Europe
46278,Berdyansk,Ukraine,4623,Europe
46279,Feodosia; Feodosiya,Ukraine,4623,Europe
46321,Batumi,Georgia,4633,Europe
46337,Poti,Georgia,4633,Europe
46350,Sukhumi,Georgia,4633,Europe
46357,All Other Georgia Ports,Georgia,4633,Europe
47000,Cape Finisterre,Spain,4700,Europe
47003,Aviles,Spain,4700,Europe
47005,Bilbao,Spain,4700,Europe
47013,Santander,Spain,4700,Europe
47017,Gijon,Spain,4700,Europe
47021,La Coruna; Corunna,Spain,4700,Europe
47022,Ferrol; El Ferrol; El Ferrol del Caudillo,Spain,4700,Europe
47027,Pasajes; Pasages,Spain,4700,Europe
47029,Vigo,Spain,4700,Europe
47031,Algeciras,Spain,4700,Europe
47032,Tarifa,Spain,4700,Europe
47035,Cadiz,Spain,4700,Europe
47036,San Ciprian,Spain,4700,Europe
47039,Sevilla; Seville,Spain,4700,Europe
47044,Huelva,Spain,4700,Europe
47049,Puerto de Santa Maria; Port Santa Maria,Spain,4700,Europe
47051,Alcanar,Spain,4700,Europe
47057,Alicante,Spain,4700,Europe
47059,Almeria,Spain,4700,Europe
47061,Barcelona,Spain,4700,Europe
47062,Carboneras,Spain,4700,Europe
47063,Cartagena,Spain,4700,Europe
47065,Palamos,Spain,4700,Europe
47066,Majorca; Palma de Majorca,Spain,4700,Europe
47067,Ibiza,Spain,4700,Europe
47068,Castellon; Castellon de la Plana,Spain,4700,Europe
47070,Arguinequin,Spain,4700,Europe
47071,Las Palmas,Spain,4700,Europe
47072,Santa Cruz De La Palma,Spain,4700,Europe
47073,Santa Cruz de Tenerife; Sta. Cruz de Tenerife; Tenerife,Spain,4700,Europe
47076,Malaga,Spain,4700,Europe
47077,Motril,Spain,4700,Europe
47083,Sagunto; Puerto de Sagunto,Spain,4700,Europe
47088,San Feliu de Guixols,Spain,4700,Europe
47090,Torrevieja,Spain,4700,Europe
47092,Tarragona,Spain,4700,Europe
47093,Gandia,Spain,4700,Europe
47094,Valencia,Spain,4700,Europe
47095,All other Spanish Africa N.E.C. Ports,Spain,4700,Europe
47096,Ceuta,Spain,4700,Europe
47099,Agua Amarga,Spain,4700,Europe
47100,Albufeira,Portugal,4710,Europe
47101,Funchal,Portugal,4710,Europe
47123,Leixoes; Porto de Leixoes,Portugal,4710,Europe
47125,Lisboa; Lisbon,Portugal,4710,Europe
47126,Barreiro,Portugal,4710,Europe
47127,Porto de Sines,Portugal,4710,Europe
47130,Aveiro,Portugal,4710,Europe
47133,Porto; Oporto,Portugal,4710,Europe
47135,Figueira da Foz,Portugal,4710,Europe
47141,Setubal,Portugal,4710,Europe
47150,Angra Do Heroismo,Azores,4710,Europe
47151,Ponta Delgada,Azores,4710,Europe
47152,Praia; Praia De Vitoria,Azores,4710,Europe
47155,Terceira Islands,Azores,4710,Europe
47201,Gibraltar,Gibraltar,4720,Europe
47300,Comino Island,Malta,4730,Europe
47305,Valletta,Malta,4730,Europe
47306,Marsaxlokk,Malta,4730,Europe
47500,Anzio,Italy,4759,Europe
47505,Bagnoli,Italy,4759,Europe
47507,Naples; Napoli,Italy,4759,Europe
47515,Piombino; Portovecchio di Piombino,Italy,4759,Europe
47517,Savona,Italy,4759,Europe
47519,Civitavecchia,Italy,4759,Europe
47525,Gaeta,Italy,4759,Europe
47527,Genoa; Genova,Italy,4759,Europe
47528,Marina di Carrara,Italy,4759,Europe
47531,La Spezia,Italy,4759,Europe
47536,Gioia Tauro,Italy,4759,Europe
47537,Leghorn,Italy,4759,Europe
47538,Salerno,Italy,4759,Europe
47539,Vada,Italy,4759,Europe
47540,Rada di Vado,Italy,4759,Europe
47541,Canneto,Italy,4759,Europe
47542,Augusta,Italy,4759,Europe
47543,Gela,Italy,4759,Europe
47548,Catania,Italy,4759,Europe
47550,Milazzo,Italy,4759,Europe
47551,Palermo,Italy,4759,Europe
47554,Porto Empedocle,Italy,4759,Europe
47555,Priolo,Italy,4759,Europe
47556,Santa Panagia,Italy,4759,Europe
47558,Castellamare del Golfo,Italy,4759,Europe
47561,Porto Torres,Italy,4759,Europe
47563,Cagliari,Italy,4759,Europe
47565,Golfo de Palmas,Italy,4759,Europe
47567,Sarrach Oil Terminal,Italy,4759,Europe
47568,Porto Vesme,Italy,4759,Europe
47569,Olbia,Italy,4759,Europe
47571,Ancona,Italy,4759,Europe
47578,Bari,Italy,4759,Europe
47579,Barletta,Italy,4759,Europe
47581,Chioggia,Italy,4759,Europe
