port_code,port_name,district_code,district_name
5501,"DALLAS/FT. WORTH, TX",55,"DALLAS-FORT WORTH, TX"
5502,"AMARILLO, TX",55,"DALLAS-FORT WORTH, TX"
5503,"LUBBOCK, TX",55,"DALLAS-FORT WORTH, TX"
5504,"OKLAHOMA CITY, OK",55,"DALLAS-FORT WORTH, TX"
5505,"TULSA, OK",55,"DALLAS-FORT WORTH, TX"
5506,"AUSTIN, TX",55,"DALLAS-FORT WORTH, TX"
5507,"SAN ANTONIO, TX",55,"DALLAS-FORT WORTH, TX"
5582,"MIDLAND INTL AIRPORT, MIDLAND, TX",55,"DALLAS-FORT WORTH, TX"
5583,"FORTH WORTH ALLIANCE  AIRP, TX",55,"DALLAS-FORT WORTH, TX"
5584,"ADDISON AIRPORT, ADDISON, TX",55,"DALLAS-FORT WORTH, TX"
5588,"DALLAS LOVE FIELD USER FEE AIRP, DALLAS, TX",55,"DALLAS-FORT WORTH, TX"
5901,NORFOLK/MOBILE/CHARLESTON,59,NORFOLK/MOBILE/CHARLESTON
6000,VESSELS UNDER OWN POWER,60,VESSELS UNDER OWN POWER
7000,LOW-VALUE,70,LOW VALUE
7010,CANADIAN LATE RECEIPTS ESTIMATE,70,LOW VALUE
7070,LOW VALUE ESTIMATED,70,LOW VALUE
8000,MAIL SHIPMENTS,80,MAIL SHIPMENTS
