port_code,port_name,district_code,district_name,port_consolidated,port_coast,port_region,port_type
3103,"SKAGWAY, AK",31,"ANCHORAGE, AK",Alaska,Alaska/US Islands,Alaska/US Islands,seaport
3104,"ALCAN, AK",31,"ANCHORAGE, AK",Alaska,Alaska/US Islands,Alaska/US Islands,land_border
3105,"WRANGELL, AK",31,"ANCHORAGE, AK",Alaska,Alaska/US Islands,Alaska/US Islands,seaport
3106,"DALTON CACHE, AK",31,"ANCHORAGE, AK",Alaska,Alaska/US Islands,Alaska/US Islands,land_border
3111,"FAIRBANKS, AK",31,"ANCHORAGE, AK",Alaska,Alaska/US Islands,Alaska/US Islands,seaport
3115,"SITKA, AK",31,"ANCHORAGE, AK",Alaska,Alaska/US Islands,Alaska/US Islands,seaport
3126,"ANCHORAGE, AK",31,"ANCHORAGE, AK",Alaska,Alaska/US Islands,Alaska/US Islands,seaport
3195,"FEDEX, ANCHORAGE, AK",31,"ANCHORAGE, AK",Alaska,Alaska/US Islands,Alaska/US Islands,courier
3196,"UPS, ANCHORAGE, AK",31,"ANCHORAGE, AK",Alaska,Alaska/US Islands,Alaska/US Islands,courier
3201,"HONOLULU, HI",32,"HONOLULU, HI",Honolulu,West,Pacific,seaport
3202,"HILO, HI",32,"HONOLULU, HI",Honolulu,West,Pacific,seaport
3203,"KAHULUI, HI",32,"HONOLULU, HI",Honolulu,West,Pacific,seaport
3204,"NAWILIWILI-PORT ALLEN,HI",32,"HONOLULU, HI",Honolulu,West,Pacific,seaport
3205,"HONOLULU INTL AIRPRT, HI",32,"HONOLULU, HI",Honolulu,West,Pacific,airport
3206,"KONA, HI",32,"HONOLULU, HI",Honolulu,West,Pacific,seaport
3279,"HONOLULU FTZ, HI",32,"HONOLULU, HI",Honolulu,West,Pacific,ftz
3301,"RAYMOND, MT",33,"GREAT FALLS, MT",Northern Border-MT,Land Ports,Land Ports,land_border
3302,"EASTPORT, ID",33,"GREAT FALLS, MT",Northern Border-ID,Land Ports,Land Ports,land_border
3303,"SALT LAKE CITY, UT",33,"GREAT FALLS, MT",Salt Lake City,Inland,Land Ports,inland
3304,"GREAT FALLS, MT",33,"GREAT FALLS, MT",Northern Border-MT,Land Ports,Land Ports,land_border
3305,"BUTTE, MT",33,"GREAT FALLS, MT",Northern Border-MT,Land Ports,Land Ports,land_border
3306,"TURNER, MT",33,"GREAT FALLS, MT",Northern Border-MT,Land Ports,Land Ports,land_border
3307,"DENVER, CO",33,"GREAT FALLS, MT",Northern Border-MT,Land Ports,Land Ports,inland
3308,"PORTHILL, ID",33,"GREAT FALLS, MT",Northern Border-MT,Land Ports,Land Ports,land_border
3309,"SCOBY, MT",33,"GREAT FALLS, MT",Northern Border-MT,Land Ports,Land Ports,land_border
3310,"SWEETGRASS, MT",33,"GREAT FALLS, MT",Sweetgrass-MT,Land Ports,Land Ports,land_border
3316,"PIEGAN, MT",33,"GREAT FALLS, MT",Northern Border-MT,Land Ports,Land Ports,land_border
3317,"OPHEIM, MT",33,"GREAT FALLS, MT",Northern Border-MT,Land Ports,Land Ports,land_border
3318,"ROOSVILLE, MT",33,"GREAT FALLS, MT",Northern Border-MT,Land Ports,Land Ports,land_border
3319,"MORGAN, MT",33,"GREAT FALLS, MT",Northern Border-MT,Land Ports,Land Ports,land_border
3321,"WHITLASH, MT",33,"GREAT FALLS, MT",Northern Border-MT,Land Ports,Land Ports,land_border
3322,"DEL BONITA, MT",33,"GREAT FALLS, MT",Northern Border-MT,Land Ports,Land Ports,land_border
3323,"WILDHORSE, MT",33,"GREAT FALLS, MT",Northern Border-MT,Land Ports,Land Ports,land_border
3324,KALISPELL AIRPORT,33,"GREAT FALLS, MT",Northern Border-MT,Land Ports,Land Ports,airport
3325,"GLACIER PARK INTL AIRPORT, MT",33,"GREAT FALLS, MT",Northern Border-MT,Land Ports,Land Ports,airport
3384,"ARAPAHOE COUNTY PUBLIC AIRPORT, CO",33,"GREAT FALLS, MT",Northern Border-MT,Land Ports,Land Ports,airport
3385,EAGLE COUNTY REGIONAL AIRPORT,33,"GREAT FALLS, MT",Northern Border-MT,Land Ports,Land Ports,airport
3386,"BOZEMAN YELLOWSTONE USER FEE AIRPORT, BELGRADE, MT",33,"GREAT FALLS, MT",Northern Border-MT,Land Ports,Land Ports,airport
3401,"PEMBINA, ND",34,"PEMBINA, ND",Pembina-ND,Land Ports,Land Ports,land_border
3403,"PORTAL, ND",34,"PEMBINA, ND",Portal-ND,Land Ports,Land Ports,land_border
3404,"NECHE, ND",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3405,"ST JOHN, ND",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3406,"NORTHGATE, ND",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3407,"WALHALLA, ND",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3408,"HANNAH, ND",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3409,"SARLES, ND",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3410,"AMBROSE, ND",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3411,"FARGO,ND",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,inland
3413,"ANTLER, ND",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3414,"SHERWOOD, ND",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3415,"HANSBORO, ND",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3416,"MAIDA, ND",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3417,"FORTUNA, ND",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3419,"WESTHOPE, ND",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3420,"NOONAN, ND",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3421,"CARBURY, ND",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3422,"DUNSEITH, ND",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3423,"WARROAD, MN",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3424,"BAUDETTE, MN",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3425,"PINECREEK, MN",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3426,"ROSEAU, MN",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3427,"GRAND FORKS, ND",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3430,"LANCASTER, MN",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,land_border
3433,"WILLISTON AIRPORT, ND",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,airport
3434,"MINOT AIRPORT, ND",34,"PEMBINA, ND",Northern Border-ND,Land Ports,Land Ports,airport
3501,"MINNEAPOLIS-ST. PAUL, MN",35,"MINNEAPOLIS, MN",Minneapolis-St. Paul,Inland,Great Lakes,inland
3502,"SIOUX FALLS, S.D.",35,"MINNEAPOLIS, MN",Sioux Falls,Inland,Great Lakes,inland
3510,"DULUTH, MN-SUPERIOR, WI",35,"MINNEAPOLIS, MN",Duluth-Superior,Great Lakes,Great Lakes,seaport
3511,"ASHLAND, WI",35,"MINNEAPOLIS, MN",Minneapolis-St. Paul,Inland,Great Lakes,seaport
3512,"OMAHA, NE",35,"MINNEAPOLIS, MN",Omaha,Inland,Great Lakes,inland
3513,"DES MOINES, IA",35,"MINNEAPOLIS, MN",Des Moines,Inland,Great Lakes,inland
3581,"ROCHESTER USER FEE AIRPORT, MN",35,"MINNEAPOLIS, MN",Minneapolis-St. Paul,Inland,Great Lakes,airport
3604,"INTERNATIONAL FALLS-RANIER, MN",36,"DULUTH, MN",International Falls,Great Lakes,Great Lakes,land_border
3613,"GRAND PORTAGE, MN",36,"DULUTH, MN",Duluth-Superior,Great Lakes,Great Lakes,land_border
3701,"MILWAUKEE, WI",37,"MILWAUKEE, WI",Milwaukee,Great Lakes,Great Lakes,seaport
3702,"MARINETTE, WI",37,"MILWAUKEE, WI",Milwaukee,Great Lakes,Great Lakes,seaport
3703,"GREEN BAY, WI",37,"MILWAUKEE, WI",Milwaukee,Great Lakes,Great Lakes,seaport
3706,"MANITOWOC, WI",37,"MILWAUKEE, WI",Milwaukee,Great Lakes,Great Lakes,seaport
3708,"RACINE, WI",37,"MILWAUKEE, WI",Milwaukee,Great Lakes,Great Lakes,seaport
3801,"DETROIT, MI",38,"DETROIT, MI",Detroit,Great Lakes,Great Lakes,seaport
3802,"PORT HURON, MI",38,"DETROIT, MI",Port Huron,Great Lakes,Great Lakes,land_border
3803,"SAULT STE. MARIE, MI",38,"DETROIT, MI",Sault Ste. Marie,Great Lakes,Great Lakes,land_border
3804,"SAGINAW/BAY CITY, MI",38,"DETROIT, MI",Detroit,Great Lakes,Great Lakes,seaport
3805,"BATTLE CREEK, MI",38,"DETROIT, MI",Detroit,Great Lakes,Great Lakes,inland
3806,"GRAND RAPIDS, MI",38,"DETROIT, MI",Detroit,Great Lakes,Great Lakes,inland
3807,"DETROIT METRO AIRPORT, DETROIT, MI",38,"DETROIT, MI",Detroit,Great Lakes,Great Lakes,airport
3808,"ESCANABA, MI",38,"DETROIT, MI",Detroit,Great Lakes,Great Lakes,seaport
3809,"MARQUETTE, MI",38,"DETROIT, MI",Detroit,Great Lakes,Great Lakes,seaport
3814,"ALGONAC, MI",38,"DETROIT, MI",Detroit,Great Lakes,Great Lakes,land_border
3815,"MUSKEGON, MI",38,"DETROIT, MI",Detroit,Great Lakes,Great Lakes,seaport
3816,"GRAND HAVEN, MI",38,"DETROIT, MI",Detroit,Great Lakes,Great Lakes,seaport
3818,"ROGERS CITY, MI",38,"DETROIT, MI",Detroit,Great Lakes,Great Lakes,seaport
3819,"DETOUR, MI",38,"DETROIT, MI",Detroit,Great Lakes,Great Lakes,land_border
3842,"PRESQUE ISLE, MI",38,"DETROIT, MI",Detroit,Great Lakes,Great Lakes,seaport
3843,"ALPENA, MI",38,"DETROIT, MI",Detroit,Great Lakes,Great Lakes,seaport
3881,OAKLAND/PONTIAC AIRPORT,38,"DETROIT, MI",Detroit,Great Lakes,Great Lakes,airport
3882,"WILLOW RUN AIRPORT, YPSILANTI, MI",38,"DETROIT, MI",Detroit,Great Lakes,Great Lakes,airport
3883,"CAPITAL REGION INTL AIRPORT, LANSING, MI",38,"DETROIT, MI",Detroit,Great Lakes,Great Lakes,airport
3901,"CHICAGO, IL",39,"CHICAGO, IL",Chicago,Great Lakes,Great Lakes,seaport
3902,"PEORIA, IL",39,"CHICAGO, IL",Chicago,Great Lakes,Great Lakes,inland
3905,"GARY, IN",39,"CHICAGO, IL",Chicago,Great Lakes,Great Lakes,seaport
3908,"DAVENPORT, IA-ROCK ISLAND, IL",39,"CHICAGO, IL",Chicago,Great Lakes,Great Lakes,inland
3909,"ROCKFORD AIRPORT, IL",39,"CHICAGO, IL",Chicago,Great Lakes,Great Lakes,airport
3910,"CHICAGO MIDWAY INT'L AIRPORT, IL",39,"CHICAGO, IL",Chicago,Great Lakes,Great Lakes,airport
3971,"TNT EXPRESS CONSIGNMENT, CHICAGO, IL",39,"CHICAGO, IL",Chicago,Great Lakes,Great Lakes,courier
3983,"CHICAGO EXECUTIVE AIRPORT, IL",39,"CHICAGO, IL",Chicago,Great Lakes,Great Lakes,airport
3984,"DUPAGE AIRPORT, IL",39,"CHICAGO, IL",Chicago,Great Lakes,Great Lakes,airport
3987,"UFA UI WILLARD AIRPORT, SAVOY, IL",39,"CHICAGO, IL",Chicago,Great Lakes,Great Lakes,airport
4101,"CLEVELAND, OH",41,"CLEVELAND, OH",Cleveland-Toledo,Great Lakes,Great Lakes,inland
4102,"CINCINNATI, OH",41,"CLEVELAND, OH",Cleveland-Toledo,Great Lakes,Great Lakes,inland
4103,"COLUMBUS, OH",41,"CLEVELAND, OH",Cleveland-Toledo,Great Lakes,Great Lakes,inland
4104,"DAYTON, OH",41,"CLEVELAND, OH",Cleveland-Toledo,Great Lakes,Great Lakes,inland
4105,"TOLEDO-SANDUSKY, OH",41,"CLEVELAND, OH",Cleveland-Toledo,Great Lakes,Great Lakes,seaport
4106,"ERIE, PA",41,"CLEVELAND, OH",Cleveland-Toledo,Great Lakes,Great Lakes,seaport
4110,"INDIANAPOLIS, IN",41,"CLEVELAND, OH",Indianapolis,Inland,Great Lakes,inland
4115,"LOUISVILLE, KY",41,"CLEVELAND, OH",Louisville,Inland,Great Lakes,inland
4116,"OWENSBORO-EVANSVILLE, KY",41,"CLEVELAND, OH",Cleveland-Toledo,Great Lakes,Great Lakes,inland
4121,"LORAIN, OH",41,"CLEVELAND, OH",Cleveland-Toledo,Great Lakes,Great Lakes,seaport
4122,"ASHTABULA/CONNEAUT, OH",41,"CLEVELAND, OH",Cleveland-Toledo,Great Lakes,Great Lakes,seaport
4183,FORT WAYNE AIRPORT,41,"CLEVELAND, OH",Cleveland-Toledo,Great Lakes,Great Lakes,airport
4184,BLUE GRASS AIRPORT,41,"CLEVELAND, OH",Cleveland-Toledo,Great Lakes,Great Lakes,airport
4196,UPS COURIER,41,"CLEVELAND, OH",Cleveland-Toledo,Great Lakes,Great Lakes,courier
4197,"DHL CINCINNATI, OH",41,"CLEVELAND, OH",Cleveland-Toledo,Great Lakes,Great Lakes,courier
4198,"FEDEX, INDIANAPOLIS, IN",41,"CLEVELAND, OH",Cleveland-Toledo,Great Lakes,Great Lakes,courier
4501,"KANSAS CITY, MO",45,"ST. LOUIS, MO",St. Louis,Inland,Mississippi River,inland
4502,"ST JOSEPH, MO",45,"ST. LOUIS, MO",St. Louis,Inland,Mississippi River,inland
4503,"ST LOUIS, MO",45,"ST. LOUIS, MO",St. Louis,Inland,Mississippi River,inland
4504,"WICHITA, KS",45,"ST. LOUIS, MO",Wichita,Inland,Mississippi River,inland
4505,"SPRINGFIELD, MO",45,"ST. LOUIS, MO",St. Louis,Inland,Mississippi River,airport
4581,"MIDAMERICAN AIRPORT, IL",45,"ST. LOUIS, MO",St. Louis,Inland,Mississippi River,airport
4671,"FEDEX ECCF, NEWARK, NJ",46,UNKNOWN,New York,East,North Atlantic,courier
4901,"AGUADILLA, PR",49,"SAN JUAN, PR",San Juan,Islands,Caribbean,seaport
4904,"FAJARDO, PR",49,"SAN JUAN, PR",San Juan,Islands,Caribbean,seaport
4907,"MAYAGUEZ, PR",49,"SAN JUAN, PR",San Juan,Islands,Caribbean,seaport
4908,"PONCE, PR",49,"SAN JUAN, PR",Ponce,Islands,Caribbean,seaport
4909,"SAN JUAN, PR",49,"SAN JUAN, PR",San Juan,Islands,Caribbean,seaport
4913,"SAN JUAN INTL AIRPORT, PR",49,"SAN JUAN, PR",San Juan,Islands,Caribbean,airport
4952,ST. THOMAS VI BORDER PATROL,49,"SAN JUAN, PR",San Juan,Islands,Caribbean,seaport
5101,"CHARLOTTE AMALIE, VI",51,U.S. VIRGIN ISLANDS,Virgin Islands,Islands,Caribbean,seaport
5102,"CRUZ BAY, VI",51,U.S. VIRGIN ISLANDS,Virgin Islands,Islands,Caribbean,seaport
5104,"CHRISTIANSTED, VI",51,U.S. VIRGIN ISLANDS,Virgin Islands,Islands,Caribbean,seaport
5105,"FREDERIKSTED, VI",51,U.S. VIRGIN ISLANDS,Virgin Islands,Islands,Caribbean,seaport
5201,"MIAMI, FL",52,"MIAMI, FL",Miami,East,South Atlantic,seaport
5202,"KEY WEST, FL",52,"MIAMI, FL",Key West,East,South Atlantic,seaport
5203,"PORT EVERGLADES, FL",52,"MIAMI, FL",Port Everglades,East,South Atlantic,seaport
5204,"WEST PALM BEACH, FL",52,"MIAMI, FL",South Florida,East,South Atlantic,seaport
5205,"FORT PIERCE, FL",52,"MIAMI, FL",South Florida,East,South Atlantic,seaport
5206,MIAMI INTL AIRPORT,52,"MIAMI, FL",Miami,East,South Atlantic,airport
5210,"FT. LAUDERDALE INTERNATIONAL AIRPORT, FL",52,"MIAMI, FL",Port Everglades,East,South Atlantic,airport
5295,"UPS, MIAMI, FL",52,"MIAMI, FL",South Florida,East,South Atlantic,courier
5296,"DHL, MIAMI, FL",52,"MIAMI, FL",South Florida,East,South Atlantic,courier
5297,"FEDEX, MIAMI, FL",52,"MIAMI, FL",South Florida,East,South Atlantic,courier
5298,"IBC COURIER HUB, FL",52,"MIAMI, FL",South Florida,East,South Atlantic,courier
5301,"HOUSTON, TX",53,"HOUSTON-GALVESTON, TX",Houston,Gulf,North Texas,seaport
5306,"TEXAS CITY, TX",53,"HOUSTON-GALVESTON, TX",Houston,Gulf,North Texas,seaport
5309,"HOUSTON INTERCONTL AIRP, TX",53,"HOUSTON-GALVESTON, TX",Houston,Gulf,North Texas,airport
5310,"GALVESTON, TX",53,"HOUSTON-GALVESTON, TX",Galveston,Gulf,North Texas,seaport
5311,"FREEPORT, TX",53,"HOUSTON-GALVESTON, TX",Houston,Gulf,North Texas,seaport
5312,"CORPUS CHRISTI, TX",53,"HOUSTON-GALVESTON, TX",Corpus Christi,Gulf,South Texas,seaport
5313,"PORT LAVACA, TX",53,"HOUSTON-GALVESTON, TX",Houston,Gulf,North Texas,seaport
5381,"SUGAR LAND REG AIRP, SUGAR LAND, TX",53,"HOUSTON-GALVESTON, TX",Houston,Gulf,North Texas,airport
5401,"WASHINGTON, DC",54,"WASHINGTON, DC",Washington DC,East,Mid-Atlantic,inland
5402,"ALEXANDRIA, VA",54,"WASHINGTON, DC",Washington DC,East,Mid-Atlantic,inland
5501,"DALLAS/FT. WORTH, TX",55,"DALLAS-FORT WORTH, TX",Dallas-Fort Worth,Inland,North Texas,inland
5502,"AMARILLO, TX",55,"DALLAS-FORT WORTH, TX",Dallas-Fort Worth,Inland,North Texas,inland
5503,"LUBBOCK, TX",55,"DALLAS-FORT WORTH, TX",Dallas-Fort Worth,Inland,North Texas,inland
5504,"OKLAHOMA CITY, OK",55,"DALLAS-FORT WORTH, TX",Dallas-Fort Worth,Inland,North Texas,inland
5505,"TULSA, OK",55,"DALLAS-FORT WORTH, TX",Tulsa,Inland,North Texas,inland
5506,"AUSTIN, TX",55,"DALLAS-FORT WORTH, TX",Austin,Inland,North Texas,inland
5507,"SAN ANTONIO, TX",55,"DALLAS-FORT WORTH, TX",San Antonio,Inland,South Texas,inland
5582,"MIDLAND INTL AIRPORT, MIDLAND, TX",55,"DALLAS-FORT WORTH, TX",Dallas-Fort Worth,Inland,North Texas,airport
5583,"FORTH WORTH ALLIANCE  AIRP, TX",55,"DALLAS-FORT WORTH, TX",Dallas-Fort Worth,Inland,North Texas,airport
5584,"ADDISON AIRPORT, ADDISON, TX",55,"DALLAS-FORT WORTH, TX",Dallas-Fort Worth,Inland,North Texas,airport
5588,"DALLAS LOVE FIELD USER FEE AIRP, DALLAS, TX",55,"DALLAS-FORT WORTH, TX",Dallas-Fort Worth,Inland,North Texas,airport
5901,NORFOLK/MOBILE/CHARLESTON,59,NORFOLK/MOBILE/CHARLESTON,Norfolk/Mobile/Charleston,East,South Atlantic,seaport
6000,VESSELS UNDER OWN POWER,60,VESSELS UNDER OWN POWER,Vessels Under Own Power,N/A,N/A,administrative
7000,LOW-VALUE,70,LOW VALUE,Low Value/Estimated,N/A,N/A,administrative
7010,CANADIAN LATE RECEIPTS ESTIMATE,70,LOW VALUE,Low Value/Estimated,N/A,N/A,administrative
7070,LOW VALUE ESTIMATED,70,LOW VALUE,Low Value/Estimated,N/A,N/A,administrative
8000,MAIL SHIPMENTS,80,MAIL SHIPMENTS,Mail Shipments,N/A,N/A,administrative
