report_date,port,coal_type,metric_tons,yoy_pct,ytd_metric_tons,ytd_yoy_pct,source_file
2025-05-01,NOLA,MET,60501.0,,,,Combined-Report-May-2025.pdf
2025-05-01,TOTAL,MET,4590558.0,,,,Combined-Report-May-2025.pdf
2025-05-01,BALTIMORE,MET,2430536.0,,,,Combined-Report-May-2025.pdf
2025-05-01,H ROADS,MET,14052491.0,,,,Combined-Report-May-2025.pdf
2025-05-01,HOUSTON,MET,,,,,Combined-Report-May-2025.pdf
2025-05-01,MOBILE,MET,4750267.0,,,,Combined-Report-May-2025.pdf
2025-05-01,NOLA,MET,138608.0,,,,Combined-Report-May-2025.pdf
2025-05-01,BALTIMORE,THERMAL,623844.0,,,,Combined-Report-May-2025.pdf
2025-05-01,H ROADS,THERMAL,1283070.0,,,,Combined-Report-May-2025.pdf
2025-05-01,HOUSTON,THERMAL,60290.0,,,,Combined-Report-May-2025.pdf
2025-05-01,MOBILE,THERMAL,,,,,Combined-Report-May-2025.pdf
2025-05-01,NOLA,THERMAL,1161365.0,,,,Combined-Report-May-2025.pdf
2025-05-01,TOTAL,THERMAL,3128569.0,,,,Combined-Report-May-2025.pdf
2025-05-01,BALTIMORE,THERMAL,4789612.0,,,,Combined-Report-May-2025.pdf
2025-05-01,H ROADS,THERMAL,3378850.0,,,,Combined-Report-May-2025.pdf
2025-05-01,HOUSTON,THERMAL,182026.0,,,,Combined-Report-May-2025.pdf
2025-05-01,MOBILE,THERMAL,,,,,Combined-Report-May-2025.pdf
2025-05-01,NOLA,THERMAL,5303800.0,,,,Combined-Report-May-2025.pdf
2025-05-01,TOTAL,THERMAL,13654288.0,,,,Combined-Report-May-2025.pdf
2025-06-01,BALTIMORE,MET,1211924.0,,,,Combined-Report-June-2025.pdf
2025-06-01,H ROADS,MET,3005381.0,,,,Combined-Report-June-2025.pdf
2025-06-01,HOUSTON,MET,,,,,Combined-Report-June-2025.pdf
2025-06-01,MOBILE,MET,1157899.0,,,,Combined-Report-June-2025.pdf
2025-06-01,NOLA,MET,79751.0,,,,Combined-Report-June-2025.pdf
2025-06-01,TOTAL,MET,5454954.0,,,,Combined-Report-June-2025.pdf
2025-06-01,BALTIMORE,MET,3703120.0,,,,Combined-Report-June-2025.pdf
2025-06-01,H ROADS,MET,17139872.0,,,,Combined-Report-June-2025.pdf
2025-06-01,HOUSTON,MET,,,,,Combined-Report-June-2025.pdf
2025-06-01,MOBILE,MET,5908165.0,,,,Combined-Report-June-2025.pdf
2025-06-01,NOLA,MET,218359.0,,,,Combined-Report-June-2025.pdf
2025-06-01,BALTIMORE,THERMAL,1275047.0,,,,Combined-Report-June-2025.pdf
2025-06-01,H ROADS,THERMAL,279668.0,,,,Combined-Report-June-2025.pdf
2025-06-01,HOUSTON,THERMAL,,,,,Combined-Report-June-2025.pdf
2025-06-01,MOBILE,THERMAL,67908.0,,,,Combined-Report-June-2025.pdf
2025-06-01,NOLA,THERMAL,1070230.0,,,,Combined-Report-June-2025.pdf
2025-06-01,TOTAL,THERMAL,2692854.0,,,,Combined-Report-June-2025.pdf
2025-06-01,BALTIMORE,THERMAL,6064659.0,,,,Combined-Report-June-2025.pdf
2025-06-01,H ROADS,THERMAL,3658518.0,,,,Combined-Report-June-2025.pdf
2025-06-01,HOUSTON,THERMAL,182026.0,,,,Combined-Report-June-2025.pdf
2025-06-01,MOBILE,THERMAL,67908.0,,,,Combined-Report-June-2025.pdf
2025-06-01,NOLA,THERMAL,6347857.0,,,,Combined-Report-June-2025.pdf
2025-06-01,TOTAL,THERMAL,16320969.0,,,,Combined-Report-June-2025.pdf
2025-07-01,BALTIMORE,MET,947645.0,,,,Combined-Report-July-2025.pdf
2025-07-01,H ROADS,MET,2469844.0,,,,Combined-Report-July-2025.pdf
2025-07-01,HOUSTON,MET,,,,,Combined-Report-July-2025.pdf
2025-07-01,MOBILE,MET,797902.0,,,,Combined-Report-July-2025.pdf
2025-07-01,NOLA,MET,78700.0,,,,Combined-Report-July-2025.pdf
2025-07-01,TOTAL,MET,4294091.0,,,,Combined-Report-July-2025.pdf
2025-07-01,BALTIMORE,MET,4650765.0,,,,Combined-Report-July-2025.pdf
2025-07-01,H ROADS,MET,19609716.0,,,,Combined-Report-July-2025.pdf
2025-07-01,HOUSTON,MET,,,,,Combined-Report-July-2025.pdf
2025-07-01,MOBILE,MET,6706068.0,,,,Combined-Report-July-2025.pdf
2025-07-01,NOLA,MET,297059.0,,,,Combined-Report-July-2025.pdf
2025-07-01,BALTIMORE,THERMAL,1321484.0,,,,Combined-Report-July-2025.pdf
2025-07-01,H ROADS,THERMAL,534241.0,,,,Combined-Report-July-2025.pdf
2025-07-01,HOUSTON,THERMAL,,,,,Combined-Report-July-2025.pdf
2025-07-01,MOBILE,THERMAL,,,,,Combined-Report-July-2025.pdf
2025-07-01,NOLA,THERMAL,1223712.0,,,,Combined-Report-July-2025.pdf
2025-07-01,TOTAL,THERMAL,3079437.0,,,,Combined-Report-July-2025.pdf
2025-07-01,BALTIMORE,THERMAL,7326617.0,,,,Combined-Report-July-2025.pdf
2025-07-01,H ROADS,THERMAL,4192759.0,,,,Combined-Report-July-2025.pdf
2025-07-01,HOUSTON,THERMAL,182026.0,,,,Combined-Report-July-2025.pdf
2025-07-01,MOBILE,THERMAL,67908.0,,,,Combined-Report-July-2025.pdf
2025-07-01,NOLA,THERMAL,7595661.0,,,,Combined-Report-July-2025.pdf
2025-07-01,TOTAL,THERMAL,19364971.0,,,,Combined-Report-July-2025.pdf
2025-08-01,BALTIMORE,MET,1174895.0,,,,Combined-Report-August-2025.pdf
2025-08-01,H ROADS,MET,2856349.0,,,,Combined-Report-August-2025.pdf
2025-08-01,HOUSTON,MET,,,,,Combined-Report-August-2025.pdf
2025-08-01,MOBILE,MET,962547.0,,,,Combined-Report-August-2025.pdf
2025-08-01,NOLA,MET,137140.0,,,,Combined-Report-August-2025.pdf
2025-08-01,TOTAL,MET,5130930.0,,,,Combined-Report-August-2025.pdf
2025-08-01,BALTIMORE,MET,5825660.0,,,,Combined-Report-August-2025.pdf
2025-08-01,H ROADS,MET,22466065.0,,,,Combined-Report-August-2025.pdf
2025-08-01,HOUSTON,MET,,,,,Combined-Report-August-2025.pdf
2025-08-01,MOBILE,MET,7668614.0,,,,Combined-Report-August-2025.pdf
2025-08-01,NOLA,MET,434199.0,,,,Combined-Report-August-2025.pdf
2025-08-01,BALTIMORE,THERMAL,835528.0,,,,Combined-Report-August-2025.pdf
2025-08-01,H ROADS,THERMAL,505218.0,,,,Combined-Report-August-2025.pdf
2025-08-01,HOUSTON,THERMAL,,,,,Combined-Report-August-2025.pdf
2025-08-01,MOBILE,THERMAL,,,,,Combined-Report-August-2025.pdf
2025-08-01,NOLA,THERMAL,972173.0,,,,Combined-Report-August-2025.pdf
2025-08-01,TOTAL,THERMAL,2312919.0,,,,Combined-Report-August-2025.pdf
2025-08-01,BALTIMORE,THERMAL,8221671.0,,,,Combined-Report-August-2025.pdf
2025-08-01,H ROADS,THERMAL,4697977.0,,,,Combined-Report-August-2025.pdf
2025-08-01,HOUSTON,THERMAL,182026.0,,,,Combined-Report-August-2025.pdf
2025-08-01,MOBILE,THERMAL,67908.0,,,,Combined-Report-August-2025.pdf
2025-08-01,NOLA,THERMAL,8628334.0,,,,Combined-Report-August-2025.pdf
2025-08-01,TOTAL,THERMAL,21797917.0,,,,Combined-Report-August-2025.pdf
2025-09-01,BALTIMORE,MET,1099057.0,,,,Coal-Report-September-2025.pdf
2025-09-01,H ROADS,MET,2536298.0,,,,Coal-Report-September-2025.pdf
2025-09-01,HOUSTON,MET,,,,,Coal-Report-September-2025.pdf
2025-09-01,MOBILE,MET,894404.0,,,,Coal-Report-September-2025.pdf
2025-09-01,NOLA,MET,78746.0,,,,Coal-Report-September-2025.pdf
2025-09-01,TOTAL,MET,4608505.0,,,,Coal-Report-September-2025.pdf
2025-09-01,BALTIMORE,MET,6924717.0,,,,Coal-Report-September-2025.pdf
2025-09-01,H ROADS,MET,25002362.0,,,,Coal-Report-September-2025.pdf
2025-09-01,HOUSTON,MET,,,,,Coal-Report-September-2025.pdf
2025-09-01,MOBILE,MET,8563019.0,,,,Coal-Report-September-2025.pdf
2025-09-01,NOLA,MET,512945.0,,,,Coal-Report-September-2025.pdf
2025-09-01,TOTAL,MET,41003043.0,,,,Coal-Report-September-2025.pdf
2025-09-01,BALTIMORE,THERMAL,1077617.0,,,,Coal-Report-September-2025.pdf
2025-09-01,H ROADS,THERMAL,565735.0,,,,Coal-Report-September-2025.pdf
2025-09-01,HOUSTON,THERMAL,60300.0,,,,Coal-Report-September-2025.pdf
2025-09-01,MOBILE,THERMAL,,,,,Coal-Report-September-2025.pdf
2025-09-01,NOLA,THERMAL,782312.0,,,,Coal-Report-September-2025.pdf
2025-09-01,TOTAL,THERMAL,2485964.0,,,,Coal-Report-September-2025.pdf
2025-09-01,BALTIMORE,THERMAL,9299288.0,,,,Coal-Report-September-2025.pdf
2025-09-01,H ROADS,THERMAL,5263712.0,,,,Coal-Report-September-2025.pdf
2025-09-01,HOUSTON,THERMAL,242326.0,,,,Coal-Report-September-2025.pdf
2025-09-01,MOBILE,THERMAL,67908.0,,,,Coal-Report-September-2025.pdf
2025-09-01,NOLA,THERMAL,9410646.0,,,,Coal-Report-September-2025.pdf
2025-09-01,TOTAL,THERMAL,24283881.0,,,,Coal-Report-September-2025.pdf
2025-10-01,BALTIMORE,MET,1644041.0,,,,Coal-Report-October-2025.pdf
2025-10-01,H ROADS,MET,2204962.0,,,,Coal-Report-October-2025.pdf
2025-10-01,HOUSTON,MET,,,,,Coal-Report-October-2025.pdf
2025-10-01,MOBILE,MET,848587.0,,,,Coal-Report-October-2025.pdf
2025-10-01,NOLA,MET,108089.0,,,,Coal-Report-October-2025.pdf
2025-10-01,TOTAL,MET,4805679.0,,,,Coal-Report-October-2025.pdf
2025-10-01,BALTIMORE,MET,8568759.0,,,,Coal-Report-October-2025.pdf
2025-10-01,H ROADS,MET,27207325.0,,,,Coal-Report-October-2025.pdf
2025-10-01,HOUSTON,MET,,,,,Coal-Report-October-2025.pdf
2025-10-01,MOBILE,MET,9411606.0,,,,Coal-Report-October-2025.pdf
2025-10-01,NOLA,MET,621034.0,,,,Coal-Report-October-2025.pdf
2025-10-01,TOTAL,MET,45808722.0,,,,Coal-Report-October-2025.pdf
2025-10-01,BALTIMORE,THERMAL,1043144.0,,,,Coal-Report-October-2025.pdf
2025-10-01,H ROADS,THERMAL,540001.0,,,,Coal-Report-October-2025.pdf
2025-10-01,HOUSTON,THERMAL,,,,,Coal-Report-October-2025.pdf
2025-10-01,MOBILE,THERMAL,,,,,Coal-Report-October-2025.pdf
2025-10-01,NOLA,THERMAL,1198619.0,,,,Coal-Report-October-2025.pdf
2025-10-01,TOTAL,THERMAL,2781764.0,,,,Coal-Report-October-2025.pdf
2025-10-01,BALTIMORE,THERMAL,10286132.0,,,,Coal-Report-October-2025.pdf
2025-10-01,H ROADS,THERMAL,5803713.0,,,,Coal-Report-October-2025.pdf
2025-10-01,HOUSTON,THERMAL,242326.0,,,,Coal-Report-October-2025.pdf
2025-10-01,MOBILE,THERMAL,67908.0,,,,Coal-Report-October-2025.pdf
2025-10-01,NOLA,THERMAL,10530804.0,,,,Coal-Report-October-2025.pdf
2025-10-01,TOTAL,THERMAL,26930883.0,,,,Coal-Report-October-2025.pdf
2025-11-01,BALTIMORE,MET,1144002.0,,,,Coal-Report-November-2025.pdf
2025-11-01,H ROADS,MET,2469180.0,,,,Coal-Report-November-2025.pdf
2025-11-01,HOUSTON,MET,,,,,Coal-Report-November-2025.pdf
2025-11-01,MOBILE,MET,1004786.0,,,,Coal-Report-November-2025.pdf
2025-11-01,NOLA,MET,,,,,Coal-Report-November-2025.pdf
2025-11-01,TOTAL,MET,4617969.0,,,,Coal-Report-November-2025.pdf
2025-11-01,BALTIMORE,MET,9712761.0,,,,Coal-Report-November-2025.pdf
2025-11-01,H ROADS,MET,29676505.0,,,,Coal-Report-November-2025.pdf
2025-11-01,HOUSTON,MET,,,,,Coal-Report-November-2025.pdf
2025-11-01,MOBILE,MET,10416392.0,,,,Coal-Report-November-2025.pdf
2025-11-01,NOLA,MET,621034.0,,,,Coal-Report-November-2025.pdf
2025-11-01,TOTAL,MET,50426691.0,,,,Coal-Report-November-2025.pdf
2025-11-01,BALTIMORE,THERMAL,1203420.0,,,,Coal-Report-November-2025.pdf
2025-11-01,H ROADS,THERMAL,376882.0,,,,Coal-Report-November-2025.pdf
2025-11-01,HOUSTON,THERMAL,,,,,Coal-Report-November-2025.pdf
2025-11-01,MOBILE,THERMAL,,,,,Coal-Report-November-2025.pdf
2025-11-01,NOLA,THERMAL,1003108.0,,,,Coal-Report-November-2025.pdf
2025-11-01,TOTAL,THERMAL,2583409.0,,,,Coal-Report-November-2025.pdf
2025-11-01,BALTIMORE,THERMAL,11545852.0,,,,Coal-Report-November-2025.pdf
2025-11-01,H ROADS,THERMAL,6180595.0,,,,Coal-Report-November-2025.pdf
2025-11-01,HOUSTON,THERMAL,242326.0,,,,Coal-Report-November-2025.pdf
2025-11-01,MOBILE,THERMAL,67908.0,,,,Coal-Report-November-2025.pdf
2025-11-01,NOLA,THERMAL,11612373.0,,,,Coal-Report-November-2025.pdf
2025-11-01,TOTAL,THERMAL,29649054.0,,,,Coal-Report-November-2025.pdf
2025-12-01,BALTIMORE,MET,1104677.0,,,,Coal-Report-December-2025.pdf
2025-12-01,H ROADS,MET,2638612.0,,,,Coal-Report-December-2025.pdf
2025-12-01,HOUSTON,MET,,,,,Coal-Report-December-2025.pdf
2025-12-01,MOBILE,MET,1011455.0,,,,Coal-Report-December-2025.pdf
2025-12-01,NOLA,MET,76630.0,,,,Coal-Report-December-2025.pdf
2025-12-01,TOTAL,MET,4831374.0,,,,Coal-Report-December-2025.pdf
2025-12-01,BALTIMORE,MET,10817438.0,,,,Coal-Report-December-2025.pdf
2025-12-01,H ROADS,MET,32315117.0,,,,Coal-Report-December-2025.pdf
2025-12-01,HOUSTON,MET,,,,,Coal-Report-December-2025.pdf
2025-12-01,MOBILE,MET,11346951.0,,,,Coal-Report-December-2025.pdf
2025-12-01,NOLA,MET,697664.0,,,,Coal-Report-December-2025.pdf
2025-12-01,TOTAL,MET,55177170.0,,,,Coal-Report-December-2025.pdf
2025-12-01,BALTIMORE,THERMAL,1245314.0,,,,Coal-Report-December-2025.pdf
2025-12-01,H ROADS,THERMAL,487696.0,,,,Coal-Report-December-2025.pdf
2025-12-01,HOUSTON,THERMAL,60374.0,,,,Coal-Report-December-2025.pdf
2025-12-01,MOBILE,THERMAL,,,,,Coal-Report-December-2025.pdf
2025-12-01,NOLA,THERMAL,869722.0,,,,Coal-Report-December-2025.pdf
2025-12-01,TOTAL,THERMAL,2663106.0,,,,Coal-Report-December-2025.pdf
2025-12-01,BALTIMORE,THERMAL,12791165.0,,,,Coal-Report-December-2025.pdf
2025-12-01,H ROADS,THERMAL,6668291.0,,,,Coal-Report-December-2025.pdf
2025-12-01,HOUSTON,THERMAL,302700.0,,,,Coal-Report-December-2025.pdf
2025-12-01,MOBILE,THERMAL,67908.0,,,,Coal-Report-December-2025.pdf
2025-12-01,NOLA,THERMAL,12435611.0,,,,Coal-Report-December-2025.pdf
2025-12-01,TOTAL,THERMAL,32265676.0,,,,Coal-Report-December-2025.pdf
2026-01-01,BALTIMORE,MET,1167037.0,,,,Coal-Report-January-2026.pdf
2026-01-01,H ROADS,MET,1575996.0,,,,Coal-Report-January-2026.pdf
2026-01-01,HOUSTON,MET,,,,,Coal-Report-January-2026.pdf
2026-01-01,MOBILE,MET,700114.0,,,,Coal-Report-January-2026.pdf
2026-01-01,NOLA,MET,50023.0,,,,Coal-Report-January-2026.pdf
2026-01-01,TOTAL,MET,3493171.0,,,,Coal-Report-January-2026.pdf
2026-01-01,BALTIMORE,MET,1167037.0,,,,Coal-Report-January-2026.pdf
2026-01-01,H ROADS,MET,1575996.0,,,,Coal-Report-January-2026.pdf
2026-01-01,HOUSTON,MET,,,,,Coal-Report-January-2026.pdf
2026-01-01,MOBILE,MET,700114.0,,,,Coal-Report-January-2026.pdf
2026-01-01,NOLA,MET,50023.0,,,,Coal-Report-January-2026.pdf
2026-01-01,TOTAL,MET,3493171.0,,,,Coal-Report-January-2026.pdf
2026-01-01,BALTIMORE,THERMAL,593890.0,,,,Coal-Report-January-2026.pdf
2026-01-01,H ROADS,THERMAL,426628.0,,,,Coal-Report-January-2026.pdf
2026-01-01,HOUSTON,THERMAL,60300.0,,,,Coal-Report-January-2026.pdf
2026-01-01,MOBILE,THERMAL,,,,,Coal-Report-January-2026.pdf
2026-01-01,NOLA,THERMAL,1161119.0,,,,Coal-Report-January-2026.pdf
2026-01-01,TOTAL,THERMAL,2241937.0,,,,Coal-Report-January-2026.pdf
2026-01-01,BALTIMORE,THERMAL,593890.0,,,,Coal-Report-January-2026.pdf
2026-01-01,H ROADS,THERMAL,426628.0,,,,Coal-Report-January-2026.pdf
2026-01-01,HOUSTON,THERMAL,60300.0,,,,Coal-Report-January-2026.pdf
2026-01-01,MOBILE,THERMAL,,,,,Coal-Report-January-2026.pdf
2026-01-01,NOLA,THERMAL,1093020.0,,,,Coal-Report-January-2026.pdf
2026-01-01,TOTAL,THERMAL,2173838.0,,,,Coal-Report-January-2026.pdf
