report_date,destination_region,coal_type,metric_tons,mom_pct,source_file
2025-01-01,Mediterranean,MET,182203.0,-29.05,Combined-Report-1.25.pdf
2025-01-01,Mediterranean,THERMAL,228094.0,-20.33,Combined-Report-1.25.pdf
2025-01-01,Northern Europe,MET,443596.0,-60.32,Combined-Report-1.25.pdf
2025-01-01,Northern Europe,THERMAL,411893.0,-13.15,Combined-Report-1.25.pdf
2025-01-01,Africa,MET,0.0,0.0,Combined-Report-1.25.pdf
2025-01-01,Africa,THERMAL,763110.0,130.08,Combined-Report-1.25.pdf
2025-01-01,Americas,MET,371694.0,-64.79,Combined-Report-1.25.pdf
2025-01-01,Americas,THERMAL,204839.0,-49.79,Combined-Report-1.25.pdf
2025-01-01,Far East,MET,2504052.0,4.28,Combined-Report-1.25.pdf
2025-01-01,Far East,THERMAL,551656.0,-52.56,Combined-Report-1.25.pdf
2025-02-01,Mediterranean,MET,368532.0,102.26,Combined-Report-2.25-copy.pdf
2025-02-01,Mediterranean,THERMAL,316164.0,38.61,Combined-Report-2.25-copy.pdf
2025-02-01,Northern Europe,MET,1285730.0,189.84,Combined-Report-2.25-copy.pdf
2025-02-01,Northern Europe,THERMAL,463914.0,12.63,Combined-Report-2.25-copy.pdf
2025-02-01,Africa,MET,0.0,0.0,Combined-Report-2.25-copy.pdf
2025-02-01,Africa,THERMAL,774363.0,1.47,Combined-Report-2.25-copy.pdf
2025-02-01,Americas,MET,592881.0,59.51,Combined-Report-2.25-copy.pdf
2025-02-01,Americas,THERMAL,106492.0,-48.01,Combined-Report-2.25-copy.pdf
2025-02-01,Far East,MET,1623764.0,-35.15,Combined-Report-2.25-copy.pdf
2025-02-01,Far East,THERMAL,1229002.0,122.78,Combined-Report-2.25-copy.pdf
2025-03-01,Mediterranean,MET,548869.0,48.93,Combined-Report-March-2025.pdf
2025-03-01,Mediterranean,THERMAL,407677.0,28.94,Combined-Report-March-2025.pdf
2025-03-01,Northern Europe,MET,1503196.0,16.91,Combined-Report-March-2025.pdf
2025-03-01,Northern Europe,THERMAL,463976.0,0.01,Combined-Report-March-2025.pdf
2025-03-01,Africa,MET,0.0,0.0,Combined-Report-March-2025.pdf
2025-03-01,Africa,THERMAL,519363.0,-32.93,Combined-Report-March-2025.pdf
2025-03-01,Americas,MET,870692.0,46.86,Combined-Report-March-2025.pdf
2025-03-01,Americas,THERMAL,167414.0,57.21,Combined-Report-March-2025.pdf
2025-03-01,Far East,MET,2178485.0,34.16,Combined-Report-March-2025.pdf
2025-03-01,Far East,THERMAL,2256991.0,83.64,Combined-Report-March-2025.pdf
2025-04-01,Mediterranean,MET,477822.0,-12.94,USEC-and-USG-Combined-Report-4.25.pdf
2025-04-01,Mediterranean,THERMAL,362607.0,-11.06,USEC-and-USG-Combined-Report-4.25.pdf
2025-04-01,Northern Europe,MET,1105251.0,-26.47,USEC-and-USG-Combined-Report-4.25.pdf
2025-04-01,Northern Europe,THERMAL,0.0,0.0,USEC-and-USG-Combined-Report-4.25.pdf
2025-04-01,Africa,MET,0.0,0.0,USEC-and-USG-Combined-Report-4.25.pdf
2025-04-01,Africa,THERMAL,431891.0,-16.84,USEC-and-USG-Combined-Report-4.25.pdf
2025-04-01,Americas,MET,864230.0,-0.74,USEC-and-USG-Combined-Report-4.25.pdf
2025-04-01,Americas,THERMAL,166474.0,-0.56,USEC-and-USG-Combined-Report-4.25.pdf
2025-04-01,Far East,MET,1332772.0,-38.82,USEC-and-USG-Combined-Report-4.25.pdf
2025-04-01,Far East,THERMAL,1616479.0,-28.38,USEC-and-USG-Combined-Report-4.25.pdf
2025-05-01,Mediterranean,MET,469646.0,-1.71,Combined-Report-May-2025.pdf
2025-05-01,Mediterranean,THERMAL,383944.0,5.88,Combined-Report-May-2025.pdf
2025-05-01,Northern Europe,MET,1279804.0,15.79,Combined-Report-May-2025.pdf
2025-05-01,Northern Europe,THERMAL,178296.0,0.0,Combined-Report-May-2025.pdf
2025-05-01,Africa,MET,0.0,0.0,Combined-Report-May-2025.pdf
2025-05-01,Africa,THERMAL,614661.0,42.32,Combined-Report-May-2025.pdf
2025-05-01,Americas,MET,553201.0,-35.99,Combined-Report-May-2025.pdf
2025-05-01,Americas,THERMAL,171406.0,2.96,Combined-Report-May-2025.pdf
2025-05-01,Far East,MET,1434978.0,7.67,Combined-Report-May-2025.pdf
2025-05-01,Far East,THERMAL,1198934.0,-25.83,Combined-Report-May-2025.pdf
2025-06-01,Mediterranean,MET,279532.0,-40.48,Combined-Report-June-2025.pdf
2025-06-01,Mediterranean,THERMAL,291366.0,-24.11,Combined-Report-June-2025.pdf
2025-06-01,Northern Europe,MET,1258785.0,-1.64,Combined-Report-June-2025.pdf
2025-06-01,Northern Europe,THERMAL,0.0,-100.0,Combined-Report-June-2025.pdf
2025-06-01,Africa,MET,0.0,0.0,Combined-Report-June-2025.pdf
2025-06-01,Africa,THERMAL,532802.0,-13.32,Combined-Report-June-2025.pdf
2025-06-01,Americas,MET,632539.0,14.34,Combined-Report-June-2025.pdf
2025-06-01,Americas,THERMAL,254702.0,48.6,Combined-Report-June-2025.pdf
2025-06-01,Far East,MET,1668230.0,16.25,Combined-Report-June-2025.pdf
2025-06-01,Far East,THERMAL,1269889.0,5.92,Combined-Report-June-2025.pdf
2025-07-01,Mediterranean,MET,321840.0,-31.47,Combined-Report-July-2025.pdf
2025-07-01,Mediterranean,THERMAL,439776.0,14.54,Combined-Report-July-2025.pdf
2025-07-01,Northern Europe,MET,879732.0,-31.26,Combined-Report-July-2025.pdf
2025-07-01,Northern Europe,THERMAL,233205.0,30.8,Combined-Report-July-2025.pdf
2025-07-01,Africa,MET,0.0,0.0,Combined-Report-July-2025.pdf
2025-07-01,Africa,THERMAL,485751.0,-20.97,Combined-Report-July-2025.pdf
2025-07-01,Americas,MET,725571.0,31.16,Combined-Report-July-2025.pdf
2025-07-01,Americas,THERMAL,117887.0,-31.22,Combined-Report-July-2025.pdf
2025-07-01,Far East,MET,1617460.0,12.72,Combined-Report-July-2025.pdf
2025-07-01,Far East,THERMAL,702236.0,-41.43,Combined-Report-July-2025.pdf
2025-08-01,Mediterranean,MET,694953.0,115.93,Combined-Report-August-2025.pdf
2025-08-01,Mediterranean,THERMAL,288046.0,-34.5,Combined-Report-August-2025.pdf
2025-08-01,Northern Europe,MET,1555639.0,76.83,Combined-Report-August-2025.pdf
2025-08-01,Northern Europe,THERMAL,56000.0,-75.99,Combined-Report-August-2025.pdf
2025-08-01,Africa,MET,0.0,0.0,Combined-Report-August-2025.pdf
2025-08-01,Africa,THERMAL,546514.0,12.51,Combined-Report-August-2025.pdf
2025-08-01,Americas,MET,693761.0,-4.38,Combined-Report-August-2025.pdf
2025-08-01,Americas,THERMAL,467422.0,296.5,Combined-Report-August-2025.pdf
2025-08-01,Far East,MET,1509462.0,-6.68,Combined-Report-August-2025.pdf
2025-08-01,Far East,THERMAL,834138.0,18.78,Combined-Report-August-2025.pdf
2025-09-01,Mediterranean,MET,488613.0,-29.69,Coal-Report-September-2025.pdf
2025-09-01,Mediterranean,THERMAL,471669.0,63.75,Coal-Report-September-2025.pdf
2025-09-01,Northern Europe,MET,1180251.0,-24.13,Coal-Report-September-2025.pdf
2025-09-01,Northern Europe,THERMAL,299919.0,435.57,Coal-Report-September-2025.pdf
2025-09-01,Africa,MET,0.0,0.0,Coal-Report-September-2025.pdf
2025-09-01,Africa,THERMAL,583422.0,6.75,Coal-Report-September-2025.pdf
2025-09-01,Americas,MET,744749.0,7.35,Coal-Report-September-2025.pdf
2025-09-01,Americas,THERMAL,125000.0,-73.26,Coal-Report-September-2025.pdf
2025-09-01,Far East,MET,1455908.0,-3.55,Coal-Report-September-2025.pdf
2025-09-01,Far East,THERMAL,949753.0,13.86,Coal-Report-September-2025.pdf
2025-10-01,Mediterranean,MET,647745.0,32.57,Coal-Report-October-2025.pdf
2025-10-01,Mediterranean,THERMAL,293571.0,-37.76,Coal-Report-October-2025.pdf
2025-10-01,Northern Europe,MET,1038597.0,-12.0,Coal-Report-October-2025.pdf
2025-10-01,Northern Europe,THERMAL,333703.0,11.26,Coal-Report-October-2025.pdf
2025-10-01,Africa,MET,0.0,0.0,Coal-Report-October-2025.pdf
2025-10-01,Africa,THERMAL,434841.0,-25.47,Coal-Report-October-2025.pdf
2025-10-01,Americas,MET,618291.0,-16.98,Coal-Report-October-2025.pdf
2025-10-01,Americas,THERMAL,365766.0,192.61,Coal-Report-October-2025.pdf
2025-10-01,Far East,MET,1748742.0,20.11,Coal-Report-October-2025.pdf
2025-10-01,Far East,THERMAL,1167820.0,22.96,Coal-Report-October-2025.pdf
2025-11-01,Mediterranean,MET,620984.0,27.09,Coal-Report-November-2025.pdf
2025-11-01,Mediterranean,THERMAL,180733.0,-61.68,Coal-Report-November-2025.pdf
2025-11-01,Northern Europe,MET,1053889.0,-10.71,Coal-Report-November-2025.pdf
2025-11-01,Northern Europe,THERMAL,329732.0,9.94,Coal-Report-November-2025.pdf
2025-11-01,Africa,MET,0.0,0.0,Coal-Report-November-2025.pdf
2025-11-01,Africa,THERMAL,260422.0,-55.36,Coal-Report-November-2025.pdf
2025-11-01,Americas,MET,762754.0,2.42,Coal-Report-November-2025.pdf
2025-11-01,Americas,THERMAL,153953.0,23.16,Coal-Report-November-2025.pdf
2025-11-01,Far East,MET,1946130.0,33.67,Coal-Report-November-2025.pdf
2025-11-01,Far East,THERMAL,1004074.0,5.72,Coal-Report-November-2025.pdf
2025-12-01,Mediterranean,MET,437268.0,-1.71,Coal-Report-December-2025.pdf
2025-12-01,Mediterranean,THERMAL,58601.0,-87.72,Coal-Report-December-2025.pdf
2025-12-01,Northern Europe,MET,1132756.0,3.82,Coal-Report-December-2025.pdf
2025-12-01,Northern Europe,THERMAL,414601.0,9.99,Coal-Report-December-2025.pdf
2025-12-01,Africa,MET,77000.0,0.0,Coal-Report-December-2025.pdf
2025-12-01,Africa,THERMAL,425087.0,-32.08,Coal-Report-December-2025.pdf
2025-12-01,Americas,MET,561559.0,-28.44,Coal-Report-December-2025.pdf
2025-12-01,Americas,THERMAL,157628.0,35.54,Coal-Report-December-2025.pdf
2025-12-01,Far East,MET,2063494.0,37.72,Coal-Report-December-2025.pdf
2025-12-01,Far East,THERMAL,1294473.0,28.28,Coal-Report-December-2025.pdf
2026-01-01,Mediterranean,MET,407658.0,-6.77,Coal-Report-January-2026.pdf
2026-01-01,Mediterranean,THERMAL,295434.0,404.14,Coal-Report-January-2026.pdf
2026-01-01,Northern Europe,MET,1323828.0,16.87,Coal-Report-January-2026.pdf
2026-01-01,Northern Europe,THERMAL,341275.0,-17.69,Coal-Report-January-2026.pdf
2026-01-01,Africa,MET,0.0,-100.0,Coal-Report-January-2026.pdf
2026-01-01,Africa,THERMAL,409164.0,-3.75,Coal-Report-January-2026.pdf
2026-01-01,Americas,MET,639448.0,13.87,Coal-Report-January-2026.pdf
2026-01-01,Americas,THERMAL,60700.0,-61.49,Coal-Report-January-2026.pdf
2026-01-01,Far East,MET,1647201.0,-20.17,Coal-Report-January-2026.pdf
2026-01-01,Far East,THERMAL,1260977.0,-2.59,Coal-Report-January-2026.pdf
