CTRY_NAME,FORPORT_NAME,FORPORT_CD
China Taiwan,Tai-Nan,58305
China Taiwan,Taibei,58304
China Taiwan,Taichung,58303
China Taiwan,Tainan,58305
China Taiwan,Taipei,58304
China Taiwan,Tamsui,58311
Colombia,All Colombia Amazon Region Ports,30198
Colombia,All Other Colombia West Coast Region Ports,30199
Colombia,All Other Colombian Caribbean Region Ports,30100
Colombia,Barranquilla,30104
Colombia,Buenaventura,30151
Colombia,Cartagena,30107
Colombia,Covenas,30110
Colombia,Isla San Andres,30130
Colombia,Leticia,30198
Colombia,Mamonal,30125
Colombia,Pozos Colorados,30100
Colombia,Puerto Bolivar,30121
Colombia,Puerto Colombia,30131
Colombia,Puerto Drummond,30140
Colombia,Puerto Zuniga,30100
Colombia,San Andres,30130
Colombia,Santa Marta,30140
Colombia,Tarapaca,30198
Colombia,Tumaco,30152
Colombia,Turbo,30145
Comoros,All Comoros Ports,78900
Comoros,"Dzaoudzi, Mayotte Is",78900
Comoros,Moroni,78900
Comoros,Mutsamudu,78900
Congo Brazzaville,All Other Congo(Brazzaville) Ports,76300
Congo Brazzaville,Djeno Terminal,76345
Congo Brazzaville,Pointe Noire,76350
Congo Brazzaville,Yombo,76330
Congo Kinshasha,All Other Congo(Kinshasha) Ports,76600
Congo Kinshasha,Banana,76600
Congo Kinshasha,Boma,76638
Congo Kinshasha,Matadi,76637
Congo Kinshasha,Moanda Terminal,76639
Costa Rica,Aguadulce,22389
Costa Rica,All Other Costa Rica Caribbean Region Ports,22300
Costa Rica,All Other Costa Rica West Coast Region Ports,22399
Costa Rica,Bahia de Moin,22315
Costa Rica,Caldera,22361
Costa Rica,Coco Islands,22399
Costa Rica,Colorado Bar,22301
Costa Rica,Golfito,22363
Costa Rica,Golfo Dulce,22399
Costa Rica,Islas de Coco,22399
Costa Rica,Limon,22313
Costa Rica,Moin,22315
Costa Rica,Puerto Golfito,22363
Costa Rica,Puerto Limon,22313
Costa Rica,Puerto Vargas,22300
Costa Rica,Punta Morales,22386
Costa Rica,Punta Quepos,22381
Costa Rica,Puntarenas,22387
Costa Rica,Quepos,22381
Croatia,All Other Croatia Ports,47998
Croatia,Bakar,47923
Croatia,Dubrovnik,47902
Croatia,Dugi Rat,47906
Croatia,Fiume,47923
Croatia,Kardeljevo,47911
Croatia,Kastel Sucurac,47931
Croatia,Novigrad,47905
Croatia,Obrovac,47912
Croatia,Omisalj,47998
Croatia,Ploce,47911
Croatia,Pola,47920
Croatia,Pula,47920
Croatia,Ragusa,47902
Croatia,Rijeka,47923
Croatia,Shibenik,47925
Croatia,Sibenik,47925
Croatia,Sibvenico,47925
Croatia,Solin,47931
Croatia,Spalato,47931
Croatia,Split,47931
Croatia,Susak,47923
Croatia,Susaka,47923
Croatia,Vranjic,47998
Croatia,Zadar,47933
Cuba,All Other Cuba Ports,23900
Cuba,Antilla,23900
Cuba,Bahia Honda,23900
Cuba,Bahia Sama,23900
Cuba,Bahia de Nuevitas,23900
Cuba,Banes,23900
Cuba,Baracoa,23900
Cuba,Boqueron,23941
Cuba,Cabanas,23900
Cuba,Cabo Cruz,23900
Cuba,Caibarien,23900
Cuba,Caimanera,23941
Cuba,Cape Cruz,23900
Cuba,Cardenas,23900
Cuba,Casilda,23900
Cuba,Cayo Santa Maria,23900
Cuba,Ceiba Hueca,23900
Cuba,Chaparra,23900
Cuba,Cienfuegos,23900
Cuba,Daiquiri Bay,23931
Cuba,Deseo,23941
Cuba,Ensenada Santa Maria,23900
Cuba,Ensenda de Mora,23900
Cuba,Gibara,23900
Cuba,Guantanamo Bay,23941
Cuba,Guayabal,23979
Cuba,Havana,23944
Cuba,Isabela del Sagua,23937
Cuba,Isla de Pinos,23900
Cuba,Isle of Pines,23900
Cuba,Jucaro,23900
Cuba,La Habana,23944
Cuba,La Isabela de Sagua,23937
Cuba,Lengua de Pajaro,23961
Cuba,Manati,23900
Cuba,Manopla,23979
Cuba,Manzanillo,23900
Cuba,Maravi,23900
Cuba,Mariel,23900
Cuba,Matahambre,23900
Cuba,Matanzas,23900
Cuba,Mayari,23900
Cuba,Media Luna,23900
Cuba,Minas de Matahambre,23900
Cuba,Moa,23900
Cuba,Nicaro,23961
Cuba,Niguero,23900
Cuba,Nuevitas,23900
Cuba,Palo Alto,23900
Cuba,Pilon Harbor,23900
Cuba,Port Tarafa,23900
Cuba,Pto. Cayo Grande de Moa,23900
Cuba,Puerto General Peraza,23937
Cuba,Puerto Padre,23900
Cuba,Puerto Tarafa,23900
Cuba,Puerto Vita,23900
Cuba,Punta Gorda,23900
Cuba,Regla,23944
Cuba,Sagua de Tanamo,23979
Cuba,Sagua la Grande,23937
Cuba,San Ramon,23900
Cuba,Santa Cruz del Sur,23983
Cuba,Santa Lucia,23900
Cuba,Santiago de Cuba,23900
Cuba,Tanamo,23979
Cuba,Tunas de Zaza,23900
Cuba,Yumuri,23900
Cyprus,All Other Cyprus Ports,49199
Cyprus,Famagusta,49199
Cyprus,Larnaca,49133
Cyprus,Limassol,49135
Cyprus,Vassiliko,49134
Denmark,Aabenraa,40901
Denmark,Aalborg,40903
Denmark,Aarhus,40906
Denmark,All Other Denmark Ports,40900
Denmark,Asnaes,40940
Denmark,Asnaesvaerkets Havn,40940
Denmark,Assens,40900
Denmark,Bandholm,40900
Denmark,Bogense,40900
Denmark,Bornholm,40900
Denmark,Copenhagen,40948
Denmark,Elsinore,40900
Denmark,Enstead,40908
Denmark,Ensteadvaerket,40908
Denmark,Ensted,40908
Denmark,Enstedvaerkets Havn,40908
Denmark,Esbjerg,40919
Denmark,Fredericia,40921
Denmark,Frederikshavn,40909
Denmark,Glostrup,40900
Denmark,Grenaa,40900
Denmark,Gulfhavn,40910
Denmark,Haderslev,40911
Denmark,Hansted,40900
Denmark,Hanstholm,40900
Denmark,Helsingor,40900
Denmark,Hobro,40912
Denmark,Holbaek,40913
Denmark,Horsens,40914
Denmark,Kalundborg,40940
Denmark,Kastrup,40900
Denmark,Kjoge,40915
Denmark,Kobenhavn,40948
Denmark,Koge,40915
Denmark,Kolding,40916
Denmark,Korsor,40917
Denmark,Kyndby,40918
Denmark,Kyndbyvaerkets Havn,40918
Denmark,Lindo,40900
Denmark,Logstor,40900
Denmark,Nakskov,40922
Denmark,Norresundby,40956
Denmark,Nyborg,40923
Denmark,Nykobing,40924
Denmark,Odense,40961
Denmark,Randers,40925
Denmark,Ronne,40926
Denmark,Sjaelland,40900
Denmark,Sjaellands Odde,40900
Denmark,Skagen,40900
Denmark,Sonderborg,40900
Denmark,Stege,40900
Denmark,Stigsnaes,40971
Denmark,Stigsnaesvaerkets Havn,40971
Denmark,Struer,40927
Denmark,Stubbekobing,40900
Denmark,Svendborg,40928
Denmark,Thisted,40900
Denmark,Tuborg,40900
Denmark,Tuborg Havn,40900
Denmark,Veile,40929
Denmark,Vejle,40929
Djibouti,Djibouti,77701
Dominica,Portsmouth,24852
Dominica,Rouseau,24851
Dominica,Woodbridge Bay,24853
Dominican Republic,All Other Dominican Republic Ports,24700
Dominican Republic,Andres,24700
Dominican Republic,Azua,24700
Dominican Republic,Bahia de Las Calderas,24731
Dominican Republic,Barahona,24713
Dominican Republic,Boca Chica,24721
Dominican Republic,Cabo Rojo,24727
Dominican Republic,Caldera Bay,24731
Dominican Republic,Caucedo,24722
Dominican Republic,Ciudad Trujillo,24737
Dominican Republic,Haina,24741
Dominican Republic,Jaina,24741
Dominican Republic,La Romana,24743
Dominican Republic,Las Calderas,24731
Dominican Republic,Luperon,24774
Dominican Republic,Manzanillo,24745
Dominican Republic,Manzanillo Bay,24745
Dominican Republic,Monte Cristi,24700
Dominican Republic,Palenque,24700
Dominican Republic,Pepillo Salcedo,24745
Dominican Republic,Puerto Libertador,24745
Dominican Republic,Puerto Palenque,24700
Dominican Republic,Puerto Plata,24773
Dominican Republic,Puerto Viejo de Azua,24700
Dominican Republic,Punta Torrecilla,24738
Dominican Republic,Rio Haina,24741
Dominican Republic,Rio Jaina,24741
Dominican Republic,Samana,24720
Dominican Republic,San Pedro de Macoris,24791
Dominican Republic,Santa Barbara de Samana,24720
Dominican Republic,Santo Domingo,24737
Dominican Republic,Torrecilla,24738
Ecuador,All Other Ecuador Ports,33100
Ecuador,Bahia de Caraquez,33101
Ecuador,Balao,33109
Ecuador,Balao Terminal,33109
Ecuador,Duran,33131
Ecuador,Esmeraldas,33121
Ecuador,Galapagos Islands,33100
Ecuador,Guayaquil,33131
Ecuador,La Libertad,33136
Ecuador,Manchala,33100
Ecuador,Manglaralto,33100
Ecuador,Manta,33151
Ecuador,Puerto Bolivar,33159
Ecuador,Puerto Nuevo,33132
Ecuador,Puna,33100
Ecuador,Salinas,33115
Ecuador,San Lorenzo,33100
Ecuador,Santa Elena,33100
Ecuador,Tepre,33109
Egypt,Abu Kir Bay,72905
Egypt,Abu Qir,72905
Egypt,Abu Zanimah,72999
Egypt,Abu Zenima,72999
Egypt,Abukir,72905
Egypt,Adabiya,72949
Egypt,Ain Sukhna,72932
Egypt,Al Quasayr,72999
Egypt,Alexandria,72901
Egypt,All Other Egypt Mediterranean Region Ports,72900
Egypt,All Other Egypt Red Sea Region Ports,72999
Egypt,Bur Said,72913
Egypt,Damietta,72912
Egypt,East Zeit Terminal,72947
Egypt,El Alamein,72906
Egypt,El Dekheila,72901
Egypt,El Hamra Oil Terminal,72906
Egypt,El Ismailiya,72925
Egypt,El Qoseir,72999
Egypt,El Quseir,72999
Egypt,Fanara,72999
Egypt,Geisum Terminal,72999
Egypt,Ismailia,72925
Egypt,Kossier,72999
Egypt,Mersa el Hamra,72906
Egypt,Mina Dumyat,72912
Egypt,Port Said,72913
Egypt,Ras Budran,72999
Egypt,Ras Gharib,72939
Egypt,Ras Shukheir,72940
Egypt,Ras Sudr,72945
Egypt,Safaga,72948
Egypt,Sidi Kerir,72914
Egypt,Suez,72949
Egypt,Wadi Feiran,72999
Egypt,Zeit Bay Terminal,72947
El Salvador,Acajutla,21101
El Salvador,All Other El Salvador Ports,21199
El Salvador,Cutuco,21137
El Salvador,La Libertad,21199
El Salvador,La Union,21137
El Salvador,Puerto El Triunfo,21199
Equatorial Gui,All Other Equatorial Guinea Ports,73800
Equatorial Gui,Bata,73800
Equatorial Gui,Cogo,73800
Equatorial Gui,Malabo,73801
Equatorial Gui,Rey Malabo,73801
Equatorial Gui,Rio Benito,73800
Equatorial Gui,Santa Isabel,73801
Equatorial Gui,Zafira,73802
Eritrea,All Other Eritrea Ports,77419
Eritrea,Aseb,77405
Eritrea,Assab,77405
Eritrea,Massaua,77409
Eritrea,Massawa,77409
Eritrea,Mitsiwa,77409
Estonia,All Other Estonia Ports,44700
Estonia,Muuga,44702
Estonia,Tallinn,44701
Falk Is,All Falkland Islands Ports,37200
Falk Is,"Port Stanley, E Falklnd",37200
Falk Is,South Georgia,37200
Falk Is,South Orkneys,37200
Falk Is,South Sandwich Islands,37200
Falk Is,South Shetlands,37200
Faroe,All Faroe Islands Ports,40985
Faroe,Fuglefjord,40985
Faroe,Funglafjordur,40985
Faroe,Klaksvik,40985
Faroe,Thorshavn,40985
Faroe,Torshavn,40985
Faroe,Tvoroyri,40985
Faroe,Vaag,40985
Faroe,Vagur,40985
Faroe,Vestmanhavn,40985
Faroe,Vestmann,40985
Fedrated States of Micron,Kosrae,68206
Fedrated States of Micron,Kusei,68206
Fiji,All Other Fiji Islands Ports,68630
Fiji,Labasa,68630
Fiji,Lambasa,68630
Fiji,Lautoka,68630
Fiji,Lautoka Harbor,68630
Fiji,Levuka,68630
Fiji,Nakama,68630
Fiji,Ovalau Island,68630
Fiji,Savu,68628
Fiji,Suva,68628
Fiji,Suva Harbor,68628
Fiji,Vatia Point,68630
Fiji,Vunda Point,68630
Finland,Abo,40587
Finland,All Other Finland Ports,40500
Finland,Bjorneborg,40562
Finland,Fredrikshamn,40520
Finland,Gamlakarleby,40500
Finland,Hamina,40520
Finland,Hango,40523
Finland,Hanko,40523
Finland,Helsingfors,40525
Finland,Helsinki,40525
Finland,Himanko,40500
Finland,Inga,40527
Finland,Inkoo,40527
Finland,Jakobstad,40500
Finland,Kasko,40500
Finland,Kemi,40543
Finland,Kokkola,40500
Finland,Kotka,40549
Finland,Koverhar,40532
Finland,LappajarviI,40504
Finland,Lappohja,40504
Finland,Loviisa,40533
Finland,Lovisa,40533
Finland,Mantyluoto,40551
Finland,Mariehamn,40500
Finland,Naantali,40552
Finland,Nikolaistad,40500
Finland,Nystad,40537
Finland,Ouleborg,40531
Finland,Oulu,40531
Finland,Pateniemi,40500
Finland,Pietarsaari,40500
Finland,Pori,40562
Finland,Porvoo,40534
Finland,Raahe,40535
Finland,Rauma,40571
Finland,Saimaa Canal,40536
Finland,Skoldvik,40534
Finland,Tolkis,40500
Finland,Tolkkinen,40500
Finland,Toppila,40531
Finland,Tornea,40500
Finland,Tornio,40500
Finland,Turku,40587
Finland,Uleaborg,40531
Finland,Uusikaupunki,40537
Finland,Vaasa,40538
Finland,Valko,40500
Finland,Valkom,40500
Finland,Vasa,40500
Finland,Walkom,40500
Finland,Ykspihlaja,40591
Finland,Yxpila,40591
France,Ajaccio,42796
France,All Corsica Ports,42796
France,All Other France Atlantic Region Ports,42700
France,All Other France Mediterranean Region Ports,42799
France,Ambes,42703
France,Arcachon,42700
France,Balaruc,42799
France,Balaruc les Bains,42799
France,Bassens,42701
France,Bastia,42796
France,Bayonne,42702
France,Bec Dambes,42703
France,Bec d' Ambes,42703
France,Berre,42773
France,Blaye,42705
France,Bordeaux,42707
France,Boucau,42735
France,Boulogne,42708
France,Brest,42709
France,Caen,42711
France,Calais,42713
France,Cannes,42775
France,Caronte,42784
France,Cherbourg,42715
France,Corsica,42796
France,Deauville,42700
France,Dieppe,42736
France,Donges,42723
France,Duclair,42700
France,Dunkerque,42727
France,Dunkirk,42727
France,Etang de Berre,42773
France,FOS Sur Mer,42776
France,Fecamp,42700
France,Fos,42776
France,Honfleur,42700
France,L'Avera,42780
France,La Mailleraye,42700
France,La Nouvelle,42799
France,La Pallice,42733
France,La Seyne,42799
France,La Seyne sur Mer,42799
France,Lavera,42780
France,Le Boucau,42735
France,Le Havre,42737
France,Le Petit Quevilly,42700
France,Le Trait (River Seine),42700
France,Le Treport,42700
France,Le Verdon,42742
France,Lorient,42743
France,Mailleraye,42700
France,Marseille,42782
France,Montoir,42745
France,Morlaix,42700
France,Nantes,42749
France,Nice,42786
France,Pauillac,42751
France,Petit Couronne,42700
France,Petit Quevilly,42700
France,Port Jerome,42755
France,Port La Nouvelle,42799
France,Port Saint Louis,42785
France,Port Vendres,42799
France,Port de Bouc,42784
France,Porto Vecchio,42796
France,Radicatel,42754
France,Rochefort,42757
France,Rouen,42759
France,Rouen Quevilly,42700
France,Saint Malo,42700
France,Saint Nazaire,42762
France,Saint Raphael,42799
France,Sete,42789
France,St. Louis du Rhon,42785
France,St. Malo,42700
France,St. Nazaire,42762
France,St. Raphael,42799
France,Tonnay Charente,42700
France,Toulon,42790
France,Verdon,42742
France,Villefranche,42799
France,Villequier,42700
French Guiana,All Other French Guiana Ports,31700
French Guiana,Cayenne,31700
French Guiana,Degrad des Cannes,31707
French Guiana,Saint Laurent,31700
French Guiana,St. Laurent,31700
French Polyn,All Other Society Islands Ports,64178
French Polyn,Bora Bora,64178
French Polyn,Boro Boro,64178
French Polyn,Clipperton Island,64195
French Polyn,Hao,64178
French Polyn,Makatea,64181
French Polyn,Marquesas Islands,64191
French Polyn,"Papeete, Tahiti",64151
French Polyn,Raiatea Island,64178
French Polyn,Tahaa,64178
French So and Art,All French Southern and Antartic Lands,79060
Gabon,All Other Gabon Ports,75500
Gabon,Cap Lopez,75505
Gabon,Cape Lopez,75505
Gabon,Gamba,75503
Gabon,Libreville,75501
Gabon,Lucina Terminal,75515
Gabon,Oguendjo Terminal,75517
Gabon,Owendo,75521
Gabon,Port Gentil,75525
Gabon,Tchatamba,75503
Gambia,All Other Gambia Ports,75099
Gambia,Banjul,75041
Gambia,Bathurst,75041
Georgia,All Other Georgia Ports,46357
Georgia,Batumi,46321
Georgia,Batumiyskava Bukhta,46321
Georgia,Poti,46337
Georgia,Sukhumi,46350
Germany,All Other Germany Atlantic Region Ports,42899
Germany,All Other Germany Baltic Region Ports,42800
Germany,Altona,42899
Germany,Blexen,42899
Germany,Blumenthal,42899
Germany,Brake,42867
Germany,Bremen,42869
Germany,Bremerhaven,42870
Germany,Brunsbuttel,42871
Germany,Butzfleth,42880
Germany,Cuxhaven,42873
Germany,Einswarden,42874
Germany,Elsfleth,42868
Germany,Emden,42875
Germany,Flensburg,42800
Germany,Hamburg,42879
Germany,Harburg,42881
Germany,Herrenwyck,42800
Germany,Holtenau,42825
Germany,Kiel,42825
Germany,Mainz,42899
Germany,Military-Aschaffenburg,92017
Germany,Military-Germersheim,92004
Germany,Military-Mannheim,92003
Germany,Nordenham,42883
Germany,Ostermoor,42899
Germany,Rendsburg,42899
Germany,Rostock,42811
Germany,Stade,42879
Germany,Stadersand,42879
Germany,Stralsund,42800
Germany,Vegesach,42899
Germany,Vegesack,42899
Germany,Wilhelmshaven,42891
Germany,Wismar,42835
Ghana,Accra,74901
Ghana,All Other Ghana Ports,74900
Ghana,Axim,74900
Ghana,Cape Coast,74900
Ghana,Elmina,74900
Ghana,Saltpond,74900
Ghana,Takoradi,74985
Ghana,Tema,74990
Gibraltar,Gibraltar,47201
Greece,Aigion,48400
Greece,Aiyion,48400
Greece,Alexandroupolis,48400
Greece,Aliver,48449
Greece,Aliveri,48449
Greece,All Other Greece Ports,48400
Greece,Argostolion,48400
Greece,Aspropirgos,48453
Greece,Aspropyrgos,48453
Greece,Ayia Marina,48402
Greece,Ayia Trias,48454
Greece,Ayios Nikolaos,48405
Greece,Calamata,48421
Greece,Canea,48400
Greece,Catacolon,48400
Greece,Cavala,48427
Greece,Chalkis,48400
Greece,Chios,48455
Greece,Corfu,48456
Greece,Corinth,48410
Greece,Dedeh Agatch,48400
Greece,Elefsis,48445
Greece,Eleusis,48445
Greece,Elevsis,48445
Greece,Heraklion,48411
Greece,Iali,48475
Greece,Iraklion,48411
Greece,Itea,48457
Greece,Kalamai,48421
Greece,Kalamaki,48425
Greece,Kalamata,48421
Greece,Kali Limenes,48412
Greece,Kalloni,48400
Greece,Kaloi limniones,48412
Greece,Karavos,48449
Greece,Katakolon,48458
Greece,Kavala,48427
Greece,Kerkyra,48456
Greece,Khalkis,48400
Greece,Khania,48400
Greece,Kolpos Kallonis,48400
Greece,Korinthos,48410
Greece,Kyllini,48400
Greece,Kymassi,48459
Greece,Lagos,48400
Greece,Limin Sirou,48400
Greece,Limon Zakinthou,48400
Greece,Marathon,48400
Greece,Megara,48454
Greece,Mikonos,48460
Greece,Milaki,48449
Greece,Milos Island,48468
Greece,Mitilini,48462
Greece,Mitylene,48462
Greece,Mykonos,48460
Greece,Mylaki,48449
Greece,Mytilini,48462
Greece,Nauplia,48400
Greece,Navplion,48400
Greece,Naxos,48400
Greece,Nea Palatia,48400
Greece,Neo Kastro,48400
Greece,Neokastron,48400
Greece,Nikola,48405
Greece,Ormos Ayiou Nikolaou,48405
Greece,Ormos Limnis,48400
Greece,Ormos Navarinou,48400
Greece,Paros,48400
Greece,Patrai,48451
Greece,Patras,48451
Greece,Pilos,48463
Greece,Piraeus,48452
Greece,Piraieus,48452
Greece,Piraievs,48452
Greece,Plomarion,48400
Greece,Port Kaloni,48400
Greece,Preveza,48400
Greece,Psachna,48461
Greece,Pylos,48463
Greece,Rhodes,48400
Greece,Rodhos,48400
Greece,Saint George's Bay,48400
Greece,Salamis,48400
Greece,Salonika,48471
Greece,Samos,48464
Greece,Serifos,48465
Greece,Seriphos,48465
Greece,Seriphos Island,48465
Greece,Skaramanga,48476
Greece,Skaramanga Bay,48476
Greece,Souda Bay,48406
Greece,Soudha,48406
Greece,St. George's Bay,48400
Greece,Stratoni,48400
Greece,Syra,48400
Greece,Syros,48466
Greece,Thessaloniki,48471
Greece,Volos,48473
Greece,Vostitza,48400
Greece,Vostizza,48400
Greece,Yali,48475
Greece,Yali Island,48475
Greece,Yerakini,48400
Greece,Zakinthos,48467
Greece,Zante,48467
Greenland,All Other Greenland,10100
Greenland,Faeringehavn,10100
Greenland,Frederikshaab,10100
Greenland,Godhavn,10100
Greenland,Godthaab,10125
Greenland,Godthab,10125
Greenland,Holsteinsborg,10100
Greenland,Ivigtut,10100
Greenland,Jakobshavn,10100
Greenland,Julianchaab,10100
Greenland,Julianehaab,10100
Greenland,Marmorilik,10100
Greenland,Mesters Vig,10100
Greenland,Mestersvig,10100
Greenland,Narsarssuak,10100
Greenland,Narssarssuaq,10100
Greenland,Thule,10101
Greenland,Tovkusoak,10100
Greenland,Tovqussaq,10100
Grenada,Grande Anse,24882
Grenada,St. George,24881
Grenada,St. George's,24881
Guadeloupe,All Other Guadeloupe Ports,28300
Guadeloupe,Basse Terre,28315
Guadeloupe,Gustavia,28319
Guadeloupe,"Marigot, St. Martin",28320
Guadeloupe,Pointe a Pitre,28313
Guadeloupe,Port Gustave,28319
Guadeloupe,Saint Bartholomew,28319
Guadeloupe,Saint Martin,28300
Guadeloupe,St. Anne,28300
Guadeloupe,St. Barth's,28319
Guadeloupe,St. Barthelemy,28319
Guadeloupe,St. Bartholomew,28319
Guadeloupe,St. Martin,28300
Guam,Guam Island,93501
Guatemala,All Other Guatemala Caribbean Region Ports,20500
Guatemala,All Other Guatemala West Coast Region Ports,20599
Guatemala,Champerico,20599
Guatemala,Istapa,20599
Guatemala,Iztapa,20599
Guatemala,Livingston,20500
Guatemala,Puerto Barrios,20513
Guatemala,Puerto Matias de Galves,20505
Guatemala,Puerto Quetzal,20506
Guatemala,Quatema,20513
Guatemala,San Jose,20577
Guatemala,Santo Tomas,20505
Guatemala,Santo Tomas de Castilla,20505
Guinea,All Other Guinea Ports,74699
Guinea,Conakri,74619
Guinea,Conakry,74619
Guinea,Kamsar,74625
Guinea,Konakri,74619
Guinea Bissau,All Guinea-Bissau Ports,76489
Guinea Bissau,Bissau,76489
Guyana,All Other Guyana Ports,31200
Guyana,Barama,31230
Guyana,Baramanni,31230
Guyana,Demerara,31201
Guyana,Everton,31268
Guyana,Georgetown,31201
Guyana,Linden,31215
Guyana,McKenzie,31235
Guyana,New Amsterdam,31202
Haiti,All Other Haiti Ports,24500
Haiti,Anse du Clerc,24500
Haiti,Anse-D'Hainault,24500
Haiti,Aquin,24500
Haiti,Aux Cayes,24509
Haiti,Cap Haitien,24513
Haiti,Dame Marie,24500
Haiti,Fond la Grange,24500
Haiti,Fort Liberte,24514
Haiti,Gonaives,24588
Haiti,Ile de la Gonave,24500
Haiti,Jacmel,24537
Haiti,Jeremie,24500
Haiti,La Fitteau,24553
Haiti,Labadee,24515
Haiti,Lafiteau,24553
Haiti,Le Mole St. Nicholas,24500
Haiti,Leogane,24500
Haiti,Miragoane,24559
Haiti,Petit Goave,24571
Haiti,Port au Prince,24579
Haiti,Port de Paix,24585
Haiti,Roche a Bateau,24500
Haiti,Saint Louis du Sud,24500
Haiti,Saint Marc,24591
Haiti,Seringue,24500
Haiti,St. Marc,24591
Haiti,Tiburon,24500
Honduras,All Other Honduras Caribbean Region Ports,21500
Honduras,All Other Honduras West Coast Region Ports,21599
Honduras,Amapala,21551
Honduras,Guanaja,21535
Honduras,Isla Roatan,21535
Honduras,Isla Utila,21500
Honduras,La Ceiba,21515
Honduras,Limon,21519
Honduras,Puerto Castilla,21527
Honduras,Puerto Cortes,21531
Honduras,Puerto Este,21500
Honduras,Puerto Henecan,21552
Honduras,Roatan Island,21535
Honduras,San Lorenzo,21551
Honduras,Tela,21543
Honduras,Trujillo,21500
Honduras,Utila Bay,21515
Hong Kong,Hong Kong,58201
Hong Kong,Kowloon,58270
Iceland,Akranes,40038
Iceland,Akureyri,40039
Iceland,All Other Iceland Ports,40000
Iceland,Djupivogur,40000
Iceland,Eskifjordhur,40000
Iceland,Eskifjordur,40000
Iceland,Grundarfjordur,40002
Iceland,Grundartangi,40002
Iceland,Hafnarfjordhur,40001
Iceland,Hafnarfjordur,40001
Iceland,Isafjordhur,40000
Iceland,Isafjordur,40000
Iceland,Keflavik,40000
Iceland,Neskaupstadur,40036
Iceland,Njardvik,40010
Iceland,Raufarhofn,40000
Iceland,Reykjavik,40037
Iceland,Seydhisfjordhur,40000
Iceland,Seydisfjordur,40000
Iceland,Siglufjordhur,40000
Iceland,Siglufjordur,40000
Iceland,Thorlakshofn,40000
Iceland,Vestmannaeyjar,40040
Iceland,Westman Isles,40040
India,All Other India East Coast Ports,53398
India,All other India West Coast Ports,53300
India,Alleppey,53301
India,Baj-Baj,53351
India,Bedi,53305
India,Beypore,53396
India,Bhavnagar,53303
India,Bheemunipatnam,53398
India,Bombay,53312
India,Budge-Budge,53351
India,Calcutta,53353
India,Calicut,53300
India,Chennai,53357
India,Cocanada,53398
India,Cochin,53333
India,Cuddalore,53398
India,Goa,53340
India,Haldia,53354
India,Hazira,53309
India,Jamnagar,53305
India,Jawaharlal Nehru,53313
India,Kakinada,53398
India,Kakinada Bay,53398
India,Kandla,53307
India,Karikal,53398
India,Kolachel,53300
India,Kozhikode,53300
India,Madras,53357
India,Mahe,53300
India,Mandvi,53300
India,Mangalore,53343
India,Marmagao Bay,53340
India,Masulipatam,53398
India,Mormugao,53340
India,Mumbai,53312
India,Mundra,53306
India,Nagapattinam,53398
India,Nava Sheva,53313
India,Navlakhi,53300
India,Negapatam,53398
India,New Mangalore,53343
India,New Tuticorin,53395
India,Nhava Sheva,53313
India,Paradip,53371
India,Pipavav,53304
India,Pondicherry,53398
India,Porbandar,53300
India,Port Kandla,53307
India,Port Okha,53300
India,Puduchcheri,53398
India,Quilon,53300
India,Sikka,53305
India,Tellicherry,53300
India,Tuticorin,53395
India,Veraval,53347
India,Visakhapatnam,53399
India,Vishakhapatnam,53399
Indonesia,All Moluccas Ports,56064
Indonesia,All Other Indonesia Ports,56000
Indonesia,All Other Java Ports,56058
Indonesia,All Other Kalimantan Ports,56020
Indonesia,All Other Sulawesi Ports,56030
Indonesia,All Other Sumatra Ports,56099
Indonesia,All Other West New Guinea Ports,56025
Indonesia,Alluth Kalimantan,56019
Indonesia,Ambon,56064
Indonesia,Ampenan,56041
Indonesia,Arjuna Terminal,56040
Indonesia,Aru Bay,56064
Indonesia,Attaka,56006
Indonesia,Balikpapan,56007
Indonesia,Balongan Terminal,56042
Indonesia,Banjarmasin,56013
Indonesia,Banjer Masin,56013
Indonesia,Banjuwangi,56058
Indonesia,Banyuwangi,56058
Indonesia,Belawan,56073
Indonesia,Beliling,56001
Indonesia,Belinju,56099
Indonesia,Belinyu,56099
Indonesia,Bengkulu,56079
Indonesia,Benoa,56002
Indonesia,Bima,56074
Indonesia,Bima Terminal,56074
Indonesia,Bitung,56028
Indonesia,Blang Lancang,56099
Indonesia,Bontang,56077
Indonesia,Bontang Bay,56077
Indonesia,Borneo,56020
Indonesia,Buleleng,56001
Indonesia,Cheribon,56035
Indonesia,Cigading,56056
Indonesia,Cilacap,56036
Indonesia,Cinta Terminal,56037
Indonesia,Cirebon,56035
Indonesia,Dabo,56099
Indonesia,Djakarta,56033
Indonesia,Djambi,56078
Indonesia,Dumai,56075
Indonesia,Gorontalo,56030
Indonesia,Gresik,56034
Indonesia,Jakarta,56033
Indonesia,Jambi,56078
Indonesia,Kali Pekalongan,56058
Indonesia,Kalimantan,56020
Indonesia,Kasim,56023
Indonesia,Katawaringin,56019
Indonesia,Kendiri,56022
Indonesia,Kidjang,56066
Indonesia,Kuala Tanjung,56076
Indonesia,Lalang Terminal,56038
Indonesia,Lawe Lawe Terminal,56010
Indonesia,Lembar,56041
Indonesia,Lhokseumawe,56099
Indonesia,Macassar,56027
Indonesia,Makassar,56027
