CTRY_NAME,FORPORT_NAME,FORPORT_CD
Indonesia,Malili,56000
Indonesia,Manado,56030
Indonesia,Merak,56039
Indonesia,Morotai,56064
Indonesia,Muntok,56003
Indonesia,Padang,56081
Indonesia,Palembang,56083
Indonesia,Palu,56045
Indonesia,Panarukan,56043
Indonesia,Pandjang,56097
Indonesia,Pangkal Balam,56004
Indonesia,Pangkalan Brandan,56085
Indonesia,Pangkalan Susu,56085
Indonesia,Pangkalpinang,56004
Indonesia,Pangkol,56004
Indonesia,Pantoloan,56045
Indonesia,Pasuruan,56058
Indonesia,Pekalongan,56058
Indonesia,Plaju,56087
Indonesia,Pontianak,56011
Indonesia,Probolinggo,56058
Indonesia,Pulau Sambu,56065
Indonesia,Sabang,56099
Indonesia,Salawati,56000
Indonesia,Samarinda,56012
Indonesia,Sambas,56020
Indonesia,Santan Terminal,56016
Indonesia,Semarang,56051
Indonesia,Senipah Terminal,56009
Indonesia,Sibolga,56099
Indonesia,Sibuco Bay,56017
Indonesia,Singkawang,56020
Indonesia,Singkep Island,56099
Indonesia,Soengaigerong,56099
Indonesia,Soerabaja,56053
Indonesia,Soerabaya,56053
Indonesia,Songei Gerong,56099
Indonesia,Sorong,56023
Indonesia,Stagen,56020
Indonesia,Suerbaja,56053
Indonesia,Sukarnapura,56021
Indonesia,Sungai Kolak,56066
Indonesia,Sungai Pakning,56099
Indonesia,Sungaigerong,56099
Indonesia,Sungaipakning,56099
Indonesia,Sungei Pakning,56099
Indonesia,Surabaia,56053
Indonesia,Surabaja,56053
Indonesia,Surabaya,56053
Indonesia,Tanjong Pandan,56005
Indonesia,Tanjung Priok,56033
Indonesia,Tanjungpandan,56005
Indonesia,Tanjunguban,56000
Indonesia,Tarakan,56018
Indonesia,Tarakan Island,56018
Indonesia,Tegal,56055
Indonesia,Teluk Bayur,56081
Indonesia,Ternate,56064
Indonesia,Timor,56067
Indonesia,Tjilatjap,56036
Indonesia,Tjirebon,56035
Indonesia,Ujung Pandang,56027
Iran,Abadan,50700
Iran,Ahvaz,50725
Iran,Ahwaz,50725
Iran,All Other Iran Ports,50700
Iran,Bandar Abbas,50730
Iran,Bandar E Lengeh,50700
Iran,Bandar E Mah Shahr,50739
Iran,Bandar Khomeini,50770
Iran,Bandar Mahshahr,50739
Iran,Bandar Shadid Beheshti,50700
Iran,Bandar Shahid Rejaie,50730
Iran,Bandar-e-Mashur,50739
Iran,Bandar-e-Shahpur,50700
Iran,Bushehr,50700
Iran,Bushire,50700
Iran,Chah Bahar,50700
Iran,Gazireh Ye Lavan,50769
Iran,Hormuz Terminal,50700
Iran,Jazireh ye Khark,50700
Iran,Kharg Island,50771
Iran,Khorramshahr,50700
Iran,Khosrowabad,50700
Iran,Lavan Island,50769
Iran,Lingah,50700
Iran,Lingeh,50700
Iran,Ormuz,50700
Iran,Sirri Island,50700
Iran,Teheran,50700
Iran,Tehran,50700
Iran,Valfajor Two Terminal,50700
Iraq,Al Bakir,50505
Iraq,Al Basrah,50525
Iraq,Al Faw,50500
Iraq,All Other Iraq Ports,50500
Iraq,Baghdad,50501
Iraq,Basra,50525
Iraq,Basrah,50525
Iraq,Fao,50500
Iraq,Khor al Zubair,50570
Iraq,Khor-al-Amaya,50560
Iraq,Military-Al Zubair,92013
Iraq,Mina al Bakr,50505
Iraq,Umm Qasr,50570
Ireland,All Other Ireland Ports,41900
Ireland,Arklow,41916
Ireland,Aughinish,41906
Ireland,Castletown,41900
Ireland,Cobh,41905
Ireland,Cork,41905
Ireland,Dingle,41900
Ireland,Drogheda,41919
Ireland,Dublin,41911
Ireland,Dundalk,41921
Ireland,Fenit,41900
Ireland,Foynes,41913
Ireland,Galway,41900
Ireland,Greenore,41922
Ireland,Limerick,41904
Ireland,Money Point,41915
Ireland,Moneypoint,41915
Ireland,Moville,41900
Ireland,New Ross,41900
Ireland,Queenstown,41900
Ireland,Ringaskiddy,41905
Ireland,Rosslare,41900
Ireland,Sligo,41900
Ireland,Tarbert,41920
Ireland,Tarbert Island,41920
Ireland,Tralee,41900
Ireland,Valencia Harvor,41900
Ireland,Waterford,41910
Israel,All Other Israel Mediterranean Area Ports,50800
Israel,Ascalon,50810
Israel,Ashdod,50805
Israel,Ashkelon,50810
Israel,Eilat,50871
Israel,Eilath,50871
Israel,Elat,50871
Israel,Hadera,50815
Israel,Haifa,50801
Israel,Tel Aviv Yafo,50845
Italy,All Other Italy East Coast Ports,47598
Italy,All Other Italy West Coast Ports,47500
Italy,All Other Sardinia Ports,47569
Italy,All Other Sicily Ports,47558
Italy,Ancona,47571
Italy,Anzio,47500
Italy,Augusta,47542
Italy,Bagnoli,47505
Italy,Bari,47578
Italy,Barletta,47579
Italy,Brindisi,47583
Italy,Cagliari,47563
Italy,Canneto,47541
Italy,Castellamare del Golfo,47558
Italy,Castellammare di Stabia,47500
Italy,Catania,47548
Italy,Chioggia,47581
Italy,Civitavecchia,47519
Italy,Crotone,47582
Italy,Drepanon,47558
Italy,Fiumicino,47500
Italy,Gaeta,47525
Italy,Gela,47543
Italy,Genoa,47527
Italy,Genova,47527
Italy,Gioia Tauro,47536
Italy,Golfo de Palmas,47565
Italy,Imperia,47500
Italy,La Spezia,47531
Italy,Leghorn,47537
Italy,Licata,47558
Italy,Lido,47595
Italy,Lipari,47541
Italy,Livorno,47537
Italy,Manfredonia,47582
Italy,Marina di Carrara,47528
Italy,Marsala,47558
Italy,Messina,47558
Italy,Milazzo,47550
Italy,Molfetta,47598
Italy,Molo di Bari,47598
Italy,Monfalcone,47588
Italy,Monopoli,47598
Italy,Naples,47507
Italy,Napoli,47507
Italy,Olbia,47569
Italy,Oristano,47565
Italy,Palermo,47551
Italy,Piombino,47515
Italy,Portici,47500
Italy,Porto Corsini,47584
Italy,Porto Empedocle,47554
Italy,Porto Marghara,47595
Italy,Porto Santo Stefano,47500
Italy,Porto Torres,47561
Italy,Porto Vesme,47568
Italy,Portocuso,47568
Italy,Portoferraio,47500
Italy,Portovecchio de Piombino,47515
Italy,Possuoli,47500
Italy,Pozzuoli,47500
Italy,Priolo,47555
Italy,Rada di Vado,47540
Italy,Ravenna,47584
Italy,Reggio di Calabria,47500
Italy,Salerno,47538
Italy,Santa Panagia,47556
Italy,Sarroch Oil Terminal,47567
Italy,Savona,47517
Italy,Siracusa,47558
Italy,Sorrento,47500
Italy,Syracuse,47558
Italy,Taormina,47558
Italy,Taranto,47585
Italy,Terranova,47543
Italy,Terranova Pausania,47569
Italy,Terranova di Sicilia,47543
Italy,Torre Annunziata,47500
Italy,Trani,47598
Italy,Trapani,47558
Italy,Trieste,47587
Italy,Vada,47539
Italy,Vado Ligure,47540
Italy,Venezia,47595
Italy,Venice,47595
Ivory Coast,Abidjan,74825
Ivory Coast,All Other Ivory Coast Ports,74899
Ivory Coast,Baobab Oil Field,74826
Ivory Coast,Grand Bassam,74899
Ivory Coast,Grand Lahou,74899
Ivory Coast,Grand Lahu,74899
Ivory Coast,Port Bouet,74899
Ivory Coast,San Pedro,74827
Ivory Coast,Sassandra,74899
Jamaica,All Other Jamaica Ports,24100
Jamaica,Alligator Pond,24165
Jamaica,Annotto Bay,24100
Jamaica,Black River,24100
Jamaica,Bluefields,24100
Jamaica,Esquivel,24163
Jamaica,Falmouth,24100
Jamaica,Green Island,24100
Jamaica,Kingston,24128
Jamaica,Little Pedro Bluff,24165
Jamaica,Long Bay,24100
Jamaica,Longs Wharf,24163
Jamaica,Lucea,24100
Jamaica,Manchioneal,24100
Jamaica,Montego Bay,24145
Jamaica,Morant Bay,24100
Jamaica,Negril Harbor,24100
Jamaica,Ocho Rios,24155
Jamaica,Oracabessa,24100
Jamaica,Port Antonio,24100
Jamaica,Port Bustamante,24128
Jamaica,Port Esquivel,24163
Jamaica,Port Kaiser,24165
Jamaica,Port Maria,24100
Jamaica,Port Morant,24100
Jamaica,Port Rhoades,24167
Jamaica,Port Royal,24100
Jamaica,Rio Bueno,24100
Jamaica,Rocky Point,24175
Jamaica,Savanna La Mar,24185
Jamaica,St. Ann's Bay,24100
Japan,Abashiri,58800
Japan,Aia port,58860
Japan,Aioi,58823
Japan,Akita Ko,58832
Japan,All Other Japan Ports,58800
Japan,Amagasaki,58813
Japan,Aomori,58844
Japan,Atsumi,58800
Japan,Bonin Islands,58800
Japan,Buckner Bay,58860
Japan,Chiba,58818
Japan,Chibako,58818
Japan,Ebisu,58800
Japan,Fukuyama,58803
Japan,Funabashi,58821
Japan,Funagawa,58868
Japan,Funakawa,58868
Japan,Funakawa Ko,58868
Japan,Fushiki,58824
Japan,Fushiki Toyama,58824
Japan,Gamagori,58883
Japan,Hachinohe,58808
Japan,Hakata,58825
Japan,Hakodate,58826
Japan,Handa,58800
Japan,Haramaci,58800
Japan,Hashihama,58800
Japan,Higashi Harima,58828
Japan,Higashi Iwase,58800
Japan,Higashiharima Ko,58828
Japan,Himeji,58871
Japan,Himezi,58871
Japan,Hiro,58845
Japan,Hirohata,58830
Japan,Hiroshima,58831
Japan,Hitachi,58869
Japan,Hitachi Ko,58869
Japan,Hitaki Ko,58869
Japan,Imari,58802
Japan,Irago,58800
Japan,Irago Zaki,58800
Japan,Ishinomaki,58829
Japan,Itozaki,58800
Japan,Iwakuni,58833
Japan,Iwakuni Ko,58833
Japan,Iyo Mishima,58812
Japan,Iyoshima,58812
Japan,Kagoshima,58807
Japan,Kakogawa,58828
Japan,Kamaishi,58834
Japan,Kanado,58809
Japan,Kanda,58862
Japan,Kanokawa,58836
Japan,Karatsu,58870
Japan,Kasaoka,58837
Japan,Kashima,58839
Japan,Kashima Ko,58839
Japan,Kashiwazaki,58801
Japan,Kawanoe,58842
Japan,Kawasaki,58838
Japan,Keihin,58804
Japan,Kesennuma,58871
Japan,Kesennuma Ko,58871
Japan,Kiire,58815
Japan,Kimitsu,58827
Japan,Kinuura,58872
Japan,Kisarazu,58827
Japan,Kisarazu Ko,58827
Japan,Kishiwada,58800
Japan,Kita Kyushu,58817
Japan,Kitakyushu,58817
Japan,Kobe,58840
Japan,Kochi,58873
Japan,Kokura,58841
Japan,Kokura Ko,58841
Japan,Komatsujima,58882
Japan,Komatsushima,58882
Japan,Kudamatsu,58843
Japan,Kure,58845
Japan,Kuroishi,58844
Japan,Kushiro,58846
Japan,Maizuru,58848
Japan,Maizuru Ko,58848
Japan,Makiyama,58800
Japan,Marugame,58800
Japan,Matsue,58800
Japan,Matsunaga,58847
Japan,Matsushima,58806
Japan,Matsuura,58800
Japan,Matsuyama,58849
Japan,Mihara,58800
Japan,Miike,58851
Japan,Military-Naha,92002
Japan,Military-Yokohama,92001
Japan,Minamata,58850
Japan,Misaki,58866
Japan,Mishima,58812
Japan,Mishima-Kawanoe,58812
Japan,Misumi,58852
Japan,Mitajiri,58800
Japan,Miya Ko,58853
Japan,Miyako,58853
Japan,Miyako Ko,58853
Japan,Mizushima,58854
Japan,Mizusima,58854
Japan,Mogi,58835
Japan,Moji,58835
Japan,Muroran,58855
Japan,Mutsui,58861
Japan,Nagasaki,58856
Japan,Nagoya,58857
Japan,Nagoya Ko,58857
Japan,Naha,58860
Japan,Nakagusku Wan,58860
Japan,Nanao,58800
Japan,Naoetsu,58892
Japan,Naoetu,58892
Japan,Niigata,58859
Japan,Niihama,58858
Japan,Noshiro,58800
Japan,Ofunato,58863
Japan,Ogasawara-Gunto,58800
Japan,Oh,58800
Japan,Oita,58805
Japan,Okinawa Island,58860
Japan,Omakezaki,58800
Japan,Ominato,58800
Japan,Onagawa,58865
Japan,Onahama,58864
Japan,Onahama Ko,58864
Japan,Onomichi,58800
Japan,Osaka,58866
Japan,Otaru,58867
Japan,Rumoi,58820
Japan,Saganoseki,58800
Japan,Saiki,58819
Japan,Saiki Ko,58819
Japan,Saitosaki,58800
Japan,Saitozaki,58800
Japan,Sakai,58874
Japan,Sakai Ko,58874
Japan,Sakaide,58875
Japan,Sakaide Ko,58875
Japan,Sakata,58876
Japan,Sasebo,58816
Japan,Seibu,58898
Japan,Sendai,58897
Japan,Shibusi-Wan,58800
Japan,Shikama,58800
Japan,Shikamacho,58800
Japan,Shimizu,58878
Japan,Shimonoseki,58814
Japan,Shimotsu,58879
Japan,Shiogama,58877
Japan,Simizu,58878
Japan,Simotu,58879
Japan,Sodegaura,58899
Japan,Susaki,58822
Japan,Tachibana,58800
Japan,Tagonoura,58880
Japan,Takamatsu,58800
Japan,Taketoyo,58800
Japan,Tama,58800
Japan,Tanabe,58800
Japan,Tobata,58881
Japan,Tokuyama,58885
Japan,Tokyo,58886
Japan,Tomakomai,58811
Japan,Toyama,58810
Japan,Toyohashi,58883
Japan,Toyohasi,58883
Japan,Tsukumi,58889
Japan,Tsuruga,58800
Japan,Ube,58888
Japan,Ujina,58800
Japan,Umedo,58850
Japan,Uno,58884
Japan,Uno Ko,58884
Japan,Wakamatsu,58890
Japan,Wakamatsu Ko,58890
Japan,Wakayama,58891
Japan,Wakkanai,58800
Japan,Yaene,58809
Japan,Yatsushiro,58887
Japan,Yatsusiro,58887
Japan,Yawata,58893
Japan,Yokkaichi,58894
Japan,Yokkaiti,58894
Japan,Yokohama,58895
Japan,Yokosuka,58896
Japan,Yuki,58800
Japan,Yura,58800
Jordan,Al Aqabah,51105
Jordan,All Other Jordan Ports,51100
Jordan,Aqaba,51105
Kenya,All Other Kenya Ports,77999
Kenya,Kilindini,77913
Kenya,"Lamu, Lamu Is",77999
Kenya,Mombasa,77913
Kiribati,All Caroline Islands Ports,62227
Kiribati,All Gilbert Islands Ports,62215
Kiribati,Betio,62215
Kiribati,Butaritari,62215
Kiribati,Christmas Island,62225
Kiribati,English Harbor,62223
Kiribati,Washington Island,62220
Kuwait,Al Fuhayhil,51323
Kuwait,Al Kuwayt,51321
Kuwait,All Other Kuwait Ports,51300
Kuwait,Ash Shuaiba,51350
Kuwait,Fahaheel,51323
Kuwait,Khawr Al Ama,51300
Kuwait,Khor al Ami,51300
Kuwait,Kuwait,51321
Kuwait,Mina Saud,51330
Kuwait,Mina Suud,51330
Kuwait,Mina al Ahmadi,51323
Kuwait,Shuaiba,51350
Latvia,All Other Latvia Ports,44900
Latvia,Riga,44911
Latvia,Ventspils,44951
Latvia,Vindau,44951
Latvia,Vindava,44951
Lebanon,All Other Lebanon Ports,50400
Lebanon,Bayrut,50401
Lebanon,Beirut,50401
Lebanon,Beyrouth,50401
Lebanon,Saida,50400
Lebanon,Sidon,50400
Lebanon,Tripoli,50400
Liberia,All Other Liberia Ports,76500
Liberia,Buchanan,76505
Liberia,Cape Palmas,76500
Liberia,Greenville,76500
Liberia,Harper,76500
Liberia,Monrovia,76529
Liberia,River Cess,76500
Liberia,Robertsport,76500
Liberia,Sinoe,76500
Libya,All Other Libya Ports,72500
Libya,As Sidr,72519
Libya,Benghazi,72501
Libya,Es Sider,72519
Libya,Marsa al Brega,72515
Libya,Marsa al Hariga,72516
Libya,Marsa el Brega,72515
Libya,Marsa el Hariga,72516
Libya,Ras Lanuf,72520
Libya,Sirtica Terminal,72520
Libya,Tobruch,72500
Libya,Tobruk,72500
Libya,Tripoli,72525
Libya,Zavia,72590
Libya,Zawia Oil Terminal,72590
Libya,Zuara,72591
Libya,Zuetina,72595
Libya,Zuwarah,72591
Lithuania,All Other Lithuania Ports,45100
Lithuania,Klaipeda,45101
Lithuania,Memel,45101
Macau,Macao,56649
Macau,Macau,56649
Macau,Makao,56649
Madagascar,All Other Madagascar Ports,78800
Madagascar,Antalaha,78800
Madagascar,Antsirana,78800
Madagascar,Antsiranana,78800
Madagascar,Cap Diego,78800
Madagascar,Diego Suarez,78800
Madagascar,Farafangana,78800
Madagascar,Fenerive,78800
Madagascar,Mahajanga,78800
Madagascar,Majunga,78800
Madagascar,Manakara,78800
Madagascar,Mananjari,78800
Madagascar,Mananjary,78800
Madagascar,Mananzhari,78800
Madagascar,Morombe,78800
Madagascar,Morondava,78800
Madagascar,Nossi Be,78800
Madagascar,Nosy Be,78800
Madagascar,Sambava,78800
Madagascar,Tamatave,78845
Madagascar,Toamasina,78845
Madagascar,Tolaguaro,78800
Madagascar,Toliara,78800
Madagascar,Toliary,78800
Madagascar,Tulear,78800
Malaysia,All Other Malaysia Ports,55700
Malaysia,Bintulu,55732
Malaysia,Butterworth,55705
Malaysia,Johore,55707
Malaysia,Johore Bahru,55707
Malaysia,Kajang,55751
Malaysia,Kelang,55751
Malaysia,Kereth,55716
Malaysia,Kota Kinabalu,55752
Malaysia,Kuala Selangor,55742
Malaysia,Kuala Terengganu,55711
Malaysia,Kuantan,55715
Malaysia,Kuching,55713
Malaysia,Labuan,55717
Malaysia,Lahad Datu,55725
Malaysia,Lumut,55709
Malaysia,Malacca,55700
Malaysia,Melaka,55700
Malaysia,Military-Kajang,92012
Malaysia,Military-Port Kelang,92011
Malaysia,Miri,55731
Malaysia,Pasir Gudang,55707
Malaysia,Penang,55735
Malaysia,Pinang,55735
Malaysia,Port Dickson,55753
Malaysia,Port Kelang,55751
Malaysia,Port Swettenham,55751
Malaysia,Port Weld,55700
Malaysia,Pulau Lumut,55709
Malaysia,Sandakan,55706
Malaysia,Sejingkat,55700
Malaysia,Selangor,55742
Malaysia,Sijingkat,55700
Malaysia,Tanjong Mani,55700
Malaysia,Tanjung Pelepas,55750
Malaysia,Tawao,55700
Malaysia,Tawau,55700
Malaysia,Victoria,55717
Maldives,"Male, Male Island",56805
Malta,All Other Malta Ports,47300
Malta,Comino Island,47300
Malta,Gozo Island,47300
Malta,Marsaxlokk,47306
Malta,Valletta,47305
Marshall Is,All Marshall Island Ports,68190
Marshall Is,Ebeye,68190
Marshall Is,Enewetak Atoll,68190
Marshall Is,Enewotok,68190
Marshall Is,Entwetak,68190
Marshall Is,Kwajalein,68190
Marshall Is,Majuro Atoll,68190
Martinique,All Other Martinique Ports,28399
Martinique,Baie du Galion,28399
Martinique,Fort de France,28351
Martinique,Galion,28399
Martinique,Gallion Bay,28399
Martinique,La Trinite,28399
Martinique,Le Francois,28399
Martinique,Le Lamentin,28399
Martinique,Le Marin,28399
Martinique,Le Robert,28399
Martinique,Saint Pierre,28399
Martinique,St. Pierre,28399
Mauritania,All Other Mauritania Ports,74100
Mauritania,Nouadhibou,74165
Mauritania,Nouakchott,74100
Mauritania,Point Central,74165
Mauritania,Port Etienne,74165
Mauritius,All Other Mauritius Ports,78500
Mauritius,Port Louis,78501
Mexico,Abryos,20100
Mexico,Acapulco,20101
Mexico,All Other Mexico East Coast Region Ports,20195
Mexico,All Other Mexico West Coast Region Ports,20100
Mexico,Altamira,20193
Mexico,Altata,20100
Mexico,Alvarado,20195
Mexico,Alvaro Obregon,20153
Mexico,Bahia Tortugas,20100
Mexico,Bahia de Todos Santos,20100
Mexico,Bahias Ballenas,20100
Mexico,Ballenas Bay,20100
Mexico,Cabo San Lucas,20144
Mexico,Calica,20161
Mexico,Campeche,20155
Mexico,Cancun,20162
Mexico,Carmen,20157
Mexico,Cayo Arcas,20152
Mexico,Cayo Arcos Terminal,20152
Mexico,Cerralvo Island,20100
Mexico,Cerros Island,20104
Mexico,Champoton,20195
Mexico,Chetumal,20174
Mexico,Ciudad Camargo,20195
Mexico,Ciudad Chetumal,20195
Mexico,Ciudad de Carmen,20157
Mexico,Clarion Island,20100
Mexico,Coatzacoalcos,20171
Mexico,Costa Maya,20100
Mexico,Cozumel Island,20173
Mexico,Culiacan,20100
Mexico,Dos Bocas,20154
Mexico,El Cuyo,20195
Mexico,El Sauzal,20142
Mexico,Ensenada,20108
Mexico,Espiritu Santo,20100
Mexico,Frontera,20153
Mexico,Guadalupe Island,20100
Mexico,Guaymas,20113
Mexico,Gutierrez Zamorra,20195
Mexico,Hermosillo,20100
Mexico,Isla Cedros,20104
Mexico,Isla Maria Cleofas,20100
Mexico,Isla Maria Madre,20100
Mexico,Isla Maria Magdalena,20100
Mexico,Isla Mujeres,20179
Mexico,Isla Socorro,20100
Mexico,Isla de Lobos,20195
Mexico,Islas Coronados,20128
Mexico,La Paz,20105
Mexico,Laguna San Ignacio,20100
Mexico,Laguna de Terminos,20157
Mexico,Lazaro Cardenas,20107
Mexico,Mahahual,20174
Mexico,Manzanillo,20120
Mexico,Matamoros,20195
Mexico,Mazatlan,20122
Mexico,Minatitlan,20181
Mexico,Morro Redondo,20104
Mexico,Nautla,20195
Mexico,Ostion,20171
Mexico,Pajaritos,20184
Mexico,Point Tosca,20100
Mexico,Port Telzo,20100
Mexico,Progreso,20185
Mexico,Pto. Libre de Pto Mexico,20171
Mexico,Pto. Venustiano Carranza,20104
Mexico,Puerto Angel,20100
Mexico,Puerto Juarez,20195
Mexico,Puerto Lobos,20195
Mexico,Puerto Madero,20193
Mexico,Puerto Mexico,20171
Mexico,Puerto Morales,20194
Mexico,Puerto Morro Redondo,20104
Mexico,Puerto San Quintin,20100
Mexico,Puerto Vallarta,20143
Mexico,Puerto de Morales,20194
Mexico,Punta Escondida,20100
Mexico,Punta Prieta,20100
Mexico,Punta San Juanico,20100
Mexico,Punta Santo Tomas,20100
Mexico,Punta Venado,20173
Mexico,Rosarito,20125
Mexico,Salina Cruz,20129
Mexico,San Blas,20100
Mexico,San Geronimo,20100
Mexico,San Ignacio,20100
Mexico,San Jeronimo,20100
Mexico,San Jose del Cabo,20100
Mexico,San Lucas,20144
Mexico,San Marcos Island,20135
Mexico,San Roque Island,20100
Mexico,Santa Catarina,20100
Mexico,Santa Rosalia,20141
Mexico,Santo Tomas Point,20100
Mexico,Sauzal,20142
Mexico,Socorro Island,20100
Mexico,Tampico,20193
Mexico,Tecolutla,20195
Mexico,Tlacotalpan,20195
Mexico,Topolobampo,20106
Mexico,Tuxpan,20197
Mexico,Veracruz,20199
Mexico,Xcalac,20195
Mexico,Yavaros,20100
Micronesia,Chuuk,68205
Micronesia,Pohnpei,68207
Micronesia,Ponape,68207
Micronesia,"Truk, Truk Islands",68205
Micronesia,Yap,68209
Monaco,Monte Carlo,42797
Montserrat,Plymouth,24845
Morocco,Agadir,71403
Morocco,All Other Morocco Atlantic Region Ports,71400
Morocco,All Other Morocco Mediterranean Ports,71499
Morocco,Casablanca,71401
Morocco,El Jadida,71400
Morocco,El Jorf Lasfar,71415
Morocco,Essaquira,71400
Morocco,Jorf Lasfar,71415
Morocco,Kenitra,71400
Morocco,Larache,71400
Morocco,Mazagan,71400
Morocco,Mogador,71400
Morocco,Mohammedia,71418
Morocco,Nador,71417
Morocco,Port Lyautey,71400
Morocco,Rabat,71400
Morocco,Saffi,71419
Morocco,Safi,71419
Morocco,Tanger,71425
Morocco,Tangier,71425
Mozambique,All Other Mozambique Ports,78700
Mozambique,Beira,78701
Mozambique,Chinde,78700
Mozambique,Maputo,78717
Mozambique,Mocimboa de Praia,78700
Mozambique,Mozambique Island,78725
Mozambique,Nacala,78735
Mozambique,Pebane,78700
Mozambique,Quelimane,78700
Namibia,All Other Namibia Ports,79299
Namibia,Luderitz,79299
Namibia,Walvis Baai,79286
Namibia,Walvis Bay,79286
Nauru,Nauru,68651
Neth Antilles,All Other Netherlands Antilles Ports,27700
Neth Antilles,Bullen Baai,27725
Neth Antilles,Bullen Bay,27725
Neth Antilles,Caracas Baai,27725
Neth Antilles,Caracas Bay,27725
Neth Antilles,Fort Baii,27705
Neth Antilles,Fort Bay,27705
Neth Antilles,Galisbay,27727
Neth Antilles,Goto oil terminal,27715
Neth Antilles,Kralendijk,27715
Neth Antilles,Philipsborough,27726
Neth Antilles,Philipsburgh,27726
Neth Antilles,Sint Eustatius,27730
Neth Antilles,St. Eustatius,27730
Neth Antilles,St. Maarten,27727
Neth Antilles,St. Martin,27727
Neth Antilles,St. Michiel's Bay,27725
Neth Antilles,Willemstad,27725
Netherlands,All Other Netherlands Ports,42100
Netherlands,Alphen aan den Rijn,42103
Netherlands,Amsterdam,42105
Netherlands,Botlek,42115
Netherlands,Capelle,42100
Netherlands,Capelle aan den Ijssel,42100
Netherlands,Delfzijl,42116
Netherlands,Delfzyl,42116
Netherlands,Den Helder,42100
Netherlands,Dordrecht,42117
Netherlands,Eemshaven,42132
Netherlands,Europoort,42118
Netherlands,Flushing,42185
Netherlands,Gravenhage,42123
Netherlands,Gravenhage,42123
Netherlands,Groningen,42100
Netherlands,Haarlem,42100
Netherlands,Haren,42100
Netherlands,Harlingen,42100
Netherlands,Helder,42100
Netherlands,Hook of Holland,42100
Netherlands,Ijmuiden,42190
Netherlands,Mardejk,42140
Netherlands,Middelburg,42100
Netherlands,Middleburg,42100
Netherlands,Moerdjik,42119
Netherlands,Pernis,42151
Netherlands,Rotterdam,42157
Netherlands,Sas Van Gent,42100
Netherlands,Sasvanghent,42100
Netherlands,Schiedam,42100
Netherlands,Sluiskil,42165
Netherlands,Sluiskill,42165
Netherlands,Terneuzen,42171
Netherlands,The Hague,42123
Netherlands,Velsen,42190
Netherlands,Vlaardingen,42181
Netherlands,Vlissingen,42185
Netherlands,Ymuiden,42190
Netherlands,Zaandam,42100
New Caledonia,All Other New Caledonia Ports,64100
New Caledonia,Baie Ugue,64100
New Caledonia,Baie de Kouaoua,64100
New Caledonia,Baie de Poro,64100
New Caledonia,Kouaoua,64100
New Caledonia,Noumea,64109
New Caledonia,Poro,64100
New Caledonia,Thio,64100
New Zealand,All Other New Zealand Ports,61400
New Zealand,Auckland,61401
New Zealand,Avatiu,61461
New Zealand,Bluff Harbor,61403
New Zealand,Christchurch,61405
New Zealand,Dunedin,61407
New Zealand,Gisborne,61408
New Zealand,Greymouth,61400
New Zealand,Hawkes Bay,61400
New Zealand,Lyttelton,61415
New Zealand,Mangonui,61416
New Zealand,Mount Maunganui,61416
New Zealand,Napier,61419
New Zealand,Nelson,61406
New Zealand,New Plymouth,61423
New Zealand,Opua,61400
New Zealand,Otago Harbor,61407
New Zealand,Penrhyn,61460
New Zealand,Penryn,61460
New Zealand,Picton,61400
New Zealand,Port Chalmers,61431
New Zealand,Port Lyttelton,61415
New Zealand,Rarotonga Island,61461
New Zealand,Ravensbourne,61400
New Zealand,Stewart Island,61400
New Zealand,Taoranga,61443
New Zealand,Tauranga,61443
New Zealand,Timaru,61445
New Zealand,Wanganui,61400
New Zealand,Wellington,61447
New Zealand,Westport,61400
New Zealand,Whakatane,61400
Nicaragua,All Other Nicaragua Caribbean Region Ports,21900
Nicaragua,All Other Nicaragua West Coast Region Ports,21999
Nicaragua,Arlen Siu,21902
Nicaragua,Bluefields,21901
Nicaragua,Cabo Gracias a Dios,21900
Nicaragua,Corinto,21951
Nicaragua,Corn Islands,21900
Nicaragua,El Bluff,21901
Nicaragua,Huaunta,21900
Nicaragua,Islas de Maiz,21900
Nicaragua,La Barra de Rio Grande,21900
Nicaragua,Laguna de Perlas,21900
Nicaragua,Pearl City,21900
Nicaragua,Prinzapolca,21900
Nicaragua,Pto. Cabo Gracias a Dios,21900
Nicaragua,Puerto Cabezas,21925
Nicaragua,Puerto Isabel,21900
Nicaragua,Puerto Masachapa,21999
Nicaragua,Puerto Sandino,21999
Nicaragua,Punta Gorda,21900
Nicaragua,Rama,21902
Nicaragua,Rio Grande,21900
Nicaragua,San Juan del Sur,21999
Nicaragua,Somoza,21999
Nigeria,Abonnema,75300
Nigeria,Akassa,75300
Nigeria,All Other Nigeria Ports,75300
Nigeria,Antan Terminal,75315
Nigeria,Apapa,75313
Nigeria,Bonny,75322
Nigeria,Brass,75320
Nigeria,Brass Terminal,75320
Nigeria,Burutu,75300
Nigeria,Calabar,75330
Nigeria,Degema,75300
Nigeria,Escravos,75345
Nigeria,Escravos Oil Terminal,75345
Nigeria,Forcados,75349
Nigeria,Forcados Terminal,75349
Nigeria,Koko,75361
Nigeria,Kwa Ibo Terminal,75389
Nigeria,Lagos,75367
Nigeria,Military-Bass River Terminal,92006
Nigeria,Military-Escravos,92005
Nigeria,Okrika,75385
Nigeria,Onne,75385
