year,port,commodity,vessels,certificates,metric_tons,long_tons,wtd_avg_sf,wtd_avg_sf_untrimmed,wtd_avg_test_weight,min_sf,max_sf,sf_stddev
1989,Columbia River,SORGHUM,29,29,386685.0,380573.0,48.05,50.93,58.03,46.81,48.91,0.508
1989,Columbia River,SOYBEANS,14,14,208761.0,205464.0,49.75,52.73,56.05,48.91,50.56,0.55
1989,Columbia River,WHEAT,282,842,10255457.0,10093476.0,45.54,48.27,61.24,43.52,47.43,0.594
1989,Corpus Christi,CORN,8,8,140661.0,138440.0,48.86,51.79,57.06,48.07,49.52,0.471
1989,Corpus Christi,SORGHUM,33,48,538545.0,530036.0,48.23,51.12,57.82,46.99,49.0,0.523
1989,Corpus Christi,WHEAT,9,10,150764.0,148383.0,45.83,48.58,60.84,45.37,47.46,0.636
1989,Great Lakes,BARLEY,37,77,953132.0,938079.0,57.03,60.45,48.91,54.99,59.87,1.063
1989,Great Lakes,CORN,61,131,2221892.0,2186801.0,49.81,52.8,55.99,48.36,51.45,0.734
1989,Great Lakes,RYE,1,1,7704.0,7583.0,47.49,50.34,58.71,47.49,47.49,
1989,Great Lakes,SOYBEANS,33,53,690552.0,679643.0,49.39,52.35,56.46,48.28,58.39,1.742
1989,Great Lakes,WHEAT,77,172,2103853.0,2070628.0,46.69,49.49,59.72,44.82,47.92,0.542
1989,Houston,BARLEY,1,1,22748.0,22389.0,56.84,60.25,49.05,56.84,56.84,
1989,Houston,CORN,43,49,1020806.0,1004685.0,48.39,51.29,57.62,47.15,49.29,0.513
1989,Houston,SORGHUM,93,118,2357353.0,2320111.0,47.6,50.45,58.58,46.62,49.74,0.557
1989,Houston,SOYBEANS,1,1,24880.0,24487.0,49.65,52.63,56.15,49.65,49.65,
1989,Houston,WHEAT,230,286,7882633.0,7758138.0,45.61,48.34,61.14,43.95,48.07,0.681
1989,Mississippi River,CORN,754,1195,36516312.0,35939576.0,48.87,51.8,57.06,46.29,56.32,0.543
1989,Mississippi River,RYE,1,1,3950.0,3887.0,47.93,50.81,58.17,47.93,47.93,
1989,Mississippi River,SORGHUM,147,174,2423533.0,2385256.0,48.1,50.99,57.97,47.02,49.29,0.428
1989,Mississippi River,SOYBEANS,326,499,11242057.0,11064498.0,49.84,52.83,55.95,48.0,64.39,1.078
1989,Mississippi River,WHEAT,324,518,10737695.0,10568110.0,46.92,49.73,59.44,44.64,48.06,0.754
1989,Mobile,CORN,25,34,257380.0,253313.0,48.78,51.71,57.15,47.88,49.84,0.51
1989,Mobile,SORGHUM,3,3,20649.0,20323.0,47.78,50.64,58.35,47.7,48.07,0.186
1989,Mobile,SOYBEANS,31,41,486028.0,478352.0,50.06,53.07,55.7,47.82,51.13,0.66
1989,Mobile,WHEAT,34,38,853660.0,840175.0,47.38,50.22,58.86,45.51,48.15,0.779
1989,Puget Sound (Seattle-Tacoma),CORN,138,191,6804198.0,6696739.0,48.67,51.59,57.29,46.2,49.97,0.616
1989,Puget Sound (Seattle-Tacoma),SORGHUM,54,59,997072.0,981322.0,47.92,50.8,58.19,46.47,50.39,0.71
1989,Puget Sound (Seattle-Tacoma),SOYBEANS,37,43,923927.0,909336.0,49.11,52.05,56.79,48.02,58.11,1.453
1989,Puget Sound (Seattle-Tacoma),WHEAT,9,12,310629.0,305722.0,45.37,48.09,61.47,44.42,46.97,0.741
1989,South Atlantic,BARLEY,2,4,80364.0,79096.0,61.06,64.73,45.66,59.95,61.9,0.912
1989,South Atlantic,CORN,93,101,2389908.0,2352166.0,49.65,52.63,56.16,48.09,51.76,0.773
1989,South Atlantic,SOYBEANS,27,53,962501.0,947299.0,49.71,52.7,56.09,48.53,51.05,0.525
1989,South Atlantic,WHEAT,57,71,1821321.0,1792556.0,47.29,50.13,58.98,45.26,48.05,0.812
1990,Beaumont,SORGHUM,6,7,85295.0,83947.0,47.5,50.35,58.69,46.98,47.89,0.28
1990,Beaumont,SOYBEANS,4,4,77986.0,76755.0,50.68,53.72,55.01,50.49,51.33,0.377
1990,Beaumont,WHEAT,56,61,1740153.0,1712668.0,45.7,48.44,61.01,44.46,46.69,0.498
1990,Columbia River,BARLEY,16,25,685063.0,674247.0,56.71,60.11,49.19,54.38,59.04,1.496
1990,Columbia River,CORN,118,159,6240735.0,6142176.0,48.79,51.72,57.15,47.42,50.49,0.63
1990,Columbia River,SORGHUM,35,37,554354.0,545598.0,48.36,51.26,57.66,47.36,49.16,0.408
1990,Columbia River,SOYBEANS,9,9,98622.0,97064.0,49.31,52.27,56.55,48.46,51.22,0.893
1990,Columbia River,WHEAT,295,866,10532641.0,10366282.0,45.68,48.42,61.05,43.73,47.76,0.628
1990,Corpus Christi,CORN,8,8,104230.0,102583.0,48.96,51.9,56.95,48.63,49.48,0.269
1990,Corpus Christi,SORGHUM,15,23,261402.0,257273.0,48.4,51.31,57.6,47.38,49.04,0.482
1990,Corpus Christi,WHEAT,10,14,288365.0,283809.0,45.43,48.15,61.38,44.33,46.11,0.542
1990,Great Lakes,BARLEY,29,87,1081682.0,1064596.0,56.73,60.14,49.16,55.21,59.36,0.916
1990,Great Lakes,CORN,53,84,1203393.0,1184388.0,50.21,53.22,55.55,46.97,51.58,0.881
1990,Great Lakes,SOYBEANS,22,32,334647.0,329362.0,49.12,52.07,56.77,48.22,50.06,0.419
1990,Great Lakes,WHEAT,66,153,1606478.0,1581104.0,46.1,48.87,60.48,44.68,47.88,0.524
1990,Houston,BARLEY,7,7,139899.0,137690.0,56.56,59.96,49.3,54.37,57.49,1.033
1990,Houston,CORN,34,36,541819.0,533263.0,48.45,51.36,57.55,47.72,50.39,0.691
1990,Houston,SORGHUM,67,102,1462486.0,1439387.0,48.15,51.04,57.91,46.89,49.42,0.581
1990,Houston,SOYBEANS,12,15,329994.0,324782.0,50.37,53.39,55.35,49.89,51.22,0.411
1990,Houston,WHEAT,136,175,4585371.0,4512945.0,45.75,48.49,60.95,44.01,47.83,0.662
1990,Mississippi River,BARLEY,1,1,7763.0,7640.0,56.28,59.66,49.54,56.28,56.28,
1990,Mississippi River,CORN,772,1278,36403735.0,35828777.0,48.95,51.88,56.97,46.7,53.21,0.591
1990,Mississippi River,SORGHUM,159,185,2538305.0,2498212.0,48.3,51.2,57.73,47.14,49.89,0.546
1990,Mississippi River,SOYBEANS,330,558,11609603.0,11426248.0,49.68,52.66,56.12,48.32,51.63,0.492
1990,Mississippi River,WHEAT,259,476,7701209.0,7579585.0,47.21,50.04,59.08,44.92,50.28,0.89
1990,Mobile,CORN,12,17,62755.0,61763.0,48.97,51.91,56.93,48.4,50.33,0.581
1990,Mobile,SORGHUM,2,3,12111.0,11919.0,48.0,50.88,58.1,47.23,48.68,0.74
1990,Mobile,SOYBEANS,17,25,303198.0,298411.0,50.42,53.44,55.31,48.28,51.3,0.884
1990,Mobile,WHEAT,25,30,512905.0,504806.0,47.35,50.19,58.9,44.4,48.79,1.169
1990,Puget Sound (Seattle-Tacoma),CORN,103,130,4945533.0,4867429.0,49.01,51.95,56.89,47.55,50.49,0.471
1990,Puget Sound (Seattle-Tacoma),SORGHUM,24,24,346430.0,340960.0,48.42,51.32,57.59,47.24,49.38,0.491
1990,Puget Sound (Seattle-Tacoma),SOYBEANS,41,44,949415.0,934418.0,48.94,51.88,56.97,48.24,49.57,0.334
1990,Puget Sound (Seattle-Tacoma),WHEAT,4,6,45352.0,44635.0,45.8,48.55,60.88,44.98,46.65,0.664
1990,South Atlantic,BARLEY,2,4,75587.0,74393.0,58.29,61.78,47.86,55.81,59.26,1.481
1990,South Atlantic,CORN,68,82,2200044.0,2165299.0,50.22,53.23,55.53,48.67,51.66,0.681
1990,South Atlantic,SOYBEANS,32,52,1136165.0,1118219.0,49.6,52.57,56.22,48.15,50.72,0.504
1990,South Atlantic,WHEAT,16,18,394272.0,388046.0,46.83,49.64,59.55,45.96,48.03,0.716
1991,Beaumont,SORGHUM,2,3,47390.0,46642.0,47.49,50.33,58.72,47.06,47.55,0.252
1991,Beaumont,SOYBEANS,3,3,52370.0,51542.0,50.13,53.14,55.62,49.98,51.09,0.614
1991,Beaumont,WHEAT,51,52,1744942.0,1717385.0,45.51,48.25,61.26,44.57,46.2,0.424
1991,Columbia River,BARLEY,15,18,554685.0,545924.0,56.45,59.84,49.41,53.99,58.46,1.383
1991,Columbia River,CORN,76,105,4120687.0,4055610.0,49.0,51.94,56.9,46.18,49.82,0.6
1991,Columbia River,SORGHUM,16,16,175758.0,172981.0,47.9,50.77,58.21,47.38,49.09,0.41
1991,Columbia River,SOYBEANS,7,7,67208.0,66146.0,49.54,52.51,56.28,48.87,50.11,0.42
1991,Columbia River,WHEAT,313,852,11018643.0,10844600.0,45.49,48.22,61.3,43.56,47.51,0.566
1991,Corpus Christi,CORN,1,1,7006.0,6895.0,47.86,50.73,58.26,47.86,47.86,
1991,Corpus Christi,SORGHUM,8,9,225377.0,221817.0,47.88,50.75,58.24,47.06,48.62,0.529
1991,Corpus Christi,WHEAT,11,11,313397.0,308446.0,45.82,48.57,60.86,43.93,46.44,0.72
1991,Great Lakes,BARLEY,16,46,593929.0,584551.0,57.62,61.08,48.4,55.21,59.26,0.987
1991,Great Lakes,CORN,31,52,1006860.0,990955.0,50.0,53.0,55.77,48.15,51.07,0.705
1991,Great Lakes,SOYBEANS,21,30,365472.0,359700.0,48.83,51.76,57.1,48.03,49.61,0.404
1991,Great Lakes,SUNFLOWER,3,4,32609.0,32094.0,95.1,100.8,29.32,93.91,96.27,1.155
1991,Great Lakes,WHEAT,50,103,1283624.0,1263354.0,46.24,49.01,60.31,44.87,47.82,0.731
1991,Houston,BARLEY,2,2,17479.0,17202.0,56.14,59.51,49.66,55.88,56.32,0.311
1991,Houston,CORN,11,11,139071.0,136875.0,48.06,50.94,58.02,47.18,48.61,0.422
1991,Houston,SORGHUM,56,92,1566226.0,1541483.0,47.78,50.64,58.36,46.9,49.16,0.441
1991,Houston,SOYBEANS,3,3,13748.0,13531.0,50.63,53.67,55.07,49.89,51.16,0.641
1991,Houston,WHEAT,189,245,7364749.0,7248427.0,45.75,48.5,60.94,44.72,47.67,0.533
1991,Mississippi River,BARLEY,9,12,127589.0,125575.0,56.88,60.29,49.04,54.67,59.14,1.299
1991,Mississippi River,CORN,701,1161,33103453.0,32580620.0,49.26,52.22,56.61,43.81,55.17,0.719
1991,Mississippi River,SORGHUM,153,172,2119423.0,2085946.0,48.23,51.12,57.82,47.13,49.41,0.468
1991,Mississippi River,SOYBEANS,373,665,13851734.0,13632964.0,49.57,52.54,56.25,48.01,51.23,0.439
1991,Mississippi River,WHEAT,279,502,8366983.0,8234828.0,46.9,49.71,59.48,43.13,52.54,0.994
1991,Mobile,CORN,4,7,19912.0,19597.0,50.35,53.38,55.38,49.13,51.49,0.72
1991,Mobile,SOYBEANS,4,4,72842.0,71691.0,49.85,52.84,55.93,49.55,50.11,0.24
1991,Mobile,WHEAT,2,2,26542.0,26123.0,46.5,49.29,59.96,44.95,46.68,1.223
1991,Puget Sound (Seattle-Tacoma),CORN,81,101,4006891.0,3943603.0,49.51,52.48,56.32,46.94,50.41,0.557
1991,Puget Sound (Seattle-Tacoma),SORGHUM,11,11,149231.0,146875.0,48.04,50.92,58.04,47.58,48.52,0.322
1991,Puget Sound (Seattle-Tacoma),SOYBEANS,41,46,985079.0,969521.0,49.09,52.03,56.8,48.34,50.24,0.471
1991,Puget Sound (Seattle-Tacoma),WHEAT,7,11,152356.0,149949.0,45.59,48.33,61.16,44.01,46.36,0.651
1991,South Atlantic,BARLEY,3,7,151706.0,149309.0,59.06,62.6,47.23,57.72,60.93,1.152
1991,South Atlantic,CORN,49,62,1628545.0,1602823.0,50.28,53.3,55.46,48.85,51.03,0.598
1991,South Atlantic,SOYBEANS,31,44,963101.0,947891.0,49.67,52.66,56.13,48.29,50.89,0.63
1991,South Atlantic,WHEAT,22,31,640991.0,630867.0,46.71,49.51,59.7,45.58,47.92,0.65
1992,Beaumont,SORGHUM,9,15,344992.0,339542.0,46.95,49.77,59.39,46.24,47.42,0.281
1992,Beaumont,SOYBEANS,2,2,64427.0,63409.0,49.7,52.69,56.09,49.63,49.8,0.12
1992,Beaumont,WHEAT,63,64,2475603.0,2436503.0,45.78,48.53,60.91,45.01,47.46,0.452
1992,Columbia River,BARLEY,11,11,365159.0,359392.0,55.81,59.16,49.98,54.29,58.56,1.259
1992,Columbia River,CANOLA,1,1,10059.0,9900.0,56.19,59.56,49.62,56.19,56.19,
1992,Columbia River,CORN,74,115,3624388.0,3567141.0,48.9,51.84,57.04,46.18,52.62,1.249
1992,Columbia River,SORGHUM,27,31,334248.0,328968.0,48.24,51.13,57.81,47.02,49.97,0.738
1992,Columbia River,SOYBEANS,22,23,234486.0,230783.0,49.2,52.15,56.67,48.22,49.71,0.345
1992,Columbia River,WHEAT,299,888,11366672.0,11187137.0,45.69,48.43,61.04,43.5,48.0,0.794
1992,Corpus Christi,CORN,4,4,17360.0,17086.0,47.48,50.33,58.72,47.07,47.9,0.35
1992,Corpus Christi,SORGHUM,15,19,283129.0,278656.0,47.89,50.76,58.22,47.24,48.25,0.279
1992,Corpus Christi,WHEAT,10,11,200617.0,197449.0,46.14,48.91,60.44,44.13,47.18,0.988
1992,Great Lakes,BARLEY,30,83,1051912.0,1035301.0,56.18,59.55,49.65,54.19,59.61,1.191
1992,Great Lakes,CORN,45,70,1247662.0,1227959.0,50.87,53.92,54.88,47.66,53.49,2.014
1992,Great Lakes,SOYBEANS,39,55,939828.0,924986.0,49.23,52.19,56.63,48.14,50.63,0.485
1992,Great Lakes,WHEAT,53,124,1591312.0,1566171.0,46.38,49.16,60.13,45.06,47.91,0.591
1992,Houston,CORN,17,18,284175.0,279686.0,47.71,50.57,58.48,46.25,50.19,1.242
1992,Houston,SORGHUM,43,62,1225994.0,1206624.0,47.75,50.62,58.4,46.46,49.62,0.803
1992,Houston,WHEAT,173,223,6100369.0,6004021.0,46.25,49.03,60.29,45.18,47.77,0.522
1992,Mississippi River,BARLEY,14,15,220827.0,217338.0,57.85,61.32,48.2,54.81,58.71,1.107
1992,Mississippi River,CANOLA,1,1,1200.0,1181.0,56.19,59.56,49.62,56.19,56.19,
1992,Mississippi River,CORN,745,1248,34252273.0,33711317.0,48.83,51.76,57.11,46.08,52.8,0.875
1992,Mississippi River,MIXED,11,18,213841.0,210464.0,46.41,49.2,60.08,45.31,47.06,0.486
1992,Mississippi River,SORGHUM,185,221,2809682.0,2765307.0,47.9,50.77,58.21,46.48,50.44,0.535
1992,Mississippi River,SOYBEANS,425,735,15755298.0,15506458.0,49.58,52.55,56.24,47.46,50.94,0.485
1992,Mississippi River,WHEAT,320,523,10865449.0,10693838.0,46.78,49.58,59.62,39.32,51.25,0.793
1992,Puget Sound (Seattle-Tacoma),BARLEY,2,2,97384.0,95845.0,51.68,54.78,54.1,48.86,54.37,3.896
1992,Puget Sound (Seattle-Tacoma),CORN,58,86,2950929.0,2904323.0,49.76,52.74,56.06,46.77,52.82,1.197
1992,Puget Sound (Seattle-Tacoma),SORGHUM,8,8,77808.0,76580.0,48.19,51.08,57.88,46.95,49.97,1.109
1992,Puget Sound (Seattle-Tacoma),SOYBEANS,34,36,995092.0,979375.0,49.18,52.13,56.69,48.43,49.92,0.367
1992,Puget Sound (Seattle-Tacoma),WHEAT,7,12,144258.0,141980.0,45.51,48.25,61.27,44.32,46.42,0.717
1992,South Atlantic,BARLEY,3,6,122818.0,120877.0,59.78,63.37,46.65,58.49,61.41,1.123
1992,South Atlantic,CORN,22,22,552533.0,543805.0,50.52,53.55,55.22,48.63,52.49,1.132
1992,South Atlantic,SOYBEANS,41,58,1351416.0,1330074.0,49.69,52.67,56.11,48.36,51.07,0.662
1992,South Atlantic,WHEAT,23,31,618868.0,609097.0,46.85,49.67,59.51,45.97,47.8,0.552
1993,Beaumont,SORGHUM,14,23,446585.0,439530.0,47.63,50.49,58.54,46.83,49.87,0.739
1993,Beaumont,SOYBEANS,6,6,97272.0,95736.0,49.8,52.79,55.99,49.38,50.06,0.23
1993,Beaumont,WHEAT,86,96,2815187.0,2770724.0,46.06,48.82,60.54,44.82,47.74,0.583
1993,Columbia River,BARLEY,15,16,421946.0,415281.0,57.07,60.49,48.89,53.72,59.04,1.638
1993,Columbia River,CANOLA,2,2,11130.0,10955.0,56.19,59.56,49.62,56.19,56.19,0.0
1993,Columbia River,CORN,71,102,3203031.0,3152443.0,50.08,53.09,55.7,47.79,52.77,1.205
1993,Columbia River,SORGHUM,9,9,127733.0,125714.0,49.44,52.4,56.41,48.35,50.06,0.649
1993,Columbia River,SOYBEANS,19,20,269801.0,265538.0,49.04,51.98,56.86,48.35,50.02,0.383
1993,Columbia River,WHEAT,351,991,11897660.0,11709729.0,45.83,48.58,60.86,40.28,49.49,0.873
1993,Corpus Christi,CORN,13,14,210837.0,207506.0,48.57,51.49,57.44,46.23,49.94,1.142
1993,Corpus Christi,SORGHUM,14,21,452874.0,445720.0,48.1,50.99,57.96,47.46,49.29,0.422
1993,Corpus Christi,WHEAT,29,43,703183.0,692079.0,46.31,49.08,60.22,44.62,48.04,0.75
1993,Great Lakes,BARLEY,33,61,675288.0,664623.0,56.84,60.25,49.1,52.07,59.96,1.879
1993,Great Lakes,CORN,40,76,1294040.0,1273608.0,52.35,55.49,53.28,50.06,54.0,1.182
1993,Great Lakes,SOYBEANS,23,39,603882.0,594343.0,49.03,51.97,56.87,48.0,49.66,0.518
1993,Great Lakes,WHEAT,72,163,2066778.0,2034137.0,46.58,49.38,59.87,45.04,48.37,0.852
1993,Houston,CORN,14,16,201010.0,197834.0,48.67,51.6,57.29,47.62,49.67,0.626
1993,Houston,SORGHUM,20,31,532052.0,523647.0,47.77,50.63,58.38,47.14,50.14,0.611
1993,Houston,SOYBEANS,2,2,26397.0,25980.0,49.02,51.96,56.88,48.97,49.03,0.042
1993,Houston,WHEAT,242,337,7842058.0,7718201.0,46.21,48.99,60.34,44.28,49.57,0.659
1993,Mississippi River,BARLEY,4,5,93057.0,91588.0,56.36,59.74,49.49,55.36,58.98,1.662
1993,Mississippi River,CANOLA,1,1,4066.0,4002.0,56.19,59.56,49.62,56.19,56.19,
1993,Mississippi River,CORN,647,1156,30318497.0,29839649.0,49.97,52.97,55.82,44.79,54.37,1.321
1993,Mississippi River,SORGHUM,164,187,2142780.0,2108940.0,47.97,50.84,58.13,46.54,49.32,0.541
1993,Mississippi River,SOYBEANS,386,704,15049031.0,14811343.0,49.41,52.37,56.43,47.5,53.01,0.457
1993,Mississippi River,WHEAT,299,530,8291943.0,8160971.0,46.76,49.56,59.64,44.67,48.97,0.76
1993,Puget Sound (Seattle-Tacoma),CORN,61,69,2855736.0,2810638.0,51.03,54.09,54.66,48.93,53.3,0.992
1993,Puget Sound (Seattle-Tacoma),SORGHUM,12,12,158721.0,156215.0,49.48,52.45,56.36,47.66,50.34,0.788
1993,Puget Sound (Seattle-Tacoma),SOYBEANS,40,44,723545.0,712116.0,49.35,52.31,56.51,47.92,55.2,1.085
1993,Puget Sound (Seattle-Tacoma),WHEAT,15,25,373875.0,367971.0,45.42,48.15,61.39,44.8,46.41,0.457
1993,South Atlantic,BARLEY,5,9,197659.0,194538.0,59.22,62.77,47.1,58.1,61.51,1.071
1993,South Atlantic,CORN,49,51,1300428.0,1279889.0,52.06,55.19,53.58,49.99,59.3,1.526
1993,South Atlantic,SOYBEANS,36,51,1164580.0,1146189.0,49.54,52.51,56.28,48.35,50.86,0.58
1993,South Atlantic,WHEAT,30,34,723844.0,712414.0,46.43,49.22,60.07,45.16,47.85,0.895
1994,Beaumont,SORGHUM,7,9,111766.0,110000.0,47.95,50.83,58.15,47.26,48.72,0.497
1994,Beaumont,SOYBEANS,2,2,63396.0,62394.0,50.18,53.19,55.57,50.01,50.24,0.163
1994,Beaumont,WHEAT,50,56,1615307.0,1589794.0,46.28,49.06,60.24,45.35,47.92,0.437
1994,Columbia River,BARLEY,7,10,218400.0,214951.0,55.15,58.46,50.57,53.98,59.22,1.433
1994,Columbia River,CANOLA,3,3,17593.0,17315.0,56.19,59.56,49.62,56.19,56.19,0.0
1994,Columbia River,CORN,45,55,1676484.0,1650008.0,49.43,52.4,56.43,46.53,52.3,1.138
1994,Columbia River,SORGHUM,7,7,81206.0,79922.0,47.92,50.79,58.21,46.95,49.58,1.062
1994,Columbia River,SOYBEANS,8,10,58767.0,57838.0,49.02,51.96,56.88,48.4,49.57,0.346
1994,Columbia River,WHEAT,370,1062,14045478.0,13823620.0,45.78,48.53,60.92,43.58,48.57,0.776
1994,Corpus Christi,CORN,4,4,69913.0,68810.0,48.42,51.33,57.59,47.86,49.64,0.905
1994,Corpus Christi,SORGHUM,16,20,358454.0,352792.0,47.77,50.63,58.37,46.86,48.22,0.373
1994,Corpus Christi,WHEAT,15,21,247169.0,243266.0,46.12,48.89,60.48,44.59,48.07,1.199
1994,Great Lakes,BARLEY,56,91,1132023.0,1114140.0,58.63,62.15,47.59,49.57,61.37,2.001
1994,Great Lakes,CANOLA,3,3,54220.0,53363.0,56.19,59.56,49.62,56.19,56.19,0.0
1994,Great Lakes,CORN,50,88,1138607.0,1120622.0,50.36,53.38,55.41,48.33,53.3,1.584
1994,Great Lakes,SOYBEANS,65,98,1475632.0,1452324.0,49.15,52.1,56.73,47.77,50.0,0.463
1994,Great Lakes,SUNFLOWER,8,10,101202.0,99604.0,93.24,98.84,29.91,91.77,94.58,1.121
1994,Great Lakes,WHEAT,71,130,1491816.0,1468265.0,46.96,49.78,59.38,45.3,48.69,0.698
1994,Houston,CORN,13,20,153900.0,151469.0,48.64,51.56,57.34,45.59,50.59,1.069
1994,Houston,SORGHUM,24,30,553874.0,545124.0,47.47,50.32,58.73,46.72,48.62,0.443
1994,Houston,WHEAT,182,250,5967340.0,5873080.0,46.27,49.05,60.26,43.5,48.94,0.717
1994,Mississippi River,BARLEY,5,7,66069.0,65025.0,57.65,61.11,48.38,55.93,59.07,1.057
1994,Mississippi River,CORN,677,1102,27930464.0,27489331.0,49.99,52.98,55.83,46.12,53.62,1.452
1994,Mississippi River,OATS,1,1,1350.0,1329.0,62.23,65.97,44.8,62.23,62.23,
1994,Mississippi River,SORGHUM,173,207,2316594.0,2280004.0,48.15,51.04,57.91,46.58,50.04,0.687
1994,Mississippi River,SOYBEANS,418,688,14087709.0,13865210.0,49.5,52.47,56.33,47.71,51.35,0.524
1994,Mississippi River,WHEAT,216,394,5845061.0,5752749.0,47.01,49.83,59.32,44.55,49.33,0.588
1994,Puget Sound (Seattle-Tacoma),CORN,45,52,2055478.0,2023017.0,50.18,53.2,55.59,47.72,53.29,1.268
1994,Puget Sound (Seattle-Tacoma),SORGHUM,8,9,84416.0,83082.0,47.82,50.69,58.33,46.83,50.52,1.318
1994,Puget Sound (Seattle-Tacoma),SOYBEANS,26,30,705830.0,694683.0,49.21,52.17,56.66,48.31,54.48,1.308
1994,Puget Sound (Seattle-Tacoma),WHEAT,30,44,613751.0,604060.0,46.53,49.32,59.93,44.97,47.59,0.751
1994,South Atlantic,BARLEY,2,4,99309.0,97740.0,58.63,62.15,47.56,57.34,59.32,1.062
1994,South Atlantic,CORN,15,16,251723.0,247746.0,49.36,52.32,56.51,48.56,52.11,1.154
1994,South Atlantic,SOYBEANS,20,35,558422.0,549604.0,49.46,52.43,56.37,48.04,50.18,0.561
1994,South Atlantic,WHEAT,23,29,684436.0,673628.0,46.21,48.99,60.34,45.11,47.83,0.752
1995,Columbia River,BARLEY,32,48,918082.0,903580.0,55.78,59.13,50.01,50.64,60.61,1.908
1995,Columbia River,CANOLA,2,2,10187.0,10027.0,56.19,59.56,49.62,56.19,56.19,0.0
1995,Columbia River,CORN,151,197,7503874.0,7385372.0,49.39,52.36,56.47,46.51,52.25,1.065
1995,Columbia River,SORGHUM,27,29,248562.0,244636.0,47.62,50.48,58.56,46.51,49.47,0.829
1995,Columbia River,SOYBEANS,29,30,589727.0,580411.0,49.44,52.41,56.4,48.9,50.38,0.397
1995,Columbia River,WHEAT,357,1049,13397846.0,13186197.0,45.39,48.12,61.43,43.25,47.55,0.719
1995,Great Lakes,BARLEY,12,17,173306.0,170569.0,56.68,60.08,49.33,49.35,60.33,3.702
1995,Great Lakes,CANOLA,2,3,24462.0,24076.0,56.19,59.56,49.62,56.19,56.19,0.0
1995,Great Lakes,CORN,68,142,2348069.0,2310980.0,49.27,52.22,56.6,47.89,50.53,0.564
1995,Great Lakes,OATS,1,1,1900.0,1870.0,63.9,67.74,43.63,63.9,63.9,
1995,Great Lakes,SOYBEANS,52,97,1662975.0,1636709.0,49.45,52.42,56.39,48.05,51.41,0.676
1995,Great Lakes,SUNFLOWER,21,26,255446.0,251408.0,93.61,99.23,29.8,90.46,98.76,2.159
1995,Great Lakes,WHEAT,82,206,2993991.0,2946711.0,46.88,49.7,59.48,44.7,49.07,0.713
1995,Houston,CORN,43,51,763076.0,751021.0,48.46,51.37,57.56,46.35,50.02,0.962
1995,Houston,SORGHUM,51,65,1380001.0,1358205.0,47.47,50.32,58.74,46.64,48.91,0.605
1995,Houston,SOYBEANS,36,48,845236.0,831888.0,50.5,53.53,55.21,49.23,51.62,0.517
1995,Houston,WHEAT,251,355,8041291.0,7914284.0,46.15,48.92,60.43,43.48,51.33,0.841
1995,Mississippi River,BARLEY,7,7,151789.0,149391.0,57.38,60.83,48.6,55.93,59.19,1.348
1995,Mississippi River,CORN,843,1422,39248985.0,38629116.0,48.97,51.91,56.95,44.57,51.63,0.783
1995,Mississippi River,SORGHUM,195,228,2300662.0,2264333.0,47.52,50.38,58.68,46.23,49.79,0.698
1995,Mississippi River,SOYBEANS,448,785,16899468.0,16632552.0,49.65,52.62,56.16,46.54,51.2,0.491
1995,Mississippi River,WHEAT,262,489,7140232.0,7027471.0,47.23,50.06,59.05,42.18,52.64,0.887
1995,Puget Sound (Seattle-Tacoma),CORN,156,199,8100446.0,7972516.0,49.74,52.73,56.06,48.1,52.21,0.798
1995,Puget Sound (Seattle-Tacoma),SORGHUM,7,7,68664.0,67578.0,47.5,50.35,58.71,46.76,48.51,0.78
1995,Puget Sound (Seattle-Tacoma),SOYBEANS,54,61,1506701.0,1482904.0,49.58,52.55,56.24,48.62,50.48,0.454
1995,Puget Sound (Seattle-Tacoma),WHEAT,1,1,14598.0,14367.0,45.13,47.84,61.78,45.13,45.13,
1995,South Atlantic,BARLEY,3,5,100483.0,98896.0,58.63,62.15,47.58,56.84,60.18,1.379
1995,South Atlantic,CORN,45,49,923404.0,908818.0,49.1,52.04,56.79,48.1,50.08,0.421
1995,South Atlantic,SOYBEANS,21,25,630654.0,620693.0,49.63,52.6,56.19,48.85,51.4,0.717
1995,South Atlantic,WHEAT,37,45,1345320.0,1324073.0,46.84,49.65,59.54,45.53,47.74,0.499
1996,Columbia River,BARLEY,20,28,528953.0,520598.0,55.09,58.4,50.65,52.56,59.08,1.874
1996,Columbia River,CANOLA,3,3,15547.0,15301.0,56.19,59.56,49.62,56.19,56.19,0.0
1996,Columbia River,CORN,99,122,4528666.0,4457146.0,50.44,53.46,55.29,46.58,51.45,0.703
1996,Columbia River,SORGHUM,13,13,140509.0,138289.0,48.22,51.11,57.86,46.39,49.53,1.294
1996,Columbia River,SOYBEANS,17,18,238313.0,234548.0,49.95,52.94,55.84,48.56,51.16,0.836
1996,Columbia River,WHEAT,336,965,12562946.0,12364467.0,45.29,48.0,61.58,43.13,47.13,0.645
1996,Great Lakes,BARLEY,5,12,73278.0,72120.0,54.92,58.21,51.0,49.74,64.94,4.63
1996,Great Lakes,CANOLA,2,2,28989.0,28531.0,56.19,59.56,49.62,56.19,56.19,0.0
1996,Great Lakes,CORN,46,78,1285553.0,1265250.0,50.01,53.01,55.78,47.81,52.98,1.199
