year,port,commodity,vessels,certificates,metric_tons,long_tons,wtd_avg_sf,wtd_avg_sf_untrimmed,wtd_avg_test_weight,min_sf,max_sf,sf_stddev
2005,Puget Sound (Seattle-Tacoma),CORN,125,146,7779376.0,7656520.0,49.88,52.87,55.91,48.2,52.38,0.795
2005,Puget Sound (Seattle-Tacoma),SORGHUM,30,32,300222.0,295477.0,47.56,50.42,58.64,46.15,49.03,0.891
2005,Puget Sound (Seattle-Tacoma),SOYBEANS,63,69,3316270.0,3263900.0,49.32,52.28,56.53,47.89,50.26,0.51
2006,Columbia River,BARLEY,15,15,272689.0,268382.0,53.71,56.93,51.96,51.32,58.67,2.093
2006,Columbia River,CORN,44,49,2028266.0,1996230.0,49.45,52.42,56.39,46.71,50.16,0.638
2006,Columbia River,SORGHUM,9,10,101107.0,99511.0,46.98,49.8,59.35,46.46,47.76,0.366
2006,Columbia River,SOYBEANS,54,61,2397546.0,2359680.0,49.5,52.47,56.32,48.85,51.04,0.375
2006,Columbia River,WHEAT,245,833,11070857.0,10895964.0,45.24,47.95,61.64,43.56,47.63,0.583
2006,Great Lakes,BARLEY,3,3,33111.0,32588.0,54.8,58.09,50.89,54.4,56.1,0.875
2006,Great Lakes,CORN,125,173,2515730.0,2475991.0,48.65,51.57,57.32,47.53,50.92,0.596
2006,Great Lakes,FLAXSEED,4,4,24953.0,24559.0,55.2,58.52,50.5,55.11,55.38,0.126
2006,Great Lakes,SOYBEANS,80,106,2022427.0,1990485.0,49.54,52.51,56.29,48.12,51.1,0.585
2006,Great Lakes,WHEAT,101,148,2143437.0,2109583.0,45.69,48.44,61.03,44.35,47.11,0.591
2006,Houston,CORN,68,124,3039819.0,2991805.0,47.88,50.76,58.24,45.83,49.03,0.608
2006,Houston,SORGHUM,65,108,2135129.0,2101401.0,47.66,50.52,58.5,46.07,49.36,0.676
2006,Houston,SOYBEANS,12,13,152470.0,150061.0,49.94,52.93,55.84,48.95,52.62,1.033
2006,Houston,WHEAT,162,313,4880672.0,4803592.0,45.82,48.57,60.86,43.48,47.32,0.625
2006,Mississippi River,CORN,823,1789,36123163.0,35552649.0,48.02,50.9,58.07,40.1,53.68,0.692
2006,Mississippi River,SORGHUM,125,141,1102362.0,1084957.0,47.91,50.78,58.2,46.5,49.26,0.564
2006,Mississippi River,SOYBEANS,496,742,16825795.0,16560049.0,50.23,53.25,55.51,47.99,52.31,0.547
2006,Mississippi River,WHEAT,199,552,4098281.0,4033533.0,46.37,49.15,60.14,44.72,48.05,0.579
2006,Puget Sound (Seattle-Tacoma),CORN,111,133,7596035.0,7476085.0,48.97,51.9,56.94,48.29,49.99,0.271
2006,Puget Sound (Seattle-Tacoma),SORGHUM,16,16,142163.0,139917.0,47.27,50.11,58.99,46.14,48.09,0.601
2006,Puget Sound (Seattle-Tacoma),SOYBEANS,59,64,3644345.0,3586792.0,49.35,52.31,56.5,48.35,49.91,0.322
2007,Columbia River,BARLEY,27,32,626091.0,616203.0,54.52,57.79,51.16,51.05,57.24,1.391
2007,Columbia River,CORN,49,66,2883509.0,2837968.0,49.57,52.54,56.26,47.33,50.24,0.61
2007,Columbia River,SORGHUM,2,2,20504.0,20180.0,46.87,49.69,59.48,46.76,46.98,0.156
2007,Columbia River,SOYBEANS,71,80,3424293.0,3370208.0,49.53,52.5,56.29,48.88,50.24,0.332
2007,Columbia River,WHEAT,254,826,11638308.0,11454455.0,45.25,47.96,61.63,43.17,47.13,0.603
2007,Great Lakes,BARLEY,4,5,80153.0,78887.0,55.53,58.86,50.21,54.67,55.95,0.529
2007,Great Lakes,CORN,76,118,1609983.0,1584554.0,48.86,51.8,57.07,47.38,51.05,0.814
2007,Great Lakes,FLAXSEED,5,6,51754.0,50936.0,55.38,58.7,50.35,55.04,55.65,0.243
2007,Great Lakes,SOYBEANS,48,67,1041953.0,1025494.0,49.84,52.83,55.94,48.58,50.93,0.567
2007,Great Lakes,WHEAT,162,272,4955383.0,4877115.0,45.63,48.36,61.12,44.08,47.47,0.719
2007,Houston,CORN,49,66,1452849.0,1429901.0,48.12,51.01,57.94,46.28,49.18,0.479
2007,Houston,SORGHUM,92,118,2907443.0,2861517.0,47.93,50.81,58.19,46.31,50.7,0.827
2007,Houston,SOYBEANS,11,11,107998.0,106293.0,50.49,53.52,55.23,48.89,51.36,0.847
2007,Houston,WHEAT,270,483,8479968.0,8346031.0,45.88,48.63,60.78,43.23,48.48,0.718
2007,Mississippi River,CORN,839,1765,35969997.0,35401873.0,48.32,51.22,57.71,45.41,54.29,0.658
2007,Mississippi River,SORGHUM,85,89,1400071.0,1377964.0,48.14,51.03,57.93,46.4,50.24,0.855
2007,Mississippi River,SOYBEANS,488,728,15696551.0,15448660.0,50.2,53.21,55.55,47.87,51.91,0.642
2007,Mississippi River,WHEAT,271,646,6523189.0,6420160.0,46.35,49.13,60.16,44.6,48.07,0.708
2007,Puget Sound (Seattle-Tacoma),CORN,101,114,6386667.0,6285810.0,48.99,51.93,56.91,48.16,49.83,0.317
2007,Puget Sound (Seattle-Tacoma),SORGHUM,14,14,116744.0,114900.0,47.42,50.26,58.8,46.72,48.19,0.416
2007,Puget Sound (Seattle-Tacoma),SOYBEANS,66,70,4287052.0,4219349.0,49.24,52.19,56.63,48.57,49.98,0.271
2008,Columbia River,BARLEY,19,22,392097.0,385903.0,54.4,57.66,51.27,52.11,55.76,0.921
2008,Columbia River,CORN,89,103,4630626.0,4557489.0,49.87,52.86,55.93,47.64,53.08,0.98
2008,Columbia River,SORGHUM,8,8,83562.0,82243.0,47.56,50.42,58.63,46.65,48.33,0.608
2008,Columbia River,SOYBEANS,90,103,4792531.0,4716837.0,49.55,52.52,56.27,48.67,50.87,0.371
2008,Columbia River,WHEAT,234,724,10315691.0,10152718.0,45.26,47.98,61.61,43.56,47.71,0.536
2008,Great Lakes,BARLEY,1,1,20002.0,19686.0,56.56,59.96,49.29,56.56,56.56,
2008,Great Lakes,CANOLA,1,1,21078.0,20745.0,56.19,59.56,49.62,56.19,56.19,
2008,Great Lakes,CORN,48,71,700994.0,689924.0,48.81,51.74,57.14,47.18,50.87,0.803
2008,Great Lakes,FLAXSEED,3,3,21112.0,20780.0,55.68,59.02,50.08,55.0,56.12,0.562
2008,Great Lakes,SOYBEANS,31,40,776631.0,764365.0,49.87,52.86,55.91,48.43,51.05,0.535
2008,Great Lakes,WHEAT,77,97,1979116.0,1947862.0,45.37,48.09,61.47,43.96,46.91,0.627
2008,Houston,CORN,41,60,1408215.0,1385969.0,48.07,50.95,58.02,46.06,49.34,0.629
2008,Houston,SORGHUM,82,108,3460829.0,3406163.0,47.45,50.3,58.77,46.46,49.89,0.467
2008,Houston,SOYBEANS,7,7,163424.0,160843.0,49.83,52.82,55.96,49.14,50.44,0.39
2008,Houston,WHEAT,270,495,9712403.0,9559004.0,46.03,48.8,60.58,43.34,47.89,0.791
2008,Mississippi River,CORN,681,1484,29357184.0,28893515.0,48.52,51.43,57.47,46.14,53.99,0.616
2008,Mississippi River,SORGHUM,65,76,821891.0,808911.0,48.04,50.92,58.04,46.74,49.95,0.702
2008,Mississippi River,SOYBEANS,445,664,17311755.0,17038334.0,50.48,53.5,55.24,48.66,52.65,0.578
2008,Mississippi River,WHEAT,269,620,6421415.0,6319983.0,46.52,49.31,59.95,43.77,48.37,0.796
2008,Puget Sound (Seattle-Tacoma),CORN,122,146,7958855.0,7833170.0,49.54,52.51,56.29,48.19,52.37,0.742
2008,Puget Sound (Seattle-Tacoma),SORGHUM,11,12,108122.0,106415.0,47.26,50.09,59.01,46.42,48.55,0.614
2008,Puget Sound (Seattle-Tacoma),SOYBEANS,68,71,4514783.0,4443485.0,49.32,52.28,56.54,48.56,49.93,0.304
2009,Columbia River,BARLEY,3,3,38606.0,37996.0,53.39,56.59,52.23,53.03,54.24,0.606
2009,Columbia River,CORN,50,58,2620190.0,2578805.0,51.74,54.84,53.92,48.47,53.44,1.28
2009,Columbia River,SORGHUM,3,3,43949.0,43255.0,47.72,50.59,58.43,47.51,48.14,0.339
2009,Columbia River,SOYBEANS,79,91,4307516.0,4239487.0,50.15,53.16,55.61,48.29,51.74,0.825
2009,Columbia River,WHEAT,228,742,9960044.0,9802695.0,45.33,48.05,61.51,43.76,47.63,0.539
2009,Great Lakes,CANOLA,4,4,68909.0,67821.0,56.19,59.56,49.62,56.19,56.19,0.0
2009,Great Lakes,CORN,44,73,753817.0,741912.0,49.8,52.79,56.01,47.79,52.77,1.03
2009,Great Lakes,FLAXSEED,2,2,14754.0,14522.0,55.74,59.08,50.02,55.62,55.82,0.141
2009,Great Lakes,SOYBEANS,64,86,2078383.0,2045559.0,49.65,52.63,56.16,48.42,50.86,0.567
2009,Great Lakes,WHEAT,69,96,1764537.0,1736668.0,45.4,48.13,61.44,43.62,47.47,0.905
2009,Houston,CORN,47,81,1945792.0,1915053.0,47.97,50.85,58.14,45.87,49.68,0.904
2009,Houston,SORGHUM,29,77,1841900.0,1812804.0,48.06,50.94,58.02,46.82,49.2,0.588
2009,Houston,SOYBEANS,48,54,2399391.0,2361498.0,50.28,53.29,55.46,49.23,51.05,0.363
2009,Houston,WHEAT,176,387,5547872.0,5460244.0,46.08,48.85,60.52,43.91,49.07,0.845
2009,Mississippi River,CORN,628,1439,28889916.0,28433624.0,48.97,51.91,56.95,45.7,54.78,0.871
2009,Mississippi River,SORGHUM,62,70,583297.0,574083.0,47.93,50.81,58.17,46.58,49.14,0.527
2009,Mississippi River,SOYBEANS,502,745,22729464.0,22370486.0,50.14,53.14,55.62,48.07,52.6,0.551
2009,Mississippi River,WHEAT,187,531,4052050.0,3988047.0,46.84,49.65,59.56,43.98,48.79,1.181
2009,Puget Sound (Seattle-Tacoma),CORN,99,114,5863345.0,5770759.0,51.03,54.09,54.64,49.37,52.82,0.637
2009,Puget Sound (Seattle-Tacoma),SORGHUM,8,8,72075.0,70937.0,48.53,51.44,57.47,47.34,49.45,0.675
2009,Puget Sound (Seattle-Tacoma),SOYBEANS,81,88,5423445.0,5337799.0,49.48,52.45,56.35,48.0,50.97,0.679
2010,Columbia River,BARLEY,1,1,9063.0,8920.0,51.22,54.3,54.43,51.22,51.22,
2010,Columbia River,CORN,51,56,2653876.0,2611965.0,51.53,54.62,54.13,47.44,53.21,1.171
2010,Columbia River,SORGHUM,5,5,66766.0,65711.0,48.28,51.18,57.76,47.61,50.1,1.023
2010,Columbia River,SOYBEANS,112,131,6570563.0,6466794.0,49.8,52.79,56.01,48.29,53.11,0.912
2010,Columbia River,WHEAT,251,778,10965029.0,10791803.0,45.16,47.87,61.74,43.74,47.02,0.499
2010,Great Lakes,BARLEY,3,4,60708.0,59749.0,55.27,58.59,50.47,53.21,56.9,1.539
2010,Great Lakes,CANOLA,4,4,65878.0,64837.0,56.19,59.56,49.62,56.19,56.19,0.0
2010,Great Lakes,CORN,39,59,534759.0,526310.0,50.41,53.43,55.34,48.13,55.45,1.301
2010,Great Lakes,FLAXSEED,3,3,46550.0,45815.0,55.95,59.31,49.83,55.58,56.17,0.297
2010,Great Lakes,SOYBEANS,77,92,1962947.0,1931952.0,49.57,52.54,56.26,47.74,53.01,0.769
2010,Great Lakes,WHEAT,107,156,2990732.0,2943497.0,45.08,47.78,61.87,43.65,47.36,0.785
2010,Houston,CORN,48,87,1850475.0,1821242.0,49.07,52.02,56.86,46.51,51.64,1.34
2010,Houston,SORGHUM,62,115,2383147.0,2345496.0,48.43,51.33,57.58,46.39,50.39,0.665
2010,Houston,SOYBEANS,40,43,1903614.0,1873551.0,50.34,53.35,55.39,48.88,51.15,0.542
2010,Houston,WHEAT,268,543,9307956.0,9160942.0,45.67,48.4,61.07,43.91,48.68,0.798
2010,Mississippi River,CORN,659,1401,30088199.0,29612984.0,49.77,52.75,56.05,45.71,61.22,1.271
2010,Mississippi River,SORGHUM,62,66,542829.0,534257.0,48.07,50.96,58.0,46.58,49.77,0.572
2010,Mississippi River,SOYBEANS,525,764,23551494.0,23179525.0,50.02,53.02,55.74,47.57,53.01,0.56
2010,Mississippi River,WHEAT,183,532,4231776.0,4164922.0,46.47,49.25,60.05,43.56,49.7,1.294
2010,Puget Sound (Seattle-Tacoma),CORN,108,131,7255670.0,7141094.0,50.98,54.04,54.7,49.3,52.9,0.809
2010,Puget Sound (Seattle-Tacoma),SORGHUM,10,10,90750.0,89317.0,48.7,51.63,57.28,46.74,50.23,1.138
2010,Puget Sound (Seattle-Tacoma),SOYBEANS,56,62,3714735.0,3656074.0,49.5,52.47,56.34,48.31,51.19,0.681
2011,Columbia River,CORN,46,55,2471970.0,2432931.0,50.43,53.45,55.3,47.93,51.77,0.728
2011,Columbia River,SOYBEANS,65,75,3699550.0,3641125.0,49.18,52.13,56.7,48.24,50.36,0.457
2011,Columbia River,WHEAT,283,758,13572010.0,13357632.0,45.23,47.95,61.64,43.34,47.69,0.504
2011,Great Lakes,BARLEY,4,4,112919.0,111134.0,55.78,59.12,49.99,55.11,56.1,0.552
2011,Great Lakes,CANOLA,1,1,21455.0,21116.0,56.19,59.56,49.62,56.19,56.19,
2011,Great Lakes,CORN,36,56,470104.0,462677.0,48.81,51.74,57.14,47.41,50.93,0.786
2011,Great Lakes,FLAXSEED,1,1,10507.0,10342.0,56.54,59.93,49.31,56.54,56.54,
2011,Great Lakes,SOYBEANS,48,60,1286221.0,1265909.0,49.63,52.61,56.19,47.82,52.22,0.691
2011,Great Lakes,WHEAT,73,103,1869330.0,1839812.0,45.83,48.58,60.86,44.0,47.67,0.917
2011,Houston,CORN,30,46,967304.0,952022.0,47.77,50.63,58.38,46.14,48.92,0.753
2011,Houston,SORGHUM,39,73,1823022.0,1794224.0,47.79,50.66,58.35,46.52,49.43,0.715
2011,Houston,SOYBEANS,20,21,922117.0,907557.0,50.54,53.57,55.17,47.9,51.5,0.821
2011,Houston,WHEAT,275,527,10729860.0,10560390.0,45.73,48.47,60.98,44.11,48.74,0.672
2011,Mississippi River,CORN,602,1207,26573250.0,26153541.0,48.45,51.35,57.56,45.83,51.54,0.631
2011,Mississippi River,SORGHUM,49,59,576645.0,567536.0,47.46,50.31,58.75,46.34,48.83,0.59
2011,Mississippi River,SOYBEANS,430,590,20028297.0,19711971.0,49.94,52.93,55.84,48.57,51.92,0.483
2011,Mississippi River,WHEAT,215,556,5075187.0,4995006.0,46.33,49.11,60.21,44.18,48.86,1.042
2011,Puget Sound (Seattle-Tacoma),CORN,109,123,6788592.0,6681384.0,49.64,52.62,56.17,48.79,50.88,0.352
2011,Puget Sound (Seattle-Tacoma),SORGHUM,2,2,27443.0,27010.0,47.64,50.5,58.52,47.4,47.78,0.269
2011,Puget Sound (Seattle-Tacoma),SOYBEANS,58,68,3542781.0,3486834.0,48.96,51.9,56.95,47.69,49.97,0.534
2012,Columbia River,BARLEY,3,3,57195.0,56291.0,49.65,52.63,56.15,49.47,49.82,0.176
2012,Columbia River,CORN,45,47,2149367.0,2115418.0,49.41,52.38,56.44,47.82,51.09,0.846
2012,Columbia River,SOYBEANS,106,115,6518010.0,6415075.0,49.61,52.59,56.2,47.97,50.61,0.423
2012,Columbia River,WHEAT,264,717,12533435.0,12335461.0,45.0,47.7,61.96,43.73,46.92,0.469
2012,Great Lakes,BARLEY,1,1,58698.0,57771.0,55.23,58.55,50.48,55.23,55.23,
2012,Great Lakes,CANOLA,3,4,79159.0,77909.0,56.19,59.56,49.62,56.19,56.19,0.0
2012,Great Lakes,CORN,23,31,185941.0,183003.0,49.65,52.63,56.16,48.73,50.91,0.537
2012,Great Lakes,FLAXSEED,1,1,10593.0,10426.0,55.05,58.35,50.65,55.05,55.05,
2012,Great Lakes,SOYBEANS,66,84,2180334.0,2145900.0,49.48,52.45,56.35,48.3,50.2,0.491
2012,Great Lakes,WHEAT,45,56,797161.0,784572.0,46.09,48.86,60.5,44.35,47.61,0.767
2012,Houston,CORN,15,16,322441.0,317348.0,46.95,49.76,59.4,45.87,49.08,0.905
2012,Houston,SORGHUM,30,36,746487.0,734695.0,47.86,50.73,58.26,46.87,49.47,0.477
2012,Houston,SOYBEANS,18,18,620962.0,611158.0,50.63,53.66,55.08,49.79,51.81,0.612
2012,Houston,WHEAT,164,315,5799942.0,5708337.0,45.56,48.29,61.2,43.29,47.77,0.554
2012,Mississippi River,CORN,472,980,18132381.0,17846001.0,48.12,51.0,57.96,40.15,51.54,0.72
2012,Mississippi River,SORGHUM,32,35,482288.0,474672.0,48.1,50.99,57.97,47.28,48.94,0.387
2012,Mississippi River,SOYBEANS,530,710,26032929.0,25621764.0,50.02,53.02,55.75,48.47,60.06,0.686
2012,Mississippi River,WHEAT,229,578,5484078.0,5397442.0,46.23,49.01,60.32,44.44,49.23,0.664
2012,Puget Sound (Seattle-Tacoma),CORN,48,57,3409741.0,3355892.0,49.45,52.42,56.38,48.76,49.99,0.266
2012,Puget Sound (Seattle-Tacoma),SOYBEANS,59,73,4072444.0,4008131.0,49.6,52.57,56.22,48.68,51.17,0.474
2013,Columbia River,BARLEY,5,5,51680.0,50864.0,51.13,54.2,54.56,49.02,52.61,1.3
2013,Columbia River,CORN,39,42,1811449.0,1782839.0,49.45,52.42,56.42,47.46,51.63,1.269
2013,Columbia River,SORGHUM,1,2,10689.0,10520.0,50.24,53.25,55.5,50.09,50.36,0.191
2013,Columbia River,SOYBEANS,106,119,6669861.0,6564530.0,49.81,52.8,55.98,48.57,51.28,0.432
2013,Columbia River,WHEAT,253,625,11602787.0,11419506.0,45.03,47.73,61.92,43.63,47.02,0.49
2013,Great Lakes,BARLEY,1,1,20555.0,20230.0,57.78,61.25,48.25,57.78,57.78,
2013,Great Lakes,CANOLA,1,1,21497.0,21158.0,56.19,59.56,49.62,56.19,56.19,
2013,Great Lakes,CORN,9,10,156077.0,153613.0,48.02,50.9,58.07,47.68,49.74,0.678
2013,Great Lakes,SOYBEANS,59,76,1973136.0,1941973.0,49.46,52.43,56.38,48.26,51.56,0.639
2013,Great Lakes,WHEAT,60,86,1567450.0,1542692.0,45.59,48.32,61.18,43.23,46.76,0.851
2013,Houston,CORN,12,12,241642.0,237824.0,46.74,49.55,59.67,45.63,48.66,1.104
2013,Houston,SORGHUM,29,40,1063341.0,1046541.0,47.6,50.46,58.58,46.47,48.66,0.662
2013,Houston,SOYBEANS,19,21,955876.0,940779.0,50.33,53.35,55.4,49.79,50.97,0.355
2013,Houston,WHEAT,281,460,9019708.0,8877229.0,45.75,48.49,60.95,44.13,47.42,0.479
2013,Mississippi River,CORN,411,818,14947367.0,14711292.0,47.78,50.65,58.36,45.41,52.31,0.632
2013,Mississippi River,SORGHUM,38,42,661610.0,651162.0,47.38,50.22,58.86,46.47,49.0,0.584
2013,Mississippi River,SOYBEANS,465,608,22167998.0,21817888.0,50.07,53.07,55.72,47.18,221.28,6.969
2013,Mississippi River,WHEAT,321,672,9834024.0,9678693.0,46.44,49.23,60.06,35.29,48.57,0.961
2013,Puget Sound (Seattle-Tacoma),CORN,20,20,1207706.0,1188634.0,50.57,53.6,55.15,48.39,51.63,0.965
2013,Puget Sound (Seattle-Tacoma),SOYBEANS,38,40,2467418.0,2428454.0,49.84,52.83,55.94,48.85,50.66,0.436
2013,Puget Sound (Seattle-Tacoma),WHEAT,1,2,1403.0,1381.0,45.71,48.45,61.0,45.71,45.71,0.0
2014,Columbia River,BARLEY,8,8,171472.0,168764.0,51.37,54.46,54.28,50.73,52.81,0.812
2014,Columbia River,CORN,90,98,4914413.0,4836803.0,51.41,54.5,54.24,44.23,52.55,1.072
2014,Columbia River,SORGHUM,3,3,141189.0,138959.0,49.27,52.23,56.59,48.69,49.89,0.617
2014,Columbia River,SOYBEANS,119,137,7737890.0,7615686.0,49.34,52.3,56.52,48.21,50.47,0.543
2014,Columbia River,WHEAT,262,679,11767627.0,11581733.0,45.1,47.81,61.83,43.9,48.93,0.564
2014,Great Lakes,BARLEY,1,1,27499.0,27065.0,56.59,59.98,49.27,56.59,56.59,
2014,Great Lakes,CANOLA,3,3,56509.0,55616.0,56.19,59.56,49.62,56.19,56.19,0.0
2014,Great Lakes,CORN,55,75,1107792.0,1090293.0,49.01,51.95,56.9,47.55,52.11,0.723
2014,Great Lakes,SOYBEANS,88,106,2558385.0,2517980.0,49.3,52.26,56.55,48.08,52.16,0.629
2014,Great Lakes,WHEAT,74,97,1638079.0,1612205.0,45.83,48.58,60.86,43.19,47.66,1.097
2014,Houston,CORN,18,23,589152.0,579845.0,46.88,49.69,59.48,46.01,48.66,0.723
2014,Houston,SORGHUM,108,119,5708199.0,5618036.0,47.58,50.43,58.61,46.7,49.0,0.51
2014,Houston,SOYBEANS,20,22,902375.0,888123.0,50.52,53.55,55.2,49.79,51.44,0.552
2014,Houston,WHEAT,205,317,5831539.0,5739411.0,45.84,48.59,60.83,43.56,47.74,0.744
2014,Mississippi River,CORN,702,1313,31505216.0,31007609.0,48.29,51.18,57.75,45.04,52.61,0.693
2014,Mississippi River,SORGHUM,41,43,1023834.0,1007664.0,47.76,50.63,58.38,46.55,48.91,0.541
2014,Mississippi River,SOYBEANS,581,767,28662479.0,28209799.0,50.24,53.25,55.56,48.49,221.28,6.203
2014,Mississippi River,WHEAT,210,467,4364798.0,4295843.0,46.83,49.64,59.58,43.23,49.7,1.288
2014,Puget Sound (Seattle-Tacoma),CORN,49,51,2981010.0,2933932.0,50.56,53.6,55.15,49.5,51.63,0.462
2014,Puget Sound (Seattle-Tacoma),SOYBEANS,65,72,4582975.0,4510601.0,49.36,52.32,56.49,48.62,50.33,0.493
2015,Columbia River,BARLEY,3,3,47895.0,47138.0,53.47,56.68,52.16,52.47,54.98,1.323
2015,Columbia River,CORN,94,103,5381520.0,5296528.0,50.67,53.71,55.04,47.95,52.05,0.845
2015,Columbia River,SORGHUM,3,3,178344.0,175527.0,48.06,50.94,58.04,47.2,49.42,1.174
2015,Columbia River,SOYBEANS,123,148,7105755.0,6993543.0,49.12,52.07,56.76,48.27,49.98,0.383
2015,Columbia River,WHEAT,242,598,10401027.0,10236726.0,45.47,48.2,61.33,44.12,48.84,0.615
2015,Great Lakes,BARLEY,1,1,13820.0,13602.0,57.21,60.65,48.73,57.21,57.21,
2015,Great Lakes,CANOLA,3,3,46072.0,45343.0,56.19,59.56,49.62,56.19,56.19,0.0
2015,Great Lakes,CORN,38,61,766077.0,753978.0,49.71,52.69,56.11,47.61,52.56,1.026
2015,Great Lakes,SOYBEANS,63,78,2090295.0,2057282.0,49.62,52.6,56.2,47.83,50.77,0.598
2015,Great Lakes,WHEAT,69,79,1361786.0,1340278.0,46.06,48.83,60.56,43.69,47.72,1.032
2015,Houston,CORN,21,23,606769.0,597182.0,47.03,49.84,59.29,46.55,48.57,0.427
2015,Houston,SORGHUM,129,144,6779938.0,6672845.0,47.76,50.63,58.39,46.42,49.0,0.657
2015,Houston,SOYBEANS,20,22,852832.0,839360.0,49.98,52.97,55.79,49.43,51.63,0.455
2015,Houston,WHEAT,123,181,3540901.0,3484970.0,46.18,48.96,60.38,43.84,47.82,0.729
2015,Mississippi River,CORN,667,1254,27227473.0,26797425.0,48.55,51.47,57.44,44.82,52.25,0.812
2015,Mississippi River,SORGHUM,54,56,2450533.0,2411829.0,47.84,50.71,58.28,46.94,48.66,0.385
2015,Mississippi River,SOYBEANS,616,795,28808922.0,28353915.0,51.07,54.13,55.55,48.07,545.61,18.882
2015,Mississippi River,WHEAT,245,493,4306582.0,4238548.0,47.1,49.92,59.25,43.98,50.06,1.3
2015,Puget Sound (Seattle-Tacoma),CORN,28,31,1963480.0,1932473.0,50.22,53.24,55.52,49.38,51.29,0.432
2015,Puget Sound (Seattle-Tacoma),SORGHUM,3,3,152842.0,150428.0,48.66,51.58,57.3,48.35,49.25,0.489
2015,Puget Sound (Seattle-Tacoma),SOYBEANS,58,72,4180160.0,4114148.0,49.13,52.08,56.75,47.4,50.0,0.403
2016,Columbia River,CANOLA,2,2,34997.0,34445.0,55.69,59.03,50.07,55.02,56.26,0.877
2016,Columbia River,CORN,130,142,8310488.0,8179239.0,49.08,52.03,56.82,47.1,50.76,0.743
2016,Columbia River,SORGHUM,10,10,498606.0,490731.0,48.83,51.76,57.1,47.84,50.13,0.64
2016,Columbia River,SOYBEANS,142,182,8988769.0,8846817.0,49.33,52.29,56.53,47.95,50.54,0.486
2016,Columbia River,WHEAT,238,638,11700406.0,11515585.0,45.08,47.79,61.85,43.63,47.42,0.608
2016,Great Lakes,CANOLA,3,3,45384.0,44667.0,56.19,59.56,49.62,56.19,56.19,0.0
2016,Great Lakes,CORN,40,47,855041.0,841535.0,49.0,51.94,56.91,47.25,50.67,0.886
2016,Great Lakes,FLAXSEED,2,2,11500.0,11319.0,55.68,59.02,50.08,55.66,55.71,0.035
2016,Great Lakes,SOYBEANS,84,99,2645107.0,2603332.0,49.77,52.75,56.03,48.45,50.71,0.46
2016,Great Lakes,WHEAT,69,95,1500722.0,1477022.0,45.2,47.92,61.7,43.67,47.98,0.866
2016,Houston,CORN,41,51,1529415.0,1505252.0,47.66,50.52,58.55,45.93,51.63,1.505
2016,Houston,SORGHUM,109,113,5510456.0,5423415.0,47.52,50.37,58.68,46.58,49.61,0.449
2016,Houston,SOYBEANS,19,21,1041993.0,1025538.0,50.04,53.04,55.73,49.35,51.63,0.653
2016,Houston,WHEAT,180,253,5687492.0,5597640.0,46.39,49.18,60.14,35.98,48.07,1.009
2016,Mississippi River,CORN,735,1350,32305193.0,31794938.0,48.49,51.4,57.51,45.63,50.95,0.676
2016,Mississippi River,SORGHUM,16,16,261784.0,257649.0,48.05,50.93,58.04,46.55,48.91,0.675
2016,Mississippi River,SOYBEANS,670,884,34638665.0,34091588.0,50.19,53.2,55.61,48.4,132.77,2.838
2016,Mississippi River,WHEAT,206,416,3306039.0,3253805.0,46.62,49.42,59.85,35.94,49.35,1.206
2016,Puget Sound (Seattle-Tacoma),CORN,57,63,3961220.0,3898666.0,49.23,52.19,56.63,48.58,50.29,0.324
2016,Puget Sound (Seattle-Tacoma),SOYBEANS,67,82,4864165.0,4787348.0,49.33,52.29,56.52,48.62,50.04,0.287
2017,Columbia River,BARLEY,1,1,6180.0,6082.0,51.18,54.25,54.48,51.18,51.18,
2017,Columbia River,CANOLA,5,5,102118.0,100505.0,56.05,59.42,49.74,55.43,56.29,0.369
2017,Columbia River,CORN,110,124,6961064.0,6851124.0,49.2,52.15,56.69,47.81,50.68,0.773
2017,Columbia River,SORGHUM,19,19,560362.0,551513.0,48.76,51.68,57.21,46.76,50.46,0.966
2017,Columbia River,SOYBEANS,123,154,8027332.0,7900560.0,49.29,52.25,56.57,48.13,50.42,0.484
2017,Columbia River,WHEAT,281,704,14071551.0,13849276.0,44.68,47.36,62.41,33.28,46.77,0.677
2017,Great Lakes,CANOLA,1,1,20905.0,20574.0,56.19,59.56,49.62,56.19,56.19,
2017,Great Lakes,CORN,19,19,227828.0,224230.0,48.66,51.58,57.3,47.78,50.23,0.617
2017,Great Lakes,SOYBEANS,84,104,2401782.0,2363849.0,49.87,52.87,55.91,48.67,51.22,0.515
2017,Great Lakes,WHEAT,40,55,791622.0,779117.0,45.15,47.86,61.78,43.54,48.35,0.864
2017,Houston,CORN,18,24,670993.0,660390.0,46.25,49.03,60.29,45.86,50.33,0.956
2017,Houston,SORGHUM,90,95,4691413.0,4617320.0,47.44,50.29,58.78,46.55,49.52,0.659
2017,Houston,SOYBEANS,5,5,277116.0,272740.0,50.27,53.29,55.46,49.97,50.79,0.402
2017,Houston,WHEAT,182,260,6102254.0,6005857.0,46.14,48.91,60.43,44.26,47.66,0.614
2017,Mississippi River,CORN,705,1271,29567138.0,29100140.0,48.39,51.29,57.62,44.98,51.25,0.643
2017,Mississippi River,SORGHUM,8,8,72451.0,71306.0,47.99,50.87,58.11,46.16,48.74,0.813
