IMO_Clean,IMO_Original,VesselName,ShipType,DWT,Draft_m,TPC,MatchQuality
1004156,1004156,SUMURUN,,0,3.32,0.0,Exact
1004338,1004338,MAKAI,,0,1.52,0.0,Exact
1006025,1006025,ARRIVEDERCI IV,,0,1.2,0.0,Exact
1007823,1007823,LEVERAGE,,66,2.395,0.0,Exact
1011903,1011903,W,,0,3.45,0.0,Exact
1012270,1012270,ADVENTURESS,,0,2.9,0.0,Exact
1012373,1012373,ONIKA,,0,2.29,0.0,Exact
1012531,1012531,AMADEA,,559,4.1,0.0,Exact
1012995,1012995,COLUMBIA,,0,2.91,0.0,Exact
1013169,1013169,MSC SERENA,Containership-Sub New Panamax,139000,16.0,0.0,Exact
1013171,1013171,MSC ELIANA,Containership-Sub New Panamax,139000,16.0,0.0,Exact
1013315,1013315,MARTA COSULICH,"Tanker-7,500-9,999dwt",7957,7.07,17.5,Exact
1013327,1013327,MARINE GINZA,"Tanker-7,500-9,999dwt",7950,7.07,17.5,Exact
1013432,1013432,JFE KOKURYU,Ro-ro cargo <=499 LM,5026,5.168,0.0,Exact
1013602,1013602,MERANTI 706,,240,0.0,0.0,Exact
1013638,1013638,SG DAWN,Bulk Carrier-Newcastlemax,210125,18.436,0.0,Exact
1013640,1013640,CAPE SUZURAN,Bulk Carrier-Capesize,182098,18.246,0.0,Exact
1013652,1013652,BOOTES,Bulk Carrier-Handymax,40093,10.483,0.0,Exact
1013664,1013664,AFRICAN PEACOCK,Bulk Carrier-Handymax,40093,10.483,0.0,Exact
1013676,1013676,AQUADONNA,Bulk Carrier-Supra/Ultramax,63526,13.53,0.0,Exact
1013688,1013688,SORAL,Bulk Carrier-Supra/Ultramax,63771,13.526,0.0,Exact
1013690,1013690,TRINITY ISLAND,Bulk Carrier-Handymax,40490,10.49,0.0,Exact
1013705,1013705,AFRICAN LORIKEET,Bulk Carrier-Supra/Ultramax,63425,13.53,0.0,Exact
1013717,1013717,HONG FA 199,,11082,6.1,0.0,Exact
1013729,1013729,ABAR KAVAN 4,,480,1.7,0.0,Exact
1013834,1013834,GAS YONGJIANG,LPG-Very Large Gas Carrier,60454,12.8,0.0,Exact
1013846,1013846,GAS MINJIANG,LPG-Very Large Gas Carrier,60322,12.8,0.0,Exact
1013901,1013901,INA DIAMOND 51,"General Cargo 5,000-9,999 dwt",6743,5.95,0.0,Exact
1013937,1013937,JEFFREYS BAY,Tanker-MR2,49999,13.306,53.6,Exact
1013949,1013949,NORD MATE,Tanker-MR2,49999,13.306,53.0,Exact
1013951,1013951,UM EDO,Tanker-MR2,49948,13.316,53.6,Exact
1013963,1013963,STENA CONQUEST,Tanker-MR2,49948,13.316,0.0,Exact
1013975,1013975,SUIHA,"Tanker-<=4,999dwt",1202,4.096,0.0,Exact
1013987,1013987,JAL PRERANA,Tanker-MR2,50640,13.316,53.2,Exact
1013999,1013999,JAL KAILASH,Tanker-MR2,50658,13.316,53.2,Exact
1014008,1014008,JAL KALP,Tanker-MR2,50664,13.316,53.2,Exact
1014022,1014022,SEAEXPLORER,Tanker-MR2,50498,13.3,53.2,Exact
1014034,1014034,SEAMERIT,Tanker-MR2,50498,13.3,53.2,Exact
1014096,1014096,ISABELLA,Tanker-LR2,113959,15.018,99.9,Exact
1014101,1014101,SEAWISH,Tanker-LR2,113949,15.018,99.9,Exact
1014113,1014113,MEIYU MARU,"Tanker-<=4,999dwt",1257,4.182,0.0,Exact
1014125,1014125,FEDERAL INFINITY,Bulk Carrier-Supra/Ultramax,63653,13.526,0.0,Exact
1014137,1014137,CHARIOTEER,Bulk Carrier-Handymax,40101,10.483,0.0,Exact
1014149,1014149,SHIMANAMI ELEVEN,"General Cargo 10,000-14,999dwt",11717,8.13,0.0,Exact
1014151,1014151,ISE BAY,Bulk Carrier-Handymax,40101,10.483,0.0,Exact
1014163,1014163,CRIMSON SAPPHIRE,Bulk Carrier-Handymax,40435,10.48,0.0,Exact
1014199,1014199,WIND CORE,"General Cargo 10,000-14,999dwt",11722,8.13,0.0,Exact
1014204,1014204,FU ZHOU GUO JI,,27195,6.5,0.0,Exact
1014216,1014216,KYOKUKAI MARU,"Tanker-5,000-7,499dwt",5564,6.613,0.0,Exact
1014228,1014228,KARA,"Tanker-<=4,999dwt",4075,5.68,0.0,Exact
1014230,1014230,ZHE SHAN,,22332,6.6,0.0,Exact
1014242,1014242,NORD NEWPORT,Bulk Carrier-Handymax,40297,10.483,0.0,Exact
1014254,1014254,ARIETTA,"General Cargo 10,000-14,999dwt",13465,9.18,0.0,Exact
1014266,1014266,LUNA HANA,"Tanker-<=4,999dwt",1731,4.98,6.9,Exact
1014278,1014278,MIR HANA,"Tanker-<=4,999dwt",1720,4.98,0.0,Exact
1014280,1014280,TSUNOMINE BULKER,Bulk Carrier-Handymax,40550,10.392,0.0,Exact
1014319,1014319,HORIZON TRADER,Bulk Carrier-Handymax,40598,10.95,0.0,Exact
1014321,1014321,YUUSEI,,2282,4.672,0.0,Exact
1014369,1014369,OCEAN TRADER,Bulk Carrier-Handymax,40552,10.95,0.0,Exact
1014371,1014371,PALADIN TRADER,Bulk Carrier-Handymax,40546,10.95,0.0,Exact
1014424,1014424,BRAVE EAGLE,Bulk Carrier-Handymax,40483,10.392,0.0,Exact
1014436,1014436,BRAVE HAWK,Bulk Carrier-Handymax,40492,10.392,0.0,Exact
1014462,1014462,NATURE FLOWING,Bulk Carrier-Supra/Ultramax,63692,13.5,0.0,Exact
1014474,1014474,OCEAN FLOWING,Bulk Carrier-Supra/Ultramax,63684,13.5,0.0,Exact
1014527,1014527,BL IVY,Bulk Carrier-Pmax/Kamsarmax,71059,12.98,0.0,Exact
1014539,1014539,JANE MCALLISTER,,208,0.0,0.0,Exact
1014541,1014541,EL JUNIPER,Bulk Carrier-Pmax/Kamsarmax,71085,12.96,0.0,Exact
1014553,1014553,FL KINGWOOD,Bulk Carrier-Pmax/Kamsarmax,71059,12.983,0.0,Exact
1014565,1014565,SL LARCH,Bulk Carrier-Pmax/Kamsarmax,71058,12.983,0.0,Exact
1014577,1014577,AQUAGRACE,Bulk Carrier-Supra/Ultramax,64678,13.5,0.0,Exact
1014589,1014589,AQUAGLORY,Bulk Carrier-Supra/Ultramax,64650,13.5,0.0,Exact
1014591,1014591,NEW ACACIA,Bulk Carrier-Large Handy,39415,10.85,0.0,Exact
1014606,1014606,SEA GOAT,Bulk Carrier-Handymax,40255,10.39,0.0,Exact
1014618,1014618,BIRD OF PARADISE,Bulk Carrier-Handymax,40259,10.39,0.0,Exact
1014644,1014644,YASA SUN,Bulk Carrier-Supra/Ultramax,63971,13.5,0.0,Exact
1014656,1014656,YASA MOON,Bulk Carrier-Supra/Ultramax,64030,13.5,0.0,Exact
1014668,1014668,YASA STAR,Bulk Carrier-Supra/Ultramax,63968,13.5,0.0,Exact
1014670,1014670,YASA PLUTO,Bulk Carrier-Supra/Ultramax,64009,13.5,0.0,Exact
1014682,1014682,SUIFUN,,7486,4.55,0.0,Exact
1014838,1014838,WARRIOR,Bulk Carrier-Handymax,40053,10.39,0.0,Exact
1014840,1014840,ALLEGRA,Bulk Carrier-Handymax,40005,10.39,0.0,Exact
1014864,1014864,INVICTUS,Tanker-Suezmax,156906,17.65,0.0,Exact
1014876,1014876,IMOLA,Tanker-Suezmax,156906,17.67,112.3,Exact
1014931,1014931,TAI HOMAGE,Bulk Carrier-Large Handy,39983,10.37,0.0,Exact
1014955,1014955,TAI HONOR,Bulk Carrier-Large Handy,39949,10.392,0.0,Exact
1014967,1014967,CARPE DIEM,Bulk Carrier-Handymax,40455,10.392,0.0,Exact
1014979,1014979,LOLITA,Bulk Carrier-Handymax,40420,10.392,0.0,Exact
1014981,1014981,MUZAFFERBEY,"General Cargo <=4,999 dwt",4471,5.7,0.0,Exact
1015014,1015014,XIN HUI HAI,Container-Baby post-Panamax,83202,13.5,0.0,Exact
1015026,1015026,JIN HANG ZHENG NENG,Bulk Carrier-Pmax/Kamsarmax,79997,13.59,0.0,Exact
1015088,1015088,NATHEA-M,"Tanker-5,000-7,499dwt",6038,6.7,14.7,Exact
1015090,1015090,AYU EXPRESS 2,,3023,3.17,0.0,Exact
1015105,1015105,SATARE SAHEL,,1300,2.7,0.0,Exact
1015143,1015143,ZY JUHE,Bulk Carrier-Supra/Ultramax,63833,13.5,0.0,Exact
1015155,1015155,SPAR MAIA,Bulk Carrier-Supra/Ultramax,63797,13.5,0.0,Exact
1015167,1015167,TAE DONG MUN 1,"General Cargo 5,000-9,999 dwt",8667,6.8,0.0,Exact
1015222,1015222,CHITOSE,"Tanker-<=4,999dwt",3196,5.412,0.0,Exact
1015246,1015246,MERATUS CILACAP,Containership-Small Feeder,5637,4.9,0.0,Exact
1015258,1015258,PARNASSOS,Tanker-VLCC,302062,21.58,0.0,Exact
1015260,1015260,CLEANSEAS JOY,"Tanker-<=4,999dwt",1343,4.0,0.0,Exact
1015284,1015284,ICHIE MARU,,1212,4.2,0.0,Exact
1015296,1015296,CHITOSE NO. 3,,1205,4.2,0.0,Exact
1015301,1015301,GYOKUKO MARU NO. 28,"Tanker-<=4,999dwt",303,3.1,0.0,Exact
1015313,1015313,CYTA,Bulk Carrier-Handymax,40442,10.392,0.0,Exact
1015325,1015325,ANNELIESE,Bulk Carrier-Handymax,40398,10.392,0.0,Exact
1015337,1015337,CENTURY ZHENGZHOU,Bulk Carrier-Supra/Ultramax,63743,13.5,0.0,Exact
1015349,1015349,CENTURY BEIJING,Bulk Carrier-Supra/Ultramax,63743,13.5,0.0,Exact
1015351,1015351,OCEAN DELIGHT,Bulk Carrier-Large Handy,39539,10.224,0.0,Exact
1015363,1015363,SINAR SULAWESI,Containership-Regional Feeder,28663,10.321,0.0,Exact
1015375,1015375,SINAR SUMATERA,Containership-Regional Feeder,28679,10.321,0.0,Exact
1015387,1015387,YONG CHENG 669,,3495,5.05,0.0,Exact
1015404,1015404,FU YUAN 3,Bulk Carrier-Large Handy,32292,10.0,0.0,Exact
1015428,1015428,JIU HUA JU LI,Bulk Carrier-Pmax/Kamsarmax,79996,13.59,0.0,Exact
1015430,1015430,HE HAI 10,"Tanker-7,500-9,999dwt",8304,6.8,0.0,Exact
1015442,1015442,AN FENG 05,Bulk Carrier-Small Handy,22672,9.4,0.0,Exact
1015454,1015454,LAKMOS,Bulk Carrier-Handymax,40490,10.392,0.0,Exact
1015466,1015466,MYTIKAS,Bulk Carrier-Handymax,40515,10.392,0.0,Exact
1015478,1015478,XIN RUI 009,,16725,5.93,0.0,Exact
1015480,1015480,DA AN 78,,5775,6.23,0.0,Exact
1015492,1015492,JIA YUE 18,"Tanker-5,000-7,499dwt",5180,6.0,0.0,Exact
1015507,1015507,CAPRI ISLAND,Bulk Carrier-Handymax,40525,10.392,0.0,Exact
1015519,1015519,MAPLE ISLAND,Bulk Carrier-Handymax,40521,10.392,0.0,Exact
1015533,1015533,THAE RYONG 3,"General Cargo 5,000-9,999 dwt",5116,5.95,0.0,Exact
1015545,1015545,HAI DA 769,"Tanker-<=4,999dwt",4550,5.7,0.0,Exact
1015557,1015557,NING YUAN CHUN XIAO,,4972,5.95,0.0,Exact
1015571,1015571,ANSAC RISING SUN,Bulk Carrier-Handymax,40519,10.392,0.0,Exact
1015583,1015583,ANSAC REVERENCE,Bulk Carrier-Handymax,40524,10.392,0.0,Exact
1015600,1015600,SG SUNRISE,Bulk Carrier-Newcastlemax,211474,18.64,0.0,Exact
1015612,1015612,HAWAIKI NUI 2,Ro-ro cargo <=499 LM,2605,4.5,0.0,Exact
1015636,1015636,YONG JI HAI,Bulk Carrier-Large Handy,32360,10.0,0.0,Exact
1015650,1015650,RUN HUA 817,Bulk Carrier-Pmax/Kamsarmax,75788,11.3,0.0,Exact
1015662,1015662,PEARL LEGACY,"Tanker-5,000-7,499dwt",6795,7.013,0.0,Exact
1015674,1015674,PEARL LIBERTY,"Tanker-5,000-7,499dwt",6771,7.013,0.0,Exact
1015686,1015686,PEARL LOYALE,"Tanker-5,000-7,499dwt",6788,7.013,0.0,Exact
1015698,1015698,PEARL LILY,"Tanker-5,000-7,499dwt",6779,7.013,0.0,Exact
1015703,1015703,PEARL LEGO,"Tanker-5,000-7,499dwt",6813,7.013,0.0,Exact
1015715,1015715,PEARL LAVENDER,"Tanker-5,000-7,499dwt",6786,7.013,0.0,Exact
1015727,1015727,HUA SHENG 167,Bulk Carrier-Supra/Ultramax,64997,11.0,0.0,Exact
1015739,1015739,SHI JI FENG RONG,Bulk Carrier-Large Handy,29471,10.0,0.0,Exact
1015741,1015741,HSL GERALDTON,Bulk Carrier-Handymax,40528,10.392,0.0,Exact
1015753,1015753,MTR JUPITER,Bulk Carrier-Handymax,40502,10.392,0.0,Exact
1015765,1015765,GLOBAL FUTURE,Bulk Carrier-Capesize,182613,18.24,0.0,Exact
1015789,1015789,VANGUARD,,0,2.743,0.0,Exact
1015791,1015791,ZHONG CHUAN 701,,7500,6.7,18.9,Exact
1015806,1015806,HT GOLDEN,,12000,5.35,0.0,Exact
1015818,1015818,JULIA V,"General Cargo 5,000-9,999 dwt",8330,4.6,0.0,Exact
1015820,1015820,ANASTASIA V,"General Cargo 5,000-9,999 dwt",8330,4.6,0.0,Exact
1015832,1015832,DARYA DIYA,Bulk Carrier-Supra/Ultramax,64650,13.3,61.1,Exact
1015844,1015844,DARYA JIYA,Bulk Carrier-Supra/Ultramax,64670,13.5,0.0,Exact
1015868,1015868,GEM RUBY,Tanker-MR2,49999,13.274,0.0,Exact
1015870,1015870,GEM SAPPHIRE,Tanker-MR2,49999,13.274,53.6,Exact
1015882,1015882,GY. SGT. BASILONE,,0,0.0,0.0,Exact
1015894,1015894,SGT. HARRELL,,205,2.6,0.0,Exact
1015909,1015909,KOHZAN MARU VII,Tanker-MR2,47960,12.787,0.0,Exact
1015935,1015935,XIN YI BO LI 01,"General Cargo 5,000-9,999 dwt",5052,5.68,0.0,Exact
1015947,1015947,XIN YI BO LI 02,"General Cargo 5,000-9,999 dwt",5047,5.68,0.0,Exact
1015959,1015959,HMM LEAF,Containership-Post-Panamax,99726,14.621,0.0,Exact
1016056,1016056,WINDPOWER,,8768,7.3,14.5,Exact
1016109,1016109,SCARLET CYPRESS,Bulk Carrier-Pmax/Kamsarmax,82010,14.594,0.0,Exact
1016111,1016111,FRIENDSHIP DIVA,Bulk Carrier-Pmax/Kamsarmax,81982,14.594,0.0,Exact
1016123,1016123,PROSO,Bulk Carrier-Pmax/Kamsarmax,81962,14.594,0.0,Exact
1016135,1016135,SINCERITY DIVA,Bulk Carrier-Pmax/Kamsarmax,81992,14.594,0.0,Exact
1016161,1016161,ZHONG PENG YOU YI,Containership-Regional Feeder,29794,10.1,0.0,Exact
1016173,1016173,SOWA MARU,,0,3.1,0.0,Exact
1016185,1016185,SELANGOR PARK,Tanker-Handy,19989,9.712,29.9,Exact
1016197,1016197,KEVSER 3,"Tanker-<=4,999dwt",790,2.9,0.0,Exact
1016202,1016202,PASHA 11,"Tanker-<=4,999dwt",1750,4.16,0.0,Exact
1016214,1016214,KEDROS,Tanker-LR2,113920,15.0,99.9,Exact
1016226,1016226,KASTOS,Tanker-LR2,113897,15.02,99.9,Exact
1016276,1016276,SUN KRONOS,Tanker-Handy,12577,8.814,21.3,Exact
1016290,1016290,SAEHAN OLIVIA,Tanker-Handy,19765,9.715,29.6,Exact
1016305,1016305,MH BORGA,Tanker-Handy,19761,9.715,0.0,Exact
1016355,1016355,SONG NIM 5,"General Cargo 5,000-9,999 dwt",5262,5.54,0.0,Exact
1016367,1016367,AURORA,,172,4.37,0.0,Exact
1016472,1016472,ZY IDOL,Bulk Carrier-Supra/Ultramax,64675,13.5,0.0,Exact
1016484,1016484,STAR OCEAN,Bulk Carrier-Supra/Ultramax,64576,13.5,0.0,Exact
1016496,1016496,OPAL WEALTH,Bulk Carrier-Supra/Ultramax,64241,13.525,0.0,Exact
1016501,1016501,BS HAIPHONG,Tanker-Handy,12992,8.744,0.0,Exact
1016513,1016513,BS ULSAN,Tanker-Handy,12986,8.744,0.0,Exact
1016563,1016563,JOANNA BORCHARD,Containership-Regional Feeder,17495,9.5,0.0,Exact
1016575,1016575,JUDITH BORCHARD,Containership-Regional Feeder,17499,9.5,0.0,Exact
1016587,1016587,MARTTA,Containership-Regional Feeder,17484,9.5,0.0,Exact
1016604,1016604,JIA YI 28,"Reefer-5,000-7,999dwt",7658,7.4,0.0,Exact
1016628,1016628,KAI HANG 5,Containership-Small Feeder,11373,9.0,0.0,Exact
1016654,1016654,MSC LEILA,Containership-Sub New Panamax,139647,16.0,0.0,Exact
1016666,1016666,MSC INSA,Containership-Sub New Panamax,139641,16.0,0.0,Exact
1016680,1016680,MSC EDNA,Containership-Sub New Panamax,139394,16.0,0.0,Exact
1016692,1016692,MSC ADELE,Containership-Sub New Panamax,139436,16.0,0.0,Exact
1016757,1016757,XIN LIN HAI 18,"General Cargo 5,000-9,999 dwt",8603,6.6,0.0,Exact
1016800,1016800,TANTO HORAS,Containership-Small Feeder,8510,5.2,0.0,Exact
1016812,1016812,FENG YI 9,LPG-Small Gas Carrier,4627,6.0,0.0,Exact
1016848,1016848,HUI GANG TONG 128,,2200,4.0,0.0,Exact
1016874,1016874,CHANG DA 168,"General Cargo 5,000-9,999 dwt",9500,7.2,0.0,Exact
1016886,1016886,SLM AIOLOS,,12992,5.664,0.0,Exact
1016898,1016898,SLM DIONYSOS,,13031,5.664,0.0,Exact
1016903,1016903,SLM APHRODITE,,13043,5.664,0.0,Exact
1016927,1016927,HONG XIANG 668,,6168,5.5,0.0,Exact
1016991,1016991,SHENG YANG 699,,11467,6.0,0.0,Exact
1017012,1017012,XIN LIN HAI 6,"General Cargo 5,000-9,999 dwt",8135,6.9,0.0,Exact
1017048,1017048,METRO MISTRAL,Tanker-LR1,74949,13.7,0.0,Exact
1017050,1017050,METRO LIVAS,Tanker-LR1,74944,13.7,0.0,Exact
1017141,1017141,MIN HUA 8,"General Cargo 10,000-14,999dwt",12466,7.6,0.0,Exact
1017153,1017153,RATU RENGGANIS,"Tanker-5,000-7,499dwt",6881,5.57,0.0,Exact
1017189,1017189,SITC CHANGDE,Containership-Regional Feeder,23900,9.7,0.0,Exact
1017191,1017191,SITC HAODE,Containership-Regional Feeder,24279,9.7,0.0,Exact
1017206,1017206,SITC XIN,Containership-Regional Feeder,24290,9.7,0.0,Exact
1017218,1017218,SITC ZHENGDE,Containership-Regional Feeder,24224,9.7,0.0,Exact
1017256,1017256,SITC JUNDE,Containership-Regional Feeder,24278,9.7,0.0,Exact
1017268,1017268,SITC RUIDE,Containership-Regional Feeder,24300,9.7,0.0,Exact
1017464,1017464,GENESIS,,0,1.75,0.0,Exact
1017476,1017476,RAWABI 213,,2103,3.5,9.1,Exact
1017488,1017488,KAYAN LPG,LPG-Small Gas Carrier,3573,2.0,0.0,Exact
1017543,1017543,MERCURY ISLAND,Bulk Carrier-Supra/Ultramax,64095,13.525,0.0,Exact
1017696,1017696,FAST4WARD MPF NO. C,,109632,25.0,0.0,Exact
1017713,1017713,AUSTIN TRADER,Bulk Carrier-Supra/Ultramax,63747,13.5,0.0,Exact
1017725,1017725,ORION TRADER,Bulk Carrier-Supra/Ultramax,63723,13.5,0.0,Exact
1017737,1017737,QUEEN TRADER,Bulk Carrier-Supra/Ultramax,63500,13.5,0.0,Exact
1017749,1017749,PARAGON TRADER,Bulk Carrier-Supra/Ultramax,63500,13.5,0.0,Exact
1017775,1017775,YONG SHENG 151,Bulk Carrier-Small Handy,12490,7.15,0.0,Exact
1017787,1017787,MO RAN BONG 7,"General Cargo 5,000-9,999 dwt",5115,5.85,0.0,Exact
1017804,1017804,SHEN FENG ZHOU,"Tanker-<=4,999dwt",4498,5.64,0.0,Exact
1017830,1017830,KANG FA 126,"Tanker-<=4,999dwt",4990,6.0,0.0,Exact
1017842,1017842,DING XIN 115,Bulk Carrier-Pmax/Kamsarmax,78900,13.6,0.0,Exact
1017866,1017866,XIN SHUN HAI,Container-Baby post-Panamax,83327,13.5,0.0,Exact
1017878,1017878,CHENG SHAN 01,Bulk Carrier-Supra/Ultramax,51687,10.9,0.0,Exact
1017880,1017880,CHANG SHENG JI 9,Containership-Feedermax,35788,10.1,0.0,Exact
1017957,1017957,QING XIANG 6,Containership-Regional Feeder,25725,9.5,0.0,Exact
1017969,1017969,HUI TONG 67,,6487,6.32,0.0,Exact
1017971,1017971,HENG RUN DA 6,"General Cargo 10,000-14,999dwt",12500,7.75,0.0,Exact
1017983,1017983,DAI YOU 67,"Tanker-5,000-7,499dwt",6546,6.5,0.0,Exact
1017995,1017995,NING YUAN BAI HE,,4979,5.95,0.0,Exact
1018016,1018016,DESERT LEOPARD,Bulk Carrier-Supra/Ultramax,63569,13.5,0.0,Exact
1018030,1018030,DESERT LION,Bulk Carrier-Supra/Ultramax,63623,13.5,0.0,Exact
1018078,1018078,DESERT PUMA,Bulk Carrier-Supra/Ultramax,63654,13.5,0.0,Exact
1018080,1018080,WINNING LCT 1,"General Cargo 5,000-9,999 dwt",9535,4.95,0.0,Exact
1018092,1018092,ALONDRA,Bulk Carrier-Supra/Ultramax,63558,13.5,0.0,Exact
1018107,1018107,ANTHIA,Bulk Carrier-Supra/Ultramax,63616,13.5,0.0,Exact
1018121,1018121,SSI PRIVILEGE II,Bulk Carrier-Supra/Ultramax,63651,13.5,0.0,Exact
1018133,1018133,SSI DARING II,Bulk Carrier-Supra/Ultramax,63643,13.519,61.7,Exact
1018145,1018145,INTERASIA TENACITY,Container-Baby post-Panamax,37160,11.5,0.0,Exact
1018157,1018157,INTERASIA TRIBUTE,Container-Baby post-Panamax,37160,11.5,0.0,Exact
1018169,1018169,INTERASIA TRIUMPH,Container-Baby post-Panamax,37160,11.5,0.0,Exact
1018171,1018171,INTERASIA TACTIC,Container-Baby post-Panamax,37160,11.5,0.0,Exact
1018183,1018183,ZY NINGBO,Bulk Carrier-Supra/Ultramax,63789,13.5,0.0,Exact
1018236,1018236,ZY KUNSHAN,Bulk Carrier-Supra/Ultramax,63748,13.5,0.0,Exact
1018248,1018248,AGIA FEVRONIA,Bulk Carrier-Supra/Ultramax,63801,13.5,0.0,Exact
1018377,1018377,AICC HUANGHU,"PCC/PCTC => 4,000 cars",18773,10.0,0.0,Exact
1018389,1018389,AICC KUNPENG,"PCC/PCTC => 4,000 cars",18885,10.0,0.0,Exact
1018391,1018391,AICC FENGHUANG,"PCC/PCTC => 4,000 cars",18500,10.0,0.0,Exact
1018470,1018470,GREEN ENDEAVOUR,LPG-Large Gas Carrier,32729,9.4,0.0,Exact
1018523,1018523,HUA ZHENG HAI GANG,"General Cargo 15,000-19,999dwt",17300,8.2,0.0,Exact
1018547,1018547,FENG HAI 18,Containership-Regional Feeder,24597,9.8,0.0,Exact
1018559,1018559,MR. BRIAN,,244,4.05,3.0,Exact
1018573,1018573,XH ALOT,Bulk Carrier-Newcastlemax,211248,18.55,0.0,Exact
1018585,1018585,XH ATOP,Bulk Carrier-Newcastlemax,211299,18.55,0.0,Exact
1018602,1018602,POSEIDON 48,,3600,0.0,0.0,Exact
1018614,1018614,UN HA SU,"General Cargo <=4,999 dwt",3282,4.85,0.0,Exact
1018755,1018755,SEA LYRA,Bulk Carrier-Pmax/Kamsarmax,82276,14.5,0.0,Exact
1018767,1018767,SEA LYNX,Bulk Carrier-Pmax/Kamsarmax,82182,14.5,0.0,Exact
1018779,1018779,SEA LIBRA,Bulk Carrier-Pmax/Kamsarmax,82301,14.5,0.0,Exact
1018781,1018781,SEA LEO,Bulk Carrier-Pmax/Kamsarmax,82266,14.5,0.0,Exact
1018793,1018793,BINTANG CAHAYA KAPUAS 01,"Tanker-<=4,999dwt",603,2.12,0.0,Exact
1018808,1018808,YON BONG,"General Cargo 5,000-9,999 dwt",5275,5.9,0.0,Exact
1018834,1018834,GRACE MCALLISTER,,208,0.0,0.0,Exact
1018846,1018846,LETTIE PG,Tanker-Handy,10810,6.8,24.8,Exact
1018858,1018858,AGNES PG,Tanker-Handy,10795,6.8,22.2,Exact
1018860,1018860,GOLDEN SUN,Tanker-MR2,49988,13.2,53.5,Exact
1018872,1018872,SILVER MOON,Tanker-MR2,49986,13.192,53.5,Exact
1018913,1018913,OURSON,,0,1.2,0.0,Exact
1018987,1018987,ZHOU SHUN 7,"General Cargo 15,000-19,999dwt",16008,8.21,0.0,Exact
1019022,1019022,JIN HUI 8,,5071,4.1,0.0,Exact
1019046,1019046,HOPE STAR,"General Cargo 15,000-19,999dwt",17476,8.57,0.0,Exact
1019058,1019058,HUA YUN TONG YUAN,"Tanker-5,000-7,499dwt",6300,6.36,0.0,Exact
1019084,1019084,HUA YUN LI YUAN,,7450,6.69,0.0,Exact
1019101,1019101,ANBIEN SKY,Containership-Regional Feeder,24454,9.7,0.0,Exact
1019113,1019113,HAIAN OPUS,Containership-Regional Feeder,24432,9.7,0.0,Exact
1019137,1019137,GAS HOPE,LPG-Small Gas Carrier,6711,6.814,19.6,Exact
1019149,1019149,GAS INFINITY,LPG-Small Gas Carrier,6718,6.814,19.6,Exact
1019175,1019175,KAKO,Containership-Regional Feeder,11634,8.214,0.0,Exact
1019307,1019307,SEACON NAGOYA,"General Cargo 10,000-14,999dwt",13504,9.03,0.0,Exact
1019321,1019321,RAWABI 209,,2069,5.0,0.0,Exact
1019333,1019333,WINDEA INTREPID,,76,1.8,0.0,Exact
1019345,1019345,WINDEA COURAGEOUS,,40,1.8,0.0,Exact
1019357,1019357,WINDEA ENTERPRISE,,40,1.8,0.0,Exact
1019369,1019369,RAWABI 210,,2070,5.0,0.0,Exact
1019371,1019371,RAWABI 214,,2062,5.0,0.0,Exact
1019395,1019395,SAMUDERA MAKMUR 06,"General Cargo 5,000-9,999 dwt",5016,5.95,0.0,Exact
1019424,1019424,SHWE NADI,"General Cargo <=4,999 dwt",2600,3.79,0.0,Exact
1019462,1019462,MINERAL CESKO,Bulk Carrier-Newcastlemax,210784,18.4,0.0,Exact
1019474,1019474,MINERAL SLOVENIJA,Bulk Carrier-Newcastlemax,210000,18.4,0.0,Exact
1019527,1019527,SALAMAH,"Tanker-<=4,999dwt",3602,5.6,0.0,Exact
1019553,1019553,KANG SHUN HUI HUANG,"General Cargo 10,000-14,999dwt",14916,7.6,0.0,Exact
1019591,1019591,MARIETTA,Bulk Carrier-Supra/Ultramax,63875,13.5,0.0,Exact
1019606,1019606,MARINICKI,Bulk Carrier-Supra/Ultramax,63600,13.5,0.0,Exact
1019682,1019682,TETIARAOI,,205,2.8,0.0,Exact
1019709,1019709,MOUNT ANJIN,Bulk Carrier-Newcastlemax,211981,18.4,0.0,Exact
1019711,1019711,MOUNT YOTEI,Bulk Carrier-Newcastlemax,211928,18.4,0.0,Exact
1019759,1019759,GOLDEN VALLEY,"General Cargo 5,000-9,999 dwt",5090,5.92,0.0,Exact
1019761,1019761,ATHENS C,Tanker-MR2,50171,13.35,52.0,Exact
1019773,1019773,AEGEAN C,Tanker-MR2,50159,13.35,52.0,Exact
1019840,1019840,XH DEEP COVER,Bulk Carrier-Pmax/Kamsarmax,83070,14.55,0.0,Exact
1019852,1019852,XH SQUARE LEG,Bulk Carrier-Pmax/Kamsarmax,83055,14.55,0.0,Exact
1019888,1019888,SP DIAMOND,,381,0.0,0.0,Exact
1019890,1019890,SP RUBY,,382,0.0,0.0,Exact
1019905,1019905,BRAM RIO,,5496,0.0,0.0,Exact
1019917,1019917,BWEK BEACON,LPG-Small Gas Carrier,7139,6.764,19.8,Exact
1019929,1019929,IRIS CORAL,LPG-Small Gas Carrier,3748,5.45,0.0,Exact
1019943,1019943,AZALEA CORAL,LPG-Small Gas Carrier,5198,6.2,0.0,Exact
1019979,1019979,CLAYTON,Tanker-Handy,13237,8.55,23.1,Exact
