IMO_Clean,IMO_Original,VesselName,ShipType,DWT,Draft_m,TPC,MatchQuality
8748397,8748397,YONG SHUN,"General Cargo 15,000-19,999dwt",15000,7.9,24.7,Exact
8748426,8748426,NEW GLORY,"General Cargo 5,000-9,999 dwt",5150,5.85,0.0,Exact
8748438,8748438,JIN HENG HAI,"General Cargo 5,000-9,999 dwt",5036,5.85,0.0,Exact
8748701,8748701,ARIA,"General Cargo 5,000-9,999 dwt",9230,7.0,0.0,Exact
8749145,8749145,HUA XIA 2,,1280,3.7,0.0,Exact
8749157,8749157,GM 3,,1296,3.0,0.0,Exact
8749195,8749195,PUYUN 6,"General Cargo 5,000-9,999 dwt",5232,5.95,0.0,Exact
8749200,8749200,PUYUN 2,"General Cargo 5,000-9,999 dwt",5150,5.9,0.0,Exact
8749248,8749248,DING XIN 16,"General Cargo 5,000-9,999 dwt",8350,6.5,0.0,Exact
8749262,8749262,SHUN YANG,"General Cargo 5,000-9,999 dwt",5078,5.9,0.0,Exact
8749418,8749418,KANAYA PRIMA 99,"Tanker-<=4,999dwt",518,2.7,0.0,Exact
8749638,8749638,EVEREST XL,,0,2.0,0.0,Exact
8749755,8749755,SAMUDRA BERLIAN,,0,1.79,0.0,Exact
8749858,8749858,SAMARAI MURUA,,0,1.72,0.0,Exact
8749884,8749884,MOUNT ST. ELIAS,,274,3.93,0.0,Exact
8750297,8750297,BARUNA I,,3908,3.77,0.0,Exact
8756746,8756746,SUARD 44,,0,1.99,0.0,Exact
8756813,8756813,CON SON,,6952,3.74,0.0,Exact
8756825,8756825,DLB 801,,5812,3.83,0.0,Exact
8756930,8756930,EL CAPITAIN,,0,2.72,0.0,Exact
8757049,8757049,WEEKS 196,,0,2.896,0.0,Exact
8757300,8757300,EKA NUSANTARA 600,,7260,5.17,0.0,Exact
8757441,8757441,MIDNIGHT RUNNER,,0,0.0,0.0,Exact
8757477,8757477,FENIX,,10608,4.596,0.0,Exact
8757673,8757673,TIMAS DLB 01,,7990,5.517,0.0,Exact
8757697,8757697,MCDERMOTT DERRICK BARGE NO. 28,,12000,5.4,0.0,Exact
8757788,8757788,DERRICK BARGE 30,,8902,5.297,0.0,Exact
8757831,8757831,MICOPERI TRENTA,,6396,5.15,0.0,Exact
8757958,8757958,ARAPAHO,,0,4.88,0.0,Exact
8757996,8757996,WEEKS 541,,0,0.0,0.0,Exact
8758055,8758055,PLB-648,,4571,3.8,0.0,Exact
8758108,8758108,DLB 750,,6984,4.348,0.0,Exact
8758263,8758263,PACIFIC,,0,4.27,0.0,Exact
8758665,8758665,CHICKASAW,,5178,4.179,0.0,Exact
8758811,8758811,WEEKS 571,,0,0.0,0.0,Exact
8758926,8758926,SAMSON,,0,0.0,0.0,Exact
8758952,8758952,SEA CONSTRUCTOR,,5616,3.0,0.0,Exact
8759114,8759114,SEA HORIZON,,3992,4.04,0.0,Exact
8762745,8762745,DIXIE DIVER,,0,2.408,0.0,Exact
8762939,8762939,PARKER RIG 72,,0,0.0,0.0,Exact
8762989,8762989,RIG 61,,3356,3.05,0.0,Exact
8763024,8763024,ROCKFISH,,0,1.52,0.0,Exact
8763036,8763036,ALBACORE,,0,1.52,0.0,Exact
8763098,8763098,TRINITY III,,0,1.83,0.0,Exact
8763294,8763294,BALDER FPU,,55000,14.0,0.0,Exact
8763309,8763309,SVETAH VENETIA,,69647,16.02,70.0,Exact
8763426,8763426,CAPTAIN FPSO,,88326,18.0,0.0,Exact
8763452,8763452,BLEO HOLM,,119000,14.88,0.0,Exact
8763579,8763579,BO HAI YOU YI HAO,,52000,10.5,0.0,Exact
8763593,8763593,INGENIUM II,,9552,8.0,0.0,Exact
8763608,8763608,ANOA NATUNA,,76200,14.45,0.0,Exact
8763763,8763763,BLUE RUNNER,,0,0.0,0.0,Exact
8763775,8763775,SANDSHARK,,0,0.0,0.0,Exact
8764212,8764212,PIONEER,,3500,3.35,0.0,Exact
8764509,8764509,FPSO GIRASSOL,,343000,22.77,0.0,Exact
8764690,8764690,BULL SHARK,,494,3.35,0.0,Exact
8764705,8764705,NORNE,,100000,20.0,0.0,Exact
8764755,8764755,SWORDFISH,,0,0.0,0.0,Exact
8764949,8764949,VIETSOVPETRO-01,,154146,16.84,0.0,Exact
8764975,8764975,RAM XII,,0,0.0,0.0,Exact
8765072,8765072,RAM XIV,,0,0.0,0.0,Exact
8765113,8765113,L/B GALVESTON,,0,2.073,0.0,Exact
8765204,8765204,BOHAI SHI JI,,162214,14.52,0.0,Exact
8765216,8765216,BELANAK NATUNA,,202860,20.3,0.0,Exact
8765228,8765228,NAN HAI FEN JIN,,153675,17.5,0.0,Exact
8765292,8765292,KIZOMBA A FPSO,,340660,24.4,0.0,Exact
8765319,8765319,FSO UNITY,,341000,22.0,0.0,Exact
8765333,8765333,FARWAH,,135514,16.96,0.0,Exact
8765412,8765412,SBX-1,,0,0.0,0.0,Exact
8765632,8765632,PUTERI CAKRAWALA,,74821,13.5,0.0,Exact
8765709,8765709,RAINBOW RUNNER,,0,1.52,0.0,Exact
8765711,8765711,LEATHERJACK,,0,2.057,0.0,Exact
8765759,8765759,RAM XI,,0,2.02,0.0,Exact
8765761,8765761,ENZO CHARLES,,0,0.0,0.0,Exact
8765785,8765785,LEGS III,,0,0.0,0.0,Exact
8765797,8765797,RAM IV,,0,0.0,0.0,Exact
8765802,8765802,MAGGIE KAY,,0,0.0,0.0,Exact
8765826,8765826,RAM VI,,0,0.0,0.0,Exact
8765838,8765838,RAM VII,,0,0.0,0.0,Exact
8765864,8765864,MAN-O-WAR,,0,2.29,0.0,Exact
8765876,8765876,MANTA RAY,,0,1.77,0.0,Exact
8765888,8765888,SEABASS,,0,0.0,0.0,Exact
8765905,8765905,POMPANO,,0,0.0,0.0,Exact
8765917,8765917,L/B MYRTLE,,0,2.13,0.0,Exact
8765929,8765929,L/B BATON ROUGE,,0,2.13,0.0,Exact
8765931,8765931,MEMPHIS,,0,2.13,0.0,Exact
8765943,8765943,NORTHSTAR VOYAGER,,0,1.82,0.0,Exact
8765955,8765955,REDFISH,,0,1.82,0.0,Exact
8765979,8765979,L/B HOUSTON,,0,0.0,0.0,Exact
8765981,8765981,DISCOVERY,,0,0.0,0.0,Exact
8766002,8766002,SEA TROUT,,0,0.0,0.0,Exact
8766014,8766014,REMORA,,0,0.0,0.0,Exact
8766064,8766064,SEA ROBIN,,0,0.0,0.0,Exact
8766076,8766076,GULF ISLAND VI,,0,0.0,0.0,Exact
8766090,8766090,SKIPFISH,,0,0.0,0.0,Exact
8766117,8766117,SEABREAM,,0,0.0,0.0,Exact
8766129,8766129,CORINA,,0,0.0,0.0,Exact
8766131,8766131,TILAPIA,,0,0.0,0.0,Exact
8766155,8766155,MORAY,,0,0.0,0.0,Exact
8766179,8766179,ESCRAVOS LPG FSO,,37354,10.87,0.0,Exact
8766181,8766181,NJORD BRAVO,,95000,15.52,0.0,Exact
8766208,8766208,ASGARD A,,105000,19.68,0.0,Exact
8766375,8766375,OCEAN 303,,7891,3.985,0.0,Exact
8766739,8766739,HYUNDAI 2500,,23875,7.482,0.0,Exact
8766789,8766789,OLMECA II,,20000,5.41,0.0,Exact
8767290,8767290,PATHUMABAHA,,60443,12.62,0.0,Exact
8767305,8767305,RAM XV,,0,2.057,0.0,Exact
8767329,8767329,L/B NEW ORLEANS,,0,1.75,0.0,Exact
8767379,8767379,TRINITY IV,,0,0.0,0.0,Exact
8767381,8767381,TRINITY II,,0,0.0,0.0,Exact
8767408,8767408,TRINITY I,,0,0.0,0.0,Exact
8767422,8767422,TRINITY V,,0,0.0,0.0,Exact
8767537,8767537,TRIGGERFISH,,0,0.0,0.0,Exact
8767575,8767575,DULARGE,,614,0.0,0.0,Exact
8767587,8767587,L/B LAFAYETTE,,0,2.068,0.0,Exact
8767604,8767604,MAMMOTH ELEVATOR,,0,2.1,0.0,Exact
8768191,8768191,BAYOU LAFOURCHE,,0,0.0,0.0,Exact
8768385,8768385,JONI,,288,2.06,0.0,Exact
8768397,8768397,SADRA SADAF 132,,10096,5.0,0.0,Exact
8769004,8769004,SEACOR HAWK,,384,0.0,0.0,Exact
8769030,8769030,JANIE,,288,2.1,0.0,Exact
8769573,8769573,MARIDIVE CONSTRUCTOR,,5893,4.0,0.0,Exact
8769638,8769638,TELFORD 28,,6791,4.78,0.0,Exact
8769810,8769810,PETITE,,0,1.67,0.0,Exact
8770106,8770106,TELFORD 25,,6603,4.98,0.0,Exact
8770235,8770235,JIMMIE HOLMES ELEVATOR,,0,1.82,0.0,Exact
8770261,8770261,AKADEMIK CHERSKIY,,11036,6.8,0.0,Exact
8770273,8770273,TELFORD 34,,9378,5.88,0.0,Exact
8770285,8770285,TELFORD 31,,5873,5.0,0.0,Exact
8770546,8770546,JUB PIONEER,,3165,3.66,0.0,Exact
8770558,8770558,QMS AL OULA,,3165,3.66,0.0,Exact
8770704,8770704,L/B PAUL,,459,2.25,0.0,Exact
8770716,8770716,L/B CAITLIN,,472,2.44,0.0,Exact
8770895,8770895,MIAMI,,2051,2.71,0.0,Exact
8771497,8771497,UMM SHAIF,,6813,4.45,0.0,Exact
8771576,8771576,PETROLEUM SUPERIOR,,10386,5.0,0.0,Exact
8772269,8772269,FIORE 270 I,,4448,4.125,0.0,Exact
8772518,8772518,AVIRRA III,"Tanker-<=4,999dwt",0,0.0,0.0,Exact
8772556,8772556,YONG CHENG 10,"Tanker-<=4,999dwt",4393,5.548,15.3,Exact
8772568,8772568,DONNY D IV,,0,0.0,0.0,Exact
8772582,8772582,FAHER 01,"Tanker-<=4,999dwt",0,2.43,0.0,Exact
8772594,8772594,KHUSNAHAR-1,"Tanker-<=4,999dwt",1721,3.66,0.0,Exact
8772609,8772609,KHUSNAHAR-2,"Tanker-<=4,999dwt",2116,4.0,0.0,Exact
8772611,8772611,KHUSNAHAR-3,"Tanker-<=4,999dwt",2116,4.0,0.0,Exact
8772623,8772623,KHUSNAHAR-4,"Tanker-<=4,999dwt",1721,3.66,0.0,Exact
8772635,8772635,KHUSNAHAR-5,"Tanker-<=4,999dwt",1500,3.66,0.0,Exact
8772673,8772673,SARJANA-3,"Tanker-<=4,999dwt",1721,3.66,0.0,Exact
8772697,8772697,SEA BOSS 5,"Reefer-<=1,999dwt",200,0.0,0.0,Exact
8772702,8772702,TRIDENT TRANSPORTER,,0,0.0,0.0,Exact
8772855,8772855,NATIEL FAYE,"Tanker-<=4,999dwt",700,0.0,0.0,Exact
8772879,8772879,LIDYA,"Tanker-<=4,999dwt",2890,5.67,0.0,Exact
8772922,8772922,PAKAMON,"Tanker-<=4,999dwt",3619,4.93,0.0,Exact
8772996,8772996,JBB 86,,6889,0.0,0.0,Exact
8773043,8773043,JULIUS,"General Cargo <=4,999 dwt",1000,3.3,0.0,Exact
8773055,8773055,SYARIFA,"Tanker-<=4,999dwt",0,2.84,0.0,Exact
8773134,8773134,GT 108,,8000,6.8,0.0,Exact
8773196,8773196,PRAKARSA MAS,"General Cargo 5,000-9,999 dwt",6207,5.95,0.0,Exact
8773237,8773237,XIU HONG,Containership-Small Feeder,14817,7.3,24.1,Exact
8773524,8773524,ZHONG HAI 18,"General Cargo 5,000-9,999 dwt",5500,0.0,0.0,Exact
8773689,8773689,PASUNDAN WARRIOR,"Tanker-<=4,999dwt",500,0.0,0.0,Exact
8773706,8773706,ANDISYA,"Tanker-<=4,999dwt",500,2.5,0.0,Exact
8773718,8773718,FARADILA 02 ADIOS,"Tanker-<=4,999dwt",0,2.0,0.0,Exact
8773720,8773720,NORLHA 5,"Tanker-<=4,999dwt",0,2.24,0.0,Exact
8773885,8773885,LITE FERRY 18,,1133,3.4,0.0,Exact
8773897,8773897,LITE FERRY 19,,1133,3.4,0.0,Exact
8773926,8773926,MUSDALIFA 07,,0,1.71,0.0,Exact
8773976,8773976,SOLID 5,"Tanker-<=4,999dwt",2500,3.5,0.0,Exact
8774047,8774047,MAN DAL,"General Cargo 5,000-9,999 dwt",6500,0.0,0.0,Exact
8774126,8774126,SAMUDERA 68,,0,0.0,0.0,Exact
8774138,8774138,MATANO 707,,0,3.0,0.0,Exact
8774164,8774164,LUCKY STAR,,500,0.0,0.0,Exact
8774190,8774190,MUTIARA MAHAKAM 05,,420,2.025,0.0,Exact
8774231,8774231,SUPER 188,,0,2.59,0.0,Exact
8774322,8774322,TARAKA SAMUDRA I,,0,1.56,0.0,Exact
8774396,8774396,CALVIN 08,,700,2.23,0.0,Exact
8774463,8774463,XIANG FA,"Reefer-<=1,999dwt",500,0.0,0.0,Exact
8774530,8774530,BNR 4,,0,1.6,0.0,Exact
8774669,8774669,PIZARRO,,146,2.1,0.0,Exact
8774889,8774889,ZETAE TRIUAMT,"Tanker-<=4,999dwt",650,3.09,3.8,Exact
8775077,8775077,TWO EASTWIND,,8678,4.853,0.0,Exact
8776394,8776394,SMOOTH SEA 21,,1310,4.05,0.0,Exact
8777166,8777166,HANG DA 9,,7270,0.0,0.0,Exact
8777295,8777295,HU HAI GONG 0233,,0,0.0,0.0,Exact
8779970,8779970,LCT QUEBEC,,2256,3.15,0.0,Exact
8780371,8780371,HAI AN 589,,1300,0.0,0.0,Exact
8781038,8781038,SAHIR,"Tanker-<=4,999dwt",1290,2.8,0.0,Exact
8781351,8781351,G & G,"Tanker-<=4,999dwt",0,1.56,0.0,Exact
8781363,8781363,NURUL IHSAN 07,"Tanker-<=4,999dwt",0,1.56,0.0,Exact
8781375,8781375,PACIFIC TRADER III,"Tanker-<=4,999dwt",300,2.2,0.0,Exact
8781387,8781387,SINAR PAGI 88,,0,1.67,0.0,Exact
8781416,8781416,JIA SHENG 218,"General Cargo <=4,999 dwt",3000,0.0,0.0,Exact
8781442,8781442,HARAPAN PERDANA VIII,,350,0.0,0.0,Exact
8781466,8781466,DAMAI SEJAHTERA 88,"General Cargo <=4,999 dwt",3400,5.13,0.0,Exact
8781959,8781959,SINAR FAJAR TIMUR II,,0,2.55,0.0,Exact
8782111,8782111,DAYA BERGUNA 02,,0,1.59,0.0,Exact
8782147,8782147,ALFA LIMA STAR 7,,0,2.65,0.0,Exact
8782214,8782214,BATANGHY,,0,0.0,0.0,Exact
8782226,8782226,SABRINA 0106,"Tanker-<=4,999dwt",0,0.0,0.0,Exact
8782379,8782379,AKUA KUEEN,,1379,2.81,0.0,Exact
8782408,8782408,DUTA PERTIWI,,0,0.0,0.0,Exact
8782824,8782824,LIAN KARTIKA,,400,0.0,0.0,Exact
8782991,8782991,YIN HAI 159,"General Cargo <=4,999 dwt",3300,0.0,0.0,Exact
8783086,8783086,YI CHUN 6,"General Cargo 15,000-19,999dwt",15700,8.2,27.0,Exact
8783440,8783440,KARIM-2,"Tanker-<=4,999dwt",2115,4.0,0.0,Exact
8783452,8783452,KARIM 1,"Tanker-<=4,999dwt",2115,4.0,0.0,Exact
8783701,8783701,SEVA 1,"General Cargo <=4,999 dwt",2662,4.5,0.0,Exact
8783751,8783751,JALISHA BELLE,"Tanker-<=4,999dwt",891,3.45,0.0,Exact
8783878,8783878,WAN HENG 9,"Tanker-<=4,999dwt",4819,5.6,0.0,Exact
8783957,8783957,NING XING 16,Bulk Carrier-Small Handy,20352,8.2,0.0,Exact
8783969,8783969,TAI ZE XING 319,Bulk Carrier-Small Handy,15986,8.2,0.0,Exact
8783971,8783971,DOMINIC S,,0,0.0,0.0,Exact
8784169,8784169,ZHENG AN 1,,5500,7.05,0.0,Exact
8784298,8784298,RAK WON 2,"General Cargo 5,000-9,999 dwt",5842,5.75,0.0,Exact
8784389,8784389,DA FU,"General Cargo <=4,999 dwt",1700,3.5,0.0,Exact
8784391,8784391,KAVITA,,0,1.68,0.0,Exact
8784652,8784652,SHEN ZHOU 16,"General Cargo <=4,999 dwt",4351,0.0,0.0,Exact
8784664,8784664,WAN DA YANG 819,"General Cargo <=4,999 dwt",3600,0.0,0.0,Exact
8784676,8784676,CHEN YUN MING HAO,"General Cargo 5,000-9,999 dwt",7105,0.0,0.0,Exact
8784688,8784688,NING DONG HU 1186,"General Cargo <=4,999 dwt",4400,0.0,0.0,Exact
8784690,8784690,NING LIAN HAI 960,"General Cargo 5,000-9,999 dwt",8302,0.0,0.0,Exact
8784705,8784705,NING SHUANG SHUN 2238,"General Cargo 5,000-9,999 dwt",8125,0.0,0.0,Exact
8784717,8784717,YU HANG 898,"General Cargo 5,000-9,999 dwt",5410,0.0,0.0,Exact
8784729,8784729,YONG RONG 128,"General Cargo <=4,999 dwt",4800,0.0,0.0,Exact
8784731,8784731,WAN XIN YIN 90,"General Cargo <=4,999 dwt",3526,0.0,0.0,Exact
8784743,8784743,WAN HONG SHUN 618,"General Cargo <=4,999 dwt",2980,0.0,0.0,Exact
8785060,8785060,DA RUN 31,"General Cargo <=4,999 dwt",2000,3.6,0.0,Exact
8785462,8785462,LC ARATOBWA,,460,2.5,0.0,Exact
8785747,8785747,ROYAL SEVEN,,2000,3.818,0.0,Exact
8786052,8786052,SONAL,"Tanker-<=4,999dwt",588,2.7,0.0,Exact
8786105,8786105,COSEVER,"Tanker-5,000-7,499dwt",5229,5.9,0.0,Exact
8786155,8786155,GOLDEN SEA,"Reefer-2,000-4,999dwt",4600,6.0,0.0,Exact
8786284,8786284,LCT POSEIDON 27,"General Cargo 5,000-9,999 dwt",5100,0.0,0.0,Exact
8786674,8786674,LISTARI 1,,1500,0.0,0.0,Exact
8786686,8786686,LISTARI 2,,1200,0.0,0.0,Exact
8786935,8786935,CT 9,"Bulk Carrier-5,000-7,499dwt",6800,0.0,0.0,Exact
8787185,8787185,FU YANG 99,,5600,4.7,0.0,Exact
8787240,8787240,KNB-12,"General Cargo <=4,999 dwt",2743,2.9,0.0,Exact
8787264,8787264,KNB-15,"General Cargo <=4,999 dwt",2743,2.9,0.0,Exact
8787408,8787408,TANYONGPURA,"Tanker-<=4,999dwt",0,0.0,0.0,Exact
8787551,8787551,SHREE KRISHNA-14,"General Cargo <=4,999 dwt",2100,3.2,0.0,Exact
8788270,8788270,JIA SHENG 219,,0,0.0,0.0,Exact
8788323,8788323,FENG SHUN,"General Cargo 5,000-9,999 dwt",5389,0.0,0.0,Exact
8788490,8788490,ARMADA VII,"Tanker-<=4,999dwt",630,0.0,0.0,Exact
8788866,8788866,ZHE LIN JI 622,"General Cargo <=4,999 dwt",1248,3.43,0.0,Exact
8788957,8788957,NERIDA,"General Cargo 5,000-9,999 dwt",5000,5.85,0.0,Exact
8789494,8789494,ZHEN GANG 566,"General Cargo <=4,999 dwt",1241,3.45,0.0,Exact
8789597,8789597,HUA XING,"Reefer-<=1,999dwt",0,0.0,0.0,Exact
8789614,8789614,BETHEL BARGE,"Tanker-<=4,999dwt",500,3.96,0.0,Exact
8789822,8789822,BREEZE,,2659,0.0,0.0,Exact
8790235,8790235,XING GANG 139,"General Cargo <=4,999 dwt",1242,3.47,0.0,Exact
8790273,8790273,SHREE PRAKASH,"Tanker-<=4,999dwt",1060,2.8,0.0,Exact
8790326,8790326,HEXEN ARGO 002,,10712,5.15,0.0,Exact
8790687,8790687,TASNIM-04,"General Cargo <=4,999 dwt",2200,4.0,0.0,Exact
8790699,8790699,TASNIM-05,"General Cargo <=4,999 dwt",2200,4.0,0.0,Exact
8790704,8790704,TASNIM-06,"General Cargo <=4,999 dwt",2200,4.0,0.0,Exact
8790716,8790716,TASNIM-07,"General Cargo <=4,999 dwt",2200,4.0,0.0,Exact
8790974,8790974,DONG KUN 3,"General Cargo <=4,999 dwt",4300,5.7,0.0,Exact
8790986,8790986,ACCORD ENERGY,"Tanker-<=4,999dwt",1719,3.66,0.0,Exact
8791045,8791045,YUAN DONG YANG FAN,,3023,5.15,5.8,Exact
8791057,8791057,YUAN DONG QI HANG,,3023,5.15,9.0,Exact
8791485,8791485,NP TRAT,Containership-Small Feeder,2000,0.0,0.0,Exact
8791497,8791497,NP CHANTHABURI,Containership-Small Feeder,2000,0.0,0.0,Exact
8791540,8791540,CANAL KIRKE,,0,0.0,0.0,Exact
8791631,8791631,YU SHUN 108,"Tanker-<=4,999dwt",1000,0.0,0.0,Exact
8791643,8791643,HONG HENG 258,"Tanker-<=4,999dwt",1000,0.0,0.0,Exact
8791693,8791693,JIA SHENG 221,,2300,0.0,0.0,Exact
8792037,8792037,FUELBARGE,"Tanker-<=4,999dwt",261,2.0,0.0,Exact
8792374,8792374,YOMONA,,0,2.4,0.0,Exact
8792635,8792635,NURUL IHSAN 9,,250,1.74,0.0,Exact
8792647,8792647,NEPLYN MARLUGA,,300,1.94,0.0,Exact
8792697,8792697,PATRA ZALVA II,"Tanker-<=4,999dwt",0,0.0,0.0,Exact
8792702,8792702,KARYA CAHAYA MANDIRI,,0,1.49,0.0,Exact
8792738,8792738,INDIAN TRANSPORT 02,"Tanker-<=4,999dwt",0,1.49,0.0,Exact
8792740,8792740,JC ONE,,0,1.67,0.0,Exact
8793029,8793029,SEASTAR EAGLE,"General Cargo <=4,999 dwt",2500,4.01,0.0,Exact
8793079,8793079,VIVA 250,"Tanker-<=4,999dwt",0,0.0,0.0,Exact
8793081,8793081,NASTISA 01,,0,0.0,0.0,Exact
8793108,8793108,MICHELLE,"Tanker-<=4,999dwt",0,0.0,0.0,Exact
8793134,8793134,DELTA AA 5,,0,1.93,0.0,Exact
8793407,8793407,PGMSC LIMA CHARLIE,,0,0.0,0.0,Exact
8793469,8793469,WALTER CURE ELEVATOR,,0,0.0,0.0,Exact
8793562,8793562,CATALINA PROVIDER,,482,1.5,0.0,Exact
8793718,8793718,THORS HAMMER,,47,0.0,0.0,Exact
8793823,8793823,SURVEY POINT,,0,0.0,0.0,Exact
8793914,8793914,ICON EFESUS I 17,"General Cargo 5,000-9,999 dwt",5000,5.9,0.0,Exact
8794097,8794097,KARYA STAR 27,,0,1.6,0.0,Exact
8794243,8794243,NUSANIWE,"Tanker-<=4,999dwt",4200,4.2,0.0,Exact
8794267,8794267,LCT ANDROS,,1741,2.736,0.0,Exact
8794449,8794449,ANUGERAH BERSAMA,"Tanker-<=4,999dwt",1350,2.8,0.0,Exact
8794475,8794475,SAIPEM ENDEAVOUR,,20057,6.38,0.0,Exact
8794671,8794671,PATRIA ANDROMEDA 1,,8300,4.5,0.0,Exact
8794798,8794798,LCT 1080,,4600,3.7,0.0,Exact
8794803,8794803,LCT 1078,,4600,3.7,0.0,Exact
8794827,8794827,AN LI 669,"General Cargo 5,000-9,999 dwt",5000,5.9,0.0,Exact
8794906,8794906,WS1,"Tanker-<=4,999dwt",3440,0.0,0.0,Exact
8795285,8795285,MAO YUE,LPG-Small Gas Carrier,4319,4.599,0.0,Exact
8795871,8795871,JIAN XING 15,"Tanker-<=4,999dwt",4071,5.5,0.0,Exact
8796394,8796394,LIAN HANG 358,"General Cargo 5,000-9,999 dwt",5500,0.0,0.0,Exact
8797013,8797013,OU BO 7666,,1500,0.0,0.0,Exact
8797025,8797025,HONG YUN 8666,,4000,0.0,0.0,Exact
8797037,8797037,BERLY,,3610,3.65,0.0,Exact
8797271,8797271,XING HANG HAI 66,"General Cargo <=4,999 dwt",1000,0.0,0.0,Exact
8797489,8797489,LIAN HANG 359,"General Cargo 5,000-9,999 dwt",7000,7.1,0.0,Exact
8797491,8797491,YIN TONG 1168,"General Cargo 5,000-9,999 dwt",6000,6.9,0.0,Exact
8797659,8797659,NEW BL COD,Tanker-Handy,13934,8.01,0.0,Exact
8797661,8797661,DA RUN 35,,1441,2.6,0.0,Exact
8797764,8797764,BARUTAMA 01,"Tanker-<=4,999dwt",0,0.0,0.0,Exact
8798005,8798005,VOYAGE SYMPHONY,"RoPax-5,000-9,999gt",2559,4.5,0.0,Exact
8798055,8798055,KUM PHYONG,"General Cargo <=4,999 dwt",4706,5.8,0.0,Exact
8798354,8798354,PATRA ZALVA III,"Tanker-<=4,999dwt",0,0.0,0.0,Exact
8798378,8798378,KAYAN CAHAYA,,0,2.09,0.0,Exact
8798457,8798457,DAYA BERGUNA 03,,0,2.0,0.0,Exact
8798469,8798469,CAHAYA BERSAUDARA,,250,1.64,0.0,Exact
8798653,8798653,BERKAH 8,"Tanker-<=4,999dwt",2900,3.84,0.0,Exact
8798835,8798835,LIAN HANG 351,"General Cargo 5,000-9,999 dwt",9770,7.6,0.0,Exact
8798859,8798859,GINA LISA,,0,1.83,0.0,Exact
8799011,8799011,TWO AARYAN,,8034,4.5,0.0,Exact
8799023,8799023,SHARK FIN,,0,0.0,0.0,Exact
8799255,8799255,TAKSAORN,"Tanker-<=4,999dwt",3410,6.0,0.0,Exact
8799645,8799645,OSHE HONMI,,11746,6.0,0.0,Exact
8799657,8799657,KANG HAI 268,"General Cargo <=4,999 dwt",1208,3.55,0.0,Exact
8799669,8799669,ZHE YU JI 666,"General Cargo <=4,999 dwt",1216,3.43,0.0,Exact
8800004,8800004,SHATT ALARAB 1,"Tanker-7,500-9,999dwt",9917,6.1,24.4,Exact
8800133,8800133,AXEL,"Reefer-2,000-4,999dwt",3200,6.24,0.0,Exact
8800224,8800224,FRIO NAVARIN,"Reefer-5,000-7,999dwt",6522,7.325,16.5,Exact
8800236,8800236,HAI FENG 668,"Reefer-5,000-7,999dwt",6522,7.325,16.7,Exact
8800755,8800755,ALJADARA,"RoPax-10,000-19,999gt",4429,6.3,0.0,Exact
8801280,8801280,SONG DOC PRIDE MV 19,,62482,12.751,64.3,Exact
8801747,8801747,MASHIMIZU MARU,,400,3.001,0.0,Exact
8801814,8801814,FRIO OCEANIC,"Reefer-=>8,000dwt",9727,8.508,0.0,Exact
8801917,8801917,SUPER SHUTTLE RORO 10,"Ro-ro cargo 2,000-2,999 LM",13866,8.5,36.8,Exact
8802090,8802090,BALTIC SUMMER,"Reefer-=>8,000dwt",12350,9.48,0.0,Exact
8802258,8802258,ARIEL,Ro-ro cargo <=499 LM,4001,6.42,12.3,Exact
8802806,8802806,ZALIV ANIVA,,3302,5.18,9.6,Exact
8802911,8802911,BW JOKO TOLE,,50071,8.73,89.7,Exact
8803367,8803367,FERRY MAGNO I,,256,1.8,0.0,Exact
8803769,8803769,SILJA SYMPHONY,"RoPax-=>40,000gt",5340,7.101,49.3,Exact
8803941,8803941,FLORENCE,,484,3.452,0.0,Exact
8804036,8804036,GOLD COAST,"Reefer-2,000-4,999dwt",3171,6.014,0.0,Exact
8804048,8804048,IYO MARU,,539,3.101,0.0,Exact
8804050,8804050,TOMOE MARU No. 3,,520,3.201,0.0,Exact
8804141,8804141,SOLID,"Reefer-<=1,999dwt",406,3.347,0.0,Exact
8804220,8804220,YAHATA MARU No. 5,,624,3.22,0.0,Exact
8804232,8804232,BUNSHO,,1234,4.3,0.0,Exact
8804244,8804244,TAI JI,"Reefer-5,000-7,999dwt",6526,7.325,16.7,Exact
8804816,8804816,MEIWA,,1303,4.201,0.0,Exact
8804907,8804907,DONG-A NO. 23,,2953,4.4,0.0,Exact
8805042,8805042,ASAHI MARU No. 3,,584,3.222,0.0,Exact
8805121,8805121,TAE YOUNG,,1131,3.961,0.0,Exact
8805133,8805133,JAYANTI 1,,480,3.01,0.0,Exact
8805145,8805145,SAFIR LIAN,,907,3.5,0.0,Exact
8805157,8805157,ST. IGNATIUS OF LOYOLA,Ro-ro cargo <=499 LM,1836,4.713,0.0,Exact
8805470,8805470,REMI,Tanker-MR2,40392,11.18,49.3,Exact
8805494,8805494,KAZAN-60,"Reefer-2,000-4,999dwt",2099,3.37,0.0,Exact
8805523,8805523,ARKADIY SVERDLOV,"Reefer-2,000-4,999dwt",2099,3.37,0.0,Exact
8805547,8805547,VADIM GLAZUNOV,"Reefer-2,000-4,999dwt",2099,3.37,0.0,Exact
8805585,8805585,LEONID LUGOVOY,"Reefer-2,000-4,999dwt",2099,3.37,0.0,Exact
8805597,8805597,LINK SUN,Ro-ro cargo <=499 LM,4463,6.054,15.0,Exact
