Cert_Date,Vessel,Port,Field_Office,Grain_Countries,Grain_Grades,Grain_Tons,Inspection_Count,Vessel_Norm,Port_Norm
2023-04-24,PILECKI,S. TEXAS,LEAGUE CITY,CHINA,2 O/B,56544,1,PILECKI,S. TEXAS
2023-02-06,PINCHAT,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,70238,1,PINCHAT,MISSISSIPPI R.
2023-05-03,PINCHAT,PUGET SOUND,PACIFICNW,CHINA,2 O/B,71403,1,PINCHAT,PUGET SOUND
2023-07-16,PISTI,MISSISSIPPI R.,NEW ORLEANS,GERMANY,2 O/B,53087,1,PISTI,MISSISSIPPI R.
2023-04-27,PLATANOS,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,67203,1,PLATANOS,COLUMBIA R.
2023-02-03,PLATANOS,MISSISSIPPI R.,NEW ORLEANS,KOREA REP,2 O/B,60031,1,PLATANOS,MISSISSIPPI R.
2023-09-06,PLATANOS,MISSISSIPPI R.,NEW ORLEANS,GERMANY,2 O/B,67550,1,PLATANOS,MISSISSIPPI R.
2023-01-25,PM HAYABUSA II,MISSISSIPPI R.,NEW ORLEANS,JAPAN,2 O/B,2829,1,PM HAYABUSA II,MISSISSIPPI R.
2023-01-26,PM HAYABUSA II,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2, 2 O/B",48674,3,PM HAYABUSA II,MISSISSIPPI R.
2023-05-16,PMS ENZIAN,COLUMBIA R.,PACIFICNW,THAILAND,2 O/B,4950,1,PMS ENZIAN,COLUMBIA R.
2023-05-17,PMS ENZIAN,COLUMBIA R.,PACIFICNW,VIETNAM,2 O/B,13847,1,PMS ENZIAN,COLUMBIA R.
2023-05-18,PMS ENZIAN,COLUMBIA R.,PACIFICNW,"THAILAND, VIETNAM",2 O/B,32509,3,PMS ENZIAN,COLUMBIA R.
2023-05-19,PMS ENZIAN,COLUMBIA R.,PACIFICNW,THAILAND,2 O/B,5500,1,PMS ENZIAN,COLUMBIA R.
2023-03-18,PORT KYOTO,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,44000,2,PORT KYOTO,MISSISSIPPI R.
2023-06-15,PORT KYUSHU,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,53444,1,PORT KYUSHU,MISSISSIPPI R.
2023-10-23,PORT KYUSHU,S. ATLANTIC,TOLEDO,CHINA,2 O/B,51449,1,PORT KYUSHU,S. ATLANTIC
2023-10-24,PORT ORIENT,S. TEXAS,LEAGUE CITY,CHINA,2 O/B,59488,1,PORT ORIENT,S. TEXAS
2023-05-18,PORT OSHIMA,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,14428,1,PORT OSHIMA,MISSISSIPPI R.
2023-05-19,PORT OSHIMA,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,42371,2,PORT OSHIMA,MISSISSIPPI R.
2023-03-24,PORT SHANGHAI,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,51003,1,PORT SHANGHAI,MISSISSIPPI R.
2023-01-25,PORT STAR,PUGET SOUND,PACIFICNW,CHINA,2 O/B,70352,1,PORT STAR,PUGET SOUND
2023-05-12,PORT VERA CRUZ,S. TEXAS,LEAGUE CITY,CHINA,2 O/B,60503,1,PORT VERA CRUZ,S. TEXAS
2023-01-08,POSEIDON GR,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,51909,1,POSEIDON GR,MISSISSIPPI R.
2023-08-09,POSEIDON GR,MISSISSIPPI R.,NEW ORLEANS,GERMANY,2 O/B,56383,1,POSEIDON GR,MISSISSIPPI R.
2023-10-10,PREDATOR,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,68500,1,PREDATOR,COLUMBIA R.
2023-03-10,PRESTIGE DIVA,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,69927,1,PRESTIGE DIVA,MISSISSIPPI R.
2023-09-05,PRESTIGE DIVA,S. TEXAS,LEAGUE CITY,CHINA,2 O/B,60499,1,PRESTIGE DIVA,S. TEXAS
2023-02-05,PRINCESS A,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,68146,1,PRINCESS A,COLUMBIA R.
2023-10-09,PRINCESS A,PUGET SOUND,PACIFICNW,CHINA,2 O/B,69299,1,PRINCESS A,PUGET SOUND
2023-05-08,PRINCESSE OUI,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,25146,1,PRINCESSE OUI,MISSISSIPPI R.
2023-12-16,PRODIGY,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,64783,1,PRODIGY,COLUMBIA R.
2023-03-03,PROGRESS,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,30467,1,PROGRESS,MISSISSIPPI R.
2023-04-21,PROGRESS,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,30760,1,PROGRESS,MISSISSIPPI R.
2023-06-14,PROGRESS,MISSISSIPPI R.,NEW ORLEANS,PANAMA,2 O/B,12232,2,PROGRESS,MISSISSIPPI R.
2023-06-15,PROGRESS,MISSISSIPPI R.,NEW ORLEANS,PANAMA,2 O/B,14080,2,PROGRESS,MISSISSIPPI R.
2023-02-27,PROPEL PROSPERITY,MISSISSIPPI R.,NEW ORLEANS,EL SALVADOR,2 O/B,15570,1,PROPEL PROSPERITY,MISSISSIPPI R.
2023-12-29,PROPEL PROSPERITY,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,28286,2,PROPEL PROSPERITY,MISSISSIPPI R.
2023-05-07,PROTEAS,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,68702,1,PROTEAS,MISSISSIPPI R.
2023-03-29,PROUD UNITY,COLUMBIA R.,PACIFICNW,KOREA REP,3 O/B,58299,1,PROUD UNITY,COLUMBIA R.
2023-07-23,PROUD UNITY,MISSISSIPPI R.,NEW ORLEANS,ITALY,2,60473,1,PROUD UNITY,MISSISSIPPI R.
2023-03-31,PRT HOPE,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2 O/B, 3",49346,3,PRT HOPE,MISSISSIPPI R.
2023-01-01,PRT KAHO,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,66818,1,PRT KAHO,MISSISSIPPI R.
2023-12-13,PS CADIZ,MISSISSIPPI R.,NEW ORLEANS,CHINA,1,70276,1,PS CADIZ,MISSISSIPPI R.
2023-10-29,PU AN TONG,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,67465,1,PU AN TONG,COLUMBIA R.
2023-11-08,PU LAN HAI,S. ATLANTIC,TOLEDO,CHINA,2 O/B,48599,1,PU LAN HAI,S. ATLANTIC
2023-01-14,PUCK,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,34126,1,PUCK,MISSISSIPPI R.
2023-02-02,PUCK,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,32183,2,PUCK,MISSISSIPPI R.
2023-02-20,PUCK,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,21999,1,PUCK,MISSISSIPPI R.
2023-02-21,PUCK,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,10999,1,PUCK,MISSISSIPPI R.
2023-10-20,PUERTO ROSARIO,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,57556,1,PUERTO ROSARIO,MISSISSIPPI R.
2023-12-12,PVT DIAMOND,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,48799,2,PVT DIAMOND,MISSISSIPPI R.
2023-02-19,PYTHIAS,MISSISSIPPI R.,NEW ORLEANS,GERMANY,2 O/B,52265,1,PYTHIAS,MISSISSIPPI R.
2023-12-18,QING PING SHAN,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,54997,1,QING PING SHAN,MISSISSIPPI R.
2023-08-15,RADIUS,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,32889,1,RADIUS,MISSISSIPPI R.
2023-02-24,RAINBOW,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,45029,1,RAINBOW,MISSISSIPPI R.
2023-10-28,RAINBOW N,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,68500,1,RAINBOW N,MISSISSIPPI R.
2023-08-10,RANGAKU,COLUMBIA R.,PACIFICNW,CHILE,2 O/B,27273,1,RANGAKU,COLUMBIA R.
2023-11-20,RANGAKU,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,55637,1,RANGAKU,MISSISSIPPI R.
2023-03-13,RANGER,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,71402,1,RANGER,MISSISSIPPI R.
2023-11-06,RARAKA,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,64058,1,RARAKA,COLUMBIA R.
2023-05-28,RB EDEN,MISSISSIPPI R.,NEW ORLEANS,GERMANY,2 O/B,68658,1,RB EDEN,MISSISSIPPI R.
2023-12-07,RB JAKE,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,67137,1,RB JAKE,COLUMBIA R.
2023-10-14,RB JORDANA,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,66940,1,RB JORDANA,COLUMBIA R.
2023-01-17,RB JORDANA,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,70437,1,RB JORDANA,MISSISSIPPI R.
2023-12-09,RB LEAH,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,68007,1,RB LEAH,MISSISSIPPI R.
2023-08-16,RED AZALEA,N. TEXAS,LEAGUE CITY,CHINA,2 O/B,52370,1,RED AZALEA,N. TEXAS
2023-07-08,RED LILY,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,70472,1,RED LILY,MISSISSIPPI R.
2023-10-16,RED SAKURA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,6400,1,RED SAKURA,MISSISSIPPI R.
2023-10-17,RED SAKURA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,42091,2,RED SAKURA,MISSISSIPPI R.
2023-11-22,RED SAKURA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,49504,1,RED SAKURA,MISSISSIPPI R.
2023-07-11,REGIUS,MISSISSIPPI R.,NEW ORLEANS,HONDURAS,2 O/B,15281,2,REGIUS,MISSISSIPPI R.
2023-01-12,REIWA BREEZE,MISSISSIPPI R.,NEW ORLEANS,GUATEMALA,2 O/B,26509,1,REIWA BREEZE,MISSISSIPPI R.
2023-05-11,REIWA BREEZE,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,33000,1,REIWA BREEZE,MISSISSIPPI R.
2023-06-03,REIWA BREEZE,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,32998,1,REIWA BREEZE,MISSISSIPPI R.
2023-12-07,RG CERES,PUGET SOUND,PACIFICNW,CHINA,2 O/B,69299,1,RG CERES,PUGET SOUND
2023-03-08,RIGI VENTURE,MISSISSIPPI R.,NEW ORLEANS,JAPAN,2,44756,1,RIGI VENTURE,MISSISSIPPI R.
2023-09-08,RILA,S. TEXAS,LEAGUE CITY,CHINA,2 O/B,43350,1,RILA,S. TEXAS
2023-12-12,RIPLEY PROSPERITY,PUGET SOUND,PACIFICNW,CHINA,2 O/B,68095,1,RIPLEY PROSPERITY,PUGET SOUND
2023-03-16,RISING SUN,COLUMBIA R.,PACIFICNW,JAPAN,2 O/B,24741,2,RISING SUN,COLUMBIA R.
2023-07-02,RIVA,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,38189,2,RIVA,MISSISSIPPI R.
2023-10-12,RIZE,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,66217,1,RIZE,COLUMBIA R.
2023-12-31,ROMY,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,15348,1,ROMY,MISSISSIPPI R.
2023-04-28,ROSALIA,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,11013,1,ROSALIA,MISSISSIPPI R.
2023-05-16,ROWAYTON EAGLE,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,50749,1,ROWAYTON EAGLE,MISSISSIPPI R.
2023-10-22,Royal Fukuyama,PUGET SOUND,PACIFICNW,CHINA,2 O/B,71085,1,ROYAL FUKUYAMA,PUGET SOUND
2023-01-09,ROYAL KALEIDO,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,68318,1,ROYAL KALEIDO,MISSISSIPPI R.
2023-08-21,ROYAL NEPTUNE,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,66000,2,ROYAL NEPTUNE,COLUMBIA R.
2023-05-29,ROYAL ORION,COLUMBIA R.,PACIFICNW,"PHILIPPINES, SRI LANKA",2 O/B,55000,2,ROYAL ORION,COLUMBIA R.
2023-11-17,ROYAL ORION,S. TEXAS,LEAGUE CITY,CHINA,2 O/B,51499,1,ROYAL ORION,S. TEXAS
2023-12-29,RUBY,S. ATLANTIC,TOLEDO,UN KINGDOM,2 O/B,52247,1,RUBY,S. ATLANTIC
2023-08-23,S-BREEZE,MISSISSIPPI R.,NEW ORLEANS,HONDURAS,2 O/B,47010,1,S-BREEZE,MISSISSIPPI R.
2023-09-13,S-BREEZE,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,46523,1,S-BREEZE,MISSISSIPPI R.
2023-10-08,S-BREEZE,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,48870,1,S-BREEZE,MISSISSIPPI R.
2023-11-11,S-BREEZE,MISSISSIPPI R.,NEW ORLEANS,ITALY,2 O/B,49647,1,S-BREEZE,MISSISSIPPI R.
2023-08-20,SABRINA FAIR,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3,10800,1,SABRINA FAIR,MISSISSIPPI R.
2023-08-21,SABRINA FAIR,MISSISSIPPI R.,NEW ORLEANS,JAPAN,2,40936,1,SABRINA FAIR,MISSISSIPPI R.
2023-12-19,SABRINA FAIR,S. ATLANTIC,TOLEDO,JAPAN,"2 O/B, 3 O/B",50349,2,SABRINA FAIR,S. ATLANTIC
2023-11-07,SAGAR KANTA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,2,5551,1,SAGAR KANTA,MISSISSIPPI R.
2023-11-08,SAGAR KANTA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2, 2 O/B",44135,2,SAGAR KANTA,MISSISSIPPI R.
2023-01-06,SAKIZAYA JUSTICE,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,67772,1,SAKIZAYA JUSTICE,COLUMBIA R.
2023-01-14,SAKIZAYA KALON,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,67574,1,SAKIZAYA KALON,COLUMBIA R.
2023-01-07,SAKIZAYA ORCHID,PUGET SOUND,PACIFICNW,CHINA,2 O/B,70349,1,SAKIZAYA ORCHID,PUGET SOUND
2023-12-04,SAKIZAYA POWER,PUGET SOUND,PACIFICNW,CHINA,2 O/B,70514,1,SAKIZAYA POWER,PUGET SOUND
2023-03-12,SAKIZAYA QUEEN,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,68249,1,SAKIZAYA QUEEN,COLUMBIA R.
2023-04-07,SAKIZAYA VICTORY,MISSISSIPPI R.,NEW ORLEANS,SAUDI ARABIA,2 O/B,73180,1,SAKIZAYA VICTORY,MISSISSIPPI R.
2023-05-17,SAKIZAYA XCEL,PUGET SOUND,PACIFICNW,JAPAN,3 O/B,61399,1,SAKIZAYA XCEL,PUGET SOUND
2023-12-04,SAKURA HARMONY,COLUMBIA R.,PACIFICNW,JAPAN,2 O/B,34452,2,SAKURA HARMONY,COLUMBIA R.
2023-01-26,SALVADOR,MISSISSIPPI R.,NEW ORLEANS,TRINIDAD,2 O/B,18149,3,SALVADOR,MISSISSIPPI R.
2023-07-27,SALVADOR,MISSISSIPPI R.,NEW ORLEANS,"GREECE, TRINIDAD",2 O/B,17645,4,SALVADOR,MISSISSIPPI R.
2023-11-02,SALVADOR,MISSISSIPPI R.,NEW ORLEANS,TRINIDAD,2 O/B,9090,2,SALVADOR,MISSISSIPPI R.
2023-11-03,SALVADOR,MISSISSIPPI R.,NEW ORLEANS,TRINIDAD,2 O/B,11115,1,SALVADOR,MISSISSIPPI R.
2023-01-30,SAMOS WARRIOR,PUGET SOUND,PACIFICNW,CHINA,2 O/B,68363,1,SAMOS WARRIOR,PUGET SOUND
2023-01-11,SAMSUN,MISSISSIPPI R.,NEW ORLEANS,SPAIN,2 O/B,51817,1,SAMSUN,MISSISSIPPI R.
2023-04-18,SAMSUN,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,57012,1,SAMSUN,MISSISSIPPI R.
2023-10-05,SANKO FORTUNE,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,64406,1,SANKO FORTUNE,COLUMBIA R.
2023-11-26,SANTA ACE,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,57775,1,SANTA ACE,MISSISSIPPI R.
2023-02-07,SANTA ALEXANDRA,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,58428,2,SANTA ALEXANDRA,COLUMBIA R.
2023-05-21,SANTA CAROLINA,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,6600,1,SANTA CAROLINA,COLUMBIA R.
2023-05-22,SANTA CAROLINA,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,13200,1,SANTA CAROLINA,COLUMBIA R.
2023-05-26,SANTA CAROLINA,COLUMBIA R.,PACIFICNW,KOREA REP,2 O/B,1100,1,SANTA CAROLINA,COLUMBIA R.
2023-05-28,SANTA CAROLINA,COLUMBIA R.,PACIFICNW,KOREA REP,2 O/B,34100,3,SANTA CAROLINA,COLUMBIA R.
2023-12-28,SANTA CAROLINA,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,56497,1,SANTA CAROLINA,MISSISSIPPI R.
2023-12-07,SANTA CENTELLAR,COLUMBIA R.,PACIFICNW,PHILIPPINES,"2 O/B, 3 O/B",57528,3,SANTA CENTELLAR,COLUMBIA R.
2023-05-12,SANTA CRUZ,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,66435,1,SANTA CRUZ,COLUMBIA R.
2023-01-28,SANTA CRUZ,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,67564,1,SANTA CRUZ,MISSISSIPPI R.
2023-09-05,SANTA VIRGINIA,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,24770,1,SANTA VIRGINIA,COLUMBIA R.
2023-09-06,SANTA VIRGINIA,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,33415,1,SANTA VIRGINIA,COLUMBIA R.
2023-06-23,SANTIAGO BASIN,MISSISSIPPI R.,NEW ORLEANS,GUATEMALA,2 O/B,19593,1,SANTIAGO BASIN,MISSISSIPPI R.
2023-11-16,SARITA,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,38421,2,SARITA,COLUMBIA R.
2023-11-17,SARITA,COLUMBIA R.,PACIFICNW,INDONESIA,2 O/B,19260,1,SARITA,COLUMBIA R.
2023-11-12,SAROCHA NAREE,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,13119,1,SAROCHA NAREE,COLUMBIA R.
2023-11-13,SAROCHA NAREE,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,44000,1,SAROCHA NAREE,COLUMBIA R.
2023-02-06,SASEBO ECO,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,66669,1,SASEBO ECO,MISSISSIPPI R.
2023-05-26,SATURNIA,MISSISSIPPI R.,NEW ORLEANS,GUATEMALA,2 O/B,28220,1,SATURNIA,MISSISSIPPI R.
2023-12-10,SAVITREE NAREE,S. TEXAS,LEAGUE CITY,CHINA,2 O/B,58873,1,SAVITREE NAREE,S. TEXAS
2023-01-10,SCARET ROSELLA,MISSISSIPPI R.,NEW ORLEANS,ITALY,SG,72281,1,SCARET ROSELLA,MISSISSIPPI R.
2023-01-07,SCARLET CARDINAL,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"1, 2 O/B",57456,2,SCARLET CARDINAL,MISSISSIPPI R.
2023-04-20,SCARLET CARDINAL,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2, 2 O/B, 3",57571,3,SCARLET CARDINAL,MISSISSIPPI R.
2023-07-25,SCARLET CARDINAL,MISSISSIPPI R.,NEW ORLEANS,JAPAN,2,3002,1,SCARLET CARDINAL,MISSISSIPPI R.
2023-07-27,SCARLET CARDINAL,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2 O/B, 3",51300,2,SCARLET CARDINAL,MISSISSIPPI R.
2023-11-09,SCARLET CARDINAL,MISSISSIPPI R.,NEW ORLEANS,JAPAN,1,10000,1,SCARLET CARDINAL,MISSISSIPPI R.
2023-11-10,SCARLET CARDINAL,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"1, 2 O/B",47812,2,SCARLET CARDINAL,MISSISSIPPI R.
2023-03-18,SCARLET ISLAND,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,68328,1,SCARLET ISLAND,COLUMBIA R.
2023-11-26,SCARLET STORK,PUGET SOUND,PACIFICNW,CHINA,2 O/B,70749,1,SCARLET STORK,PUGET SOUND
2023-11-23,SCARLETT MANX,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,57749,1,SCARLETT MANX,MISSISSIPPI R.
2023-11-14,SEA HARMONY,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,70819,1,SEA HARMONY,MISSISSIPPI R.
2023-02-14,SEA MARATHON,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,64514,1,SEA MARATHON,COLUMBIA R.
2023-05-06,SEA SILA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,45957,1,SEA SILA,MISSISSIPPI R.
2023-01-31,SEA TRAIN,MISSISSIPPI R.,NEW ORLEANS,NICARAGUA,2 O/B,28400,2,SEA TRAIN,MISSISSIPPI R.
2023-02-27,SEA TREASURE,MISSISSIPPI R.,NEW ORLEANS,KOREA REP,2 O/B,52099,1,SEA TREASURE,MISSISSIPPI R.
2023-02-12,SEABULK,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,69379,1,SEABULK,MISSISSIPPI R.
2023-04-11,SEACON FUZHOU,MISSISSIPPI R.,NEW ORLEANS,IRAQ,2 O/B,44099,1,SEACON FUZHOU,MISSISSIPPI R.
2023-12-17,SEACON SHANGHAI,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,66969,1,SEACON SHANGHAI,COLUMBIA R.
2023-01-09,SEAGEM,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,69676,1,SEAGEM,MISSISSIPPI R.
2023-05-08,SEAGULL,MISSISSIPPI R.,NEW ORLEANS,EGYPT,2 O/B,34318,1,SEAGULL,MISSISSIPPI R.
2023-04-17,SEAMASTER,COLUMBIA R.,PACIFICNW,KOREA REP,1,25245,2,SEAMASTER,COLUMBIA R.
2023-04-18,SEAMASTER,COLUMBIA R.,PACIFICNW,KOREA REP,1,9955,2,SEAMASTER,COLUMBIA R.
2023-01-29,SEASTAR HAWK,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,5499,1,SEASTAR HAWK,MISSISSIPPI R.
2023-01-30,SEASTAR HAWK,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,21999,1,SEASTAR HAWK,MISSISSIPPI R.
2023-02-11,SEASTAR VALIANT,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,21999,1,SEASTAR VALIANT,MISSISSIPPI R.
2023-09-21,SEASTAR VICTORY,MISSISSIPPI R.,NEW ORLEANS,CHILE,2 O/B,7870,1,SEASTAR VICTORY,MISSISSIPPI R.
2023-10-12,SEATTLE HARMONY,MISSISSIPPI R.,NEW ORLEANS,VENEZUELA,2,6405,1,SEATTLE HARMONY,MISSISSIPPI R.
2023-10-13,SEATTLE HARMONY,MISSISSIPPI R.,NEW ORLEANS,VENEZUELA,2,5532,1,SEATTLE HARMONY,MISSISSIPPI R.
2023-12-20,SEATTLE HARMONY,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,34099,1,SEATTLE HARMONY,MISSISSIPPI R.
2023-03-10,SENTINEL,COLUMBIA R.,PACIFICNW,TAIWAN,1,6247,1,SENTINEL,COLUMBIA R.
2023-03-11,SENTINEL,COLUMBIA R.,PACIFICNW,TAIWAN,1,41213,2,SENTINEL,COLUMBIA R.
2023-12-13,SERENITY,MISSISSIPPI R.,NEW ORLEANS,COSTA RICA,2 O/B,22044,1,SERENITY,MISSISSIPPI R.
2023-12-22,SERVETTE,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,43995,2,SERVETTE,MISSISSIPPI R.
2023-08-18,SETY,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,53009,1,SETY,MISSISSIPPI R.
2023-05-13,SFL HUDSON,MISSISSIPPI R.,NEW ORLEANS,GUATEMALA,2 O/B,34597,1,SFL HUDSON,MISSISSIPPI R.
2023-01-11,SHANDONG FU DE,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,68163,1,SHANDONG FU DE,MISSISSIPPI R.
2023-10-03,SHANDONG FU DE,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,71140,1,SHANDONG FU DE,MISSISSIPPI R.
2023-11-21,SHANDONG FU EN,S. TEXAS,LEAGUE CITY,CHINA,2 O/B,68851,1,SHANDONG FU EN,S. TEXAS
2023-01-10,SHANDONG FU HUI,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,68125,1,SHANDONG FU HUI,MISSISSIPPI R.
2023-10-22,SHANDONG FU XIN,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,69498,1,SHANDONG FU XIN,MISSISSIPPI R.
2023-10-29,SHANDONG FU YI,MISSISSIPPI R.,NEW ORLEANS,SPAIN,2 O/B,71615,1,SHANDONG FU YI,MISSISSIPPI R.
2023-04-05,SHANDONG FU ZHI,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,69296,1,SHANDONG FU ZHI,MISSISSIPPI R.
2023-12-16,SHANDONG FU ZHI,PUGET SOUND,PACIFICNW,CHINA,2 O/B,70435,1,SHANDONG FU ZHI,PUGET SOUND
2023-10-03,SHARK ISLAND,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,53926,1,SHARK ISLAND,MISSISSIPPI R.
2023-10-19,SHENG JI HAI,S. ATLANTIC,TOLEDO,CHINA,2 O/B,48334,1,SHENG JI HAI,S. ATLANTIC
2023-01-26,SHENG NING HAI,MISSISSIPPI R.,NEW ORLEANS,EL SALVADOR,2 O/B,42868,1,SHENG NING HAI,MISSISSIPPI R.
2023-01-27,SHUN TONG,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,66449,1,SHUN TONG,COLUMBIA R.
2023-08-08,SIBONEY M,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,70014,1,SIBONEY M,MISSISSIPPI R.
2023-12-21,SIDER CARTAGENA,S. TEXAS,LEAGUE CITY,"GUYANA, JAMAICA",2 O/B,8250,2,SIDER CARTAGENA,S. TEXAS
2023-12-22,SIDER CARTAGENA,S. TEXAS,LEAGUE CITY,JAMAICA,2 O/B,2620,1,SIDER CARTAGENA,S. TEXAS
2023-03-30,SIDER OLYMPIA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,27291,1,SIDER OLYMPIA,MISSISSIPPI R.
2023-07-18,SILVERGATE,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,62000,2,SILVERGATE,COLUMBIA R.
