Cert_Date,Vessel,Port,Field_Office,Grain_Countries,Grain_Grades,Grain_Tons,Inspection_Count,Vessel_Norm,Port_Norm
2023-10-11,AAL NEWCASTLE,S. TEXAS,LEAGUE CITY,ITALY,1,9400,1,AAL NEWCASTLE,S. TEXAS
2023-08-07,ABILITY,MISSISSIPPI R.,NEW ORLEANS,GERMANY,2 O/B,58598,1,ABILITY,MISSISSIPPI R.
2023-03-12,ABU AL ABYAD,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3,49102,1,ABU AL ABYAD,MISSISSIPPI R.
2023-08-05,ABYSSINIAN,MISSISSIPPI R.,NEW ORLEANS,DOMINICN REP,2 O/B,5851,1,ABYSSINIAN,MISSISSIPPI R.
2023-03-07,ACTION TRADER,MISSISSIPPI R.,NEW ORLEANS,EL SALVADOR,2 O/B,35155,1,ACTION TRADER,MISSISSIPPI R.
2023-10-08,ADELINA,MISSISSIPPI R.,NEW ORLEANS,COSTA RICA,2 O/B,15360,1,ADELINA,MISSISSIPPI R.
2023-02-05,ADMIRALTY SPIRIT,MISSISSIPPI R.,NEW ORLEANS,DOMINICN REP,2 O/B,16280,1,ADMIRALTY SPIRIT,MISSISSIPPI R.
2023-08-19,ADRIATICA GRAECA,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,60500,2,ADRIATICA GRAECA,COLUMBIA R.
2023-03-08,ADRIENNE,MISSISSIPPI R.,NEW ORLEANS,DOMINICN REP,2 O/B,12601,2,ADRIENNE,MISSISSIPPI R.
2023-09-24,ADVANCE,COLUMBIA R.,PACIFICNW,KOREA REP,2 O/B,12230,1,ADVANCE,COLUMBIA R.
2023-09-25,ADVANCE,COLUMBIA R.,PACIFICNW,KOREA REP,2 O/B,23782,2,ADVANCE,COLUMBIA R.
2023-10-08,AEOLIAN FORTUNE,PUGET SOUND,PACIFICNW,CHINA,2 O/B,69295,1,AEOLIAN FORTUNE,PUGET SOUND
2023-03-23,AEOLIAN GRACE,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,68152,1,AEOLIAN GRACE,MISSISSIPPI R.
2023-01-06,AERIKO,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,51707,1,AERIKO,MISSISSIPPI R.
2023-12-07,AESCHYLUS GRAECIA,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,67929,1,AESCHYLUS GRAECIA,COLUMBIA R.
2023-07-15,AFRICA GRAECA,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,62700,2,AFRICA GRAECA,COLUMBIA R.
2023-10-09,AFRICAN ARROW,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,11550,1,AFRICAN ARROW,MISSISSIPPI R.
2023-10-11,AFRICAN ARROW,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,10392,1,AFRICAN ARROW,MISSISSIPPI R.
2023-10-12,AFRICAN ARROW,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,17281,1,AFRICAN ARROW,MISSISSIPPI R.
2023-09-30,AFRICAN AVOCET,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,57526,1,AFRICAN AVOCET,MISSISSIPPI R.
2023-09-21,AFRICAN BARI BIRD,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,40931,1,AFRICAN BARI BIRD,COLUMBIA R.
2023-09-22,AFRICAN BARI BIRD,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,17108,2,AFRICAN BARI BIRD,COLUMBIA R.
2023-03-28,AFRICAN BARI BIRD,N. TEXAS,LEAGUE CITY,ETHIOPIA,2 O/B,6220,1,AFRICAN BARI BIRD,N. TEXAS
2023-04-06,AFRICAN BARI BIRD,N. TEXAS,LEAGUE CITY,ETHIOPIA,2 O/B,51728,1,AFRICAN BARI BIRD,N. TEXAS
2023-01-29,AFRICAN BLUE CRANE,MISSISSIPPI R.,NEW ORLEANS,JAPAN,1,3881,1,AFRICAN BLUE CRANE,MISSISSIPPI R.
2023-01-30,AFRICAN BLUE CRANE,MISSISSIPPI R.,NEW ORLEANS,JAPAN,1,6930,1,AFRICAN BLUE CRANE,MISSISSIPPI R.
2023-02-02,AFRICAN BLUE CRANE,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"1, 2 O/B",38750,3,AFRICAN BLUE CRANE,MISSISSIPPI R.
2023-01-03,AFRICAN CHEETAH,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,60498,1,AFRICAN CHEETAH,MISSISSIPPI R.
2023-05-20,AFRICAN EGRET,N. TEXAS,LEAGUE CITY,ETHIOPIA,2 O/B,2361,1,AFRICAN EGRET,N. TEXAS
2023-05-29,AFRICAN EGRET,N. TEXAS,LEAGUE CITY,ETHIOPIA,2 O/B,10000,1,AFRICAN EGRET,N. TEXAS
2023-09-23,AFRICAN FLAMINGO,MISSISSIPPI R.,NEW ORLEANS,JAPAN,2,10173,1,AFRICAN FLAMINGO,MISSISSIPPI R.
2023-09-24,AFRICAN FLAMINGO,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,42829,1,AFRICAN FLAMINGO,MISSISSIPPI R.
2023-11-15,AFRICAN GOLDENEYE,MISSISSIPPI R.,NEW ORLEANS,GERMANY,2 O/B,53393,1,AFRICAN GOLDENEYE,MISSISSIPPI R.
2023-07-02,AFRICAN HORNBILL,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,58559,2,AFRICAN HORNBILL,COLUMBIA R.
2023-02-11,AFRICAN JUNIPER,MISSISSIPPI R.,NEW ORLEANS,DOMINICN REP,2 O/B,17526,2,AFRICAN JUNIPER,MISSISSIPPI R.
2023-03-18,AFRICAN JUNIPER,MISSISSIPPI R.,NEW ORLEANS,"GUYANA, JAMAICA, ST. LUCIA",2 O/B,17703,3,AFRICAN JUNIPER,MISSISSIPPI R.
2023-04-25,AFRICAN JUNIPER,MISSISSIPPI R.,NEW ORLEANS,GUADELOUPE,2 O/B,15769,2,AFRICAN JUNIPER,MISSISSIPPI R.
2023-06-26,AFRICAN KESTREL,COLUMBIA R.,PACIFICNW,YEMEN,2 O/B,30000,1,AFRICAN KESTREL,COLUMBIA R.
2023-08-22,AFRICAN MACAW,MISSISSIPPI R.,NEW ORLEANS,PERU,2 O/B,32998,1,AFRICAN MACAW,MISSISSIPPI R.
2023-01-22,AFRICAN NIGHTHAWK,COLUMBIA R.,PACIFICNW,TAIWAN,2 O/B,31500,2,AFRICAN NIGHTHAWK,COLUMBIA R.
2023-06-13,AFRICAN OSPREY,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,21998,1,AFRICAN OSPREY,MISSISSIPPI R.
2023-06-17,AFRICAN OWL,COLUMBIA R.,PACIFICNW,YEMEN,2 O/B,30000,1,AFRICAN OWL,COLUMBIA R.
2023-08-06,AFRICAN OXPECKER,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,13199,1,AFRICAN OXPECKER,MISSISSIPPI R.
2023-06-25,AFRICAN PHEASANT,MISSISSIPPI R.,NEW ORLEANS,INDONESIA,1,60637,1,AFRICAN PHEASANT,MISSISSIPPI R.
2023-07-01,AFRICAN PIPER,COLUMBIA R.,PACIFICNW,YEMEN,2 O/B,30000,1,AFRICAN PIPER,COLUMBIA R.
2023-11-05,AFRICAN RAPTOR,COLUMBIA R.,PACIFICNW,KOREA REP,1,11022,2,AFRICAN RAPTOR,COLUMBIA R.
2023-11-07,AFRICAN RAPTOR,COLUMBIA R.,PACIFICNW,KOREA REP,1,13893,1,AFRICAN RAPTOR,COLUMBIA R.
2023-11-08,AFRICAN RAPTOR,COLUMBIA R.,PACIFICNW,KOREA REP,1,30635,1,AFRICAN RAPTOR,COLUMBIA R.
2023-06-21,AFRICAN RAVEN,COLUMBIA R.,PACIFICNW,YEMEN,2 O/B,18000,1,AFRICAN RAVEN,COLUMBIA R.
2023-12-28,AFRICAN SETO,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,37865,1,AFRICAN SETO,COLUMBIA R.
2023-12-29,AFRICAN SETO,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,20137,1,AFRICAN SETO,COLUMBIA R.
2023-03-01,AFRICAN SPOONBILL,N. TEXAS,LEAGUE CITY,CHINA,2 O/B,49294,1,AFRICAN SPOONBILL,N. TEXAS
2023-06-25,AFRICAN SWAN,COLUMBIA R.,PACIFICNW,YEMEN,2 O/B,18000,1,AFRICAN SWAN,COLUMBIA R.
2023-12-21,AFRICAN TURACO,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2 O/B, 3 O/B",52260,3,AFRICAN TURACO,MISSISSIPPI R.
2023-06-12,AFRICAN WEAVER,COLUMBIA R.,PACIFICNW,YEMEN,2 O/B,30000,1,AFRICAN WEAVER,COLUMBIA R.
2023-11-14,AFRICAN WEAVER,COLUMBIA R.,PACIFICNW,YEMEN,2 O/B,24740,1,AFRICAN WEAVER,COLUMBIA R.
2023-10-09,AFROESSA,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,65101,1,AFROESSA,COLUMBIA R.
2023-08-14,AGGELIKI B,MISSISSIPPI R.,NEW ORLEANS,HONDURAS,2 O/B,46533,2,AGGELIKI B,MISSISSIPPI R.
2023-08-29,AGGELIKI B,MISSISSIPPI R.,NEW ORLEANS,ITALY,2 O/B,38499,1,AGGELIKI B,MISSISSIPPI R.
2023-04-13,AGIA MARINA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,27047,1,AGIA MARINA,MISSISSIPPI R.
2023-05-01,AGIA MARINA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,11916,1,AGIA MARINA,MISSISSIPPI R.
2023-05-02,AGIA MARINA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,20328,2,AGIA MARINA,MISSISSIPPI R.
2023-10-29,AGIA SOFIA I,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,67539,1,AGIA SOFIA I,COLUMBIA R.
2023-11-11,AGIOS FANOURIOS,MISSISSIPPI R.,NEW ORLEANS,PANAMA,2 O/B,25567,1,AGIOS FANOURIOS,MISSISSIPPI R.
2023-12-17,AGIOS MAKARIOS,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,66490,1,AGIOS MAKARIOS,COLUMBIA R.
2023-06-18,AGIOS NIKOLAS,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,48000,1,AGIOS NIKOLAS,MISSISSIPPI R.
2023-03-19,AGRI OCEAN,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,69799,1,AGRI OCEAN,MISSISSIPPI R.
2023-01-09,AGRI PRINCESS,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,71403,1,AGRI PRINCESS,MISSISSIPPI R.
2023-09-24,AGRI WARRIOR,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,49871,1,AGRI WARRIOR,MISSISSIPPI R.
2023-09-18,AHSOKA,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,20350,1,AHSOKA,MISSISSIPPI R.
2023-11-22,AI STRATIS,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,67736,2,AI STRATIS,COLUMBIA R.
2023-09-14,AL DHAFRA,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,13200,1,AL DHAFRA,COLUMBIA R.
2023-02-14,AL WATHBA,MISSISSIPPI R.,NEW ORLEANS,INDONESIA,1,58826,1,AL WATHBA,MISSISSIPPI R.
2023-05-01,ALAM KEKAL,COLUMBIA R.,PACIFICNW,JAPAN,3 O/B,65630,1,ALAM KEKAL,COLUMBIA R.
2023-08-17,ALAM SURIA,MISSISSIPPI R.,NEW ORLEANS,GUATEMALA,2 O/B,13692,2,ALAM SURIA,MISSISSIPPI R.
2023-07-22,ALAMO,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,32935,2,ALAMO,MISSISSIPPI R.
2023-08-07,ALAMO,MISSISSIPPI R.,NEW ORLEANS,PERU,2 O/B,21999,1,ALAMO,MISSISSIPPI R.
2023-04-06,ALBA,COLUMBIA R.,PACIFICNW,JAPAN,2 O/B,66605,2,ALBA,COLUMBIA R.
2023-06-19,ALBA,COLUMBIA R.,PACIFICNW,JAPAN,"2 O/B, 3 O/B",62107,2,ALBA,COLUMBIA R.
2023-09-30,ALBA,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,68002,1,ALBA,COLUMBIA R.
2023-02-02,ALBA,PUGET SOUND,PACIFICNW,CHINA,2 O/B,69478,1,ALBA,PUGET SOUND
2023-12-12,ALDA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,32193,1,ALDA,MISSISSIPPI R.
2023-01-02,ALEXANDRA KPN,MISSISSIPPI R.,NEW ORLEANS,BANGLADESH,2 O/B,57182,1,ALEXANDRA KPN,MISSISSIPPI R.
2023-03-31,ALGOMA CONVEYOR,TOLEDO,TOLEDO,CANADA,2 O/B,27060,1,ALGOMA CONVEYOR,TOLEDO
2023-08-31,ALGOMA SAULT,TOLEDO,TOLEDO,CANADA,2 O/B,24983,1,ALGOMA SAULT,TOLEDO
2023-09-26,ALICIA G,DULUTH-SUP,TOLEDO,ALGERIA,2 O/B,19413,1,ALICIA G,DULUTH-SUP
2023-05-13,ALKYONIS,MISSISSIPPI R.,NEW ORLEANS,MOROCCO,2 O/B,19799,1,ALKYONIS,MISSISSIPPI R.
2023-05-29,ALL STAR ATLAS,MISSISSIPPI R.,NEW ORLEANS,KOREA REP,"1, 2 O/B",50515,2,ALL STAR ATLAS,MISSISSIPPI R.
2023-08-10,ALLEGRA,MISSISSIPPI R.,NEW ORLEANS,EGYPT,2 O/B,32997,1,ALLEGRA,MISSISSIPPI R.
2023-10-19,ALMA,PUGET SOUND,PACIFICNW,CHINA,2 O/B,68948,1,ALMA,PUGET SOUND
2023-01-19,ALORA,MISSISSIPPI R.,NEW ORLEANS,DOMINICN REP,2 O/B,21878,2,ALORA,MISSISSIPPI R.
2023-02-23,ALORA,MISSISSIPPI R.,NEW ORLEANS,DOMINICN REP,2 O/B,9001,1,ALORA,MISSISSIPPI R.
2023-02-25,ALORA,MISSISSIPPI R.,NEW ORLEANS,DOMINICN REP,2 O/B,29625,1,ALORA,MISSISSIPPI R.
2023-05-14,ALORA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,33371,1,ALORA,MISSISSIPPI R.
2023-05-15,ALORA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,15215,1,ALORA,MISSISSIPPI R.
2023-11-15,ALORA,MISSISSIPPI R.,NEW ORLEANS,ITALY,2 O/B,56561,1,ALORA,MISSISSIPPI R.
2023-01-28,ALPHA PROGRESS,PUGET SOUND,PACIFICNW,CHINA,2 O/B,69876,1,ALPHA PROGRESS,PUGET SOUND
2023-01-14,ALTAIR SKY,MISSISSIPPI R.,NEW ORLEANS,EL SALVADOR,2 O/B,38093,1,ALTAIR SKY,MISSISSIPPI R.
2023-01-06,ALYCIA,N. TEXAS,LEAGUE CITY,NIGERIA,2 O/B,29201,1,ALYCIA,N. TEXAS
2023-04-21,AM SHRADDHA,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,68521,1,AM SHRADDHA,COLUMBIA R.
2023-02-06,AM SHRADDHA,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,70489,1,AM SHRADDHA,MISSISSIPPI R.
2023-04-24,AMADEUS,COLUMBIA R.,PACIFICNW,JAPAN,3 O/B,61703,1,AMADEUS,COLUMBIA R.
2023-05-27,AMALFI,COLUMBIA R.,PACIFICNW,KOREA REP,2 O/B,63807,1,AMALFI,COLUMBIA R.
2023-06-05,AMALIA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,32572,1,AMALIA,MISSISSIPPI R.
2023-12-13,AMALIA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,33855,2,AMALIA,MISSISSIPPI R.
2023-03-15,AMARYLLIS,PUGET SOUND,PACIFICNW,CHINA,2 O/B,72753,1,AMARYLLIS,PUGET SOUND
2023-04-16,AMERICA GRAECA,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,57898,2,AMERICA GRAECA,COLUMBIA R.
2023-02-07,AMIS CHAMPION,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,51851,1,AMIS CHAMPION,MISSISSIPPI R.
2023-12-05,AMIS DOLPHIN,S. ATLANTIC,TOLEDO,ITALY,2 O/B,51311,1,AMIS DOLPHIN,S. ATLANTIC
2023-09-06,AMIS INTEGRITY,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,58623,1,AMIS INTEGRITY,MISSISSIPPI R.
2023-03-05,AMIS KALON,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,54999,1,AMIS KALON,MISSISSIPPI R.
2023-04-23,AMIS UNICORN,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,13166,1,AMIS UNICORN,MISSISSIPPI R.
2023-04-24,AMIS UNICORN,MISSISSIPPI R.,NEW ORLEANS,NICARAGUA,2 O/B,7497,1,AMIS UNICORN,MISSISSIPPI R.
2023-02-01,AMIS WEALTH,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,50226,1,AMIS WEALTH,MISSISSIPPI R.
2023-10-08,AMIS WISDOM II,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,52849,1,AMIS WISDOM II,MISSISSIPPI R.
2023-07-03,AMIS WISDOM III,MISSISSIPPI R.,NEW ORLEANS,JAPAN,2 O/B,10499,1,AMIS WISDOM III,MISSISSIPPI R.
2023-07-05,AMIS WISDOM III,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,20883,1,AMIS WISDOM III,MISSISSIPPI R.
2023-07-06,AMIS WISDOM III,MISSISSIPPI R.,NEW ORLEANS,JAPAN,2 O/B,20748,1,AMIS WISDOM III,MISSISSIPPI R.
2023-03-25,AMOY SUNNY,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,64884,2,AMOY SUNNY,COLUMBIA R.
2023-06-06,AMSTEL CONFIDENCE,S. ATLANTIC,TOLEDO,VENEZUELA,2 O/B,11894,1,AMSTEL CONFIDENCE,S. ATLANTIC
2023-01-15,AMSTEL LION,COLUMBIA R.,PACIFICNW,JAPAN,2 O/B,56000,2,AMSTEL LION,COLUMBIA R.
2023-12-16,AMSTEL TIGER,COLUMBIA R.,PACIFICNW,KOREA REP,1,37784,2,AMSTEL TIGER,COLUMBIA R.
2023-12-17,AMSTEL TIGER,COLUMBIA R.,PACIFICNW,KOREA REP,1,19025,1,AMSTEL TIGER,COLUMBIA R.
2023-02-21,ANANI,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,25507,1,ANANI,COLUMBIA R.
2023-02-24,ANANI,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,32793,1,ANANI,COLUMBIA R.
2023-05-23,ANDONIS,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,66830,1,ANDONIS,COLUMBIA R.
2023-05-16,ANDRIA,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,66436,1,ANDRIA,COLUMBIA R.
2023-01-22,ANDROS ISLAND,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,51181,1,ANDROS ISLAND,MISSISSIPPI R.
2023-10-25,ANDROS SPIRIT,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,70261,1,ANDROS SPIRIT,MISSISSIPPI R.
2023-10-23,ANETOS,COLUMBIA R.,PACIFICNW,TAIWAN,1,22008,2,ANETOS,COLUMBIA R.
2023-10-27,ANETOS,COLUMBIA R.,PACIFICNW,TAIWAN,1,32592,1,ANETOS,COLUMBIA R.
2023-12-30,ANGELS SPIRIT,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,29650,1,ANGELS SPIRIT,MISSISSIPPI R.
2023-01-04,ANNA,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,65694,1,ANNA,MISSISSIPPI R.
2023-12-18,ANNA THERESA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,26329,1,ANNA THERESA,MISSISSIPPI R.
2023-06-05,ANNA-BARBARA,COLUMBIA R.,PACIFICNW,YEMEN,2 O/B,53800,1,ANNA-BARBARA,COLUMBIA R.
2023-02-16,ANNAKI,MISSISSIPPI R.,NEW ORLEANS,JAPAN,2 O/B,17526,1,ANNAKI,MISSISSIPPI R.
2023-02-17,ANNAKI,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,10416,1,ANNAKI,MISSISSIPPI R.
2023-02-18,ANNAKI,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,19387,1,ANNAKI,MISSISSIPPI R.
2023-06-09,ANNIKA N,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,53602,1,ANNIKA N,MISSISSIPPI R.
2023-12-21,ANNIKA N,MISSISSIPPI R.,NEW ORLEANS,SPAIN,2 O/B,53412,1,ANNIKA N,MISSISSIPPI R.
2023-06-25,ANSHUN,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,11650,1,ANSHUN,MISSISSIPPI R.
2023-11-03,ANTARES,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,67045,1,ANTARES,COLUMBIA R.
2023-12-29,ANTARES,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,66985,1,ANTARES,COLUMBIA R.
2023-07-21,ANTARES,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,69486,1,ANTARES,MISSISSIPPI R.
2023-04-07,ANTARES,PUGET SOUND,PACIFICNW,JAPAN,3 O/B,63612,1,ANTARES,PUGET SOUND
2023-08-14,ANTHEIA,S. TEXAS,LEAGUE CITY,HAITI,2 O/B,2000,1,ANTHEIA,S. TEXAS
2023-11-08,AOM GAIA,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,68213,1,AOM GAIA,COLUMBIA R.
2023-09-17,AOM GEORGINA,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,68250,2,AOM GEORGINA,COLUMBIA R.
2023-10-31,AOM SOPHIE ll,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,70082,1,AOM SOPHIE LL,MISSISSIPPI R.
2023-01-29,AOM SVEVA,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,67655,1,AOM SVEVA,COLUMBIA R.
2023-09-29,AOM SVEVA,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,70426,1,AOM SVEVA,MISSISSIPPI R.
2023-03-03,AP DUBRAVA,MISSISSIPPI R.,NEW ORLEANS,MOROCCO,2 O/B,22000,1,AP DUBRAVA,MISSISSIPPI R.
2023-05-18,AP DUBRAVA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,34849,1,AP DUBRAVA,MISSISSIPPI R.
2023-05-06,AP REVELIN,MISSISSIPPI R.,NEW ORLEANS,MOROCCO,2 O/B,7148,1,AP REVELIN,MISSISSIPPI R.
2023-01-07,APHROS,S. ATLANTIC,TOLEDO,CHINA,2 O/B,49911,1,APHROS,S. ATLANTIC
2023-02-02,APOLLO GR,S. ATLANTIC,TOLEDO,CHINA,2 O/B,51310,1,APOLLO GR,S. ATLANTIC
2023-01-07,AQUAGEMINI,MISSISSIPPI R.,NEW ORLEANS,VIETNAM,2 O/B,57093,1,AQUAGEMINI,MISSISSIPPI R.
2023-08-06,AQUAPROSPER,MISSISSIPPI R.,NEW ORLEANS,INDONESIA,1,56105,1,AQUAPROSPER,MISSISSIPPI R.
2023-02-03,AQUARIUS CONFIDENCE,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,51298,1,AQUARIUS CONFIDENCE,MISSISSIPPI R.
2023-07-14,AQUARIUS CONFIDENCE,MISSISSIPPI R.,NEW ORLEANS,HONDURAS,2 O/B,49127,1,AQUARIUS CONFIDENCE,MISSISSIPPI R.
2023-12-25,AQUARIUS CONFIDENCE,MISSISSIPPI R.,NEW ORLEANS,JAPAN,1,51129,3,AQUARIUS CONFIDENCE,MISSISSIPPI R.
2023-09-11,AQUATAURUS,MISSISSIPPI R.,NEW ORLEANS,NETHERLANDS,2 O/B,56340,1,AQUATAURUS,MISSISSIPPI R.
2023-10-13,AQUAVITA AIM,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,70123,1,AQUAVITA AIM,MISSISSIPPI R.
2023-02-02,AQUAVITA SUN,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,68824,1,AQUAVITA SUN,MISSISSIPPI R.
2023-10-19,AQUAVITA TRUST,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,58407,1,AQUAVITA TRUST,MISSISSIPPI R.
2023-01-03,AQUILA OCEAN,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,66925,1,AQUILA OCEAN,COLUMBIA R.
2023-02-09,ARAGONA,MISSISSIPPI R.,NEW ORLEANS,NETHERLANDS,2 O/B,56681,1,ARAGONA,MISSISSIPPI R.
2023-07-18,ARCH GABRIEL,COLUMBIA R.,PACIFICNW,TAIWAN,1,6880,1,ARCH GABRIEL,COLUMBIA R.
2023-07-23,ARCH GABRIEL,COLUMBIA R.,PACIFICNW,TAIWAN,1,11586,1,ARCH GABRIEL,COLUMBIA R.
2023-07-24,ARCH GABRIEL,COLUMBIA R.,PACIFICNW,TAIWAN,1,39490,1,ARCH GABRIEL,COLUMBIA R.
2023-01-02,ARCOLA,S. ATLANTIC,TOLEDO,CHINA,2 O/B,51834,1,ARCOLA,S. ATLANTIC
2023-09-11,AREQUIPA QUEEN,MISSISSIPPI R.,NEW ORLEANS,GUATEMALA,2 O/B,19368,1,AREQUIPA QUEEN,MISSISSIPPI R.
2023-12-13,ARISTOTELES GRAECIA,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,71619,1,ARISTOTELES GRAECIA,MISSISSIPPI R.
2023-02-07,ARKAS,COLUMBIA R.,PACIFICNW,TAIWAN,1,14280,2,ARKAS,COLUMBIA R.
2023-02-11,ARKAS,COLUMBIA R.,PACIFICNW,TAIWAN,2 O/B,30607,1,ARKAS,COLUMBIA R.
2023-12-18,ARKI,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,24139,1,ARKI,MISSISSIPPI R.
2023-06-24,ARKI,S. TEXAS,LEAGUE CITY,ITALY,1,15743,1,ARKI,S. TEXAS
2023-02-13,ARMIA KRAJOWA,MISSISSIPPI R.,NEW ORLEANS,EGYPT,2 O/B,32999,1,ARMIA KRAJOWA,MISSISSIPPI R.
2023-09-08,ARMONIA,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,54695,1,ARMONIA,MISSISSIPPI R.
2023-12-04,ARMONIA A,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,68207,1,ARMONIA A,COLUMBIA R.
2023-10-05,ARMONIA A,PUGET SOUND,PACIFICNW,CHINA,2 O/B,69299,1,ARMONIA A,PUGET SOUND
2023-02-24,ARMONIA GR,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,31380,1,ARMONIA GR,MISSISSIPPI R.
2023-05-02,ARMONIA.GR,MISSISSIPPI R.,NEW ORLEANS,EL SALVADOR,1,12811,1,ARMONIA.GR,MISSISSIPPI R.
2023-07-13,AROSA,MISSISSIPPI R.,NEW ORLEANS,EL SALVADOR,2 O/B,48299,1,AROSA,MISSISSIPPI R.
2023-11-03,ARPEGGIO,COLUMBIA R.,PACIFICNW,VIETNAM,2 O/B,67669,1,ARPEGGIO,COLUMBIA R.
2023-11-07,ARRIBA,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,68026,1,ARRIBA,COLUMBIA R.
