port_code,sked_d_name,cbp_appendix_e_name,district_code,district_name,state,port_consolidated,port_coast,port_region,port_type
2609,"TUCSON, AZ","Tucson, Arizona",26,"NOGALES, AZ",AZ,"Tucson, Arizona",Inland,Land Ports,inland
2681,,"Scottsdale User Fee Airport, Scottsdale, Arizona",26,,AZ,Arizona Border,Land Ports,Land Ports,
2682,,"Phoenix-Mesa Gateway Airport, Mesa, Arizona",26,,AZ,Arizona Border,Land Ports,Land Ports,
2704,"LOS ANGELES, CA","Los Angeles, California",27,"LOS ANGELES, CA",CA,LA-Long Beach,West,California,seaport
2707,"PORT 2707, CA","Port San Luis Harbor, Avila Beach, California",27,"LOS ANGELES, CA",CA,LA-Long Beach,West,California,seaport
2709,"LONG BEACH, CA","Long Beach, California",27,"LOS ANGELES, CA",CA,LA-Long Beach,West,California,seaport
2712,"VENTURA, CA","Ventura, California",27,"LOS ANGELES, CA",CA,LA-Long Beach,West,California,seaport
2713,"PORT HUENEME, CA","Port Hueneme, California",27,"LOS ANGELES, CA",CA,LA-Long Beach,West,California,seaport
2715,"CAPITAN, CA","Capitan, California",27,"LOS ANGELES, CA",CA,LA-Long Beach,West,California,seaport
2719,"MORRO BAY, CA","Morro Bay, California",27,"LOS ANGELES, CA",CA,LA-Long Beach,West,California,seaport
2720,"LOS ANGELES INTERNATIONAL AIRPORT, CA","Los Angeles International Airport, Los Angeles, California",27,"LOS ANGELES, CA",CA,LA-Long Beach,West,California,airport
2721,"ONTARIO INTL AIRPORT, CA","Ontario International Airport, Ontario, California",27,"LOS ANGELES, CA",CA,LA-Long Beach,West,California,airport
2722,"LAS VEGAS, NV","Las Vegas, NV",27,"LOS ANGELES, CA",NV,"Las Vegas, NV",Inland,California,inland
2755,,"Los Angeles Alternate, Los Angeles, California",27,,CA,LA-Long Beach,West,California,
2775,"TNT EXPRESS, LAX, CA","ECCF FedEx Corp Los Angeles, Los Angeles, California",27,"LOS ANGELES, CA",CA,LA-Long Beach,West,California,courier
2776,IBC PACIFIC,"ECCF International Bonded Couriers (IBC) Los Angeles, Los Angeles, California",27,"LOS ANGELES, CA",CA,LA-Long Beach,West,California,courier
2777,,"ECCF Micom Inglewood, Ingelwood, California",27,,CA,LA-Long Beach,West,California,
2781,,"Palm Springs User Fee, Palm Springs, California",27,,CA,LA-Long Beach,West,California,
2782,,"San Bernardino International Airport, San Bernardino, California",27,,CA,LA-Long Beach,West,California,
2783,,"Southern California Logistics Airport UFA, Victorville, California",27,,CA,LA-Long Beach,West,California,
2786,"MEADOWS FIELD AIRPORT, CA","Meadows Field Airport, Bakersfield, California",27,"LOS ANGELES, CA",CA,LA-Long Beach,West,California,airport
2787,,"John Wayne User Fee Airport, Santa Ana, California",27,,CA,LA-Long Beach,West,California,
2788,,"Van Nuys User Fee Airport, Van Nuys, California",27,,CA,LA-Long Beach,West,California,
2791,"DHL-HUB, LOS ANGELES, CA","DHL Los Angeles Hub, Los Angeles, California",27,"LOS ANGELES, CA",CA,LA-Long Beach,West,California,courier
2795,"UPS-ONTARIO, CA","UPS Ontario CA Hub, Ontario, California",27,"LOS ANGELES, CA",CA,LA-Long Beach,West,California,courier
2801,"SAN FRANCISCO INTL ARPT, CA","San Francisco International Airport, San Francisco, California",28,"SAN FRANCISCO, CA",CA,San Francisco Bay,West,California,airport
2802,"EUREKA, CA","Eureka, California",28,"SAN FRANCISCO, CA",CA,San Francisco Bay,West,California,seaport
2803,"FRESNO, CA","Fresno, California",28,"SAN FRANCISCO, CA",CA,"Fresno, California",Inland,California,inland
2805,"MONTEREY, CA","Monterey, California",28,"SAN FRANCISCO, CA",CA,San Francisco Bay,West,California,seaport
2809,"SAN FRANCISCO, CA","San Francisco, California",28,"SAN FRANCISCO, CA",CA,San Francisco Bay,West,California,seaport
2810,"STOCKTON, CA","Stockton, California",28,"SAN FRANCISCO, CA",CA,San Francisco Bay,West,California,seaport
2811,"OAKLAND, CA","Oakland, California",28,"SAN FRANCISCO, CA",CA,San Francisco Bay,West,California,seaport
2812,"RICHMOND,CA","Richmond, California",28,"SAN FRANCISCO, CA",CA,San Francisco Bay,West,California,seaport
2815,"CROCKETT,CA","Crockett, California",28,"SAN FRANCISCO, CA",CA,San Francisco Bay,West,California,seaport
2820,"MARTINEZ,CA","Martinez, California",28,"SAN FRANCISCO, CA",CA,San Francisco Bay,West,California,seaport
2821,"REDWOOD CITY,CA","Redwood City, California",28,"SAN FRANCISCO, CA",CA,San Francisco Bay,West,California,seaport
2827,"SELBY,CA","Selby, California",28,"SAN FRANCISCO, CA",CA,San Francisco Bay,West,California,seaport
2828,"SAN JUAQUIN RIVER,CA","San Joaquin River, California",28,"SAN FRANCISCO, CA",CA,San Francisco Bay,West,California,seaport
2829,"SAN PABLO BAY,CA","San Pablo Bay, California",28,"SAN FRANCISCO, CA",CA,San Francisco Bay,West,California,seaport
2830,"CARQUINEZ STRAIT,CA","Carquinez Strait, California",28,"SAN FRANCISCO, CA",CA,San Francisco Bay,West,California,seaport
2831,,"Suisin Bay, California",28,,CA,San Francisco Bay,West,California,
2833,"RENO, NV","Reno, Nevada",28,"SAN FRANCISCO, CA",NV,"Reno, Nevada",Inland,California,inland
2834,"SAN JOSE INTL AIRPORT, CA","San Jose International Airport, California",28,"SAN FRANCISCO, CA",CA,San Francisco Bay,West,California,airport
2835,"SACRAMENTO INT'L AIRPORT, CA","Sacramento International Airport, Sacramento, California",28,"SAN FRANCISCO, CA",CA,San Francisco Bay,Inland,California,airport
2871,AIRCARGO HANDLING SERVIC,,28,"SAN FRANCISCO, CA",,San Francisco Bay,West,California,courier
2895,"FEDEX, OAKLAND, CA","FedEx Corp Oakland Hub, Oakland, California",28,"SAN FRANCISCO, CA",CA,San Francisco Bay,West,California,courier
2901,"ASTORIA, OR","Astoria, Oregon",29,"COLUMBIA-SNAKE, OR",OR,Columbia River,West,Pacific Northwest,seaport
2902,"NEWPORT, OR","Newport, Oregon",29,"COLUMBIA-SNAKE, OR",OR,Columbia River,West,Pacific Northwest,seaport
2903,"COOS BAY, OR","Coos Bay, Oregon",29,"COLUMBIA-SNAKE, OR",OR,Columbia River,West,Pacific Northwest,seaport
2904,"PORTLAND, OR","Portland, Oregon",29,"COLUMBIA-SNAKE, OR",OR,Columbia River,West,Pacific Northwest,seaport
2905,"LONGVIEW, WA","Longview, Washington",29,"COLUMBIA-SNAKE, OR",WA,Columbia River,West,Pacific Northwest,seaport
2907,"BOISE, ID","Boise, Idaho",29,"COLUMBIA-SNAKE, OR",ID,Columbia River,Inland,Pacific Northwest,seaport
2908,"VANCOUVER, WA","Vancouver, Washington",29,"COLUMBIA-SNAKE, OR",WA,Columbia River,West,Pacific Northwest,seaport
2909,"KALAMA, WA","Kalama, Washington",29,"COLUMBIA-SNAKE, OR",WA,Columbia River,West,Pacific Northwest,seaport
2910,"PORTLAND INTL AIRPORT, OR","Portland International Airport, Portland, Washington",29,"COLUMBIA-SNAKE, OR",OR,Columbia River,West,Pacific Northwest,airport
2983,,"Hillsboro Airport, Hillsboro, Oregon",29,,OR,Columbia River,West,Pacific Northwest,
3001,"SEATTLE, WA","Seattle, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,seaport
3002,"TACOMA, WA","Tacoma, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,seaport
3003,"ABERDEEN-HOQUIAM, WA","Aberdeen, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,seaport
3004,"BLAINE, WA","Blaine, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,land_border
3005,"BELLINGHAM, WA","Bellingham, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,land_border
3006,"EVERETT, WA","Everett, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,seaport
3007,"PORT ANGELES, WA","Port Angeles, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,seaport
3008,"PORT TOWNSEND, WA","Port Townsend, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,seaport
3009,"SUMAS, WA","Sumas, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,land_border
3010,"ANACORTES, WA","Anacortes, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,seaport
3011,"NIGHTHAWK, WA","Nighthawk, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,land_border
3012,"DANVILLE, WA","Danville, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,land_border
3013,"FERRY, WA","Ferry, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,seaport
3014,"FRIDAY HARBOR, WA","Friday Harbor, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,seaport
3015,"BOUNDARY, WA","Boundary, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,land_border
3016,"LAURIER, WA","Laurier, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,land_border
3017,"POINT ROBERTS, WA","Point Roberts, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,seaport
3018,"KENMORE AIR HARBOR, WA","Kenmore Air Harbor, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,airport
3019,"OROVILLE, WA","Oroville, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,land_border
3020,"FRONTIER, WA","Frontier, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,land_border
3022,"SPOKANE, WA","Spokane, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,Inland,Pacific Northwest,seaport
3023,"LYNDEN, WA","Lynden, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,land_border
3025,METALINE FALLS,"Metaline Falls, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,seaport
3026,"OLYMPIA, WA","Olympia, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,seaport
3029,SEATTLE-TACOMA INTL ARPT,"Seattle-Tacoma International Airport, Seattle, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,airport
3071,"UPS, SEATTLE, WA","ECCF UPS Seattle, Seattle, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,courier
3072,"AVION BROKERS, SEATTLE, WA","ECCF Avion Brokers Seatac, Seatac, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,courier
3073,"DHL, SEATTLE, WA","ECCF DHL Worldwide Seatac, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,courier
3074,"AIRBORNE EXPRESS, SEATTLE, WA","ECCF Airborne Express Seatac, Seatac, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,courier
3082,GRANT COUNTY AIRPORT,"Grant County Airport, Moses Lake, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,airport
3095,"UPS, SEATTLE, WA","UPS Seatac Hub, Seatac, Washington",30,"SEATTLE, WA",WA,Seattle-Tacoma,West,Pacific Northwest,courier
3099,,"Port of Puget Sound, Seattle, Washington",30,,WA,Seattle-Tacoma,West,Pacific Northwest,
3101,"JUNEAU, AK","Juneau, Alaska",31,"ANCHORAGE, AK",AK,Alaska,Alaska/US Islands,Alaska/US Islands,seaport
3102,"KETCHIKAN, AK","Ketchikan, Alaska",31,"ANCHORAGE, AK",AK,Alaska,Alaska/US Islands,Alaska/US Islands,seaport
3103,"SKAGWAY, AK","Skagway, Alaska",31,"ANCHORAGE, AK",AK,Alaska,Alaska/US Islands,Alaska/US Islands,seaport
3104,"ALCAN, AK","Alcan, Alaska",31,"ANCHORAGE, AK",AK,Alaska,Alaska/US Islands,Alaska/US Islands,land_border
3105,"WRANGELL, AK","Wrangell, Alaska",31,"ANCHORAGE, AK",AK,Alaska,Alaska/US Islands,Alaska/US Islands,seaport
3106,"DALTON CACHE, AK","Dalton Cache, Alaska",31,"ANCHORAGE, AK",AK,Alaska,Alaska/US Islands,Alaska/US Islands,land_border
3111,"FAIRBANKS, AK","Fairbanks, Alaska",31,"ANCHORAGE, AK",AK,Alaska,Alaska/US Islands,Alaska/US Islands,seaport
3115,"SITKA, AK","Sitka, Alaska",31,"ANCHORAGE, AK",AK,Alaska,Alaska/US Islands,Alaska/US Islands,seaport
3124,,"Pelican, Alaska",31,,AK,Alaska,Alaska/US Islands,Alaska/US Islands,
3126,"ANCHORAGE, AK","Anchorage, Alaska",31,"ANCHORAGE, AK",AK,Alaska,Alaska/US Islands,Alaska/US Islands,seaport
3181,,"Saint Paul Airport, Anchorage, Alaska",31,,AK,Alaska,Alaska/US Islands,Alaska/US Islands,
3195,"FEDEX, ANCHORAGE, AK","FedEx Corp Anchorage Hub, Anchorage, Alaska",31,"ANCHORAGE, AK",AK,Alaska,Alaska/US Islands,Alaska/US Islands,courier
3196,"UPS, ANCHORAGE, AK","UPS Anchorage Hub, Anchorage, Alaska",31,"ANCHORAGE, AK",AK,Alaska,Alaska/US Islands,Alaska/US Islands,courier
3201,"HONOLULU, HI","Honolulu, Hawaii",32,"HONOLULU, HI",HI,Honolulu,West,Pacific,seaport
3202,"HILO, HI","Hilo, Hawaii",32,"HONOLULU, HI",HI,Honolulu,West,Pacific,seaport
3203,"KAHULUI, HI","Kahului, Hawaii",32,"HONOLULU, HI",HI,Honolulu,West,Pacific,seaport
3204,"NAWILIWILI-PORT ALLEN,HI","Nawiliwili-Port Allen, Hawaii",32,"HONOLULU, HI",HI,Honolulu,West,Pacific,seaport
3205,"HONOLULU INTL AIRPRT, HI","Honolulu International Airport, Honolulu, Hawaii",32,"HONOLULU, HI",HI,Honolulu,West,Pacific,airport
3206,"KONA, HI","Kona, Hawaii",32,"HONOLULU, HI",HI,Honolulu,West,Pacific,seaport
3207,,"Guam Preclearance, Tamuning, Guam",32,,GU,Honolulu,West,Pacific,
3211,,"Saipan, Tamuning, Guam",32,,GU,Honolulu,West,Pacific,
3212,,"Tinian, Tamuning, Guam",32,,GU,Honolulu,West,Pacific,
3213,,"Rota, Tamuning, Guam",32,,GU,Honolulu,West,Pacific,
3279,"HONOLULU FTZ, HI","ECCF FedEx Corp Honolulu, Honolulu, Hawaii",32,"HONOLULU, HI",HI,Honolulu,West,Pacific,ftz
3301,"RAYMOND, MT","Raymond, Montana",33,"GREAT FALLS, MT",MT,Northern Border-MT,Land Ports,Land Ports,land_border
3302,"EASTPORT, ID","Eastport, Idaho",33,"GREAT FALLS, MT",ID,Northern Border-ID,Land Ports,Land Ports,land_border
3303,"SALT LAKE CITY, UT","Salt Lake City, Utah",33,"GREAT FALLS, MT",UT,"Salt Lake City, Utah",Inland,Land Ports,inland
3304,"GREAT FALLS, MT","Great Falls, Montana",33,"GREAT FALLS, MT",MT,Northern Border-MT,Land Ports,Land Ports,land_border
3305,"BUTTE, MT","Butte, Montana",33,"GREAT FALLS, MT",MT,Northern Border-MT,Land Ports,Land Ports,land_border
3306,"TURNER, MT","Turner, Montana",33,"GREAT FALLS, MT",MT,Northern Border-MT,Land Ports,Land Ports,land_border
3307,"DENVER, CO","Denver, Colorado",33,"GREAT FALLS, MT",CO,"Denver, Colorado",Land Ports,Land Ports,inland
3308,"PORTHILL, ID","Porthill, Idaho",33,"GREAT FALLS, MT",ID,Northern Border-MT,Land Ports,Land Ports,land_border
3309,"SCOBY, MT","Scobey, Montana",33,"GREAT FALLS, MT",MT,Northern Border-MT,Land Ports,Land Ports,land_border
3310,"SWEETGRASS, MT","Sweetgrass, Montana",33,"GREAT FALLS, MT",MT,Sweetgrass-MT,Land Ports,Land Ports,land_border
3316,"PIEGAN, MT","Piegan, Montana",33,"GREAT FALLS, MT",MT,Northern Border-MT,Land Ports,Land Ports,land_border
3317,"OPHEIM, MT","Opheim, Montana",33,"GREAT FALLS, MT",MT,Northern Border-MT,Land Ports,Land Ports,land_border
3318,"ROOSVILLE, MT","Roosville, Montana",33,"GREAT FALLS, MT",MT,Northern Border-MT,Land Ports,Land Ports,land_border
3319,"MORGAN, MT","Morgan, Montana",33,"GREAT FALLS, MT",MT,Northern Border-MT,Land Ports,Land Ports,land_border
3321,"WHITLASH, MT","Whitlash, Montana",33,"GREAT FALLS, MT",MT,Northern Border-MT,Land Ports,Land Ports,land_border
3322,"DEL BONITA, MT","Del Bonita, Montana",33,"GREAT FALLS, MT",MT,Northern Border-MT,Land Ports,Land Ports,land_border
3323,"WILDHORSE, MT","Wildhorse, Montana",33,"GREAT FALLS, MT",MT,Northern Border-MT,Land Ports,Land Ports,land_border
3324,KALISPELL AIRPORT,"Kalispell Airport, Montana",33,"GREAT FALLS, MT",MT,Northern Border-MT,Land Ports,Land Ports,airport
3325,"GLACIER PARK INTL AIRPORT, MT","Willow Creek, Montana",33,"GREAT FALLS, MT",MT,Northern Border-MT,Land Ports,Land Ports,airport
3327,,"Vancouver, BC, Canada",33,,,Northern Border-MT,Land Ports,Land Ports,
3328,,"Calgary, Alberta, Canada",33,,,Northern Border-MT,Land Ports,Land Ports,
3329,,"Edmonton, Alberta, Canada",33,,,Northern Border-MT,Land Ports,Land Ports,
3381,,"Missoula User Fee Airport, Missoula, Montana",33,,MT,Northern Border-MT,Land Ports,Land Ports,
3383,,"Jeffco User Fee Airport, Broofield, Colorado",33,,CO,Northern Border-MT,Land Ports,Land Ports,
3384,"ARAPAHOE COUNTY PUBLIC AIRPORT, CO","Centennial Airport, Englewood, Colorado",33,"GREAT FALLS, MT",CO,Northern Border-MT,Land Ports,Land Ports,airport
3385,EAGLE COUNTY REGIONAL AIRPORT,"Eagle County Regional Airport, Gypsum, Colorado",33,"GREAT FALLS, MT",CO,Northern Border-MT,Land Ports,Land Ports,airport
3386,"BOZEMAN YELLOWSTONE USER FEE AIRPORT, BELGRADE, MT","Bozeman Yellowstone User Fee Airport, Belgrade, Montana",33,"GREAT FALLS, MT",MT,Northern Border-MT,Land Ports,Land Ports,airport
3401,"PEMBINA, ND","Pembina, North Dakota",34,"PEMBINA, ND",ND,Pembina-ND,Land Ports,Land Ports,land_border
3403,"PORTAL, ND","Portal, North Dakota",34,"PEMBINA, ND",ND,Portal-ND,Land Ports,Land Ports,land_border
3404,"NECHE, ND","Neche, North Dakota",34,"PEMBINA, ND",ND,Northern Border-ND,Land Ports,Land Ports,land_border
3405,"ST JOHN, ND","St. John, North Dakota",34,"PEMBINA, ND",ND,Northern Border-ND,Land Ports,Land Ports,land_border
3406,"NORTHGATE, ND","Northgate, North Dakota",34,"PEMBINA, ND",ND,Northern Border-ND,Land Ports,Land Ports,land_border
3407,"WALHALLA, ND","Walhalla, North Dakota",34,"PEMBINA, ND",ND,Northern Border-ND,Land Ports,Land Ports,land_border
3408,"HANNAH, ND","Hannah, North Dakota",34,"PEMBINA, ND",ND,Northern Border-ND,Land Ports,Land Ports,land_border
3409,"SARLES, ND","Sarles, North Dakota",34,"PEMBINA, ND",ND,Northern Border-ND,Land Ports,Land Ports,land_border
3410,"AMBROSE, ND","Ambrose, North Dakota",34,"PEMBINA, ND",ND,Northern Border-ND,Land Ports,Land Ports,land_border
3411,"FARGO,ND","Fargo International Airport, North Dakota",34,"PEMBINA, ND",ND,"Fargo International Airport, North Dakota",Land Ports,Land Ports,inland
3413,"ANTLER, ND","Antler, North Dakota",34,"PEMBINA, ND",ND,Northern Border-ND,Land Ports,Land Ports,land_border
3414,"SHERWOOD, ND","Sherwood, North Dakota",34,"PEMBINA, ND",ND,Northern Border-ND,Land Ports,Land Ports,land_border
3415,"HANSBORO, ND","Hansboro, North Dakota",34,"PEMBINA, ND",ND,Northern Border-ND,Land Ports,Land Ports,land_border
3416,"MAIDA, ND","Maida, North Dakota",34,"PEMBINA, ND",ND,Northern Border-ND,Land Ports,Land Ports,land_border
3417,"FORTUNA, ND","Fortuna, North Dakota",34,"PEMBINA, ND",ND,Northern Border-ND,Land Ports,Land Ports,land_border
3419,"WESTHOPE, ND","Westhope, North Dakota",34,"PEMBINA, ND",ND,Northern Border-ND,Land Ports,Land Ports,land_border
3420,"NOONAN, ND","Noonan, North Dakota",34,"PEMBINA, ND",ND,Northern Border-ND,Land Ports,Land Ports,land_border
3421,"CARBURY, ND","Carbury, North Dakota",34,"PEMBINA, ND",ND,Northern Border-ND,Land Ports,Land Ports,land_border
3422,"DUNSEITH, ND","Dunseith, North Dakota",34,"PEMBINA, ND",ND,Northern Border-ND,Land Ports,Land Ports,land_border
3423,"WARROAD, MN","Warroad, Minnesota",34,"PEMBINA, ND",MN,Northern Border-ND,Land Ports,Land Ports,land_border
3424,"BAUDETTE, MN","Baudette, Minnesota",34,"PEMBINA, ND",MN,Northern Border-ND,Land Ports,Land Ports,land_border
3425,"PINECREEK, MN","Pinecreek, Minnesota",34,"PEMBINA, ND",MN,Northern Border-ND,Land Ports,Land Ports,land_border
3426,"ROSEAU, MN","Roseau, Minnesota",34,"PEMBINA, ND",MN,Northern Border-ND,Land Ports,Land Ports,land_border
3427,"GRAND FORKS, ND","Grand Forks Airport, Grand Forks, North Dakota",34,"PEMBINA, ND",ND,Northern Border-ND,Land Ports,Land Ports,land_border
3428,,"Winnipeg International Airport, Winnipeg, Canada",34,,,Northern Border-ND,Land Ports,Land Ports,
3429,,"Crane Lake, Minnesota",34,,MN,Northern Border-ND,Land Ports,Land Ports,
3430,"LANCASTER, MN","Lancaster, Minnesota",34,"PEMBINA, ND",MN,Northern Border-ND,Land Ports,Land Ports,land_border
3433,"WILLISTON AIRPORT, ND","Williston Airport, Williston, North Dakota",34,"PEMBINA, ND",ND,Northern Border-ND,Land Ports,Land Ports,airport
3434,"MINOT AIRPORT, ND","Minot Airport, Minot, North Dakota",34,"PEMBINA, ND",ND,Northern Border-ND,Land Ports,Land Ports,airport
3501,"MINNEAPOLIS-ST. PAUL, MN","Minneapolis-St. Paul, Minnesota",35,"MINNEAPOLIS, MN",MN,"Minneapolis-St. Paul, Minnesota",Inland,Great Lakes,inland
3502,"SIOUX FALLS, S.D.","Sioux Falls, South Dakota",35,"MINNEAPOLIS, MN",SD,"Sioux Falls, South Dakota",Inland,Great Lakes,inland
3510,"DULUTH, MN-SUPERIOR, WI","Duluth, Wisconsin",35,"MINNEAPOLIS, MN",WI,Duluth-Superior,Great Lakes,Great Lakes,seaport
3511,"ASHLAND, WI","Ashland, Wisconsin",35,"MINNEAPOLIS, MN",WI,Minneapolis-St. Paul,Inland,Great Lakes,seaport
3512,"OMAHA, NE","Omaha, Nebraska",35,"MINNEAPOLIS, MN",NE,"Omaha, Nebraska",Inland,Great Lakes,inland
3513,"DES MOINES, IA","Des Moines, Iowa",35,"MINNEAPOLIS, MN",IA,"Des Moines, Iowa",Inland,Great Lakes,inland
3581,"ROCHESTER USER FEE AIRPORT, MN","Rochester, Minnesota User Fee Airport",35,"MINNEAPOLIS, MN",MN,Minneapolis-St. Paul,Inland,Great Lakes,airport
3604,"INTERNATIONAL FALLS-RANIER, MN","International Falls, Minnesota",36,"DULUTH, MN",MN,International Falls,Great Lakes,Great Lakes,land_border
3613,"GRAND PORTAGE, MN","Grand Portage, Minnesota",36,"DULUTH, MN",MN,Duluth-Superior,Great Lakes,Great Lakes,land_border
3701,"MILWAUKEE, WI","Milwaukee, Wisconsin",37,"MILWAUKEE, WI",WI,Milwaukee,Great Lakes,Great Lakes,seaport
3702,"MARINETTE, WI","Marinette, Wisconsin",37,"MILWAUKEE, WI",WI,Milwaukee,Great Lakes,Great Lakes,seaport
3703,"GREEN BAY, WI","Green Bay, Wisconsin",37,"MILWAUKEE, WI",WI,Milwaukee,Great Lakes,Great Lakes,seaport
3706,"MANITOWOC, WI","Manitowoc, Wisconsin",37,"MILWAUKEE, WI",WI,Milwaukee,Great Lakes,Great Lakes,seaport
3707,,"Sheboygan, Wisconsin",37,,WI,Milwaukee,Great Lakes,Great Lakes,
3708,"RACINE, WI","Racine, Wisconsin",37,"MILWAUKEE, WI",WI,Milwaukee,Great Lakes,Great Lakes,seaport
3781,,"Appleton International Airport, Appleton, Wisconsin",37,,WI,Milwaukee,Great Lakes,Great Lakes,
3801,"DETROIT, MI","Detroit, Michigan",38,"DETROIT, MI",MI,Detroit,Great Lakes,Great Lakes,seaport
3802,"PORT HURON, MI","Port Huron, Michigan",38,"DETROIT, MI",MI,Port Huron,Great Lakes,Great Lakes,land_border
3803,"SAULT STE. MARIE, MI","Sault Ste Marie, Michigan",38,"DETROIT, MI",MI,Sault Ste. Marie,Great Lakes,Great Lakes,land_border
3804,"SAGINAW/BAY CITY, MI","Saginaw/Bay City, Michigan",38,"DETROIT, MI",MI,Detroit,Great Lakes,Great Lakes,seaport
3805,"BATTLE CREEK, MI","Battle Creek, Michigan",38,"DETROIT, MI",MI,"Battle Creek, Michigan",Great Lakes,Great Lakes,inland
3806,"GRAND RAPIDS, MI","Grand Rapids, Michigan",38,"DETROIT, MI",MI,"Grand Rapids, Michigan",Great Lakes,Great Lakes,inland
3807,"DETROIT METRO AIRPORT, DETROIT, MI","Detroit Metropolitan Airport, Michigan",38,"DETROIT, MI",MI,Detroit,Great Lakes,Great Lakes,airport
3808,"ESCANABA, MI","Escanaba, Michigan",38,"DETROIT, MI",MI,Detroit,Great Lakes,Great Lakes,seaport
3809,"MARQUETTE, MI","Marquette, Michigan",38,"DETROIT, MI",MI,Detroit,Great Lakes,Great Lakes,seaport
3814,"ALGONAC, MI","Algonac, Michigan",38,"DETROIT, MI",MI,Detroit,Great Lakes,Great Lakes,land_border
3815,"MUSKEGON, MI","Muskegon, Michigan",38,"DETROIT, MI",MI,Detroit,Great Lakes,Great Lakes,seaport
3816,"GRAND HAVEN, MI","Grand Haven, Michigan",38,"DETROIT, MI",MI,Detroit,Great Lakes,Great Lakes,seaport
3818,"ROGERS CITY, MI","Rogers City, Michigan",38,"DETROIT, MI",MI,Detroit,Great Lakes,Great Lakes,seaport
3819,"DETOUR, MI","Detour City, Michigan",38,"DETROIT, MI",MI,Detroit,Great Lakes,Great Lakes,land_border
3822,,"South Haven, Michigan",38,,MI,Detroit,Great Lakes,Great Lakes,
3842,"PRESQUE ISLE, MI","Presque Island, Michigan",38,"DETROIT, MI",MI,Detroit,Great Lakes,Great Lakes,seaport
3843,"ALPENA, MI","Alpena, Michigan",38,"DETROIT, MI",MI,Detroit,Great Lakes,Great Lakes,seaport
3881,OAKLAND/PONTIAC AIRPORT,"Oakland County International Airport, Pontiac, Michigan",38,"DETROIT, MI",MI,Detroit,Great Lakes,Great Lakes,airport
3882,"WILLOW RUN AIRPORT, YPSILANTI, MI","Willow Run Airport, Ypsilanti, Michigan",38,"DETROIT, MI",MI,Detroit,Great Lakes,Great Lakes,airport
3883,"CAPITAL REGION INTL AIRPORT, LANSING, MI",,38,"DETROIT, MI",MI,Detroit,Great Lakes,Great Lakes,airport
3901,"CHICAGO, IL","Chicago, Illinois, including O’Hare International Airport",39,"CHICAGO, IL",IL,Chicago,Great Lakes,Great Lakes,seaport
3902,"PEORIA, IL","Peoria, Illinois",39,"CHICAGO, IL",IL,"Peoria, Illinois",Great Lakes,Great Lakes,inland
3905,"GARY, IN","Gary Chicago Intl Arprt, Indiana",39,"CHICAGO, IL",IN,Chicago,Great Lakes,Great Lakes,seaport
