port_code,sked_d_name,cbp_appendix_e_name,district_code,district_name,state,port_consolidated,port_coast,port_region,port_type
3908,"DAVENPORT, IA-ROCK ISLAND, IL","Davenport, Iowa - Rock Island, Milan, Illinois",39,"CHICAGO, IL",IL,"Davenport, Iowa - Rock Island, Milan, Illinois",Great Lakes,Great Lakes,inland
3909,"ROCKFORD AIRPORT, IL","Rockford Airport, Rockford, Illinois",39,"CHICAGO, IL",IL,Chicago,Great Lakes,Great Lakes,airport
3910,"CHICAGO MIDWAY INT'L AIRPORT, IL","Midway International Airport, Chicago, Illinois",39,"CHICAGO, IL",IL,Chicago,Great Lakes,Great Lakes,airport
3971,"TNT EXPRESS CONSIGNMENT, CHICAGO, IL","ECCF FedEx Chicago, Rosemont, Illinois",39,"CHICAGO, IL",IL,Chicago,Great Lakes,Great Lakes,courier
3972,,"ECCF IBC Chicago, Chicago, Illinois",39,,IL,Chicago,Great Lakes,Great Lakes,
3983,"CHICAGO EXECUTIVE AIRPORT, IL","Pal-Waukee Mncpl Airport, Wheeling, IL",39,"CHICAGO, IL",IL,Chicago,Great Lakes,Great Lakes,airport
3984,"DUPAGE AIRPORT, IL","Dupage Airport Authority, West Chicago, Illinois",39,"CHICAGO, IL",IL,Chicago,Great Lakes,Great Lakes,airport
3987,"UFA UI WILLARD AIRPORT, SAVOY, IL","UFA UI Willard Airport, Savoy, Illinois",39,"CHICAGO, IL",IL,Chicago,Great Lakes,Great Lakes,airport
3991,,"DHL Chicago Hub, Chicago, Illinois",39,,IL,Chicago,Great Lakes,Great Lakes,
4101,"CLEVELAND, OH","Cleveland, Ohio",41,"CLEVELAND, OH",OH,"Cleveland, Ohio",Great Lakes,Great Lakes,inland
4102,"CINCINNATI, OH","Cincinnati, Ohio",41,"CLEVELAND, OH",OH,"Cincinnati, Ohio",Great Lakes,Great Lakes,inland
4103,"COLUMBUS, OH","Columbus, Ohio",41,"CLEVELAND, OH",OH,"Columbus, Ohio",Great Lakes,Great Lakes,inland
4104,"DAYTON, OH","Dayton, Ohio",41,"CLEVELAND, OH",OH,"Dayton, Ohio",Great Lakes,Great Lakes,inland
4105,"TOLEDO-SANDUSKY, OH","Toledo, Ohio",41,"CLEVELAND, OH",OH,Cleveland-Toledo,Great Lakes,Great Lakes,seaport
4106,"ERIE, PA","Erie, Pennsylvania",41,"CLEVELAND, OH",PA,Cleveland-Toledo,Great Lakes,Great Lakes,seaport
4110,"INDIANAPOLIS, IN","Indianapolis, Indiana",41,"CLEVELAND, OH",IN,"Indianapolis, Indiana",Inland,Great Lakes,inland
4115,"LOUISVILLE, KY","Louisville, Kentucky",41,"CLEVELAND, OH",KY,"Louisville, Kentucky",Inland,Great Lakes,inland
4116,"OWENSBORO-EVANSVILLE, KY","Owensboro-Evansville, Indiana",41,"CLEVELAND, OH",KY,"Owensboro-Evansville, Indiana",Great Lakes,Great Lakes,inland
4121,"LORAIN, OH",,41,"CLEVELAND, OH",OH,Cleveland-Toledo,Great Lakes,Great Lakes,seaport
4122,"ASHTABULA/CONNEAUT, OH","Ashtabula/Conneaut, Ohio",41,"CLEVELAND, OH",OH,Cleveland-Toledo,Great Lakes,Great Lakes,seaport
4183,FORT WAYNE AIRPORT,"Fort Wayne Airport UFA, Fort Wayne, Indiana",41,"CLEVELAND, OH",IN,Cleveland-Toledo,Great Lakes,Great Lakes,airport
4184,BLUE GRASS AIRPORT,"Blue Grass Airport UFA, Lexington, Kentucky",41,"CLEVELAND, OH",KY,Cleveland-Toledo,Great Lakes,Great Lakes,airport
4196,UPS COURIER,"UPS Louisville Hub, Louisville, Kentucky",41,"CLEVELAND, OH",KY,Cleveland-Toledo,Great Lakes,Great Lakes,courier
4197,"DHL CINCINNATI, OH","DHL Cincinnati Hub, Cincinnati, Ohio",41,"CLEVELAND, OH",OH,Cleveland-Toledo,Great Lakes,Great Lakes,courier
4198,"FEDEX, INDIANAPOLIS, IN","Fedex Corp Indianapolis Hub, Indianapolis, Indiana",41,"CLEVELAND, OH",IN,Cleveland-Toledo,Great Lakes,Great Lakes,courier
4501,"KANSAS CITY, MO","Kansas City, Missouri",45,"ST. LOUIS, MO",MO,"Kansas City, Missouri",Inland,Mississippi River,inland
4502,"ST JOSEPH, MO","St. Joseph, Missouri",45,"ST. LOUIS, MO",MO,"St. Joseph, Missouri",Inland,Mississippi River,inland
4503,"ST LOUIS, MO","St. Louis, Missouri",45,"ST. LOUIS, MO",MO,"St. Louis, Missouri",Inland,Mississippi River,inland
4504,"WICHITA, KS","Wichita, Kansas",45,"ST. LOUIS, MO",KS,"Wichita, Kansas",Inland,Mississippi River,inland
4505,"SPRINGFIELD, MO","Springfield, Missouri",45,"ST. LOUIS, MO",MO,St. Louis,Inland,Mississippi River,airport
4507,,"Kansas City Smart Port, Kansas City, Kansas",45,,KS,St. Louis,Inland,Mississippi River,
4581,"MIDAMERICAN AIRPORT, IL","MidAmerica Airport, Mascoutah, Illinois",45,"ST. LOUIS, MO",IL,St. Louis,Inland,Mississippi River,airport
4601,,"New York/Newark Area, Newark, New Jersey",46,,NJ,New York,East,North Atlantic,
4602,,"Perth Amboy, New Jersey",46,,NJ,New York,East,North Atlantic,
4670,,"ECCF UPS Newark, Newark, New Jersey",46,,NJ,New York,East,North Atlantic,
4671,"FEDEX ECCF, NEWARK, NJ","ECCF FedEx Corp Newark, Newark, New Jersey",46,UNKNOWN,NJ,New York,East,North Atlantic,courier
4681,,"Morristown Airport, Morristown, New Jersey",46,,NJ,New York,East,North Atlantic,
4682,,"Stewart International Airport UFF, New Windsor, New York",46,,NY,New York,East,North Atlantic,
4701,,"John F. Kennedy Airport, Jamaica, New York",47,,NY,New York,East,North Atlantic,
4771,,"ECCF NYACC JFK Airport, Jamaica, New York",47,,NY,New York,East,North Atlantic,
4772,,"ECCF DHL Airways JFK Airport, Jamaica, New York",47,,NY,New York,East,North Atlantic,
4773,,"ECCF Micom JFK, Jamaica, New York",47,,NY,New York,East,North Atlantic,
4774,,"ECCF IBC JFK, Jamaica, New York",47,,NY,New York,East,North Atlantic,
4778,,"ECCF FedEx Corp JFK Airport, Jamaica, New York",47,,NY,New York,East,North Atlantic,
4901,"AGUADILLA, PR","Aguadilla, Puerto Rico",49,"SAN JUAN, PR",PR,San Juan,Islands,Caribbean,seaport
4904,"FAJARDO, PR","Fajardo, Puerto Rico",49,"SAN JUAN, PR",PR,San Juan,Islands,Caribbean,seaport
4907,"MAYAGUEZ, PR","Mayaguez, Puerto Rico",49,"SAN JUAN, PR",PR,San Juan,Islands,Caribbean,seaport
4908,"PONCE, PR","Ponce, Puerto Rico",49,"SAN JUAN, PR",PR,Ponce,Islands,Caribbean,seaport
4909,"SAN JUAN, PR","San Juan, Puerto Rico",49,"SAN JUAN, PR",PR,San Juan,Islands,Caribbean,seaport
4913,"SAN JUAN INTL AIRPORT, PR","San Juan International Airport, Old San Juan, Puerto Rico",49,"SAN JUAN, PR",PR,San Juan,Islands,Caribbean,airport
4952,ST. THOMAS VI BORDER PATROL,,49,"SAN JUAN, PR",,San Juan,Islands,Caribbean,seaport
5101,"CHARLOTTE AMALIE, VI","Charlotte Amalie, St. Thomas, Virgin Islands",51,U.S. VIRGIN ISLANDS,VI,Virgin Islands,Islands,Caribbean,seaport
5102,"CRUZ BAY, VI","Cruz Bay, St. John, Virgin Islands",51,U.S. VIRGIN ISLANDS,VI,Virgin Islands,Islands,Caribbean,seaport
5104,"CHRISTIANSTED, VI","Christiansted, St. Croix, Virgin Islands",51,U.S. VIRGIN ISLANDS,VI,Virgin Islands,Islands,Caribbean,seaport
5105,"FREDERIKSTED, VI","Frederiksted, St. Croix, Virgin Islands",51,U.S. VIRGIN ISLANDS,VI,Virgin Islands,Islands,Caribbean,seaport
5201,"MIAMI, FL","Miami, Florida",52,"MIAMI, FL",FL,South Florida,East,South Atlantic,seaport
5202,"KEY WEST, FL","Key West, Florida",52,"MIAMI, FL",FL,South Florida,East,South Atlantic,seaport
5203,"PORT EVERGLADES, FL","Port Everglades, Florida",52,"MIAMI, FL",FL,South Florida,East,South Atlantic,seaport
5204,"WEST PALM BEACH, FL","West Palm Beach, Florida",52,"MIAMI, FL",FL,South Florida,East,South Atlantic,seaport
5205,"FORT PIERCE, FL","Fort Pierce, Florida",52,"MIAMI, FL",FL,South Florida,East,South Atlantic,seaport
5206,MIAMI INTL AIRPORT,"Miami International Airport, Miami, Florida",52,"MIAMI, FL",FL,Miami,East,South Atlantic,airport
5210,"FT. LAUDERDALE INTERNATIONAL AIRPORT, FL","Fort Lauderdale International Airport, Fort Lauderdale, Florida",52,"MIAMI, FL",FL,Port Everglades,East,South Atlantic,airport
5255,,"Miami Alternate, Miami, Florida",52,,FL,South Florida,East,South Atlantic,
5274,,"Fedex Corp Miami ECCF, Miami, Florida (Port 5297 is used)",52,,FL,South Florida,East,South Atlantic,
5281,,"Marathon International Airport, Marathon, Florida",52,,FL,South Florida,East,South Atlantic,
5282,,"Boca Raton Airport, Boca Raton, Florida",52,,FL,South Florida,East,South Atlantic,
5283,,"Witham Field GAF, Stuart, Florida",52,,FL,South Florida,East,South Atlantic,
5295,"UPS, MIAMI, FL","UPS Miami Hub, Miami, Florida",52,"MIAMI, FL",FL,South Florida,East,South Atlantic,courier
5296,"DHL, MIAMI, FL","DHL Miami Hub, Miami, Florida",52,"MIAMI, FL",FL,South Florida,East,South Atlantic,courier
5297,"FEDEX, MIAMI, FL","FedEx Corp Miami Hub, Miami, Florida",52,"MIAMI, FL",FL,South Florida,East,South Atlantic,courier
5298,"IBC COURIER HUB, FL","IBC Miami Hub, Miami, Florida",52,"MIAMI, FL",FL,South Florida,East,South Atlantic,courier
5301,"HOUSTON, TX","Houston, Texas",53,"HOUSTON-GALVESTON, TX",TX,Houston,Gulf,North Texas,seaport
5306,"TEXAS CITY, TX","Texas City, Texas",53,"HOUSTON-GALVESTON, TX",TX,Houston,Gulf,North Texas,seaport
5309,"HOUSTON INTERCONTL AIRP, TX","Houston George Bush Intercontinental Airport, Houston, Texas",53,"HOUSTON-GALVESTON, TX",TX,Houston,Gulf,North Texas,airport
5310,"GALVESTON, TX","Galveston, Texas",53,"HOUSTON-GALVESTON, TX",TX,Houston,Gulf,North Texas,seaport
5311,"FREEPORT, TX","Freeport, Texas",53,"HOUSTON-GALVESTON, TX",TX,Houston,Gulf,North Texas,seaport
5312,"CORPUS CHRISTI, TX","Corpus Christi, Texas",53,"HOUSTON-GALVESTON, TX",TX,Corpus Christi,Gulf,South Texas,seaport
5313,"PORT LAVACA, TX","Port Lavaca, Texas",53,"HOUSTON-GALVESTON, TX",TX,Corpus Christi,Gulf,North Texas,seaport
5314,,"Hobby International Airport, Houston, Texas",53,,TX,Houston,Gulf,North Texas,
5315,,"Ellington Field, Houston, Texas",53,,TX,Houston,Gulf,North Texas,
5381,"SUGAR LAND REG AIRP, SUGAR LAND, TX","Sugar Land Regional UFA, Sugar Land, Texas",53,"HOUSTON-GALVESTON, TX",TX,Houston,Gulf,North Texas,airport
5382,,"Conroe-North, Conroe, Texas",53,,TX,Houston,Gulf,North Texas,
5401,"WASHINGTON, DC","Washington, District of Columbia",54,"WASHINGTON, DC",DC,"Washington, District of Columbia",East,Mid-Atlantic,inland
5402,"ALEXANDRIA, VA","Reagan National (DCA), Arlington, Virginia",54,"WASHINGTON, DC",VA,"Reagan National (DCA), Arlington, Virginia",East,Mid-Atlantic,inland
5501,"DALLAS/FT. WORTH, TX","Dallas/Ft. Worth Airport, Texas",55,"DALLAS-FORT WORTH, TX",TX,"Dallas/Ft. Worth Airport, Texas",Inland,North Texas,inland
5502,"AMARILLO, TX","Amarillo, Texas",55,"DALLAS-FORT WORTH, TX",TX,"Amarillo, Texas",Inland,North Texas,inland
5503,"LUBBOCK, TX","Lubbock, Texas",55,"DALLAS-FORT WORTH, TX",TX,"Lubbock, Texas",Inland,North Texas,inland
5504,"OKLAHOMA CITY, OK","Oklahoma City, Oklahoma",55,"DALLAS-FORT WORTH, TX",OK,"Oklahoma City, Oklahoma",Inland,North Texas,inland
5505,"TULSA, OK","Tulsa, Oklahoma",55,"DALLAS-FORT WORTH, TX",OK,"Tulsa, Oklahoma",Inland,North Texas,inland
5506,"AUSTIN, TX","Austin, Texas",55,"DALLAS-FORT WORTH, TX",TX,"Austin, Texas",Inland,North Texas,inland
5507,"SAN ANTONIO, TX","San Antonio, Texas",55,"DALLAS-FORT WORTH, TX",TX,"San Antonio, Texas",Inland,South Texas,inland
5582,"MIDLAND INTL AIRPORT, MIDLAND, TX","Midland International UFA, Midland, Texas",55,"DALLAS-FORT WORTH, TX",TX,Dallas-Fort Worth,Inland,North Texas,airport
5583,"FORTH WORTH ALLIANCE  AIRP, TX","Fort Worth Alliance UFA, Fort Worth, Texas",55,"DALLAS-FORT WORTH, TX",TX,Dallas-Fort Worth,Inland,North Texas,airport
5584,"ADDISON AIRPORT, ADDISON, TX","Addison Airport UFA, Addison, Texas",55,"DALLAS-FORT WORTH, TX",TX,Dallas-Fort Worth,Inland,North Texas,airport
5585,,"Collin County Regional UFA, McKinney, Texas",55,,TX,Dallas-Fort Worth,Inland,North Texas,
5586,,"Ardmore Municipal Airport, Ardmore, Oklahoma",55,,OK,Dallas-Fort Worth,Inland,North Texas,
5587,,"Kelly Field Annex, San Antonio, Texas",55,,TX,Dallas-Fort Worth,Inland,North Texas,
5588,"DALLAS LOVE FIELD USER FEE AIRP, DALLAS, TX","Dallas Love Field UFA, Dallas, Texas",55,"DALLAS-FORT WORTH, TX",TX,Dallas-Fort Worth,Inland,North Texas,airport
5589,,"Meacham International Airport, Fort Worth, Texas",55,,TX,Dallas-Fort Worth,Inland,North Texas,
5901,NORFOLK/MOBILE/CHARLESTON,,59,NORFOLK/MOBILE/CHARLESTON,,Norfolk/Mobile/Charleston,East,South Atlantic,land_border
6000,VESSELS UNDER OWN POWER,,60,VESSELS UNDER OWN POWER,,Vessels Under Own Power,N/A,N/A,administrative
7000,LOW-VALUE,,70,LOW VALUE,,Low Value/Estimated,N/A,N/A,administrative
7010,CANADIAN LATE RECEIPTS ESTIMATE,,70,LOW VALUE,,Low Value/Estimated,N/A,N/A,administrative
7070,LOW VALUE ESTIMATED,,70,LOW VALUE,,Low Value/Estimated,N/A,N/A,administrative
7100,,"Northeast Region, Boston, Massachusetts",71,,,Low Value/Estimated,N/A,N/A,
7121,,"Montreal Quebec Canada, Montreal, Canada",71,,,Low Value/Estimated,N/A,N/A,
7122,,"Toronto Ontario Canada, Toronto, Canada",71,,,Low Value/Estimated,N/A,N/A,
7400,,"Southeast Region, Miami, Florida",74,,,Preclearance,N/A,N/A,
7401,,"CBP St. Thomas Preclearance, St. Thomas, US Virgin Islands",74,,,Preclearance,N/A,N/A,
7404,,"CBP St. Croix Preclearance, St. Croix, US Virgin Islands",74,,,Preclearance,N/A,N/A,
7421,,"CBP Bermuda Preclearance, Washington, DC",74,,,Preclearance,N/A,N/A,
7422,,"CBP Freeport Preclearance, Washington, DC",74,,,Preclearance,N/A,N/A,
7423,,"CBP, Nassau Preclearance, Washington, DC",74,,,Preclearance,N/A,N/A,
7424,,"CBP, Aruba Preclearance, Washington, DC",74,,,Preclearance,N/A,N/A,
7425,,"CBP, Punta Cana International Preclearance, Washington, DC",74,,,Preclearance,N/A,N/A,
7500,,"South Central Region, New Orleans, Louisiana",75,,,Preclearance,N/A,N/A,
7541,,"Dublin, IE Preclearance, Washington, DC",75,,,Preclearance,N/A,N/A,
7542,,"Shannon IE Preclearance, Washington, DC",75,,,Preclearance,N/A,N/A,
7543,,"CBP Abu Dhabi Preclearance, Washington, DC",75,,,Preclearance,N/A,N/A,
7600,,"Southwest Region, Houston, Texas",76,,,Preclearance,N/A,N/A,
7700,,"Pacific Region, Long Beach, California",77,,,Preclearance,N/A,N/A,
7728,,"Pacific Region, San Francisco, California",77,,,Preclearance,N/A,N/A,
7729,,"Pacific Region, San Francisco, California",77,,,Preclearance,N/A,N/A,
7900,,"CBP North Central Region, Chicago, Illinois",79,,,Preclearance,N/A,N/A,
7922,,"CBP Vancouver Preclearance, Washington, DC",79,,,Preclearance,N/A,N/A,
7923,,"CBP Calgary Preclearance, Washington, DC",79,,,Preclearance,N/A,N/A,
7924,,"CBP Edmonton Preclearance, Washington, DC",79,,,Preclearance,N/A,N/A,
7925,,"CBP Montreal Preclearance, Washington, DC",79,,,Preclearance,N/A,N/A,
7926,,"CBP Toronto Preclearance, Washington, DC",79,,,Preclearance,N/A,N/A,
7928,,"CBP Winnipeg Preclearance, Washington, DC",79,,,Preclearance,N/A,N/A,
7929,,"CBP Ottawa Preclearance, Washington, DC",79,,,Preclearance,N/A,N/A,
7930,,"CBP Victoria Preclearance, Washington, DC",79,,,Preclearance,N/A,N/A,
7931,,"CBP Halifax Nova Scotia Preclearance, Washington, DC",79,,,Preclearance,N/A,N/A,
8000,MAIL SHIPMENTS,,80,MAIL SHIPMENTS,,Mail Shipments,N/A,N/A,administrative
9232,,"Calgary, Alberta",92,,,Preclearance,N/A,N/A,
