IMO,VesselName,TotalVoyages,CompleteVoyages,AvgInboundDurationHours,AvgOutboundDurationHours,AvgPortDurationHours,AvgVesselUtilizationPct,MostFrequentDischargeTerminal,TotalCargoEstimateTonnes,AvgCargoPerVoyageTonnes
9210074,Dimitris C,7,7,10.34,7.70,14.58,44.4,Nashville Ave,,
9210139,Seven Seas Mariner,1,1,7.98,6.67,36.18,71.2,Julia St,,
9212125,Danae,2,2,239.29,10.82,81.15,38.3,Cargill Reserve,,
9212242,Captain Diamantis,1,1,183.03,10.32,46.82,19.5,ADM AMA,,
9213105,Ems Trader,16,16,9.97,8.23,13.73,43.5,Nashville Ave,,
9213583,Gsl Myny,3,3,10.29,8.13,19.21,50.9,Nashville Ave,,
9213741,Vancouverborg,2,1,147.82,14.20,26.20,13.9,AST Globalplex,,
9213820,Seajoy,1,1,201.90,13.90,58.82,21.4,Zen-Noh,,
9213909,Noble Spirit,1,1,80.50,6.62,54.90,38.7,PBF Chalmette,,
9213935,Challenger,5,5,25.03,7.33,79.68,76.5,7th Street,,
9213959,Industrial Charger,2,2,33.99,7.02,7.60,31.8,AST Chalmette Slip,,
9214032,Bow Condor,2,1,11.22,6.37,85.12,82.9,Domino Sugar,,
9214135,Banasol,5,5,21.86,34.98,140.19,72.2,ABT Burnside Buoys,,
9214147,Barcarena,2,1,225.88,,,,ABT Burnside,,
9214173,Hc Nadja Maria,7,6,11.55,76.95,45.15,38.6,Violet Dock (idle),,
9214202,E R London,23,21,15.96,9.44,21.21,45.5,Nashville Ave,,
9214214,E R Berlin,1,1,9.37,7.72,26.95,61.2,Nashville Ave,,
9214305,Stolt Focus,9,7,44.53,89.26,41.11,38.7,Stolthaven,,
9214317,Bow Chain,13,12,41.30,79.75,29.89,23.5,IMTT,,
9214848,Solar,1,1,157.50,,,,,,
921525600,Bow Spring,4,4,45.85,33.76,51.54,45.3,Shell Geismar,,
9215268,Bow Sky,7,7,88.59,80.11,45.69,23.9,Stolthaven,,
9215270,Bow Summer,4,4,32.68,129.66,53.50,31.9,Total Carville,,
9215282,Bow Sea,4,4,20.72,48.60,32.08,42.0,IMTT,,
9215294,Bow Sirius,9,9,125.72,82.10,62.64,37.9,IMTT,,
9215309,Bow Saga,6,6,36.91,28.82,33.73,37.5,IMTT,,
9216406,Levanto,1,1,57.97,13.50,92.90,56.5,Cargill Reserve,,
9216468,Nicos L,3,3,249.29,388.36,79.33,33.3,Laplace Buoys,,
9216602,Supertramp,1,0,,,,,7th Street,,
9216901,Elka Nikolas,3,3,43.97,13.57,67.97,56.6,Valero Meraux,,
9216913,Elka Angelique,6,6,53.43,17.53,36.07,30.4,Marathon Garyville,,
9216925,Elka Eleftheria,6,6,59.12,13.09,60.58,51.1,Marathon Garyville,,
9216987,Rio Blackwater,13,12,12.11,7.29,20.15,52.3,Nashville Ave,,
9217656,Anthos,1,1,107.07,13.45,70.13,36.8,ADM Reserve,,
9217826,Alethini,1,1,125.20,7.50,67.20,33.6,AST Arabi Dolphins,,
9218052,Mel Vision,3,3,282.07,33.23,44.29,20.9,ADM Destrehan,,
9218131,Norwegian Sun,1,1,8.97,6.72,24.57,61.0,Julia St,,
9218301,Pacific Logger,1,1,9.70,213.92,96.00,30.0,AST Chalmette Slip,,
9218313,Kiwi Trader,1,0,,,,,Cargill Westwego,,
9218337,Chios Legacy,1,1,85.60,10.88,69.78,42.0,Cargill Reserve,,
9218404,Federal Shimanto,3,3,130.09,128.12,98.20,25.2,AST Meraux Buoys,,
9218662,Apl Scotland,2,2,9.68,7.43,15.14,46.9,Nashville Ave,,
9218674,Apl Holland,17,17,13.10,8.50,19.50,48.7,Nashville Ave,,
9218791,Angelina,1,1,16.40,9.97,93.25,78.0,Laplace Buoys,,
9220421,Epic Balta,32,31,110.53,88.43,106.58,24.1,Poland St,,
9220483,Odigitria,2,1,292.43,9.63,41.77,12.1,ADM AMA,,
9220809,Clamor Schulte,1,1,130.78,,,,,,
9220976,Ubc Savannah,8,7,151.92,9.77,56.23,31.3,ADM Destrehan,,
9220988,Seattle,12,11,182.08,9.09,46.11,24.5,ADM Destrehan,,
9221011,Maritime Gisela,3,3,334.64,44.03,56.88,44.2,Blackwater Westwego,,
9221334,Arcturus,1,1,232.20,11.70,72.58,22.9,Bunge Destrehan,,
9221360,Georgia,1,1,6.45,5.47,35.45,74.8,IMT Coal,,
9221607,Unity,1,1,14.23,459.63,93.70,16.5,ADM Destrehan Buoys,,
9221621,Africa Graeca,1,1,157.17,8.02,77.38,31.9,Cargill Westwego,,
9221657,El Junior Pnt,3,3,84.51,25.28,30.50,26.9,Valero St Charles,,
9221815,Buxcliff,24,24,16.52,11.64,19.50,47.4,Nashville Ave,,
9221827,Buxcoast,1,1,12.25,7.43,12.73,39.3,Nashville Ave,,
9221839,Agios Minas,21,19,21.22,8.11,26.80,55.3,Nashville Ave,,
9221889,Alpha Melody,2,2,171.15,11.52,38.19,17.3,Cargill Westwego,,
9222273,Paris II,2,1,10.30,7.73,35.00,66.0,Nashville Ave,,
9222297,Cma Cgm Berlioz,14,14,20.04,8.10,20.01,52.1,Nashville Ave,,
9222340,Melpomeni,1,1,10.02,702.82,61.25,7.9,Copper Dockside Buoys,,
9222493,Thor Integrity,7,6,131.05,106.30,124.80,44.4,AST St James Buoys,,
9222510,Thor Independence,4,4,76.25,38.02,94.22,41.0,ADM Destrehan Buoys,,
9222572,Trogir,1,1,60.30,6.25,73.60,52.5,AST Meraux Buoys,,
9222625,Harvest Sun,1,1,81.85,350.97,0.10,0.0,ADM Destrehan Buoys,,
9222986,E R Los Angeles,13,13,19.04,9.61,17.59,43.9,Nashville Ave,,
9223174,Pretty Lady,2,2,212.17,11.13,52.04,18.9,Bunge Destrehan,,
9223289,Kang Sheng Kou,1,1,530.52,7.68,196.65,26.8,AST Meraux Buoys,,
9223722,Ambassador Norris,1,1,13.18,55.32,32.65,32.3,IMTT,,
9223813,Montrose,2,2,69.17,7.40,83.03,54.7,ARTCO 110-111 Buoys,,
9224130,Paz Navigator,2,2,11.50,6.26,104.14,85.2,Harmony St,,
9224661,Hawk I,1,1,38.72,7.85,134.53,74.3,ARTCO 110-111 Buoys,,
9224673,Halil Sahin,1,1,53.20,5.65,40.52,40.8,UBT Davant,,
9225043,Scarletlady,1,1,68.52,8.67,56.85,42.4,Cargill Westwego,,
9225249,Silverfjord,12,11,32.50,120.89,112.83,55.3,AST Chalmette Slip,,
9225251,Yellowstone,12,11,15.76,90.89,138.67,62.4,AST Chalmette Slip,,
9225615,Msc Flaminia,17,16,16.38,7.61,20.01,51.4,Nashville Ave,,
9225641,Msc Ilona,15,15,11.10,9.96,24.57,52.9,Nashville Ave,,
9225653,Msc Alessia,10,10,12.40,7.61,20.55,50.4,Nashville Ave,,
9225665,Msc Laura,10,10,11.11,7.11,31.89,60.5,Nashville Ave,,
9225677,Msc Luisa,1,1,11.38,6.38,14.13,44.3,Nashville Ave,,
9226140,Maritime Vanessa,3,3,30.48,35.47,53.24,53.9,Americas Styrenics,,
9226750,V Arctic Tern,2,2,122.10,17.56,73.35,34.0,Bunge Destrehan,,
9226815,Arkadia,15,15,10.68,7.41,9.89,34.0,Nashville Ave,,
9226906,Arcadia,1,1,8.42,7.57,36.02,69.3,Erato St,,
9226918,Msc Melissa,4,3,16.22,7.77,23.36,50.8,Nashville Ave,,
9226920,Msc Marianna,5,5,12.16,8.11,20.85,51.2,Nashville Ave,,
9226932,Msc Barbara,7,6,18.07,13.68,24.13,45.6,Nashville Ave,,
9227869,Eagle,1,1,12.38,7.92,367.18,94.8,7th Street,,
9228021,Achilleus,3,3,114.53,22.39,68.38,48.9,Convent Marine Terminal,,
9228033,Eleni M,1,1,73.43,123.37,109.07,35.7,ARTCO 110-111 Buoys,,
9228057,Bangor,11,10,64.50,30.27,131.78,62.7,ABT Burnside Buoys,,
9228174,Alameda,2,2,142.77,7.95,147.37,63.7,AST Meraux Buoys,,
9228320,m Hong Kong,6,6,131.01,21.49,71.31,45.7,KMI Harvey,,
9228394,Atalanta,1,1,246.35,8.43,38.82,13.2,ADM AMA,,
9229087,Bothnia,1,1,53.50,,,,,,
9229142,Kempton,9,9,89.88,64.53,16.28,17.8,Buck Kreihs,,
9229300,Msc Catherine Vi,7,6,37.75,8.98,16.87,46.3,Nashville Ave,,
9229623,Scythia Graeca,1,1,41.43,11.20,71.18,57.5,Cargill Reserve,,
9229635,Adriatica Graeca,1,1,342.42,12.73,83.95,19.1,Cargill Reserve,,
9229673,Equinox Dawn,3,3,175.48,12.97,48.36,23.5,Dreyfuss,,
9229685,Equinox Voyager,1,1,21.72,6.30,302.27,91.5,AST Arabi Dolphins,,
9229697,Equinox Seas,4,4,204.12,13.06,87.31,28.7,AST St James Buoys,,
9229829,Dalian Express,5,5,10.63,8.23,20.97,50.7,Nashville Ave,,
9229867,Martigny,1,1,11.35,6.15,100.65,85.2,AST Chalmette Slip,,
9229984,Federal Ems,3,3,82.47,84.10,149.43,51.9,AST Chalmette Slip,,
9230127,Sirina,2,2,29.93,54.24,56.89,44.0,Cooper Dockside Buoys,,
9230141,Glory One,1,1,72.03,12.98,37.58,30.7,Zen-Noh,,
9230488,Msc Michaela,3,3,17.17,7.21,36.95,57.1,Nashville Ave,,
9230763,Doric Spirit,2,2,15.50,7.96,155.62,86.7,Laplace Buoys,,
9230919,Bluewing,1,1,94.63,209.00,36.25,10.7,AST Meraux Buoys,,
9230921,Greenwing,1,1,13.25,151.38,284.98,63.4,ADM Destrehan Buoys,,
9231092,Red Cedar,3,3,9.92,105.88,11.31,32.1,Nashville Ave,,
9231145,Atlantic NavigatorII,5,4,137.71,6.16,84.94,47.2,AST Chalmette Slip,,
9231183,Yash,1,1,144.75,,,,,,
9231236,E R Canada,29,27,15.89,9.45,19.35,48.8,Nashville Ave,,
9231262,Msc Sweden Vi,5,3,9.86,7.85,28.76,61.1,Nashville Ave,,
9231274,Omicron Trader,1,1,63.58,62.10,185.18,59.6,Zen-Noh,,
9231482,Evridiki G,1,1,42.05,,,,,,
9231561,Port Estoril,1,1,12.83,402.92,15.85,3.7,Henry Clay Ave,,
9231614,Sw Cap Ferrat 1,3,3,50.85,22.24,52.43,47.6,IMTT,,
9231676,Alma,1,1,40.10,10.83,35.92,41.4,Cargill Reserve,,
9231810,Msc Hong Kong V,1,1,10.37,7.97,20.32,52.6,Nashville Ave,,
9231822,Msc Shanghai V,2,2,10.34,8.47,24.19,56.1,Nashville Ave,,
923244800,Agathonissos,3,2,41.83,9.53,74.62,60.4,Valero St Charles,,
9232450,Makronissos,4,4,103.04,9.19,61.62,44.8,Valero St Charles,,
9232620,Seaways Rosemar,1,1,9.55,7.08,35.02,67.8,PBF Chalmette,,
9232802,Cedar Arrow,1,1,144.77,,,,,,
9233210,Nordic Mistral,1,1,327.62,9.13,96.53,22.3,Valero St Charles,,
9233222,Triathlon,1,1,327.60,9.35,46.95,12.2,Valero St Charles,,
9233234,Minerva Maya,2,1,1059.33,8.60,43.18,3.9,Port of Baton Rouge,,
9233260,Amazon,2,2,72.58,152.30,192.97,46.8,Laplace Buoys,,
9233301,Gh Power,3,3,317.19,72.39,26.17,6.9,Zen-Noh,,
9233387,Sikania,2,2,84.93,10.79,61.73,43.1,Zen-Noh,,
9233454,Saga Voyager,1,1,13.82,8.23,397.88,94.7,Waggaman Buoys,,
9233466,Saga Viking,1,1,20.47,8.60,359.27,92.5,ARTCO 110-111 Buoys,,
9233741,Nell Jacob,1,1,382.77,19.72,45.95,10.2,Valero St Charles,,
9234276,Victoriaborg,1,1,189.92,10.82,81.45,28.9,RAIN Chalmette,,
9234290,Virginiaborg,4,4,93.65,157.71,60.54,21.1,Violet Dock (idle),,
9234472,Elka Hercules,4,4,79.60,11.18,37.03,33.5,Marathon Garyville,,
9234496,Elka Bene,3,3,30.80,9.93,51.94,56.0,Marathon Garyville,,
9234587,Tarantella,3,3,22.38,75.21,75.80,47.0,Exxon Baton Rouge,,
9234599,Tintomara,2,2,39.56,10.51,52.17,54.9,PBF Chalmette,,
9235062,Stolt Sequoia,8,8,24.01,86.56,26.12,25.1,Dow Taft,,
9235141,Poplar Arrow,2,2,29.68,9.49,94.03,69.9,Copper Darrow Buoys,,
9235361,Baltic Mercur II,2,1,8.53,44.17,68.42,56.5,AST Chalmette Slip,,
9235488,Hc Bea Luna,5,5,15.45,5.99,100.62,81.4,Violet Dock (idle),,
9235490,Hc Svea Kim,7,6,103.86,106.80,44.86,51.3,Violet Dock (idle),,
9235555,Maersk Gironde,17,13,10.32,7.06,23.02,56.6,Nashville Ave,,
9235713,Astro Sculptor,1,1,37.12,10.68,31.10,39.4,Marathon Garyville,,
9235725,Astro Saturn,3,3,43.71,78.96,26.33,20.5,Genesis Baton Rouge,,
9235816,Buxlink,3,3,10.67,6.79,12.17,38.9,Nashville Ave,,
9235854,Bulk Juliana,1,1,7.65,5.98,69.98,83.7,Copper Dockside Buoys,,
9235983,Atlantic Project II,9,9,47.51,28.15,134.33,81.2,AST Chalmette Slip,,
9235995,Rickmers Tokyo,4,3,9.94,6.82,30.59,61.6,Louisiana Ave,,
9236016,Finesse,1,1,14.85,248.22,29.08,10.0,Valero St Charles,,
9236054,Chembulk Gibraltar,1,1,8.68,191.37,32.12,13.8,Stolthaven,,
9236078,Ubc Sydney,11,8,76.47,8.59,66.50,52.4,ADM Destrehan,,
9236080,Ubc Sacramento,15,14,158.18,8.16,43.46,26.5,ADM Destrehan,,
9236092,Karteria,1,1,17.30,5.38,46.38,67.2,UBT Davant,,
923624800,Minerva Zenia,1,1,127.07,8.47,46.93,25.7,Valero St Charles,,
9236365,Maritime Rosemary,2,2,26.98,58.85,48.34,37.5,Marathon Garyville,,
9236389,Carnival Valor,387,383,11.55,8.78,10.02,38.1,Erato St,,
9236690,Msc Weser,2,2,9.32,7.84,15.52,47.5,Nashville Ave,,
9237113,Alcyone I,4,4,46.73,7.30,57.58,58.3,Cargill Westwego,,
9237199,Skua,3,2,39.40,9.06,37.15,48.9,ADM Reserve,,
9237204,Bozburunm,1,1,12.53,8.90,101.62,82.6,ADM Destrehan Buoys,,
9237412,M T Jag Lavanya,1,1,181.25,,,,,,
9237503,Barry,2,1,9.88,5.53,13.02,45.8,Nashville Ave,,
9238351,Onego Trader,22,21,74.89,31.82,94.99,54.6,7th Street,,
9238363,Onego Merchant,21,20,36.06,77.74,119.17,55.4,AST Arabi Dolphins,,
9238466,M V Thor Infinity,8,8,142.71,44.62,61.12,36.2,UBT Davant,,
9238741,Msc Margarita,4,3,10.68,7.00,27.76,60.7,Nashville Ave,,
9238818,Rickmers Hamburg,4,3,15.90,6.74,44.51,63.5,7th Street,,
9238820,Rickmers Singapore,4,3,9.15,7.22,59.10,76.6,7th Street,,
9239458,Harriett,1,1,145.82,5.62,44.73,22.8,Cenex Harvest States,,
9239630,Seaways Silvermar,1,0,,,,,IMTT,,
9239800,Cinnamon,3,3,34.79,18.30,73.60,56.1,Cenex Harvest States,,
9239812,Mandarin,2,2,377.72,11.45,99.35,25.1,ARTCO 110-111 Buoys,,
9239977,Team Tapatio,5,4,81.95,145.74,91.16,29.4,Exxon Baton Rouge,,
9239989,Team Toccata,2,2,44.98,22.24,60.24,44.1,Marathon Garyville,,
9240548,Margaretha,5,4,27.01,6.22,62.76,66.3,Cooper Dockside Buoys,,
9240811,Aghia Skepi,1,1,630.95,,,,,,
9240885,Torm Gertrud,2,2,21.57,8.30,79.42,68.1,Marathon Garyville,,
9240897,Torm Gerd,4,4,34.34,8.40,43.00,48.8,Marathon Garyville,,
9241475,Nordbaltic,48,45,16.35,7.59,17.81,43.5,Nashville Ave,,
9241504,Osprey I,2,1,166.08,44.25,52.40,19.9,Henry Clay Ave,,
9242156,Ceylon,2,2,80.22,8.53,29.92,30.9,Stolthaven,,
9242211,Phoenix Alpha,5,5,61.29,25.25,50.45,38.3,PBF Chalmette,,
9242326,m Manila,6,6,56.54,18.21,47.33,50.0,CFI Donaldsonville,,
9242338,m Mumbai,4,2,124.27,6.69,69.42,52.3,Marathon Garyville,,
9242637,Bomar Valour,1,1,9.93,5.95,14.37,47.5,Nashville Ave,,
9243382,Miro D,2,2,10.89,8.85,33.41,62.0,IMTT,,
9243394,Seamax Darien,3,3,9.98,8.44,26.91,58.1,Nashville Ave,,
9243502,Navios Star,3,2,555.54,94.62,86.07,13.7,Zen-Noh,,
9243526,Gokovam,1,1,152.93,,,,,,
9243849,Fairpartner,2,2,8.64,45.67,44.73,43.2,AST Chalmette Slip,,
9244257,Federal Kumano,3,3,186.88,147.06,87.79,18.3,ADM AMA,,
9244362,Xin Yu,1,1,11.38,1053.27,11.63,1.1,AST Arabi Dolphins,,
9244544,Rickmers Shanghai,3,3,9.94,6.86,29.97,61.1,7th Street,,
9244556,Rickmers Seoul,2,2,16.39,6.59,25.84,52.3,7th Street,,
9244611,Bulk Newport,17,17,41.46,21.17,125.65,69.2,Noranda Alumina,,
9244788,Darwin,2,1,144.73,126.38,25.73,8.7,Zen-Noh,,
9244855,Goldeneye,2,1,11.52,8.45,68.23,77.4,AST Arabi Dolphins,,
9244908,Ocean Prince,7,6,291.02,7.55,123.74,49.7,IMT Coal,,
9244922,Maersk Kolkata,11,10,10.83,9.70,17.07,46.0,Nashville Ave,,
9244934,Msc Kingston,1,1,9.75,7.78,16.17,48.0,Nashville Ave,,
9244946,Maersk Kalamata,17,16,14.02,7.56,20.04,52.5,Nashville Ave,,
9244984,Celsius Manila,2,2,35.42,21.13,36.00,39.2,Marathon Garyville,,
9245067,Mount Adams,1,1,10.50,277.40,105.33,26.8,1st Street,,
9245196,Ocean Princess,12,11,77.45,56.59,195.41,63.1,7th Street,,
9245249,Idc Pearl,2,2,88.25,8.77,63.98,44.0,Copper Darrow Buoys,,
9245263,Onego Ponza,5,5,11.96,120.77,72.98,49.0,Violet Dock (idle),,
9245275,Onego Capri,1,1,10.15,7.12,49.77,74.2,Louisiana Ave,,
9246308,Singapore Spirit,4,4,141.20,18.33,37.70,26.9,MGMT,,
9246449,Port Moody,2,2,14.90,59.76,41.58,49.2,Phillips 66 Alliance,,
9246451,Port Union,5,5,56.16,8.79,39.84,55.5,KMI Harvey,,
9246475,Port Said,1,0,,,,,KMI Harvey,,
9246683,Letavia,23,22,10.48,16.97,19.41,49.5,Nashville Ave,,
9246695,Lutetia,19,18,19.70,6.94,19.16,49.6,Nashville Ave,,
9246798,Torm Mary,3,3,16.18,37.64,33.77,42.8,Shell Norco,,
9246803,Torm Vita,2,2,21.55,8.28,82.23,73.2,PBF Chalmette,,
9247405,Dz Yantai,2,2,198.57,,,,,,
9247443,Americas Spirit,2,2,171.53,89.73,36.83,24.6,Aramco Convent,,
9247455,Australian Spirit,4,4,78.72,10.70,54.17,44.7,Valero St Charles,,
9247546,Ensenada,9,9,17.64,8.30,20.62,50.1,Nashville Ave,,
9247742,Msc Bosphorus,8,5,16.62,8.51,23.16,52.2,Nashville Ave,,
9247754,Maria H,1,1,10.32,8.58,15.60,45.2,Nashville Ave,,
9247819,Bw Nice,1,1,32.30,12.75,72.67,61.7,CFI Donaldsonville,,
9248136,Conti Basel,1,1,8.05,7.37,17.93,53.8,Nashville Ave,,
9248148,Msc Pilar Vi,3,3,10.16,13.44,12.47,34.0,Nashville Ave,,
9248409,Seoul Spirit,3,2,186.62,8.98,100.60,28.5,Valero St Charles,,
9248461,Chembulk Savannah,2,2,27.58,108.53,29.35,18.7,Stolthaven,,
9248526,Capri,6,6,94.72,11.19,71.79,55.7,Convent Marine Terminal,,
9248564,Nassauborg,1,1,11.97,5.87,108.13,85.8,1st Street,,
9248825,Cape Baxley,2,2,115.83,21.32,26.39,16.1,Valero St Charles,,
9248904,Dias,1,1,201.20,113.63,30.33,8.8,Zen-Noh,,
9249908,Newseas Pearl,1,1,67.57,13.25,24.60,23.3,Zen-Noh,,
92500995,Dimitra C,4,4,11.00,12.24,17.54,43.9,Nashville Ave,,
9250165,m Yangon,3,3,48.45,28.85,60.79,48.2,CFI Donaldsonville,,
9250177,Angelic Peace,2,2,169.51,9.92,58.51,25.1,Zen-Noh,,
9250488,Torm Thyra,2,2,113.95,9.97,38.65,53.2,Marathon Garyville,,
9250490,Torm Freya,2,1,10.47,81.45,46.42,33.6,Perry Street,,
9250531,Alonissos,3,3,109.18,18.39,54.98,39.7,Genesis Baton Rouge,,
9250696,Bosphorus Asia,1,0,,,,,7th Street,,
9250701,Feisty Karen,1,1,14.37,6.72,368.70,94.6,7th Street,,
9250751,Bow Firda,14,13,29.28,76.42,27.50,26.5,IMTT,,
9250892,Eagle Toledo,3,3,23.96,10.57,64.80,66.1,Genesis Baton Rouge,,
9250983,Msc Damla,15,13,11.08,9.57,17.09,45.5,Nashville Ave,,
9251028,Torm Amazon,2,2,54.24,11.38,31.83,32.7,Marathon Garyville,,
9251078,Gold River,3,3,189.51,11.14,53.90,18.5,Reserve Buoys,,
9251121,Epic Barnes,2,2,113.19,,,,,,
9251286,Dukhan,1,1,33.40,34.53,67.55,49.9,Exxon Baton Rouge,,
9251315,Giovanni Topic,4,4,42.03,8.62,44.20,54.4,ADM AMA,,
9251327,Lissa Topic,2,2,46.28,84.78,86.07,40.4,ARTCO 110-111 Buoys,,
9251523,Maritime Jingan,1,1,58.17,45.58,56.72,35.3,Valero St Charles,,
9251559,Tivy Gold,1,1,34.75,59.73,143.10,60.2,KMI Harvey,,
9251688,Msc Vanessa,5,5,13.62,7.61,23.24,52.2,Nashville Ave,,
9251690,Msc Ludovica,6,6,10.14,7.68,20.48,53.3,Nashville Ave,,
9251705,Msc Florentina,2,2,11.27,18.35,10.94,27.1,Napoleon Ave,,
9251755,Cosmo,2,1,30.05,6.38,37.52,50.7,Stolthaven,,
9251822,Afra Willow,1,0,,,,,IMTT,,
9251896,Tambourin,3,3,71.42,35.44,45.66,31.4,Shell Norco,,
9252187,Ds Promoter,4,4,82.69,8.79,40.50,38.3,Valero St Charles,,
9252412,Sea Charm,2,1,106.22,6.48,60.02,34.7,Cenex Harvest States,,
9252424,Maria,1,1,13.32,223.70,158.73,40.1,ARTCO 110-111 Buoys,,
9252541,Northern Magnum,3,3,40.06,,,,,,
9252565,Northern Majestic,7,7,36.01,8.36,24.60,45.2,Nashville Ave,,
9252577,Northern Monument,12,11,10.11,10.05,23.50,53.6,Nashville Ave,,
9252943,Elan Vital,1,0,,,,,Shell Norco,,
9252955,Ariel,1,1,112.97,12.20,42.50,25.3,Marathon Garyville,,
9253064,Eagle Tucson,5,5,29.15,8.97,46.23,55.7,Valero St Charles,,
9253076,Eagle Tampa,2,2,34.74,11.41,43.53,48.7,Plains St James,,
9253143,Rickmers Antwerp,2,2,9.80,6.97,41.86,68.4,7th Street,,
9253155,Rickmers New Orleans,2,1,9.63,7.95,72.62,80.5,7th Street,,
9253325,Gold Sun,1,1,62.13,134.83,34.58,14.9,Valero St Charles,,
9253492,Cos Lucky,3,3,143.38,,,,,,
9253806,Banzai,2,1,278.83,9.17,99.42,25.7,Cargill Westwego,,
9254111,Paraskevi,1,1,41.62,438.65,125.98,20.8,ADM Destrehan Buoys,,
9254202,Andino Alpha,4,4,112.95,10.00,54.12,48.7,IMTT,,
9254240,Torm Moselle,1,1,65.48,9.32,32.52,30.3,Marathon Garyville,,
9254460,Pacific Cebu,3,3,168.59,298.19,164.77,25.4,Waggaman Buoys,,
9254563,Pictor,1,1,55.73,22.28,48.58,38.4,AST Meraux Buoys,,
9254654,Star Japan,1,1,670.93,,,,,,
9254719,Ocean Ginger,1,1,183.17,14.22,25.17,11.3,Zen-Noh,,
9254733,Navios Hios,1,1,27.28,14.70,36.18,46.3,ABT Burnside,,
9254812,Culpeo,3,1,45.25,154.57,47.23,19.1,PBF Chalmette,,
9254848,Msc Anshika Vi,1,1,150.88,8.48,26.22,14.1,Nashville Ave,,
9254850,Erikoussa,10,10,47.61,116.21,35.00,30.5,Valero St Charles,,
9254862,Skopelos,5,4,22.16,35.91,62.08,55.7,Valero St Charles,,
9255050,Santiago,13,13,127.13,29.30,39.53,28.6,ADM Destrehan,,
9255062,Ubc Saiki,12,10,184.74,47.72,66.81,32.1,ADM Destrehan,,
9255593,Anna,1,1,181.35,53.48,9.40,3.8,Zen-Noh,,
9255660,Seascout,2,2,15.48,8.26,45.97,65.8,Valero St Charles,,
9255672,Isabella,1,1,19.48,9.05,31.30,52.3,IMTT,,
9255684,Minerva Zoe,2,2,63.89,11.38,46.95,45.6,Marathon Garyville,,
9255696,Minerva Nike,2,2,34.53,106.42,38.21,27.9,Ergon St James,,
9255725,Onego Traveller,18,18,38.24,39.86,96.61,58.6,Violet Dock (idle),,
9255799,Scot Hamburg,3,3,17.70,8.48,43.43,61.3,IMTT,,
9255804,Scot Berlin,7,7,45.40,47.07,34.25,33.1,IMTT,,
9255816,Scot Munchen,4,3,18.07,7.18,55.05,64.7,Blackwater Harvey,,
9255828,Scot Bayern,7,6,39.68,20.62,38.32,44.5,Cargill Molasses,,
9255945,Genmar Compatriot,2,2,23.67,10.81,30.85,48.8,NuStar St James,,
9255983,Battersea Park,3,3,27.19,12.15,45.28,54.7,CFI Donaldsonville,,
9256016,Maya,1,1,89.00,10.10,43.20,30.4,Valero St Charles,,
9256028,Inca,4,4,81.03,9.57,37.24,38.4,IMTT,,
9256212,Colombo,7,7,11.66,7.25,19.68,50.1,Nashville Ave,,
9256236,Augusta,2,2,18.83,8.88,45.20,62.9,IMTT,,
9256298,Maersk Kalea,1,1,67.02,14.80,95.70,53.9,Exxon Baton Rouge,,
9256755,Msc Methoni,13,11,21.19,7.81,26.34,57.1,Nashville Ave,,
9256858,Lady M,1,1,554.98,69.73,58.85,8.6,Valero St Charles,,
9256860,Texas Star,3,3,18.72,12.55,56.88,62.7,PBF Chalmette,,
9256884,Katerina,1,1,73.48,10.73,94.38,52.8,Cargill Reserve,,
9256913,Hermitage Bridge,1,1,25.63,9.77,38.58,52.2,Valero St Charles,,
9257046,African Eagle,2,2,157.16,10.57,81.73,33.0,RAIN Chalmette,,
9257395,Marola,1,1,13.43,9.75,12.93,35.8,Occidental Taft,,
9257711,Pro Jade,2,2,23.49,9.41,79.12,67.9,Shell Norco,,
9257802,Eagle Tacoma,3,3,39.09,37.86,39.33,39.6,Valero St Charles,,
9257981,Halit Yildirim,2,2,85.54,,,,,,
9258002,Kazan,1,1,7.35,6.22,99.65,88.0,Phillips 66 Alliance,,
9258014,Nostos,1,1,46.27,10.17,38.40,40.5,IMTT,,
9258026,Sea Horizon,4,4,41.54,36.37,54.09,46.1,Marathon Garyville,,
9258155,Ginga Saker,5,5,113.21,36.29,22.72,22.2,Shintech,,
9258222,Bbc Paula,2,0,,,,,7th Street,,
9258363,Astral Express,1,1,95.68,,,,,,
9258600,Agnes Victory,5,4,115.66,8.23,61.32,43.5,KMI Harvey,,
9258612,Thelma Victory,6,5,106.02,24.35,66.79,63.6,AST Globalplex,,
9258674,Sea Faith,2,2,37.17,13.26,87.51,62.9,Exxon Baton Rouge,,
9258868,Star Swift,1,1,53.58,10.45,23.30,26.7,Plains St James,,
9258882,Star Osprey,1,1,148.77,9.27,81.48,34.0,IMTT,,
9258985,Onego Rio,14,13,24.71,67.99,46.80,38.9,Louisiana Ave,,
9259185,Seanostrum,2,2,62.80,121.12,29.35,17.7,Valero St Charles,,
9259290,Elka Delos,13,12,47.63,16.05,41.94,47.2,Marathon Garyville,,
9259317,Fedor,10,8,59.97,18.36,55.74,55.8,IMTT,,
9259721,Lila Hong Kong,1,1,418.33,,,,,,
9259733,Da Yuan Hu,1,1,117.97,138.97,30.20,10.5,Valero St Charles,,
9260263,Sw Julia I,2,2,107.81,9.64,25.50,20.1,Marathon Garyville,,
9260275,Sw Monaco I,1,1,9.92,134.80,37.80,20.7,KMI Harvey,,
