direction,port_consolidated,group,commodity,cargo,cargo_detail,country,ves_mt,ves_value_usd,records
Export,"LAKE CHARLES, LA",Liquid Bulk,Chemicals,Caustic Soda,Caustic Soda,JAMAICA,130370.3,27663714,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Crude Oil,Crude Oil,CANADA,130000.0,73332824,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Coal,Metcoal,BELGIUM,129230.2,8041692,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Corn,TURKEY,126036.2,24995753,2
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Soybeans,SAUDI ARABIA,125287.7,55719703,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Ethanol,Ethanol,UNITED KINGDOM,123334.7,78227546,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Wheat,TRINIDAD AND TOBAGO,122182.1,31553547,1
Export,Lower Miss River,Liquid Gas,LNG,LNG,LNG,JAPAN,121888.8,69307305,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Petcoke,PAKISTAN,119000.0,9061745,2
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Soybeans,THAILAND,118378.9,47944153,2
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Crude Oil,Crude Oil,GERMANY,117325.3,59438994,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Caustic Soda,Caustic Soda,CHILE,117150.0,22216696,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Clean Products,Gasoline,BAHAMAS,117143.4,89483549,2
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,TRINIDAD AND TOBAGO,117052.0,80267295,2
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Petcoke,MALAYSIA,116726.2,8981394,2
Export,Lower Miss River,Liquid Gas,LPG,LPG,Anhyrous Ammonia,BULGARIA,115399.2,47258915,1
Export,Lower Miss River,Liquid Bulk,Agricultural,"Vegetable Oils, Animal Fats, Sugar Fats",Soybean Oil,COLOMBIA,114126.5,117922656,3
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Soybeans,TUNISIA,112992.3,64657854,3
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Calcined Petcoke,CANADA,112500.0,50516246,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Clean Products,Gasoline,NICARAGUA,112199.4,122972701,1
Export,Lower Miss River,Liquid Gas,LPG,LPG,Anhyrous Ammonia,BELGIUM,111409.0,44074067,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Petcoke,ISRAEL,111176.1,9133180,2
Export,Lower Miss River,Dry Bulk,Biomass,Wood Pellets,Wood Pellets,DENMARK,110509.6,23401508,3
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Petcoke,JORDAN,110099.3,7541552,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Petcoke,UNITED KINGDOM,110000.0,10100000,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,DDG,HONDURAS,108718.2,25142031,3
Export,Lower Miss River,Liquid Bulk,Chemicals,Styrene,Styrene,COLOMBIA,107923.6,106837042,3
Export,"MORGAN CITY, LA",Liquid Bulk,Petroleum Products,Crude Oil,Crude Oil,POLAND,107309.9,48882081,1
Export,"LAKE CHARLES, LA",Liquid Bulk,Chemicals,Glycols,Glycols,TURKEY,105077.2,49351932,1
Export,Lower Miss River,Liquid Bulk,Chemicals,EDC,EDC,BRAZIL,102815.4,19954715,1
Export,"LAKE CHARLES, LA",Dry Bulk,Carbon Products,Petcoke,Calcined Petcoke,NORWAY,102498.0,44251361,1
Export,Lower Miss River,Liquid Gas,LPG,LPG,Anhyrous Ammonia,NETHERLANDS,101500.0,18763388,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,DDG,GUATEMALA,100898.0,23589572,2
Export,"LAKE CHARLES, LA",Dry Bulk,Carbon Products,Petcoke,Calcined Petcoke,CANADA,100376.5,43083283,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,BRAZIL,99519.8,341619501,82
Export,Lower Miss River,Dry Bulk,Carbon Products,Coal,Metcoal,JAMAICA,98980.5,8793205,2
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,GUATEMALA,98553.3,77283710,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,DDG,ISRAEL,98164.2,18441079,3
Export,Lower Miss River,Liquid Bulk,Chemicals,Styrene,Styrene,TURKEY,98071.5,98156962,2
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Crude Oil,Crude Oil,TAIWAN,95590.3,46852693,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,BAHAMAS,92970.7,53467455,2
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Soybeans,FRANCE,91577.1,38213224,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Styrene,Styrene,NETHERLANDS,90796.0,96653888,5
Export,Lower Miss River,Liquid Bulk,Chemicals,Styrene,Styrene,BRAZIL,90710.6,89979936,7
Export,Lower Miss River,Liquid Bulk,Agricultural,"Vegetable Oils, Animal Fats, Sugar Fats",Soybean Oil,DOMINICAN REPUBLIC,89384.2,94449474,3
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,SWEDEN,89376.4,74746721,1
Export,"LAKE CHARLES, LA",Liquid Gas,LNG,LNG,LNG,CHINA,88772.6,54915498,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,ARGENTINA,87725.1,191202694,38
Export,"MORGAN CITY, LA",Liquid Bulk,Petroleum Products,Crude Oil,Crude Oil,GERMANY,87375.7,42165607,1
Export,Lower Miss River,Liquid Gas,LPG,LPG,Anhyrous Ammonia,UNITED KINGDOM,86522.9,23961037,1
Export,Lower Miss River,Liquid Gas,LPG,LPG,Propane,HONDURAS,86489.8,38158477,2
Export,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,BELGIUM,86162.4,188270527,9
Export,Lower Miss River,Dry Bulk,Ferrous Raw Materials,Iron Ore,Iron Ore,FRANCE,86099.2,11066778,2
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Rice,GUATEMALA,85331.0,26657639,3
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Corn,NIGERIA,85281.0,18850912,2
Export,"LAKE CHARLES, LA",Liquid Bulk,Chemicals,Styrene,Styrene,NETHERLANDS,84845.0,84677926,1
Export,Lower Miss River,Liquid Bulk,Agricultural,"Vegetable Oils, Animal Fats, Sugar Fats",Soybean Oil,VENEZUELA,84639.2,90553220,2
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Petcoke,GUATEMALA,84500.0,5370500,1
Export,Lower Miss River,Liquid Bulk,Fertilizer,UAN,UAN,BELGIUM,84420.0,19339469,1
Export,"LAKE CHARLES, LA",Dry Bulk,Carbon Products,Petcoke,Petcoke,IRELAND,83990.0,7463645,1
Export,"LAKE CHARLES, LA",Dry Bulk,Carbon Products,Petcoke,Petcoke,OMAN,82673.0,11668184,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Petcoke,SENEGAL,82608.9,6175508,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Bitumen,COSTA RICA,82096.1,34109655,2
Export,"LAKE CHARLES, LA",Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,UNITED KINGDOM,81729.2,44681700,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Bitumen,HONDURAS,80697.5,33709006,2
Export,"LAKE CHARLES, LA",Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,NORWAY,80418.3,43287820,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Wheat,EL SALVADOR,80377.4,18644998,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Clean Products,Gasoline,TRINIDAD AND TOBAGO,80362.8,61483863,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,DDG,COSTA RICA,80331.1,19711547,2
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Light Oils,MEXICO,79600.0,31500000,2
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Rice,NICARAGUA,79365.0,28877502,2
Export,"LAKE CHARLES, LA",Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,MOROCCO,79084.6,56469465,1
Export,"LAKE CHARLES, LA",Dry Bulk,Carbon Products,Petcoke,Petcoke,MOROCCO,78710.0,5549711,1
Export,Lower Miss River,Liquid Gas,LPG,LPG,Propane,COSTA RICA,78453.5,30737239,2
Export,Lower Miss River,Liquid Bulk,Chemicals,Chemicals,PVC,TURKEY,78226.2,50048456,1
Export,Lower Miss River,Liquid Bulk,Agricultural,"Vegetable Oils, Animal Fats, Sugar Fats",Soybean Oil,"KOREA, SOUTH",77951.4,82338858,2
Export,"LAKE CHARLES, LA",Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,JAMAICA,76979.7,55006144,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Wheat,CHILE,76758.5,18688831,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Petcoke,GREECE,75903.1,5338114,2
Export,"LAKE CHARLES, LA",Dry Bulk,Carbon Products,Petcoke,Calcined Petcoke,MEXICO,75824.6,20949471,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Coal,Metcoal,ROMANIA,75473.9,6224500,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Chemicals,PVC,CHINA,75301.9,44529019,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Coal,Steam Coal,THAILAND,75000.0,7500000,1
Export,"LAKE CHARLES, LA",Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,NICARAGUA,74964.9,53072880,1
Export,Lower Miss River,Liquid Gas,LNG,LNG,LNG,CHINA,74529.5,41172728,1
Export,"LAKE CHARLES, LA",Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,ST LUCIA,74486.4,47978434,1
Export,"LAKE CHARLES, LA",Liquid Gas,LNG,LNG,LNG,FINLAND,74361.3,24635288,1
Export,"LAKE CHARLES, LA",Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,CANADA,73530.9,78878474,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,SBM,TUNISIA,73325.3,25190628,2
Export,Lower Miss River,Dry Bulk,Carbon Products,Coal,Metcoal,CHILE,72759.7,6946370,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Corn,"KOREA, SOUTH",72598.8,16360562,1
Export,"LAKE CHARLES, LA",Liquid Bulk,Chemicals,Caustic Soda,Caustic Soda,IRELAND,72336.8,16581938,1
Export,"LAKE CHARLES, LA",Liquid Gas,LNG,LNG,LNG,BRAZIL,71817.6,19459678,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Caustic Soda,Caustic Soda,IRELAND,71488.5,13862073,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Coal,Metcoal,HONDURAS,71360.0,8350000,1
Export,Lower Miss River,Liquid Gas,LNG,LNG,LNG,JORDAN,71349.8,38446732,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Corn,LIBYA,71306.7,16142053,2
Export,"LAKE CHARLES, LA",Liquid Gas,LNG,LNG,LNG,PORTUGAL,71300.2,19884823,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Caustic Soda,Caustic Soda,BELGIUM,70500.0,17960190,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,DDG,EGYPT,70383.5,15469858,2
Export,Lower Miss River,Liquid Bulk,Chemicals,Ethanol,Ethanol,"KOREA, SOUTH",70222.6,49784345,4
Export,Lower Miss River,Liquid Gas,LNG,LNG,LNG,"KOREA, SOUTH",70050.1,39465107,1
Export,Lower Miss River,Liquid Gas,LNG,LNG,LNG,BANGLADESH,69959.4,42141752,1
Export,"LAKE CHARLES, LA",Liquid Gas,LNG,LNG,LNG,EL SALVADOR,69860.9,20300935,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,DDG,SPAIN,69710.2,25964785,1
Export,"LAKE CHARLES, LA",Liquid Gas,LNG,LNG,LNG,JORDAN,68786.4,27456260,1
Export,"LAKE CHARLES, LA",Dry Bulk,Carbon Products,Petcoke,Petcoke,TUNISIA,67040.5,5414117,1
Export,"LAKE CHARLES, LA",Liquid Bulk,Chemicals,Glycols,Glycols,UNITED KINGDOM,66819.2,34763290,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Wheat,COSTA RICA,66797.5,15147582,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Corn,TRINIDAD AND TOBAGO,66607.9,14617667,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,NETHERLANDS,66254.7,221566790,25
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Calcined Petcoke,BRAZIL,66030.1,42539306,2
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Petcoke,EGYPT,65652.1,6548777,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Crude Oil,Crude Oil,DENMARK,65625.5,34935672,1
Export,Lower Miss River,Liquid Bulk,Fertilizer,UAN,UAN,ARGENTINA,65417.0,6527300,1
Export,"LAKE CHARLES, LA",Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,CHILE,65255.2,46472941,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Soybeans,VENEZUELA,65137.8,26475821,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Wheat,BRAZIL,64983.9,14968111,1
Export,"LAKE CHARLES, LA",Liquid Gas,LNG,LNG,LNG,BAHRAIN,64948.6,21293152,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Wheat,UNITED ARAB EMIRATES,63296.5,18120931,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Rice,EL SALVADOR,63284.0,21476979,4
Export,"LAKE CHARLES, LA",Dry Bulk,Carbon Products,Petcoke,Petcoke,ISRAEL,62548.0,6028466,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Petcoke,OMAN,62140.2,11606118,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Corn,INDONESIA,61441.4,7205773,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,SOUTH AFRICA,60936.4,25744576,2
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Soybeans,TAIWAN,60390.4,55464031,2
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Bitumen,CHILE,60007.1,24306022,2
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,SBM,ALGERIA,58419.0,21394830,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Soybeans,PORTUGAL,56824.9,23292294,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,"KOREA, SOUTH",56637.6,58701037,32
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,DDG,EL SALVADOR,56584.3,13257234,1
Export,"LAKE CHARLES, LA",Liquid Bulk,Chemicals,Caustic Soda,Caustic Soda,GUINEA,56315.6,14945833,1
Export,"LAKE CHARLES, LA",Dry Bulk,Carbon Products,Petcoke,Calcined Petcoke,INDIA,55715.0,19183285,1
Export,"LAKE CHARLES, LA",Dry Bulk,Carbon Products,Petcoke,Calcined Petcoke,BRAZIL,55587.1,25120298,1
Export,Lower Miss River,Dry Bulk,Minerals & Ores,Concentrates,Concentrates,SWITZERLAND,55359.2,58836572,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Coal,Steam Coal,EGYPT,55008.5,3767500,1
Export,"LAKE CHARLES, LA",Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,ARUBA,54673.5,42324380,1
Export,Lower Miss River,Liquid Bulk,Fertilizer,UAN,UAN,URUGUAY,53372.3,5337100,1
Export,"LAKE CHARLES, LA",Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,NIGERIA,53343.5,38291383,1
Export,"LAKE CHARLES, LA",Liquid Bulk,Petroleum Products,Clean Products,Gasoline,DOMINICAN REPUBLIC,53092.5,41291500,1
Export,"MORGAN CITY, LA",Liquid Bulk,Petroleum Products,Crude Oil,Crude Oil,NETHERLANDS,52964.2,23557772,1
Export,Lower Miss River,Liquid Gas,LNG,LNG,LNG,PANAMA,52519.9,35000000,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,ISRAEL,52497.8,38761200,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,SBM,JAMAICA,52025.5,17391875,2
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Corn,ANGOLA,51999.2,11455952,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Crude Oil,Crude Oil,PERU,51800.3,23525953,1
Export,"LAKE CHARLES, LA",Dry Bulk,Carbon Products,Petcoke,Petcoke,BRAZIL,51760.0,7142880,1
Export,Lower Miss River,Dry Bulk,Ferrous Raw Materials,Iron Ore,Iron Ore,GERMANY,51576.6,5900000,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Corn Gluten,UNITED KINGDOM,51436.6,9211573,2
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Light Oils,BELGIUM,50441.6,8189507,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Wheat,INDONESIA,50000.0,16000000,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Coal,Metcoal,CHINA,50000.0,9586481,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Petcoke,GERMANY,50000.0,1750000,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Chemicals,PVC,COLOMBIA,49906.3,34495680,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Coal,Metcoal,KENYA,49499.0,4034169,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,EL SALVADOR,49359.4,37542747,1
Export,Lower Miss River,x,x,x,x,NETHERLANDS,49094.8,128300398,36
Export,"LAKE CHARLES, LA",Dry Bulk,Carbon Products,Petcoke,Petcoke,ITALY,48456.0,4515585,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Rice,COLOMBIA,47125.6,14283075,3
Export,Lower Miss River,Liquid Gas,LPG,LPG,Anhyrous Ammonia,CHILE,46310.0,16073992,2
Export,Lower Miss River,Liquid Bulk,Fertilizer,UAN,UAN,BRAZIL,46003.6,9327940,1
Export,"LAKE CHARLES, LA",Liquid Bulk,Chemicals,EDC,EDC,EGYPT,45557.8,4895741,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Rice,VENEZUELA,45304.6,16230039,2
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Grain,COLOMBIA,45239.6,9183069,4
Export,Lower Miss River,Liquid Bulk,Chemicals,Olefins,Olefins,NETHERLANDS,44945.6,66844979,3
Export,Lower Miss River,Liquid Gas,LPG,LPG,Butane,PANAMA,44233.4,18284470,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Methanol,Methanol,SPAIN,44049.1,14728807,1
Export,Lower Miss River,Liquid Bulk,Chemicals,EDC,EDC,INDIA,43476.1,5815477,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Chemicals,PVC,PERU,43361.6,28705172,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Corn Gluten,NEW ZEALAND,43290.8,7979329,2
Export,"LAKE CHARLES, LA",Liquid Bulk,Chemicals,Glycols,Glycols,SPAIN,43250.0,19228000,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Soybeans,PERU,43095.3,17311041,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,SBM,INDONESIA,43000.0,14835000,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,NORWAY,42713.3,53449833,2
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Calcined Petcoke,INDIA,42670.7,14238753,2
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,SLOVENIA,42468.0,32500000,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,CHINA,42189.1,91125706,37
Export,"LAKE CHARLES, LA",Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,HONDURAS,42147.1,26656310,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Caustic Soda,Caustic Soda,CANADA,41840.5,16310335,1
Export,Lower Miss River,Liquid Bulk,Agricultural,"Vegetable Oils, Animal Fats, Sugar Fats",Soybean Oil,GUATEMALA,41838.8,43092555,3
Export,Lower Miss River,Liquid Bulk,Chemicals,Caustic Soda,Caustic Soda,AUSTRALIA,41802.2,7408059,1
Export,"LAKE CHARLES, LA",Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,GIBRALTAR,40985.2,26800200,1
Export,Lower Miss River,Liquid Gas,LPG,LPG,Ethylene,CHINA,40812.3,49938692,2
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Soybeans,PANAMA,40772.7,16342145,2
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper Board,ITALY,40249.3,27629714,3
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,SBM,ROMANIA,40187.0,12496701,1
Export,"LAKE CHARLES, LA",Liquid Bulk,Chemicals,EDC,EDC,TAIWAN,40000.0,5265000,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,INDIA,39765.8,74983966,48
Export,"LAKE CHARLES, LA",Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,COTE D'IVOIRE,39555.1,23879024,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Grain,UNITED KINGDOM,38753.8,6049479,2
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,JAPAN,38501.3,80759355,31
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Clean Products,Gasoline,CHILE,38474.0,29155200,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Calcined Petcoke,AUSTRALIA,38014.0,9529178,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Petcoke,TUNISIA,37400.0,2618000,1
Export,Lower Miss River,Dry Bulk,Fertilizer,Sulphur,Sulphur,BRAZIL,37100.9,7573278,2
Export,Lower Miss River,Liquid Gas,LPG,LPG,Ethylene,BELGIUM,37085.3,62797170,2
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Light Oils,ITALY,37020.1,17208938,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Calcined Petcoke,UNITED KINGDOM,37000.0,11403510,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Bitumen,ARGENTINA,36281.2,15418977,2
Export,"LAKE CHARLES, LA",Dry Bulk,Carbon Products,Petcoke,Calcined Petcoke,CHINA,35221.9,36400000,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,FRANCE,35016.0,116203568,21
Export,Lower Miss River,Dry Bulk,Carbon Products,Coal,Steam Coal,MOROCCO,35005.4,2329514,1
Export,"LAKE CHARLES, LA",Liquid Bulk,Chemicals,EDC,EDC,CHINA,35000.0,4992500,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,SINGAPORE,34843.9,28279403,2
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,SBM,TRINIDAD AND TOBAGO,34836.5,11905684,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Petcoke,ROMANIA,34770.0,2510750,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Rice,SENEGAL,34762.6,14635036,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Bitumen,BRAZIL,34212.4,14367107,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Calcined Petcoke,SAUDI ARABIA,34000.0,6909600,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,COLOMBIA,33858.5,63701600,43
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,HONDURAS,33726.3,27802287,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Corn Gluten,TURKEY,33685.7,5983958,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,SBM,JAPAN,33622.5,13114807,3
Export,Lower Miss River,Liquid Bulk,Agricultural,"Vegetable Oils, Animal Fats, Sugar Fats",Corn Oil,KUWAIT,33587.5,41043299,2
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Bitumen,URUGUAY,33584.6,14317795,2
Export,Lower Miss River,Liquid Bulk,Chemicals,Styrene,Styrene,BELGIUM,33530.3,32137547,3
Export,"LAKE CHARLES, LA",Dry Bulk,Carbon Products,Petcoke,Calcined Petcoke,SPAIN,33447.7,32304000,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,SBM,NETHERLANDS,33155.4,10737825,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Corn,NEW ZEALAND,33000.0,11484000,1
Export,"LAKE CHARLES, LA",Dry Bulk,Carbon Products,Petcoke,Petcoke,PANAMA,33000.0,870833,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Wheat,MOZAMBIQUE,32806.4,7466378,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Olefins,Olefins,FRANCE,32741.5,45043140,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Clean Products,Gasoline,SWITZERLAND,32727.4,23184000,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,DDG,NICARAGUA,32633.6,7649975,1
Export,Lower Miss River,Liquid Gas,LPG,LPG,Propane,PANAMA,32517.8,13618370,1
Export,"LAKE CHARLES, LA",Liquid Bulk,Petroleum Products,Clean Products,Gasoline,ARUBA,32290.9,23449092,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Petcoke,DOMINICAN REPUBLIC,31750.0,3175000,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Petcoke,ECUADOR,31630.7,2529190,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Bitumen,MEXICO,31618.9,13063564,2
Export,"LAKE CHARLES, LA",Liquid Bulk,Chemicals,Styrene,Styrene,BELGIUM,31354.5,32742303,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Chemicals,PVC,BRAZIL,31034.2,20569060,1
Export,"LAKE CHARLES, LA",Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,ARGENTINA,31030.8,21281804,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Olefins,Olefins,CHINA,30898.7,35288431,1
Export,"LAKE CHARLES, LA",Dry Bulk,Carbon Products,Petcoke,Petcoke,CROATIA,30750.0,2913563,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Coal,Coke,UNITED KINGDOM,30697.8,11179388,1
Export,Lower Miss River,Liquid Gas,LPG,LPG,Ethylene,ARGENTINA,30643.5,37267301,2
Export,Lower Miss River,Dry Bulk,Fertilizer,Fertilizer,Fertilizer,BRAZIL,30412.4,7903068,4
Export,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,BRAZIL,30229.4,69678439,15
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,SPAIN,30150.9,30410668,7
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Clean Products,Gasoline,DOMINICAN REPUBLIC,30057.0,22877417,1
