direction,port_consolidated,group,commodity,cargo,cargo_detail,country,ves_mt,ves_value_usd,records
Import,Lower Miss River,Liquid Bulk,Petroleum Products,Clean Products,Gasoline,"KOREA, SOUTH",1001.7,1027641,1
Import,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,GERMANY,1001.7,5545767,7
Import,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,SOUTH AFRICA,1000.0,768051,1
Import,Lower Miss River,Dry Bulk,Metals,Zinc,Zinc,"KOREA, SOUTH",999.6,2523171,1
Import,Lower Miss River,Plastics,x,x,x,VIETNAM,997.2,6103368,9
Import,Lower Miss River,Dry Bulk,Agricultural,Grain,Rice,ARGENTINA,990.4,1137928,2
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,AUSTRIA,981.5,17142818,20
Import,Lower Miss River,Dry Bulk,Metals,Aluminum,Aluminum,ITALY,970.7,4614108,3
Import,Lower Miss River,Dry Bulk,Steel,Finished Steel,Long Products,CHINA,968.9,1114711,6
Import,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,TURKEY,954.1,106725,1
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Lumber, Board",PARAGUAY,953.7,1290346,1
Import,Lower Miss River,Liquid Bulk,Agricultural,"Vegetable Oils, Animal Fats, Sugar Fats",Coconut Oil,MALAYSIA,950.2,2485642,1
Import,Lower Miss River,Dry Bulk,Minerals & Ores,Soda Ash,Soda Ash,BOLIVIA,932.0,615298,1
Import,Lower Miss River,x,x,x,x,VENEZUELA,924.2,5015300,2
Import,Lower Miss River,Liquid Bulk,Agricultural,"Vegetable Oils, Animal Fats, Sugar Fats","Vegetable Oils, Animal Fats, Sugar Fats",NORWAY,922.6,1452847,1
Import,Lower Miss River,Plastics,x,x,x,PHILIPPINES,914.7,1530332,2
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,ISRAEL,908.6,6355895,2
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Lumber, Board",SURINAME,892.5,521708,1
Import,Lower Miss River,Liquid Bulk,Chemicals,Caustic Soda,Caustic Soda,GERMANY,872.5,793339,2
Import,Lower Miss River,Dry Bulk,Ferrous Raw Materials,FerroAlloys,FerroAlloys,VIETNAM,865.7,1242692,1
Import,Lower Miss River,x,x,x,x,BANGLADESH,863.3,5192643,6
Import,Lower Miss River,Dry,Reefer,Reefer,Reefer,GUATEMALA,859.3,829115,3
Import,Lower Miss River,Dry Bulk,Steel,Finished Steel,Long Products,SPAIN,849.0,1252283,4
Import,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper,BELGIUM,848.9,2033552,1
Import,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,SERBIA,837.6,1011256,2
Import,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,CAMBODIA,833.3,2224441,2
Import,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,FRANCE,805.4,3208811,1
Import,Lower Miss River,Dry Bulk,Ferrous Raw Materials,FerroAlloys,FerroAlloys,FRANCE,800.4,781213,1
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Lumber, Board",CAMBODIA,792.3,853961,7
Import,Lower Miss River,Dry Bulk,Steel,Finished Steel,"Steel, Nos",VIETNAM,779.4,1560073,16
Import,Lower Miss River,x,x,x,x,FINLAND,778.3,11301186,27
Import,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,VIETNAM,775.7,697360,3
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,FRANCE,767.7,26721886,25
Import,Lower Miss River,Liquid Bulk,Chemicals,Xylene,Xylene,SWITZERLAND,766.1,3767999,1
Import,Lower Miss River,x,x,x,x,EGYPT,765.9,855036,15
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Lumber, Board",CHINA,762.9,1082013,18
Import,Lower Miss River,Dry Bulk,Construction Materials,Aggregates,Aggregates,GERMANY,761.9,1047835,11
Import,"LAKE CHARLES, LA",Dry Bulk,Steel,Finished Steel,"Steel, Nos",VIETNAM,749.9,2178127,3
Import,Lower Miss River,Dry Bulk,Agricultural,Sugar,Sugar,MEXICO,737.8,1704923,1
Import,Lower Miss River,Dry Bulk,Minerals & Ores,Fluorspar,Fluorspar,PAKISTAN,722.7,406500,1
Import,Lower Miss River,Dry Bulk,Steel,Finished Steel,"Steel, Nos",NETHERLANDS,719.8,5350509,15
Import,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,BRAZIL,708.3,2224538,11
Import,Lower Miss River,x,x,x,x,CAMBODIA,706.3,3041483,11
Import,Lower Miss River,Dry Bulk,Steel,Finished Steel,"Steel, Nos",UNITED KINGDOM,692.3,4312289,9
Import,Lower Miss River,x,x,x,x,ROMANIA,678.7,16783139,24
Import,"MORGAN CITY, LA",Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,GERMANY,671.9,1508320,1
Import,Lower Miss River,x,x,x,x,SERBIA,669.1,2918085,2
Import,Lower Miss River,x,x,x,x,ZIMBABWE,668.1,1357403,1
Import,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,BRAZIL,667.0,1559157,4
Import,Lower Miss River,Dry Bulk,Steel,Finished Steel,"Steel, Nos",GERMANY,662.1,6638220,25
Import,Lower Miss River,Dry Bulk,Minerals & Ores,Concentrates,Vinc Concentrates,PERU,657.7,2017222,1
Import,"LAKE CHARLES, LA",Dry Bulk,Forestry,"Lumber, Board","Lumber, Board",CZECH REPUBLIC,654.6,467866,1
Import,Lower Miss River,Dry Bulk,Metals,Copper,Copper,JAPAN,651.8,6565462,1
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Lumber, Board",ARGENTINA,638.0,556875,3
Import,"MORGAN CITY, LA",Dry Bulk,General Cargo,General Cargo,General Cargo,VIETNAM,636.4,4353344,7
Import,Lower Miss River,Dry,Reefer,Reefer,Reefer,NETHERLANDS,629.9,622055,1
Import,Lower Miss River,Dry Bulk,Minerals & Ores,Ores,Ores,NAMIBIA,629.8,84339174,1
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,INDONESIA,624.4,820084,3
Import,Lower Miss River,Dry Bulk,Steel,Finished Steel,Tubular Goods,CHINA,624.4,3803496,11
Import,Lower Miss River,Dry Bulk,Steel,Finished Steel,"Steel, Nos",BELGIUM,617.3,1138223,5
Import,Lower Miss River,Dry Bulk,Steel,Finished Steel,Long Products,TURKEY,608.8,766179,2
Import,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,BAHAMAS,605.8,666898,1
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,BELGIUM,601.9,7405619,8
Import,Lower Miss River,Dry Bulk,Metals,Copper,Copper,AUSTRIA,599.9,9110688,1
Import,Lower Miss River,Dry Bulk,Metals,Aluminum,Aluminum,HONDURAS,591.4,1322358,1
Import,"LAKE CHARLES, LA",Dry Bulk,General Cargo,General Cargo,General Cargo,VIETNAM,576.4,2403540,2
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,VIETNAM,565.7,6914512,19
Import,Lower Miss River,Dry Bulk,Agricultural,Grain,Rice,INDIA,561.2,479262,1
Import,Lower Miss River,Liquid Bulk,Chemicals,Ethanol,Ethanol,SOUTH AFRICA,551.6,634684,1
Import,Lower Miss River,Dry Bulk,Steel,Finished Steel,Flat Rolled,AUSTRIA,551.5,3639307,2
Import,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,TURKEY,549.1,860248,1
Import,Lower Miss River,Dry Bulk,Metals,Aluminum,Aluminum,PARAGUAY,549.0,1232566,1
Import,Lower Miss River,x,x,x,x,DENMARK,548.2,6554085,36
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,NETHERLANDS,541.1,14001173,22
Import,Lower Miss River,Dry Bulk,Agricultural,Grain,Grain,PERU,535.4,1637160,2
Import,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,COLOMBIA,532.7,2287521,3
Import,Lower Miss River,Dry,Reefer,Reefer,Reefer,AUSTRALIA,531.0,938870,1
Import,"MORGAN CITY, LA",x,x,x,x,SINGAPORE,528.1,11108683,4
Import,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,TURKEY,526.5,1907863,8
Import,Lower Miss River,Dry,Reefer,Reefer,Reefer,COSTA RICA,522.8,1159030,2
Import,"MORGAN CITY, LA",Dry Bulk,General Cargo,General Cargo,General Cargo,MALAYSIA,515.3,3123739,2
Import,Lower Miss River,Dry Bulk,Metals,Copper,Copper,CONGO (BRAZZAVILLE),512.1,5915492,1
Import,Lower Miss River,Dry Bulk,Metals,Copper,Copper,POLAND,509.9,5199226,3
Import,Lower Miss River,Dry Bulk,Minerals & Ores,Vermiculite,Vermiculite,ZIMBABWE,504.8,242880,1
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Lumber, Board",BOLIVIA,499.8,750465,2
Import,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper Board,NETHERLANDS,493.5,680252,1
Import,Lower Miss River,Dry,Reefer,Reefer,Reefer,HONDURAS,492.9,2585672,3
Import,Lower Miss River,Dry Bulk,Metals,Copper,Copper,GREECE,490.4,5086722,2
Import,Lower Miss River,x,x,x,x,TANZANIA,486.1,2792569,1
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,SPAIN,485.1,9864247,23
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Lumber, Board",INDONESIA,484.5,609979,7
Import,Lower Miss River,Dry Bulk,Construction Materials,Aggregates,Aggregates,VIETNAM,475.9,445344,11
Import,Lower Miss River,Dry Bulk,Steel,Finished Steel,Tubular Goods,FINLAND,472.9,2329674,1
Import,Lower Miss River,Dry Bulk,Metals,Copper,Copper,GERMANY,472.4,5471690,8
Import,Lower Miss River,Dry Bulk,Ferrous Raw Materials,Iron Ore,Iron Ore,NETHERLANDS,457.8,109100,1
Import,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,AUSTRALIA,453.7,814000,1
Import,Lower Miss River,Plastics,x,x,x,GERMANY,450.4,2807702,27
Import,Lower Miss River,x,x,x,x,NORWAY,447.6,8450493,62
Import,Lower Miss River,Dry Bulk,Construction Materials,Aggregates,Aggregates,MOROCCO,444.2,1173993,3
Import,"MORGAN CITY, LA",Dry Bulk,General Cargo,General Cargo,General Cargo,INDONESIA,443.8,1561790,1
Import,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,NETHERLANDS,437.2,854384,9
Import,Lower Miss River,x,x,x,x,PORTUGAL,434.2,9295163,11
Import,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,SWEDEN,433.7,1333301,2
Import,Lower Miss River,Dry Bulk,Construction Materials,Cement,Cement,THAILAND,427.3,493007,1
Import,Lower Miss River,Dry Bulk,Metals,Nickel,Nickel,SOUTH AFRICA,423.5,6519852,1
Import,Lower Miss River,Dry Bulk,Agricultural,Grain,SBM,BRAZIL,420.2,286466,1
Import,Lower Miss River,Liquid Bulk,Chemicals,Biodiesel,Biodiesel,CHINA,419.3,502480,1
Import,"MORGAN CITY, LA",Dry Bulk,Minerals & Ores,Barite,Barite,COLOMBIA,418.6,58748,1
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Lumber, Board",SPAIN,416.1,90106,3
Import,Lower Miss River,Dry Bulk,Metals,Aluminum,Aluminum,PANAMA,416.0,848129,1
Import,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,PERU,414.5,430457,3
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,"KOREA, SOUTH",410.5,12752788,17
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,TAIWAN,407.6,5632178,23
Import,Lower Miss River,x,x,x,x,BAHAMAS,405.3,1709500,1
Import,Lower Miss River,Liquid Bulk,Petroleum Products,Clean Products,Gasoline,BELGIUM,403.8,451863,1
Import,Lower Miss River,Dry Bulk,Metals,Zinc,Zinc,SPAIN,402.5,1239207,1
Import,Lower Miss River,Liquid Bulk,Chemicals,Styrene,Styrene,NETHERLANDS,401.6,1492671,2
Import,Lower Miss River,Dry Bulk,Minerals & Ores,Vermiculite,Vermiculite,BRAZIL,396.4,141786,1
Import,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper,AUSTRIA,379.3,504026,1
Import,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,SINGAPORE,378.8,753021,3
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,CHILE,377.3,8538763,13
Import,Lower Miss River,Dry Bulk,Agricultural,Grain,Rice,THAILAND,373.3,356331,1
Import,Lower Miss River,Dry Bulk,Minerals & Ores,Magnesia,Magnesia,SPAIN,370.3,179524,1
Import,Lower Miss River,Dry Bulk,Construction Materials,Aggregates,Silica Sand,TURKEY,353.7,52121,1
Import,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,COLOMBIA,350.5,1775885,4
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Lumber, Board",JAPAN,343.9,362339,1
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Lumber, Board",FINLAND,339.9,328351,2
Import,Lower Miss River,Dry Bulk,Steel,Finished Steel,"Steel, Nos",FRANCE,338.5,5532065,8
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Plywood, MDF",MALAYSIA,336.5,249586,2
Import,"LAKE CHARLES, LA",Dry Bulk,Non Ferrous Raw Materials,Tio2,Tio2,SOUTH AFRICA,332.1,27539986,1
Import,Lower Miss River,Dry Bulk,Metals,Aluminum,Aluminum,CHINA,331.2,1414606,11
Import,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,COSTA RICA,327.2,4096383,1
Import,Lower Miss River,Dry,Reefer,Reefer,Reefer,BELGIUM,321.9,792225,2
Import,Lower Miss River,Dry Bulk,Non Ferrous Raw Materials,Alumina,Alumina,JAPAN,319.0,686196,1
Import,Lower Miss River,Plastics,x,x,x,MALAYSIA,310.7,755370,4
Import,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,GERMANY,306.2,1018655,16
Import,Lower Miss River,Dry Bulk,Metals,Zinc,Zinc,BRAZIL,301.9,878819,1
Import,Lower Miss River,Dry Bulk,Non Ferrous Raw Materials,Alumina,Alumina,NETHERLANDS,300.7,632651,3
Import,Lower Miss River,Dry Bulk,Metals,Aluminum,Aluminum,GERMANY,299.8,3715266,6
Import,"LAKE CHARLES, LA",Dry Bulk,General Cargo,General Cargo,General Cargo,AUSTRIA,298.0,5196113,1
Import,"LAKE CHARLES, LA",Dry Bulk,General Cargo,General Cargo,General Cargo,HUNGARY,294.0,17272686,2
Import,Lower Miss River,Dry,Reefer,Reefer,Reefer,NEW ZEALAND,293.3,1309831,1
Import,Lower Miss River,x,x,x,x,BAHRAIN,292.3,317097,1
Import,Lower Miss River,Plastics,x,x,x,NEW ZEALAND,286.7,471472,3
Import,Lower Miss River,Dry,Reefer,Reefer,Reefer,EGYPT,284.1,654378,4
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,PARAGUAY,283.2,5433942,3
Import,Lower Miss River,Dry,Reefer,Reefer,Reefer,CHILE,281.4,1158516,3
Import,Lower Miss River,Dry Bulk,Ferrous Raw Materials,Slabs,Slabs,SWEDEN,279.7,328929,1
Import,Lower Miss River,x,x,x,x,DOMINICAN REPUBLIC,278.4,8043264,27
Import,Lower Miss River,Liquid Bulk,Chemicals,Glycols,Glycols,CHINA,277.7,1584631,1
Import,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper Board,VIETNAM,277.7,716365,3
Import,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Pulp,VIETNAM,277.7,642020,1
Import,Lower Miss River,Dry Bulk,Construction Materials,Cement,Cement,MALAYSIA,274.6,137589,1
Import,Lower Miss River,Dry Bulk,Construction Materials,Cement,Cement,CHINA,272.5,140170,1
Import,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,PERU,272.1,1381283,2
Import,Lower Miss River,Plastics,x,x,x,INDONESIA,265.6,1620032,5
Import,Lower Miss River,Dry Bulk,Metals,Copper,Copper,BOLIVIA,264.8,2505343,1
Import,Lower Miss River,Dry Bulk,Ferrous Raw Materials,Iron Ore,Iron Ore,ROMANIA,262.5,12000,1
Import,Lower Miss River,x,x,x,x,BULGARIA,262.0,7237711,11
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Lumber, Board",MALAYSIA,261.7,199699,3
Import,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper Board,BRAZIL,256.8,656529,2
Import,Lower Miss River,Liquid Bulk,Chemicals,Parrafin,Parrafin,SPAIN,253.0,587423,1
Import,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,SAUDI ARABIA,252.2,442091,2
Import,"LAKE CHARLES, LA",x,x,x,x,POLAND,250.7,4579659,1
Import,"LAKE CHARLES, LA",Dry Bulk,General Cargo,General Cargo,General Cargo,POLAND,249.8,9590996,3
Import,Lower Miss River,Plastics,x,x,x,TURKEY,248.8,625865,4
Import,"LAKE CHARLES, LA",Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,MEXICO,245.0,7718,1
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,AUSTRALIA,242.8,2715320,11
Import,"MORGAN CITY, LA",Dry Bulk,Steel,Finished Steel,"Steel, Nos",ITALY,242.4,752089,1
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Lumber, Board",URUGUAY,241.3,244323,1
Import,"MORGAN CITY, LA",x,x,x,x,NETHERLANDS,241.1,10817621,6
Import,Lower Miss River,x,x,x,x,PANAMA,239.8,1601129,10
Import,Lower Miss River,Dry Bulk,Construction Materials,Aggregates,Aggregates,BELGIUM,239.3,307171,2
Import,Lower Miss River,Liquid Bulk,Agricultural,"Vegetable Oils, Animal Fats, Sugar Fats",Tallow,COSTA RICA,238.9,236503,1
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,COLOMBIA,231.6,1062641,4
Import,Lower Miss River,Dry Bulk,Construction Materials,Cement,Cement,GERMANY,231.0,98412,1
Import,Lower Miss River,Plastics,x,x,x,UNITED KINGDOM,228.8,1684687,12
Import,Lower Miss River,Liquid Bulk,Chemicals,Styrene,Styrene,CHINA,226.6,632000,1
Import,Lower Miss River,Dry,Reefer,Reefer,Reefer,POLAND,224.5,427972,3
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Plywood, MDF",ARGENTINA,222.7,154110,1
Import,Lower Miss River,Dry Bulk,Metals,Aluminum,Aluminum,THAILAND,221.4,701941,3
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,HUNGARY,220.5,14061658,7
Import,Lower Miss River,x,x,x,x,TUNISIA,219.1,6866423,9
Import,Lower Miss River,Liquid Bulk,Agricultural,"Vegetable Oils, Animal Fats, Sugar Fats",Tallow,PANAMA,218.5,219465,1
Import,Lower Miss River,Dry Bulk,Construction Materials,Aggregates,Aggregates,SLOVAKIA,218.0,291491,1
Import,Lower Miss River,x,x,x,x,ETHIOPIA,217.8,1854009,4
Import,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper,PORTUGAL,217.6,228503,1
Import,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,SLOVENIA,217.3,70063,2
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,SWEDEN,212.6,3498533,14
Import,Lower Miss River,x,x,x,x,CZECH REPUBLIC,210.7,8698070,32
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Plywood, MDF",TAIWAN,210.5,827147,3
Import,Lower Miss River,x,x,x,x,BOLIVIA,209.5,1448969,15
Import,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,PHILIPPINES,209.3,387786,2
Import,Lower Miss River,Dry Bulk,Steel,Finished Steel,Flat Rolled,GUATEMALA,208.7,233477,1
Import,Lower Miss River,Plastics,x,x,x,DOMINICAN REPUBLIC,206.9,143794,2
Import,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper Board,IRELAND,206.4,1760721,1
Import,Lower Miss River,Dry Bulk,Minerals & Ores,Manganese,Manganese,INDONESIA,200.9,140000,1
Import,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper,COLOMBIA,200.6,251955,2
Import,Lower Miss River,Dry Bulk,Metals,Aluminum,Aluminum,COSTA RICA,200.4,445414,1
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,TURKEY,199.4,483808,9
Import,Lower Miss River,Dry Bulk,Steel,Finished Steel,Tubular Goods,UNITED KINGDOM,195.7,5167020,1
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,SOUTH AFRICA,194.8,1666298,2
Import,Lower Miss River,Dry Bulk,Steel,Finished Steel,"Steel, Nos",PORTUGAL,194.4,2246153,2
Import,Lower Miss River,Dry Bulk,Construction Materials,Aggregates,Sand,TURKEY,191.0,28350,1
Import,Lower Miss River,Dry Bulk,Metals,Aluminum,Aluminum,PERU,190.5,410260,1
Import,Lower Miss River,x,x,x,x,LATVIA,189.5,1160077,5
Import,"MORGAN CITY, LA",x,x,x,x,MALAYSIA,187.3,2413812,9
Import,Lower Miss River,x,x,x,x,SLOVENIA,186.3,1884552,8
Import,Lower Miss River,Dry Bulk,Minerals & Ores,Soda Ash,Soda Ash,PERU,186.2,129386,1
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Lumber, Board",PHILIPPINES,186.2,124685,1
Import,Lower Miss River,x,x,x,x,HONG KONG,183.1,926191,18
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,FINLAND,182.9,7246392,15
Import,Lower Miss River,Liquid Bulk,Chemicals,MEK,MEK,CHINA,181.3,1195340,1
Import,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,TAIWAN,175.7,299183,3
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Lumber, Board",CONGO (BRAZZAVILLE),173.3,207551,1
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Lumber, Board",GUATEMALA,172.5,1192385,3
Import,Lower Miss River,Plastics,x,x,x,ARGENTINA,172.4,274984,1
Import,Lower Miss River,Liquid Bulk,Petroleum Products,Clean Products,Gasoline,GERMANY,170.6,352783,1
Import,"MORGAN CITY, LA",Dry Bulk,Steel,Finished Steel,Flat Rolled,SOUTH AFRICA,168.7,299305,1
Import,"MORGAN CITY, LA",Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,CHINA,168.0,122595,3
Import,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Coal Tar,DENMARK,165.8,86400,1
Import,Lower Miss River,Liquid Bulk,Chemicals,Xylene,Xylene,TAIWAN,165.8,245829,1
Import,Lower Miss River,Plastics,x,x,x,PERU,165.0,498088,4
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,CZECH REPUBLIC,163.7,6512644,22
Import,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Chemicals,CHINA,163.0,572107,2
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Plywood, MDF",THAILAND,162.0,146026,2
Import,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,HONDURAS,161.7,138814,1
Import,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,ITALY,160.6,1433910,3
Import,Lower Miss River,Dry Bulk,Steel,Finished Steel,"Steel, Nos",SAUDI ARABIA,160.2,152162,1
Import,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Light Oils,GERMANY,160.1,203407,1
Import,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,INDONESIA,158.6,649670,1
Import,"MORGAN CITY, LA",x,x,x,x,ITALY,156.6,161476,3
Import,"MORGAN CITY, LA",x,x,x,x,VIETNAM,155.0,2402914,17
Import,Lower Miss River,Dry Bulk,General Cargo,Project,Solar,INDONESIA,154.7,246708,1
Import,Lower Miss River,x,x,x,x,UKRAINE,150.6,959151,3
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Lumber, Board","KOREA, SOUTH",150.4,871317,1
Import,Lower Miss River,Dry,Reefer,Reefer,Reefer,BRAZIL,148.1,363274,2
Import,Lower Miss River,Dry Bulk,Minerals & Ores,Talc,Talc,FRANCE,148.0,176304,1
Import,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,THAILAND,146.1,404711,1
Import,Lower Miss River,Dry Bulk,Steel,Finished Steel,"Steel, Nos",TAIWAN,145.9,625643,7
Import,"MORGAN CITY, LA",Dry Bulk,Agricultural,Rubber,Rubber,THAILAND,145.4,291569,2
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Plywood, MDF",TANZANIA,141.7,78000,1
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,NORWAY,140.3,3464372,17
Import,Lower Miss River,Dry,Reefer,Reefer,Reefer,INDIA,139.9,761603,1
Import,Lower Miss River,Plastics,x,x,x,BELGIUM,139.4,490817,2
Import,Lower Miss River,Dry Bulk,Minerals & Ores,Ores,Ores,BRAZIL,138.6,61998,1
Import,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,PORTUGAL,136.7,477318,3
Import,Lower Miss River,Dry Bulk,Construction Materials,Aggregates,Aggregates,NAMIBIA,136.2,171441,2
Import,Lower Miss River,Dry Bulk,Ferrous Raw Materials,FerroAlloys,FerroAlloys,KUWAIT,136.2,126815,1
Import,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,CROATIA,134.9,462209,2
Import,Lower Miss River,Dry,Reefer,Reefer,Reefer,ARGENTINA,133.6,948317,2
Import,Lower Miss River,Dry Bulk,Construction Materials,Aggregates,Aggregates,ZIMBABWE,133.4,54283,1
Import,Lower Miss River,Dry,Reefer,Reefer,Reefer,COLOMBIA,133.0,448006,3
Import,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,SPAIN,132.9,459352,4
Import,Lower Miss River,Dry Bulk,Construction Materials,Aggregates,Aggregates,ECUADOR,132.1,51534,2
Import,Lower Miss River,Dry Bulk,Steel,Finished Steel,Long Products,BELGIUM,131.6,966621,1
Import,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Plywood, MDF",GERMANY,130.0,70178,1
Import,Lower Miss River,Liquid Bulk,Agricultural,"Vegetable Oils, Animal Fats, Sugar Fats","Vegetable Oils, Animal Fats, Sugar Fats",MEXICO,128.7,935729,1
Import,Lower Miss River,x,x,x,x,SINGAPORE,127.9,3038468,20
Import,Lower Miss River,Plastics,x,x,x,ITALY,127.9,1010162,17
Import,Lower Miss River,Plastics,x,x,x,INDIA,125.3,860813,9
Import,Lower Miss River,Plastics,x,x,x,CAMBODIA,123.4,280183,3
Import,Lower Miss River,Dry Bulk,Steel,Finished Steel,"Steel, Nos",AUSTRIA,121.7,1272361,5
Import,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper,GERMANY,120.5,362189,1
Import,Lower Miss River,x,x,x,x,AUSTRALIA,120.2,1334806,8
Import,Lower Miss River,Dry Bulk,Construction Materials,Cement,Cement,ITALY,119.8,188868,1
