direction,port_code,port_name,commodity,hs6_description,cty_code,country_name,total_value_ytd,ves_value_ytd,ves_mt_ytd
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",520100,"COTTON, NOT CARDED OR COMBED, HAVING A STAPLE LENGTH UNDER 25.4 MM (1 INCH)",5350,PAKISTAN,1008865,1008865,618.604
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",520100,"COTTON, NOT CARDED OR COMBED, HAVING A STAPLE LENGTH UNDER 25.4 MM (1 INCH)",5490,THAILAND,359106,359106,197.658
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",520100,"COTTON, NOT CARDED OR COMBED, HAVING A STAPLE LENGTH UNDER 25.4 MM (1 INCH)",5700,CHINA,1603274,1600613,984.178
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",520100,"COTTON, NOT CARDED OR COMBED, HAVING A STAPLE LENGTH UNDER 25.4 MM (1 INCH)",5800,"KOREA, SOUTH",143819,143819,80.269
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",520100,"COTTON, NOT CARDED OR COMBED, HAVING A STAPLE LENGTH UNDER 25.4 MM (1 INCH)",7850,MAURITIUS,33976,33976,19.533
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",540349,"ARTIFICIAL FILAMENT YARN EXC SEWING THREAD N/RETAIL SALE INCL ARTIFICIAL MONOFILAMENT <67 DECITEX: OTHER YARN MULTIPLE, FOLDED, CABLED, TEXTURED YARN",2450,HAITI,47207,47207,32.422
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",540769,WOVEN FABRICS OF SYNTHETIC FILAMENT YARN CONTAINING 85% OR MORE BY WEIGHT OF POLYESTER FILAMENTS; UNBLEACHED OR BLEACH,2050,GUATEMALA,48633,48633,21.664
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560210,"FELT, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED: NEEDLELOOM FELT AND STITCH-BONDED FIBER FABRICS",3120,GUYANA,12506,12506,3.12
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560312,"NONWOVENS, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED: OF MANMADE FILAMENTS WEIGHING MORE THAN 25 G/M2 BUT NOT MORE THAN 70 G/M2",2050,GUATEMALA,10320,10320,1.826
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560312,"NONWOVENS, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED: OF MANMADE FILAMENTS WEIGHING MORE THAN 25 G/M2 BUT NOT MORE THAN 70 G/M2",3010,COLOMBIA,22918,22918,12.0
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560312,"NONWOVENS, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED: OF MANMADE FILAMENTS WEIGHING MORE THAN 25 G/M2 BUT NOT MORE THAN 70 G/M2",3510,BRAZIL,257066,257066,8.857
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560312,"NONWOVENS, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED: OF MANMADE FILAMENTS WEIGHING MORE THAN 25 G/M2 BUT NOT MORE THAN 70 G/M2",4210,NETHERLANDS,116985,78345,4.274
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560312,"NONWOVENS, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED: OF MANMADE FILAMENTS WEIGHING MORE THAN 25 G/M2 BUT NOT MORE THAN 70 G/M2",4231,BELGIUM,336526,220325,14.118
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560312,"NONWOVENS, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED: OF MANMADE FILAMENTS WEIGHING MORE THAN 25 G/M2 BUT NOT MORE THAN 70 G/M2",4280,GERMANY,190273,176227,4.031
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560312,"NONWOVENS, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED: OF MANMADE FILAMENTS WEIGHING MORE THAN 25 G/M2 BUT NOT MORE THAN 70 G/M2",5700,CHINA,472842,98910,3.208
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560313,"NONWOVENS, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED: OF MANMADE FILAMENTS WEIGHING MORE THAN 70 G/M2 BUT NOT MORE THAN 150 G/M2",2470,DOMINICAN REPUBLIC,1708002,1018421,38.435
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560313,"NONWOVENS, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED: OF MANMADE FILAMENTS WEIGHING MORE THAN 70 G/M2 BUT NOT MORE THAN 150 G/M2",3370,CHILE,10396,10396,2.028
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560313,"NONWOVENS, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED: OF MANMADE FILAMENTS WEIGHING MORE THAN 70 G/M2 BUT NOT MORE THAN 150 G/M2",4280,GERMANY,627623,542567,13.037
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560391,"NONWOVENS, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED; NOT OF MANMADE FILAMENTS; WEIGHING NOT MORE THAN 25 G/M2",3010,COLOMBIA,263280,263280,101.891
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560393,"NONWOVENS, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED; NOT OF MANMADE FILAMENTS; WEIGHING MORE THAN 70 G/M2 BUT LESS THAN 150 G/M2",2230,COSTA RICA,1281001,1281001,358.022
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560393,"NONWOVENS, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED; NOT OF MANMADE FILAMENTS; WEIGHING MORE THAN 70 G/M2 BUT LESS THAN 150 G/M2",3010,COLOMBIA,355373,355373,99.324
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560393,"NONWOVENS, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED; NOT OF MANMADE FILAMENTS; WEIGHING MORE THAN 70 G/M2 BUT LESS THAN 150 G/M2",3330,PERU,918701,918701,254.395
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560749,"TWINE, CORD, ROPE & CABLE, WHET/NT PLAIT/BRAID & WHET/NT IMPREG, COAT, COV/SHEAT W/RUB/PLAST: OF POLYETHYLENE OR POLYPROPYLENE, NESOI",3120,GUYANA,32984,32984,3.341
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560749,"TWINE, CORD, ROPE & CABLE, WHET/NT PLAIT/BRAID & WHET/NT IMPREG, COAT, COV/SHEAT W/RUB/PLAST: OF POLYETHYLENE OR POLYPROPYLENE, NESOI",5520,VIETNAM,9900,9900,1.552
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560749,"TWINE, CORD, ROPE & CABLE, WHET/NT PLAIT/BRAID & WHET/NT IMPREG, COAT, COV/SHEAT W/RUB/PLAST: OF POLYETHYLENE OR POLYPROPYLENE, NESOI",7290,EGYPT,505100,505100,453.591
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560750,"TWINE, CORD, ROPE & CABLE, WHET/NT PLAIT/BRAID & WHET/NT IMPREG, COAT, COV/SHEAT W/RUB/PLAST, OF OTHER SYNTHETIC FIBERS",3510,BRAZIL,345057,179091,2.55
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560811,"KNOTTED NETTING OF TWINE, CORDAGE OR ROPE; MADE UP FISHING NETS AND NESOI MADE UP NETS, OF TEXTILE MATERIALS, MADE UP FISHING NETS OF M-MADE TEXT MAT",4700,SPAIN,11300,11300,0.6
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560900,"ARTICLES OF YARN, STRIP OR THE LIKE OF HEADING 5404 OR 5405, TWINE, CORDAGE, ROPE OR CABLES, NOT ELSEWHERE SPECIFIED OR INCLUDED",3370,CHILE,224953,224953,7.065
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560900,"ARTICLES OF YARN, STRIP OR THE LIKE OF HEADING 5404 OR 5405, TWINE, CORDAGE, ROPE OR CABLES, NOT ELSEWHERE SPECIFIED OR INCLUDED",4120,UNITED KINGDOM,199062,191304,5.865
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560900,"ARTICLES OF YARN, STRIP OR THE LIKE OF HEADING 5404 OR 5405, TWINE, CORDAGE, ROPE OR CABLES, NOT ELSEWHERE SPECIFIED OR INCLUDED",5800,"KOREA, SOUTH",1233917,1230485,43.209
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",560900,"ARTICLES OF YARN, STRIP OR THE LIKE OF HEADING 5404 OR 5405, TWINE, CORDAGE, ROPE OR CABLES, NOT ELSEWHERE SPECIFIED OR INCLUDED",7910,SOUTH AFRICA,4060,4060,1.0
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",570242,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS OF MAN-MADE TEXTILE MATERIALS, OF PILE CONSTRUCTION, WOVEN, MADE-UP, NOT TUFTED OR FLOCKED",3070,VENEZUELA,6613,6613,0.697
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",570339,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS OF OTHER MAN-MADE TEXTILE MATERIALS, TUFTED, WHETHER OR NOT MADE UP, NESOI",4210,NETHERLANDS,1038165,1038165,205.056
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",570500,"OTHER CARPETS & OTHER TEXTILE FLOOR COVERINGS, WHETHER OR NOT MADE-UP",5110,JORDAN,3300,3300,1.5
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",580632,RIBBONS OF MAN-MADE FIBERS SUITABLE FOR THE MANUFACTURE OF TYPEWRITER OR SIMILAR RIBBONS OF HEADING 9612,3510,BRAZIL,41016,34266,1.207
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",590490,"FLOOR COVERINGS, EXCLUDING LINOLEUM,WITH A COATING OR COVERING APPLIED ON A TEXTILE BACKING, WHETHER OR NOT CUT TO SHAPE",2190,NICARAGUA,93352,93352,5.793
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",591190,"TEXTILE CORDS, BRAIDS AND THE LIKE OF A KIND USED IN INDUSTRY AS PACKING OR LUBRICATING MATERIAL",2150,HONDURAS,3427,3427,0.026
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",591190,"TEXTILE CORDS, BRAIDS AND THE LIKE OF A KIND USED IN INDUSTRY AS PACKING OR LUBRICATING MATERIAL",3570,ARGENTINA,10138,7172,0.979
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",591190,"TEXTILE CORDS, BRAIDS AND THE LIKE OF A KIND USED IN INDUSTRY AS PACKING OR LUBRICATING MATERIAL",4099,DENMARK,11938,5338,0.021
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",591190,"TEXTILE CORDS, BRAIDS AND THE LIKE OF A KIND USED IN INDUSTRY AS PACKING OR LUBRICATING MATERIAL",5650,PHILIPPINES,60913,46556,4.5
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",591190,"TEXTILE CORDS, BRAIDS AND THE LIKE OF A KIND USED IN INDUSTRY AS PACKING OR LUBRICATING MATERIAL",5700,CHINA,1575104,14414,0.072
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",620520,"MEN'S OR BOYS' DRESS SHIRTS OF COTTON, NOT KNITTED OR CROCHETED",2150,HONDURAS,4719,4719,0.17
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",620640,"WOMEN'S OR GIRLS' BLOUSES, SHIRTS AND SHIRT BLOUSES OF MANMADE FIBERS, NOT KNITTED OR CROCHETED",2150,HONDURAS,4399,4399,0.431
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",621132,"MEN'S OR BOYS' TRACK SUITS AND OTHER GARMENTS OF COTTON, NOT KNITTED OR CROCHETED",5110,JORDAN,19940,19940,14.062
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",621149,"WOMEN'S OR GIRLS' TRACK SUITS AND OTHER GARMENTS OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED OR CROCHETED",2050,GUATEMALA,72000,72000,6.02
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",621790,"GARMENT OR CLOTHING ACCESSORIES PARTS, EXCEPT FOR BRASSIERES, GIRDLES, CORSETS, BRACES, SUSPENDERS, AND GARTERS",4010,SWEDEN,2261715,2258634,6.579
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630210,"BED LINEN, KNITTED OR CROCHETED",5590,SINGAPORE,6581,6581,0.054
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630239,OTHER BED LINEN: OF NESOI TEXTILE MATERIALS,2050,GUATEMALA,32358,32358,4.809
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630239,OTHER BED LINEN: OF NESOI TEXTILE MATERIALS,2110,EL SALVADOR,23372,23372,0.797
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630419,"OTHER FURNISHING ARTICLES, EXCLUDING THOSE OF HEADING 9404: BEDSPREADS, NESOI",2050,GUATEMALA,5751,5751,0.07
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630532,"SACKS AND BAGS, OF A KIND USED FOR THE PACKING OF GOODS: OF MANMADE TEXTILE MATERIALS: FLEXIBLE INTERMEDIATE BULK CONTAINERS",4231,BELGIUM,270607,270607,15.549
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630532,"SACKS AND BAGS, OF A KIND USED FOR THE PACKING OF GOODS: OF MANMADE TEXTILE MATERIALS: FLEXIBLE INTERMEDIATE BULK CONTAINERS",4759,ITALY,38340,38340,3.87
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630532,"SACKS AND BAGS, OF A KIND USED FOR THE PACKING OF GOODS: OF MANMADE TEXTILE MATERIALS: FLEXIBLE INTERMEDIATE BULK CONTAINERS",5330,INDIA,18371,18371,6.736
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630533,"SACKS AND BAGS, OF A KIND USED FOR THE PACKING OF GOODS: OF MANMADE TEXTILE MATERIALS: OF POLYETHYLENE OR POLYPROPYLENE STRIP OR THE LIKE",5520,VIETNAM,6200,6200,1.809
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630619,"TARPAULINS, AWNINGS, SUNBLINDS, OF COTTON",4099,DENMARK,3347,3347,0.01
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630710,"OTHER MADE-UP ARTICLES, INCLUDING DRESS PATTERNS: FLOORCLOTHS, DISHCLOTHS, DUSTERS AND SIMILAR CLEANING CLOTHS",2110,EL SALVADOR,15440,15440,2.51
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630710,"OTHER MADE-UP ARTICLES, INCLUDING DRESS PATTERNS: FLOORCLOTHS, DISHCLOTHS, DUSTERS AND SIMILAR CLEANING CLOTHS",2230,COSTA RICA,17965,14965,0.585
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630710,"OTHER MADE-UP ARTICLES, INCLUDING DRESS PATTERNS: FLOORCLOTHS, DISHCLOTHS, DUSTERS AND SIMILAR CLEANING CLOTHS",3010,COLOMBIA,20580,20580,9.86
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630710,"OTHER MADE-UP ARTICLES, INCLUDING DRESS PATTERNS: FLOORCLOTHS, DISHCLOTHS, DUSTERS AND SIMILAR CLEANING CLOTHS",3370,CHILE,6172,6172,0.242
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630710,"OTHER MADE-UP ARTICLES, INCLUDING DRESS PATTERNS: FLOORCLOTHS, DISHCLOTHS, DUSTERS AND SIMILAR CLEANING CLOTHS",4190,IRELAND,84520,84520,19.794
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630710,"OTHER MADE-UP ARTICLES, INCLUDING DRESS PATTERNS: FLOORCLOTHS, DISHCLOTHS, DUSTERS AND SIMILAR CLEANING CLOTHS",5200,UNITED ARAB EMIRATES,27386,19805,3.973
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630720,"LIFEJACKETS AND LIFEBELTS, OTHER MADE-UP ARTICLES, INCLUDING DRESS PATTERNS",2250,PANAMA,76100,76100,2.087
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630720,"LIFEJACKETS AND LIFEBELTS, OTHER MADE-UP ARTICLES, INCLUDING DRESS PATTERNS",3530,PARAGUAY,116550,116550,3.129
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630720,"LIFEJACKETS AND LIFEBELTS, OTHER MADE-UP ARTICLES, INCLUDING DRESS PATTERNS",5600,INDONESIA,44698,19898,0.522
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630790,"OTHER MADE-UP ARTICLES, INCLUDING DRESS PATTERNS: NESOI LABELS",2110,EL SALVADOR,34720,28420,6.719
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630790,"OTHER MADE-UP ARTICLES, INCLUDING DRESS PATTERNS: NESOI LABELS",3370,CHILE,269917,25288,1.93
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630790,"OTHER MADE-UP ARTICLES, INCLUDING DRESS PATTERNS: NESOI LABELS",4190,IRELAND,66375,2898,0.544
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630900,WORN CLOTHING AND OTHER WORN ARTICLES,2050,GUATEMALA,18919935,18919935,11391.742
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630900,WORN CLOTHING AND OTHER WORN ARTICLES,2110,EL SALVADOR,1671712,1671712,1258.668
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630900,WORN CLOTHING AND OTHER WORN ARTICLES,2150,HONDURAS,3211657,3211657,2156.792
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630900,WORN CLOTHING AND OTHER WORN ARTICLES,2190,NICARAGUA,631968,631968,915.974
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",630900,WORN CLOTHING AND OTHER WORN ARTICLES,2230,COSTA RICA,40326,40326,49.888
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",631010,"USED OR NEW RAGS, SCRAP TWINE, CORDAGE, ROPE AND CABLES, AND WORN-OUT ARTICLES OF TWINE, CORDAGE, ROPE OR CABLES, OF TEXTILE MATERIALS: SORTED",2050,GUATEMALA,6939,6939,16.565
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",640590,"OTHER FOOTWEAR; DISPOSABLE, DESIGNED FOR ONE-TIME USE",2050,GUATEMALA,583556,583556,149.136
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",650691,"OTHER HEADGEAR OF RUBBER OR OF PLASTICS (INCLUDING BATHING CAPS), WHETHER OR NOT LINED OR TRIMMED",2110,EL SALVADOR,5036,5036,1.757
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",650691,"OTHER HEADGEAR OF RUBBER OR OF PLASTICS (INCLUDING BATHING CAPS), WHETHER OR NOT LINED OR TRIMMED",5650,PHILIPPINES,22800,22800,0.571
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",680510,ABRASIVE ARTICLES ON A BASE OF WOVEN TEXTILE FABRIC ONLY,3510,BRAZIL,36049,32487,0.549
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",680530,NATURAL OR ARTIFICIAL ABRASIVES ON A BASE OTHER THAN FABRIC OR PAPER,2050,GUATEMALA,3496,3496,0.094
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",680530,NATURAL OR ARTIFICIAL ABRASIVES ON A BASE OTHER THAN FABRIC OR PAPER,3510,BRAZIL,29296,3652,0.039
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",680610,"SLAG WOOL, ROCK WOOL AND OTHER MINERAL WOOLS (INCLUDING INTERMIXTURES THEREOF), IN BULK, SHEETS OR ROLLS, NOT INCLUDING ACOUSTICAL PADS AND BOARDS",2050,GUATEMALA,105083,105083,57.389
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",680690,ACCOUSTICAL PADS AND BOARDS OF MINERAL MATERIALS NESOI,2050,GUATEMALA,30912,30912,8.506
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",680690,ACCOUSTICAL PADS AND BOARDS OF MINERAL MATERIALS NESOI,2230,COSTA RICA,1175138,1160227,634.57
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",680690,ACCOUSTICAL PADS AND BOARDS OF MINERAL MATERIALS NESOI,2410,JAMAICA,254947,254947,135.487
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",680690,ACCOUSTICAL PADS AND BOARDS OF MINERAL MATERIALS NESOI,2470,DOMINICAN REPUBLIC,54351,54351,30.321
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",680690,ACCOUSTICAL PADS AND BOARDS OF MINERAL MATERIALS NESOI,2740,TRINIDAD AND TOBAGO,25709,25709,16.275
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",680690,ACCOUSTICAL PADS AND BOARDS OF MINERAL MATERIALS NESOI,3010,COLOMBIA,18000,18000,9.064
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",680690,ACCOUSTICAL PADS AND BOARDS OF MINERAL MATERIALS NESOI,3350,BOLIVIA,84767,84767,47.508
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",680690,ACCOUSTICAL PADS AND BOARDS OF MINERAL MATERIALS NESOI,3370,CHILE,125094,125094,55.446
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",680690,ACCOUSTICAL PADS AND BOARDS OF MINERAL MATERIALS NESOI,3510,BRAZIL,24274,24274,12.818
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",680710,ARTICLES OF ASPHALT OR SIMILAR MATERIALS IN ROLLS,2470,DOMINICAN REPUBLIC,12953,12953,1.914
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",680790,"ROOFING AND SIDING OF ASPHALT, OR SIMILAR MATERIAL",3550,URUGUAY,37441,37441,16.664
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",681099,"ARTICLES OF CEMENT, OF CONCRETE OR OF ARTIFICIAL STONE, NESOI",2250,PANAMA,52140,52140,25.288
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",681291,"ASBESTOS CLOTHING, CLOTHING ACCESSORIES, FOOTWEAR AND HEADGEAR",2110,EL SALVADOR,87581,87581,34.545
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",681299,ASBESTOS ARTICLES NESOI FOR USE IN CIVIL AIRCRAFT,3510,BRAZIL,7055,7055,0.005
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",681381,"BRAKE LININGS AND PADS WITH BASIS OF ASBESTOS, OTHER MINERAL SUBSTANCES OR CELLULOSE NOT CONT ASBESTOS",7530,NIGERIA,2963,2963,0.128
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",681511,CARBON FIBERS,3530,PARAGUAY,560767,560767,26.454
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",681599,"OTHER ARTICLES OF STONE OR OTHER MINERAL SUBSTANCES, NESOI",2150,HONDURAS,4858,4858,5.509
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",690290,"CLAY BRICKS, REFRACTORY, OTHER THAN SILICEOUS, NESOI (NOT OVER 50 PERCENT MGO, CAO AND/OR CR203 OR ALUMINA AND/OR SILICA)",2410,JAMAICA,24564,24564,5.169
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",690320,REFRACTORY CERAMIC GOODS NESOI CONTAINING BY WEIGHT OVER 50 PERCENT OF ALUMINA OR OF A MIXTURE OR COMPOUND OF ALUMINA AND SILICA,5490,THAILAND,22400,22400,7.844
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",690911,"PORCELAIN OR CHINA WARES FOR LAB, CHEM OR TECH USE",3550,URUGUAY,50709,50709,6.786
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",690911,"PORCELAIN OR CHINA WARES FOR LAB, CHEM OR TECH USE",4210,NETHERLANDS,72576,72576,188.118
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",690919,FERRITE CORE MEMORIES,2740,TRINIDAD AND TOBAGO,580608,580608,496.848
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",690919,FERRITE CORE MEMORIES,3010,COLOMBIA,59853,59853,21.329
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",690919,FERRITE CORE MEMORIES,3310,ECUADOR,1297447,1297447,922.716
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",690919,FERRITE CORE MEMORIES,3370,CHILE,165644,161024,165.616
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",690919,FERRITE CORE MEMORIES,4099,DENMARK,102858,85344,187.797
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",690919,FERRITE CORE MEMORIES,4210,NETHERLANDS,92136,72576,186.318
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",690919,FERRITE CORE MEMORIES,4550,POLAND,961934,28247,35.597
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",690919,FERRITE CORE MEMORIES,5330,INDIA,88870,88870,20.084
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",690919,FERRITE CORE MEMORIES,5880,JAPAN,55668,52221,1.175
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",690919,FERRITE CORE MEMORIES,6021,AUSTRALIA,161469,147456,177.445
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",691010,"WATER CLOSET BOWLS, FLUSHOMETER TYPE, PORCELAIN OR CHINA",5590,SINGAPORE,80252,77526,14.093
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",691200,"TABLEWARE AND KITCHENWARE OF EARTHENWARE WITH A REDDISH-COLORED BODY AND A LUSTROUS GLAZE WHICH, EXC ON TEAPOTS MUST BE COLORED BROWN TO BLACK",2050,GUATEMALA,8425,8425,6.361
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",691200,"TABLEWARE AND KITCHENWARE OF EARTHENWARE WITH A REDDISH-COLORED BODY AND A LUSTROUS GLAZE WHICH, EXC ON TEAPOTS MUST BE COLORED BROWN TO BLACK",5110,JORDAN,16700,16700,9.0
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",691490,CERAMIC ARTICLES NESOI,4010,SWEDEN,1270000,1270000,5.88
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",700721,WINDSHIELDS OF LAMINATED SAFETY GLASS,5700,CHINA,113207,19100,0.532
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",700910,REAR-VIEW MIRRORS FOR VEHICLES,2050,GUATEMALA,9815,9815,0.101
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",700910,REAR-VIEW MIRRORS FOR VEHICLES,3570,ARGENTINA,987440,987440,20.914
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",700991,GLASS MIRRORS UNFRAMED NOT VEHICLE REARVIEW MIRROR,5700,CHINA,65848,53048,0.281
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",701090,"SERUM BOTTLES, VIALS AND OTHER PHARMACEUTICAL CONTAINERS OF GLASS, OF A CAPACITY EXCEEDING 1 LITER",2110,EL SALVADOR,11801,11801,15.469
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",701328,"STEMWARE DRINKING GLASSES NOT GLASS-CERAMICS, NOT LEAD CRYSTAL",4280,GERMANY,19186,16523,7.225
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",701337,"DRINKING GLASSES OTHER NOT GLASS-CERAMICS, NOT LEAD CRYSTAL",4280,GERMANY,24555,24555,25.269
Export,2002,"South Louisiana, LA (Gramercy-Reserve)",701349,OTHER TABLE OR KITCHEN GLASSWARE NESOI,2150,HONDURAS,5218,5218,5.917
